,TEAMS,GOALS,xG,SHOTS,SHOTS ON TARGET,DEEP,PPDA,xPTS,A_TEAMS,A_GOALS,A_xG,A_SHOTS,A_SHOTS ON TARGET,A_DEEP,A_PPDA,A_xPTS
69,Paris Saint Germain,6,3.92,21,9,11,7.95,2.85,Caen,0,0.80,15,8,3,13.63,0.10
70,Paris Saint Germain,4,3.86,27,12,22,6.91,2.96,Rennes,0,0.23,9,2,2,27.26,0.02
71,GFC Ajaccio,0,0.36,7,1,2,18.32,0.24,Paris Saint Germain,4,2.05,9,6,5,5.57,2.62
72,Bordeaux,1,0.87,8,3,4,16.84,0.48,Paris Saint Germain,1,2.10,11,3,2,5.83,2.32
73,Paris Saint Germain,4,4.18,19,12,11,10.72,2.94,Nantes,0,0.56,14,3,11,24.11,0.04
74,SC Bastia,2,0.46,11,3,6,8.73,0.88,Rennes,1,0.80,6,3,1,5.88,1.75
75,Lorient,1,1.72,12,4,5,6.12,1.69,SC Bastia,1,1.36,7,2,1,13.41,1.03
76,SC Bastia,3,1.28,10,5,7,13.84,1.30,Guingamp,0,1.37,15,4,9,7.00,1.42
77,Saint-Etienne,2,1.87,23,6,9,4.71,2.36,SC Bastia,1,0.61,6,1,3,19.47,0.44
78,Marseille,4,1.62,12,7,7,13.32,2.31,SC Bastia,1,0.49,6,2,3,20.61,0.47
79,SC Bastia,1,0.63,8,2,9,9.73,0.43,Nice,3,1.89,9,5,2,10.58,2.37
80,Lyon,2,2.51,14,7,5,8.96,2.84,SC Bastia,0,0.34,4,2,1,19.90,0.09
81,SC Bastia,3,1.83,9,6,1,9.07,1.94,Toulouse,0,1.18,18,5,6,6.58,0.81
82,Angers,1,2.31,17,6,5,8.36,2.67,SC Bastia,0,0.46,8,2,7,9.04,0.21
83,Montpellier,2,0.37,10,3,3,12.61,0.78,SC Bastia,0,0.90,13,1,2,12.40,1.85
84,SC Bastia,1,0.70,12,6,3,4.82,1.71,Caen,0,0.28,5,3,3,6.93,0.84
85,SC Bastia,1,0.56,9,5,8,12.18,0.33,GFC Ajaccio,2,1.91,15,4,5,7.60,2.49
86,Nantes,0,1.12,14,3,8,6.63,2.19,SC Bastia,0,0.23,6,1,0,14.68,0.51
87,SC Bastia,1,0.96,9,4,8,8.62,1.83,Bordeaux,0,0.43,6,2,6,11.32,0.80
88,SC Bastia,1,0.22,5,2,3,8.96,0.12,Monaco,2,2.24,7,2,10,12.16,2.80
89,Troyes,1,1.39,17,4,5,8.52,2.22,SC Bastia,1,0.48,10,3,2,10.65,0.54
90,SC Bastia,2,0.60,7,2,1,12.91,1.17,Reims,0,0.72,11,2,3,9.10,1.43
91,SC Bastia,1,0.52,2,1,2,6.04,0.91,Montpellier,0,0.85,8,1,2,9.30,1.65
92,Guingamp,1,2.03,16,3,5,8.09,2.76,SC Bastia,0,0.20,4,1,1,14.00,0.14
93,SC Bastia,1,0.75,7,3,0,13.80,1.72,Lyon,0,0.41,9,2,11,2.82,0.88
94,Monaco,2,1.23,7,4,6,8.11,2.17,SC Bastia,0,0.40,11,3,1,13.52,0.56
95,SC Bastia,2,2.20,11,5,7,17.22,2.72,Troyes,0,0.35,11,1,7,7.20,0.18
96,Reims,0,1.46,13,5,3,3.85,2.17,SC Bastia,1,0.54,12,3,0,9.30,0.58
97,Nice,0,1.30,11,5,9,4.27,1.95,SC Bastia,2,0.65,11,4,3,12.21,0.76
98,SC Bastia,0,1.60,24,7,7,6.76,2.63,Lorient,0,0.10,2,1,1,10.63,0.21
99,SC Bastia,0,0.18,5,1,4,6.80,1.02,Nantes,0,0.34,8,2,3,6.42,1.36
100,Bordeaux,1,1.00,12,4,5,11.44,1.27,SC Bastia,1,1.01,8,4,2,6.77,1.39
101,SC Bastia,2,0.97,6,1,4,9.83,1.88,Marseille,1,0.53,7,2,2,3.83,0.77
102,Toulouse,4,1.25,11,7,4,5.20,2.47,SC Bastia,0,0.05,3,1,0,9.47,0.29
103,SC Bastia,0,0.93,16,2,6,10.00,1.48,Saint-Etienne,1,0.72,9,4,4,6.41,1.15
104,GFC Ajaccio,3,1.53,8,5,5,8.11,1.23,SC Bastia,2,1.71,17,7,4,6.32,1.49
105,Caen,0,1.72,14,5,7,7.86,2.41,SC Bastia,0,0.46,7,2,1,11.13,0.39
106,SC Bastia,1,1.33,9,6,4,7.67,1.15,Angers,0,1.54,10,2,4,8.54,1.55
107,Rennes,1,1.34,17,8,9,10.57,1.36,SC Bastia,2,1.33,9,5,2,16.94,1.36
108,Rennes,1,0.72,10,2,4,9.48,1.89,Montpellier,0,0.16,4,0,3,6.94,0.66
109,Lyon,1,0.73,15,4,10,6.00,1.59,Rennes,2,0.42,6,3,2,15.09,1.00
110,Rennes,3,1.91,12,4,5,9.00,1.78,Toulouse,1,1.41,8,3,3,6.14,0.92
111,Nantes,0,0.59,10,3,2,11.46,0.28,Rennes,2,2.25,16,6,5,6.10,2.58
112,GFC Ajaccio,1,0.50,13,2,1,10.68,0.45,Rennes,1,1.70,16,8,10,9.78,2.34
113,Rennes,1,1.25,19,5,4,5.14,1.57,Troyes,1,0.96,12,6,4,12.20,1.13
114,Monaco,1,1.47,14,6,4,9.23,1.27,Rennes,1,1.53,8,3,4,19.31,1.42
115,Rennes,1,0.75,15,3,4,9.60,0.37,Nice,4,2.10,12,7,3,15.93,2.46
116,Lorient,1,1.27,10,5,9,13.96,1.66,Rennes,1,0.93,11,3,4,7.85,1.03
117,Angers,0,1.62,19,3,5,15.30,2.06,Rennes,2,0.80,10,2,2,8.70,0.68
118,Rennes,2,1.61,8,4,4,9.19,1.01,Bordeaux,2,2.04,8,5,7,11.85,1.71
119,Reims,2,1.16,12,4,1,8.09,1.45,Rennes,2,1.04,11,6,4,9.56,1.24
120,Rennes,0,1.06,10,1,4,7.25,1.56,Marseille,1,0.82,11,5,4,8.34,1.12
121,Saint-Etienne,1,1.47,14,4,5,6.47,2.01,Rennes,1,0.77,5,3,6,13.05,0.70
122,Rennes,1,1.69,22,8,13,7.17,1.87,Caen,1,0.99,12,3,0,27.33,0.86
123,Guingamp,0,0.82,12,4,12,6.26,1.07,Rennes,2,1.13,9,5,3,11.63,1.61
124,Rennes,2,0.87,12,4,6,6.83,1.18,Lorient,2,1.00,6,2,2,13.45,1.48
125,Troyes,2,0.87,12,5,3,11.76,0.13,Rennes,4,3.43,19,13,9,11.00,2.81
126,Rennes,1,1.43,10,3,8,8.58,2.29,GFC Ajaccio,0,0.35,8,2,2,12.63,0.46
127,Bordeaux,4,1.55,21,7,6,14.20,2.02,Rennes,0,0.72,8,3,2,13.65,0.73
128,Rennes,0,0.60,5,0,2,16.29,1.24,Saint-Etienne,1,0.66,13,4,3,7.19,1.36
129,Rennes,1,0.71,10,2,5,6.64,1.37,Angers,0,0.66,10,0,2,18.05,1.24
130,Caen,1,1.39,12,6,5,9.73,2.26,Rennes,0,0.35,7,1,1,5.46,0.49
131,Toulouse,1,0.49,6,1,4,7.71,0.61,Rennes,2,1.32,18,5,6,8.48,2.10
132,Rennes,4,1.22,11,7,4,16.91,1.69,Nantes,1,0.83,11,6,3,6.41,1.00
133,Rennes,2,1.38,13,3,2,9.14,0.67,Lyon,2,2.47,17,7,11,4.50,2.12
134,Marseille,2,2.01,14,5,6,7.47,1.50,Rennes,5,1.82,13,8,3,15.70,1.23
135,Rennes,3,1.14,10,5,5,10.50,2.09,Reims,1,0.33,10,4,4,6.82,0.60
136,Nice,3,2.17,11,8,10,9.48,2.58,Rennes,0,0.63,8,3,3,12.62,0.28
137,Rennes,0,0.49,9,3,3,6.92,0.25,Guingamp,3,2.24,12,7,4,26.82,2.63
138,Rennes,1,0.92,11,3,6,6.42,0.77,Monaco,1,1.56,10,6,3,10.92,1.94
139,Montpellier,2,1.29,17,5,7,17.56,2.01,Rennes,0,0.52,10,2,3,19.29,0.69
140,Marseille,0,2.18,18,6,10,4.76,2.29,Caen,1,0.95,8,4,3,18.29,0.52
141,Reims,1,0.94,15,5,4,11.48,1.85,Marseille,0,0.40,13,4,1,4.81,0.78
142,Marseille,6,3.21,16,7,4,14.16,2.93,Troyes,0,0.27,6,1,6,14.50,0.04
143,Guingamp,2,1.79,12,5,2,13.43,2.10,Marseille,0,0.91,14,6,4,8.56,0.66
144,Marseille,1,1.05,14,4,7,10.52,0.57,Lyon,1,2.16,12,5,9,8.18,2.22
145,Toulouse,1,0.86,12,3,1,10.50,1.52,Marseille,1,0.65,8,1,3,7.10,1.11
146,Marseille,1,1.57,18,4,10,5.58,1.74,Angers,2,1.10,7,3,2,18.43,0.92
147,Marseille,1,1.65,21,8,8,6.44,2.35,Lorient,1,0.51,6,2,2,16.40,0.44
148,Nantes,0,0.38,12,4,6,7.15,1.10,Marseille,1,0.54,12,3,2,6.90,1.41
149,Marseille,0,0.63,14,3,12,7.11,1.50,Nice,1,0.41,9,4,2,15.63,1.06
150,Saint-Etienne,0,0.71,12,4,4,10.78,0.55,Marseille,2,1.78,15,6,7,10.88,2.23
151,Marseille,3,1.79,12,6,6,3.44,1.35,Monaco,3,1.82,10,5,1,7.84,1.38
152,Marseille,2,1.54,14,8,5,6.08,1.91,Montpellier,2,0.84,6,2,4,17.86,0.81
153,Marseille,1,1.23,10,3,1,7.47,1.37,GFC Ajaccio,1,1.18,10,2,2,8.36,1.30
154,Bordeaux,1,1.39,10,3,3,9.94,2.36,Marseille,1,0.32,6,4,3,7.32,0.41
155,Marseille,0,1.02,15,3,9,6.19,1.79,Guingamp,0,0.49,8,1,1,13.10,0.86
156,Caen,1,0.71,7,3,4,7.68,0.46,Marseille,3,1.99,15,9,9,4.80,2.35
157,Lyon,1,2.48,22,9,14,3.61,2.42,Marseille,1,0.87,7,4,1,14.50,0.41
158,Montpellier,0,0.51,12,3,6,8.08,1.65,Marseille,1,0.14,4,1,0,6.90,0.80
159,Nice,1,0.83,9,3,5,7.44,0.40,Marseille,1,2.13,12,6,8,10.17,2.41
160,Marseille,1,0.84,8,2,5,9.35,1.19,Saint-Etienne,1,0.98,15,1,7,6.42,1.45
161,Marseille,1,1.60,20,8,11,8.96,1.38,Toulouse,1,1.57,18,7,4,8.57,1.37
162,GFC Ajaccio,1,1.36,16,5,6,5.39,1.54,Marseille,1,1.10,6,5,5,4.26,1.13
163,Lorient,1,1.57,15,10,5,10.86,1.60,Marseille,1,1.26,10,2,5,9.77,1.12
164,Marseille,0,0.37,7,4,2,4.17,1.10,Bordeaux,0,0.55,9,3,1,18.35,1.42
165,Monaco,2,1.04,14,4,4,6.98,1.90,Marseille,1,0.47,7,2,3,4.84,0.76
166,Marseille,1,0.80,7,3,5,5.59,1.95,Nantes,1,0.21,7,3,3,5.86,0.64
167,Angers,0,0.46,12,1,2,7.12,0.57,Marseille,1,1.40,12,4,1,8.23,2.17
168,Marseille,1,2.15,21,8,9,7.41,1.71,Reims,0,1.65,14,2,3,8.78,1.05
169,Troyes,1,0.74,9,4,7,28.54,0.28,Marseille,1,2.46,18,6,8,8.71,2.59
170,Caen,1,1.54,9,3,4,13.24,1.73,Toulouse,0,1.13,13,4,12,9.71,1.01
171,Nice,2,1.10,7,4,3,9.94,1.49,Caen,1,0.95,12,6,5,13.81,1.18
172,Caen,0,0.85,14,6,5,16.30,1.12,Lyon,4,1.09,13,5,2,4.21,1.56
173,Troyes,1,0.40,14,6,3,7.67,0.42,Caen,3,1.61,15,8,7,20.06,2.36
174,Caen,2,1.66,16,6,2,10.84,1.89,Montpellier,1,1.03,3,2,3,5.76,0.82
175,Lorient,2,1.07,8,4,1,9.41,1.71,Caen,0,0.72,14,2,3,12.36,0.96
176,Caen,2,2.23,16,9,1,11.26,2.72,GFC Ajaccio,0,0.27,8,2,2,7.26,0.17
177,Caen,1,1.49,14,7,1,16.38,1.97,Saint-Etienne,0,0.76,10,3,8,4.88,0.76
178,Reims,0,0.55,12,2,4,6.24,0.67,Caen,1,1.34,11,4,2,19.71,2.05
179,Caen,0,1.21,16,4,7,11.73,1.15,Nantes,2,1.47,10,3,5,8.33,1.57
180,Caen,2,1.23,16,5,5,18.38,1.28,Guingamp,1,1.31,13,6,8,5.92,1.44
181,Caen,0,0.51,13,2,4,15.27,1.41,Angers,0,0.38,11,4,8,11.59,1.09
182,Bordeaux,1,0.72,11,3,10,5.73,0.55,Caen,4,1.73,12,10,3,16.10,2.24
183,Monaco,1,0.62,10,4,5,11.53,1.22,Caen,1,0.65,8,3,2,15.00,1.36
184,Angers,2,1.19,13,5,1,11.87,1.46,Caen,0,1.05,16,3,2,14.04,1.23
185,Montpellier,1,1.95,16,2,6,9.12,2.43,Caen,2,0.60,9,4,2,11.09,0.39
186,Caen,2,2.24,9,5,3,20.40,1.97,Nice,0,1.46,15,6,9,3.46,0.80
187,Caen,0,1.85,14,4,4,5.77,0.98,Reims,2,2.40,12,5,1,8.21,1.77
188,Lyon,4,3.89,21,8,12,4.03,2.80,Caen,1,1.10,15,6,6,13.83,0.14
189,Saint-Etienne,1,1.76,15,4,8,5.38,1.62,Caen,2,1.45,16,6,8,18.53,1.12
190,Caen,2,1.25,14,6,3,12.63,2.11,Monaco,2,0.52,9,3,5,7.30,0.62
191,GFC Ajaccio,1,1.16,19,4,5,5.54,1.55,Caen,0,0.90,9,4,2,14.18,1.13
192,Caen,2,1.36,23,6,3,8.31,2.02,Troyes,1,0.54,4,2,3,8.60,0.69
193,Toulouse,2,0.87,7,1,2,7.33,2.02,Caen,0,0.24,6,1,0,4.25,0.62
194,Caen,1,0.82,17,4,7,6.47,0.41,Lorient,2,2.29,17,7,8,10.00,2.43
195,Guingamp,1,0.87,11,1,8,5.64,1.65,Caen,1,0.53,12,5,4,11.54,0.98
196,Nantes,1,0.88,16,5,9,4.83,0.92,Caen,2,1.33,9,3,3,19.39,1.78
197,Caen,1,1.93,10,4,3,9.74,1.29,Bordeaux,0,2.03,11,5,6,5.88,1.43
198,Montpellier,0,0.71,11,4,2,7.35,0.72,Angers,2,1.54,14,4,8,15.15,2.03
199,Troyes,0,0.85,8,1,6,11.08,1.41,Montpellier,0,0.77,13,4,6,9.89,1.23
200,Montpellier,1,1.55,17,8,3,8.00,1.80,Saint-Etienne,2,1.01,12,3,2,8.54,0.92
201,Montpellier,2,1.82,15,5,3,9.55,1.01,Monaco,3,2.35,13,5,5,6.38,1.76
202,Montpellier,2,1.18,12,4,3,8.03,1.97,Lorient,1,0.51,10,3,2,8.85,0.72
203,Bordeaux,0,0.93,16,3,5,4.68,1.89,Montpellier,0,0.34,6,0,2,11.00,0.74
204,Toulouse,1,0.71,10,6,2,5.81,1.69,Montpellier,1,0.36,7,1,6,5.69,0.89
205,Montpellier,2,1.89,10,4,3,10.52,2.41,Nantes,1,0.58,10,2,5,8.03,0.40
206,Montpellier,3,2.57,11,4,6,9.71,2.72,Reims,1,0.58,11,4,1,10.70,0.18
207,Lyon,2,1.65,13,6,8,4.46,0.41,Montpellier,4,3.43,15,9,6,18.70,2.45
208,Montpellier,0,1.47,16,6,2,5.81,1.76,GFC Ajaccio,2,0.97,6,3,4,17.35,0.94
209,Montpellier,2,1.54,9,6,6,5.07,2.70,Guingamp,1,0.23,8,4,0,10.74,0.17
210,Nice,1,0.64,9,4,2,9.44,1.16,Montpellier,0,0.77,10,6,2,11.93,1.45
211,Montpellier,0,1.67,12,4,7,8.90,1.28,Bordeaux,1,1.77,13,3,2,11.68,1.41
212,GFC Ajaccio,0,0.93,16,3,5,7.18,0.74,Montpellier,4,1.65,8,4,2,23.18,1.99
213,Lorient,1,0.41,6,4,4,13.62,1.00,Montpellier,1,0.64,11,6,2,9.00,1.58
214,Montpellier,2,1.20,7,2,4,11.04,2.02,Toulouse,0,0.51,9,3,8,7.96,0.68
215,Angers,2,1.59,13,4,2,12.74,1.34,Montpellier,3,1.63,12,5,8,5.05,1.40
216,Montpellier,0,1.17,11,6,6,10.40,0.81,Nice,2,1.79,10,3,4,14.42,1.90
217,Saint-Etienne,3,2.13,9,5,4,7.56,2.65,Montpellier,0,0.58,7,1,4,7.95,0.21
218,Guingamp,2,0.64,10,3,1,12.26,0.98,Montpellier,2,0.95,12,4,5,5.22,1.68
219,Montpellier,0,0.48,7,2,9,12.97,0.11,Lyon,2,2.97,14,8,14,4.70,2.83
220,Nantes,0,0.40,9,0,6,7.50,0.83,Montpellier,2,0.86,11,5,5,13.81,1.80
221,Montpellier,4,1.62,14,7,1,19.71,0.96,Troyes,1,2.12,17,7,3,9.24,1.79
222,Reims,2,1.58,15,7,7,10.00,1.70,Montpellier,3,1.20,10,5,2,12.89,1.02
223,Monaco,2,3.83,15,7,2,12.04,2.95,Montpellier,0,0.49,10,4,3,7.54,0.03
224,Angers,0,0.39,10,3,2,13.86,1.45,Nantes,0,0.17,2,1,3,12.00,0.95
225,GFC Ajaccio,0,0.38,8,3,3,5.05,0.60,Angers,2,1.16,9,5,1,21.60,2.10
226,Angers,1,0.30,5,2,0,22.05,0.65,Nice,1,0.91,12,5,2,9.53,2.01
227,Lorient,3,1.36,14,6,10,10.39,1.88,Angers,1,0.74,7,1,1,10.97,0.82
228,Angers,1,1.89,16,4,3,15.95,1.53,Troyes,0,1.66,14,0,4,7.74,1.20
229,Angers,0,0.59,8,3,1,12.74,1.73,Reims,0,0.18,4,1,4,10.18,0.78
230,Toulouse,1,1.67,21,6,9,6.10,2.42,Angers,2,0.36,7,5,2,13.30,0.39
231,Angers,0,0.32,10,2,5,11.58,0.63,Guingamp,0,1.04,10,2,6,9.31,2.03
232,Monaco,1,2.11,13,2,5,8.97,2.51,Angers,0,0.69,15,5,0,9.77,0.33
233,Lyon,0,0.70,14,1,9,6.00,1.29,Angers,2,0.70,9,6,3,30.33,1.32
234,Angers,1,1.38,7,3,0,8.94,2.10,Bordeaux,1,0.56,3,2,0,12.50,0.62
235,Saint-Etienne,1,1.11,15,2,4,6.59,1.96,Angers,0,0.42,11,2,5,12.55,0.72
236,Nice,2,1.81,11,5,2,7.36,2.45,Angers,1,0.62,9,4,1,19.76,0.37
237,Angers,3,2.36,19,10,0,13.96,2.76,Monaco,0,0.45,9,4,1,11.21,0.15
238,Reims,2,0.76,13,4,8,7.21,0.78,Angers,1,1.37,11,5,5,15.33,1.93
239,Angers,0,0.33,5,0,3,16.77,0.99,Lyon,3,0.59,9,3,8,5.50,1.52
240,Guingamp,2,2.40,16,3,5,12.00,2.45,Angers,2,1.03,8,2,2,18.81,0.37
241,Angers,0,0.28,7,1,2,21.31,0.49,Saint-Etienne,0,1.17,7,1,4,5.43,2.24
242,Nantes,2,1.06,11,7,3,7.41,2.20,Angers,0,0.17,6,0,1,10.46,0.48
243,Angers,5,4.14,23,10,6,7.91,2.98,Lorient,1,0.44,5,2,3,8.15,0.01
244,Troyes,0,1.81,12,7,2,10.23,1.75,Angers,1,1.34,17,3,3,14.40,0.97
245,Angers,0,0.18,7,1,1,7.63,1.11,GFC Ajaccio,0,0.19,2,1,2,7.38,1.18
246,Bordeaux,1,1.62,16,3,6,6.07,2.23,Angers,3,0.62,4,4,0,15.58,0.52
247,Angers,2,0.22,6,2,1,5.57,0.14,Toulouse,3,2.13,14,7,4,5.52,2.77
248,Nantes,1,0.27,9,4,3,7.29,1.06,Guingamp,0,0.41,10,4,0,10.13,1.37
249,Nantes,1,1.91,12,5,6,13.74,2.61,Reims,0,0.40,2,1,3,14.90,0.24
250,Bordeaux,2,2.98,19,4,9,9.31,2.90,Nantes,0,0.36,10,1,2,8.06,0.06
251,Saint-Etienne,2,1.36,13,3,8,8.42,2.20,Nantes,0,0.38,11,2,4,10.27,0.54
252,Nantes,3,1.84,18,4,4,11.78,2.13,Troyes,0,0.88,14,2,12,15.31,0.64
253,Nice,1,1.44,9,3,4,6.52,0.93,Nantes,2,1.94,12,6,8,15.91,1.78
254,Monaco,1,1.23,8,4,5,9.26,2.18,Nantes,0,0.40,11,2,5,14.83,0.55
255,Nantes,0,0.88,9,3,4,10.62,1.46,Lyon,0,0.71,10,5,3,8.31,1.19
256,GFC Ajaccio,1,1.35,25,6,7,7.70,1.34,Nantes,1,1.36,12,3,5,10.31,1.38
