,TEAMS,GOALS,xG,SHOTS,SHOTS ON TARGET,DEEP,PPDA,xPTS,A_TEAMS,A_GOALS,A_xG,A_SHOTS,A_SHOTS ON TARGET,A_DEEP,A_PPDA,A_xPTS
109,Wolfsburg,1,1.14,11,3,5,3.45,1.81,Hamburger SV,0,0.67,11,1,4,8.27,0.87
110,FC Cologne,1,1.19,12,2,3,9.19,1.96,Wolfsburg,0,0.62,12,2,4,7.59,0.74
111,Wolfsburg,2,2.33,13,7,3,9.52,2.50,Hoffenheim,1,0.87,14,7,5,11.53,0.34
112,Borussia Dortmund,3,2.52,24,10,13,6.67,2.80,Wolfsburg,0,0.21,6,3,2,26.64,0.12
113,Mainz 05,1,0.94,10,2,6,11.20,1.50,Wolfsburg,1,0.75,7,5,1,14.10,1.13
114,RasenBallsport Leipzig,0,0.59,11,6,7,4.68,0.50,Wolfsburg,1,1.70,15,5,2,10.32,2.29
115,Wolfsburg,1,2.28,20,4,8,8.20,2.43,Darmstadt,0,0.75,6,1,3,9.97,0.40
116,Bayer Leverkusen,3,0.78,8,5,2,11.90,0.58,Wolfsburg,3,1.80,18,9,8,6.29,2.19
117,Wolfsburg,0,1.97,17,4,9,4.42,2.22,Freiburg,1,0.86,16,5,5,18.75,0.57
118,Schalke 04,4,1.64,12,7,9,11.86,1.38,Wolfsburg,1,1.59,18,1,5,14.35,1.34
119,Wolfsburg,3,1.61,9,6,6,8.17,2.65,Ingolstadt,0,0.16,6,3,3,9.33,0.20
120,Hertha Berlin,1,1.98,14,5,5,17.69,1.68,Wolfsburg,0,1.57,10,2,4,15.16,1.04
121,Eintracht Frankfurt,0,1.14,7,2,1,8.97,1.14,Wolfsburg,2,1.41,7,3,7,21.79,1.57
122,Wolfsburg,1,1.27,12,5,9,24.93,1.06,B. Monchengladbach,1,1.65,14,6,7,8.22,1.68
123,Hamburger SV,2,0.57,6,3,3,3.60,1.02,Wolfsburg,1,0.87,12,5,6,4.67,1.61
124,Hamburger SV,1,0.31,8,1,2,8.00,0.52,Ingolstadt,1,1.21,13,5,3,7.79,2.19
125,Bayer Leverkusen,3,2.14,15,5,9,4.73,2.45,Hamburger SV,1,0.66,6,2,5,8.79,0.38
126,Hamburger SV,0,1.08,14,2,4,7.85,0.14,RasenBallsport Leipzig,4,3.30,12,6,5,9.90,2.78
127,Freiburg,1,1.78,20,4,5,7.67,2.35,Hamburger SV,0,0.65,7,0,3,13.81,0.42
128,Hertha Berlin,2,2.44,14,5,7,19.53,2.34,Hamburger SV,0,1.11,16,3,7,5.09,0.49
129,B. Monchengladbach,0,3.46,22,4,13,3.33,2.96,Hamburger SV,0,0.21,5,0,0,22.43,0.02
130,Hamburger SV,0,0.16,3,0,4,11.54,0.37,Eintracht Frankfurt,3,1.31,13,4,10,6.44,2.38
131,FC Cologne,3,2.93,18,6,4,6.92,2.88,Hamburger SV,0,0.31,9,2,1,14.42,0.07
132,Hamburger SV,2,0.72,14,6,4,11.03,0.19,Borussia Dortmund,5,2.89,10,6,6,4.03,2.72
133,Hoffenheim,2,2.32,17,5,10,7.47,1.73,Hamburger SV,2,1.80,14,4,3,8.21,1.02
134,Darmstadt,0,0.57,10,2,7,5.00,0.36,Hamburger SV,2,2.12,21,5,8,6.96,2.48
135,Mainz 05,3,1.37,19,8,3,3.93,1.72,Hamburger SV,1,0.90,10,3,2,8.46,0.98
136,Hamburger SV,2,2.48,11,7,7,7.00,2.79,Schalke 04,1,0.44,6,3,0,6.52,0.13
137,Ingolstadt,3,1.42,15,7,3,7.19,2.24,Hamburger SV,1,0.49,11,3,6,5.70,0.51
138,Hamburger SV,1,1.10,11,3,3,6.51,2.18,Bayer Leverkusen,0,0.26,5,0,6,2.12,0.52
139,RasenBallsport Leipzig,0,1.40,15,0,15,3.44,1.30,Hamburger SV,3,1.48,11,5,2,11.42,1.41
140,Hamburger SV,2,1.64,6,4,8,9.61,2.02,Freiburg,2,0.94,12,3,11,13.62,0.72
141,Hamburger SV,1,0.70,9,3,4,9.52,1.61,Hertha Berlin,0,0.39,8,1,2,6.97,0.96
142,Hamburger SV,2,1.46,17,6,11,9.83,1.42,B. Monchengladbach,1,1.31,7,3,7,4.50,1.28
143,Eintracht Frankfurt,0,1.04,7,1,3,3.41,2.25,Hamburger SV,0,0.13,5,0,1,4.68,0.44
144,Hamburger SV,2,1.36,14,4,5,5.27,1.52,FC Cologne,1,1.13,7,1,0,7.00,1.14
145,Borussia Dortmund,3,3.97,17,10,15,7.50,2.82,Hamburger SV,0,1.01,16,6,3,11.22,0.13
146,Hamburger SV,2,0.92,12,6,11,5.38,0.89,Hoffenheim,1,1.41,12,4,4,3.75,1.81
147,Hamburger SV,1,1.15,13,6,13,5.15,1.17,Darmstadt,2,1.32,9,4,6,6.85,1.52
148,Hamburger SV,0,0.33,6,2,6,3.68,0.39,Mainz 05,0,1.38,13,6,5,4.22,2.39
149,Schalke 04,1,1.24,12,1,6,7.30,0.94,Hamburger SV,1,1.83,18,4,11,6.29,1.80
150,Ingolstadt,0,0.99,11,5,7,4.64,1.46,Hertha Berlin,2,0.85,7,6,5,10.39,1.20
151,Ingolstadt,0,0.78,13,3,9,3.80,1.72,Eintracht Frankfurt,2,0.35,9,5,1,6.27,0.86
152,B. Monchengladbach,2,1.18,7,5,5,7.19,1.95,Ingolstadt,0,0.54,8,2,3,11.14,0.74
153,Ingolstadt,1,2.22,18,5,4,6.47,0.70,Hoffenheim,2,3.31,20,9,5,6.83,2.11
154,FC Cologne,2,3.98,15,3,7,5.44,2.87,Ingolstadt,1,1.07,9,1,5,12.63,0.09
155,Ingolstadt,3,1.69,12,7,3,21.00,0.81,Borussia Dortmund,3,2.52,24,10,10,3.19,1.97
156,Mainz 05,2,2.21,17,8,5,4.90,2.80,Ingolstadt,0,0.22,5,2,0,9.36,0.12
157,Darmstadt,0,1.93,18,4,7,5.46,1.97,Ingolstadt,1,1.18,15,7,5,6.06,0.79
158,Ingolstadt,1,0.58,4,1,4,8.62,0.56,RasenBallsport Leipzig,0,1.51,13,3,4,2.83,2.19
159,Bayer Leverkusen,1,0.57,5,3,4,5.33,0.31,Ingolstadt,2,2.29,17,7,10,7.53,2.54
160,Ingolstadt,1,1.28,17,6,7,6.25,1.11,Freiburg,2,1.55,11,5,3,13.86,1.60
161,Schalke 04,1,2.02,15,5,10,7.22,2.48,Ingolstadt,0,0.52,14,3,11,5.98,0.36
162,Hertha Berlin,1,0.81,8,2,5,5.64,1.65,Ingolstadt,0,0.52,13,4,7,8.76,0.96
163,Eintracht Frankfurt,0,2.12,15,6,8,7.19,1.98,Ingolstadt,2,1.37,14,11,1,13.19,0.77
164,Ingolstadt,0,0.88,14,3,6,7.14,1.03,B. Monchengladbach,2,1.16,10,4,2,11.47,1.65
165,Hoffenheim,5,2.01,17,12,4,4.68,2.30,Ingolstadt,2,0.76,8,4,5,7.26,0.50
166,Ingolstadt,2,1.43,26,9,16,4.45,1.43,FC Cologne,2,1.28,7,2,2,5.76,1.28
167,Borussia Dortmund,1,0.57,10,2,4,6.21,0.67,Ingolstadt,0,1.38,14,2,7,5.91,2.07
168,Ingolstadt,2,1.51,12,5,7,6.71,1.99,Mainz 05,1,0.77,10,1,5,3.77,0.74
169,Ingolstadt,3,3.66,23,10,15,5.31,2.81,Darmstadt,2,0.98,10,5,1,16.00,0.12
170,RasenBallsport Leipzig,0,1.50,15,3,11,2.96,2.10,Ingolstadt,0,0.59,6,0,6,7.34,0.64
171,Ingolstadt,1,0.43,8,2,3,9.33,0.52,Bayer Leverkusen,1,1.38,12,6,4,11.33,2.22
172,Freiburg,1,1.27,11,4,1,4.46,0.97,Ingolstadt,1,1.89,23,9,16,3.95,1.78
173,Ingolstadt,1,2.60,18,8,15,7.21,2.43,Schalke 04,1,1.13,9,3,6,16.82,0.41
174,Eintracht Frankfurt,1,1.87,11,4,5,12.21,2.12,Schalke 04,0,0.93,11,3,3,8.96,0.63
175,Darmstadt,1,0.28,8,1,0,26.37,0.30,Eintracht Frankfurt,0,1.64,14,3,7,3.38,2.53
176,Eintracht Frankfurt,2,2.15,17,8,5,6.72,1.36,Bayer Leverkusen,1,2.12,7,3,8,7.38,1.37
177,Eintracht Frankfurt,3,1.51,11,4,11,9.21,1.66,Hertha Berlin,3,1.17,6,4,3,12.00,1.03
178,Freiburg,1,0.46,11,3,9,12.26,1.04,Eintracht Frankfurt,0,0.72,14,3,8,5.36,1.54
179,B. Monchengladbach,0,0.61,7,2,5,7.58,1.56,Eintracht Frankfurt,0,0.39,6,1,5,15.43,1.00
180,Eintracht Frankfurt,1,0.86,9,1,5,8.18,1.56,FC Cologne,0,0.64,6,1,8,12.14,1.06
181,Eintracht Frankfurt,2,0.69,12,4,2,10.50,0.58,Borussia Dortmund,1,1.67,12,5,8,4.00,2.19
182,Eintracht Frankfurt,0,0.58,15,3,2,7.17,1.65,Hoffenheim,0,0.21,3,0,4,6.07,0.85
183,Eintracht Frankfurt,3,1.76,9,4,5,5.71,2.03,Mainz 05,0,1.05,11,6,2,11.13,0.70
184,RasenBallsport Leipzig,3,3.06,17,7,7,4.48,2.84,Eintracht Frankfurt,0,0.62,4,3,2,15.19,0.09
185,Schalke 04,0,0.62,12,2,5,5.09,1.48,Eintracht Frankfurt,1,0.42,8,1,2,5.94,1.07
186,Eintracht Frankfurt,2,2.40,15,6,10,4.90,2.85,Darmstadt,0,0.25,4,0,3,22.24,0.09
187,Bayer Leverkusen,3,2.54,17,7,9,6.86,2.63,Eintracht Frankfurt,0,0.63,9,3,3,9.52,0.25
188,Hertha Berlin,2,0.74,6,4,5,9.48,1.50,Eintracht Frankfurt,0,0.55,8,2,6,9.14,1.09
189,Eintracht Frankfurt,1,1.73,15,3,3,9.59,1.40,Freiburg,2,1.64,10,3,4,12.20,1.30
190,Eintracht Frankfurt,0,2.71,15,4,12,5.00,2.88,B. Monchengladbach,0,0.21,6,1,0,19.30,0.07
191,FC Cologne,1,0.73,5,1,1,12.22,1.48,Eintracht Frankfurt,0,0.65,12,2,3,3.66,1.13
192,Borussia Dortmund,3,2.57,15,7,7,5.44,2.47,Eintracht Frankfurt,1,0.98,9,2,3,7.79,0.37
193,Hoffenheim,1,0.60,8,1,6,3.66,1.73,Eintracht Frankfurt,0,0.17,4,2,0,12.64,0.78
