,TEAMS,GOALS,xG,SHOTS,SHOTS ON TARGET,DEEP,PPDA,xPTS,A_TEAMS,A_GOALS,A_xG,A_SHOTS,A_SHOTS ON TARGET,A_DEEP,A_PPDA,A_xPTS
39,Mainz 05,2,3.36,13,7,9,10.52,2.45,Schalke 04,2,1.71,21,3,12,5.61,0.41
40,Schalke 04,0,1.00,13,7,3,11.29,0.38,Wolfsburg,2,2.66,18,7,7,5.77,2.48
41,B. Monchengladbach,4,3.16,18,9,10,9.38,2.76,Schalke 04,1,0.73,13,2,8,15.17,0.16
42,Schalke 04,0,1.23,15,4,4,11.87,0.56,Bayer Leverkusen,3,2.45,25,9,7,7.70,2.24
43,Augsburg,2,1.25,9,4,2,14.85,0.91,Schalke 04,2,1.91,16,4,10,5.70,1.84
44,Schalke 04,0,0.38,9,2,2,10.60,0.60,Freiburg,2,1.16,11,3,2,12.20,2.11
45,Schalke 04,0,0.34,9,2,4,10.71,0.76,Arminia Bielefeld,1,0.90,9,3,4,4.28,1.86
46,Hertha Berlin,3,2.07,21,9,9,7.25,2.36,Schalke 04,0,0.72,11,4,2,11.00,0.45
47,Schalke 04,4,2.13,12,5,7,8.26,1.57,Hoffenheim,0,1.84,19,4,5,6.14,1.19
48,Eintracht Frankfurt,3,1.98,17,11,12,6.11,2.72,Schalke 04,1,0.14,4,1,5,25.33,0.16
49,Schalke 04,1,1.14,14,7,7,9.79,0.88,FC Cologne,2,1.75,13,3,4,15.26,1.88
50,Werder Bremen,1,0.64,15,5,8,13.36,1.44,Schalke 04,1,0.47,6,1,3,9.04,1.12
51,Schalke 04,0,0.13,3,1,0,15.47,0.05,RasenBallsport Leipzig,3,3.10,26,10,17,4.89,2.92
52,Union Berlin,0,1.94,20,3,8,10.59,2.58,Schalke 04,0,0.34,5,0,6,6.24,0.27
53,Schalke 04,0,0.83,13,2,7,13.32,0.54,Borussia Dortmund,4,1.85,10,6,10,6.25,2.24
54,VfB Stuttgart,5,2.69,17,9,10,10.73,2.12,Schalke 04,1,1.65,10,5,7,9.35,0.68
55,Schalke 04,0,0.41,2,2,0,9.44,0.92,Mainz 05,0,0.85,19,2,11,4.84,1.68
56,Wolfsburg,5,2.50,16,7,8,7.03,2.80,Schalke 04,0,0.24,5,1,2,12.55,0.12
57,Schalke 04,0,0.19,4,1,3,26.44,0.16,B. Monchengladbach,3,2.07,21,7,9,8.52,2.72
58,Bayer Leverkusen,2,0.86,8,3,8,8.41,1.11,Schalke 04,1,1.05,6,2,5,15.57,1.51
59,Schalke 04,1,0.86,7,2,6,12.26,1.07,Augsburg,0,1.15,12,4,8,11.17,1.58
60,Freiburg,4,2.08,13,8,3,7.93,2.45,Schalke 04,0,0.72,4,2,2,15.25,0.36
61,Arminia Bielefeld,1,2.30,15,5,9,7.86,2.83,Schalke 04,0,0.25,5,0,1,12.31,0.10
62,Hoffenheim,4,1.54,21,12,9,6.66,1.92,Schalke 04,2,0.82,6,3,8,35.50,0.81
63,Schalke 04,1,1.07,12,1,1,34.33,1.06,Hertha Berlin,2,1.48,17,6,5,11.23,1.67
64,Schalke 04,4,2.69,11,6,7,25.70,1.19,Eintracht Frankfurt,3,3.05,25,9,11,5.44,1.58
65,FC Cologne,1,1.99,21,10,11,3.28,2.57,Schalke 04,0,0.34,6,0,1,17.06,0.28
66,Eintracht Frankfurt,1,2.47,18,6,9,6.77,2.65,Arminia Bielefeld,1,0.62,13,4,2,12.44,0.23
67,Hertha Berlin,1,1.56,12,6,3,13.44,1.31,Eintracht Frankfurt,3,1.62,11,3,6,15.80,1.39
68,Eintracht Frankfurt,2,3.57,16,8,10,12.27,2.88,Hoffenheim,1,0.77,12,4,6,17.60,0.08
69,FC Cologne,1,1.42,9,5,4,7.53,1.23,Eintracht Frankfurt,1,1.55,17,4,10,8.81,1.47
70,Eintracht Frankfurt,1,2.49,15,5,8,5.04,2.53,Werder Bremen,1,0.73,11,4,1,31.15,0.33
71,VfB Stuttgart,2,2.09,15,5,10,9.88,0.58,Eintracht Frankfurt,2,3.49,16,6,10,6.58,2.25
72,Eintracht Frankfurt,1,0.89,8,3,3,7.43,1.33,RasenBallsport Leipzig,1,0.91,10,2,7,7.81,1.32
73,Union Berlin,3,1.96,15,7,4,17.18,1.89,Eintracht Frankfurt,3,1.34,12,4,7,6.03,0.86
74,Eintracht Frankfurt,1,0.85,9,1,3,12.66,1.09,Borussia Dortmund,1,1.14,16,5,11,11.53,1.59
75,Wolfsburg,2,2.81,18,9,12,7.69,2.32,Eintracht Frankfurt,1,1.51,7,4,6,15.64,0.50
76,Eintracht Frankfurt,3,2.13,10,3,8,9.09,2.17,B. Monchengladbach,3,1.14,8,5,2,5.63,0.59
77,Augsburg,0,1.45,15,4,5,11.64,0.80,Eintracht Frankfurt,2,2.37,15,6,6,8.70,2.00
78,Eintracht Frankfurt,2,1.34,11,4,5,13.37,1.85,Bayer Leverkusen,1,0.75,7,2,6,6.44,0.85
79,Mainz 05,0,1.10,9,1,6,11.78,0.43,Eintracht Frankfurt,2,2.44,13,7,8,7.94,2.39
80,Freiburg,2,0.85,12,4,2,13.10,0.89,Eintracht Frankfurt,2,1.45,15,3,13,7.47,1.83
81,Arminia Bielefeld,1,0.33,8,4,4,9.97,0.14,Eintracht Frankfurt,5,2.56,15,7,11,9.07,2.78
82,Eintracht Frankfurt,3,1.78,15,7,9,6.30,2.54,Hertha Berlin,1,0.38,8,3,4,15.47,0.30
83,Hoffenheim,1,0.64,6,1,7,11.31,0.76,Eintracht Frankfurt,3,1.26,9,5,5,10.45,1.94
84,Eintracht Frankfurt,2,2.94,16,7,4,7.38,2.79,FC Cologne,0,0.55,6,1,5,17.43,0.14
85,Werder Bremen,2,1.11,9,5,6,19.72,1.30,Eintracht Frankfurt,1,1.18,12,4,8,4.19,1.39
86,Eintracht Frankfurt,1,1.57,19,7,6,5.70,1.69,VfB Stuttgart,1,1.16,8,1,3,8.18,1.03
87,RasenBallsport Leipzig,1,1.81,14,8,8,7.00,2.27,Eintracht Frankfurt,1,0.69,5,2,4,10.12,0.51
88,Eintracht Frankfurt,5,2.54,9,5,9,12.52,1.16,Union Berlin,2,2.92,25,8,6,17.63,1.61
89,Borussia Dortmund,1,2.15,19,5,22,8.30,1.63,Eintracht Frankfurt,2,1.76,14,3,9,9.36,1.13
90,Eintracht Frankfurt,4,0.75,8,5,7,9.82,0.62,Wolfsburg,3,1.70,20,8,14,5.10,2.14
91,B. Monchengladbach,4,2.95,21,4,7,20.17,2.74,Eintracht Frankfurt,0,0.61,16,4,5,7.32,0.18
92,Eintracht Frankfurt,2,1.17,11,4,4,7.07,1.12,Augsburg,0,1.41,15,4,2,23.36,1.55
93,Bayer Leverkusen,3,2.09,19,9,7,18.29,1.57,Eintracht Frankfurt,1,1.83,12,5,8,11.30,1.19
94,Eintracht Frankfurt,1,0.69,14,3,6,5.57,1.42,Mainz 05,1,0.53,6,3,0,19.41,1.17
95,Eintracht Frankfurt,3,2.31,16,10,7,12.76,2.63,Freiburg,1,0.53,11,6,7,22.92,0.24
96,Arminia Bielefeld,1,0.16,7,2,1,10.96,0.26,FC Cologne,0,1.37,12,2,10,13.10,2.56
97,Werder Bremen,1,0.35,7,2,5,20.58,0.65,Arminia Bielefeld,0,1.02,10,5,7,7.70,2.03
98,Wolfsburg,2,2.78,14,4,12,13.35,2.68,Arminia Bielefeld,1,0.66,9,1,3,10.71,0.22
99,Arminia Bielefeld,0,0.26,5,2,0,26.50,0.09,Borussia Dortmund,2,2.76,21,10,18,7.57,2.85
100,Union Berlin,5,2.25,12,9,10,20.89,2.81,Arminia Bielefeld,0,0.26,6,1,3,29.62,0.11
101,Arminia Bielefeld,1,0.00,0,0,1,22.89,0.16,Bayer Leverkusen,2,1.33,8,4,7,12.20,2.69
102,RasenBallsport Leipzig,2,2.84,15,6,9,9.68,2.11,Arminia Bielefeld,1,1.76,14,3,7,15.38,0.69
103,Arminia Bielefeld,2,1.18,12,5,5,7.05,0.39,Mainz 05,1,2.54,14,4,5,9.57,2.45
104,Freiburg,2,2.43,16,7,5,11.10,2.83,Arminia Bielefeld,0,0.24,5,2,0,11.83,0.11
105,Arminia Bielefeld,0,0.70,12,2,5,7.69,1.62,Augsburg,1,0.37,9,2,2,8.59,0.95
106,Arminia Bielefeld,0,0.71,7,0,6,15.75,0.52,B. Monchengladbach,1,1.89,24,6,16,15.27,2.26
107,Arminia Bielefeld,1,0.62,12,2,1,11.29,1.29,Hertha Berlin,0,0.60,11,5,3,7.07,1.29
108,Hoffenheim,0,0.66,12,5,5,14.67,1.35,Arminia Bielefeld,0,0.60,9,2,5,8.14,1.24
109,Arminia Bielefeld,3,1.86,9,3,4,17.95,1.78,VfB Stuttgart,0,1.32,10,3,8,8.75,0.96
110,FC Cologne,3,1.51,14,6,3,9.00,1.81,Arminia Bielefeld,1,0.95,8,3,8,5.69,0.90
111,Arminia Bielefeld,0,0.32,7,2,6,17.05,0.26,Wolfsburg,3,1.68,12,6,5,14.28,2.58
112,Borussia Dortmund,3,2.51,20,9,23,13.59,2.63,Arminia Bielefeld,0,0.64,8,2,3,15.76,0.25
113,Arminia Bielefeld,0,0.21,4,2,4,21.36,0.31,Union Berlin,0,1.49,8,3,3,17.50,2.49
114,Arminia Bielefeld,0,2.49,26,8,17,5.76,1.98,Werder Bremen,2,1.65,5,2,4,20.00,0.78
115,Bayer Leverkusen,1,2.37,20,5,16,3.70,1.41,Arminia Bielefeld,2,2.28,11,5,3,19.52,1.36
116,Arminia Bielefeld,0,0.29,7,0,2,32.56,0.10,RasenBallsport Leipzig,1,2.51,20,8,16,3.88,2.83
117,Mainz 05,1,2.46,11,6,6,5.38,2.77,Arminia Bielefeld,1,0.38,10,2,2,15.75,0.15
118,Arminia Bielefeld,1,1.36,13,4,10,15.60,2.19,Freiburg,0,0.43,10,1,4,17.42,0.55
119,Augsburg,0,0.75,10,3,3,10.83,1.27,Arminia Bielefeld,0,0.82,9,1,6,10.15,1.35
120,B. Monchengladbach,5,3.75,20,12,12,12.88,2.90,Arminia Bielefeld,0,0.59,9,4,3,18.57,0.06
121,Hertha Berlin,0,0.76,11,4,6,9.71,1.58,Arminia Bielefeld,0,0.50,13,6,4,21.56,1.02
122,Arminia Bielefeld,1,1.66,19,6,9,45.75,1.40,Hoffenheim,1,1.58,7,3,10,9.22,1.34
123,VfB Stuttgart,0,0.84,12,0,5,4.68,0.76,Arminia Bielefeld,2,1.53,10,3,10,18.08,1.97
124,Union Berlin,1,1.05,15,3,1,13.22,1.02,Augsburg,3,1.42,9,5,0,21.25,1.69
125,B. Monchengladbach,1,1.48,14,6,1,11.05,1.96,Union Berlin,1,0.77,14,2,3,14.18,0.78
126,Union Berlin,4,2.07,11,7,1,11.08,2.72,Mainz 05,0,0.19,5,0,2,13.35,0.17
127,Union Berlin,1,1.28,18,7,1,13.82,2.35,Freiburg,1,0.27,8,4,1,10.64,0.41
128,Hoffenheim,1,1.49,10,5,15,8.00,0.20,Union Berlin,3,3.66,9,6,9,19.29,2.71
129,FC Cologne,1,1.08,10,3,2,13.00,0.65,Union Berlin,2,1.89,9,3,4,11.83,2.07
130,Hertha Berlin,3,0.77,10,7,4,5.72,1.85,Union Berlin,1,0.27,5,1,4,26.69,0.74
131,VfB Stuttgart,2,2.19,14,5,8,7.40,2.28,Union Berlin,2,1.02,15,5,4,12.50,0.54
132,Union Berlin,2,1.38,12,5,3,21.89,1.56,Borussia Dortmund,1,1.18,16,3,12,5.21,1.17
133,Werder Bremen,0,1.02,11,2,3,7.12,1.07,Union Berlin,2,1.30,9,2,4,15.24,1.61
134,Union Berlin,2,1.00,13,6,5,9.21,0.66,Wolfsburg,2,1.89,10,5,4,12.19,2.11
135,Union Berlin,1,1.22,11,3,2,25.37,1.73,Bayer Leverkusen,0,0.79,13,3,9,6.86,0.96
136,RasenBallsport Leipzig,1,1.35,16,5,7,10.04,2.45,Union Berlin,0,0.12,4,1,1,24.42,0.31
137,Augsburg,2,0.95,8,4,1,17.17,0.70,Union Berlin,1,1.63,9,5,10,5.90,1.99
138,Union Berlin,1,0.69,13,2,2,22.17,1.42,B. Monchengladbach,1,0.58,13,4,8,11.00,1.18
139,Mainz 05,1,2.21,10,5,6,13.24,2.37,Union Berlin,0,0.94,11,4,4,9.95,0.45
140,Freiburg,0,0.84,9,1,6,7.81,0.81,Union Berlin,1,1.50,15,4,4,17.90,1.89
141,Union Berlin,1,0.96,5,1,4,17.21,0.89,Hoffenheim,1,1.54,14,3,13,17.24,1.80
142,Union Berlin,2,2.38,14,7,3,17.62,2.35,FC Cologne,1,1.05,9,5,5,7.85,0.45
143,Union Berlin,1,0.80,13,3,3,12.32,1.17,Hertha Berlin,1,0.85,4,1,1,29.30,1.44
144,Union Berlin,2,1.54,9,4,5,12.18,2.05,VfB Stuttgart,1,0.79,9,2,6,14.35,0.68
145,Borussia Dortmund,2,6.37,20,11,8,21.86,3.00,Union Berlin,0,0.27,5,1,2,19.63,0.00
146,Union Berlin,3,1.70,16,6,6,8.45,2.39,Werder Bremen,1,0.45,9,5,1,26.09,0.41
147,Wolfsburg,3,1.94,17,8,7,9.30,2.45,Union Berlin,0,0.58,9,1,4,35.50,0.37
148,Bayer Leverkusen,1,1.56,10,4,6,18.33,1.40,Union Berlin,1,1.54,13,6,7,15.43,1.29
149,Union Berlin,2,1.06,10,4,4,12.83,0.51,RasenBallsport Leipzig,1,2.44,19,8,7,9.00,2.31
150,Augsburg,2,1.45,6,4,2,27.94,1.32,Borussia Dortmund,0,1.53,18,6,13,5.05,1.40
151,Wolfsburg,0,1.32,19,6,7,6.28,0.93,Augsburg,0,1.81,8,1,4,15.13,1.82
152,Augsburg,0,0.55,5,2,1,23.47,0.21,RasenBallsport Leipzig,2,2.40,15,5,19,6.22,2.67
153,Bayer Leverkusen,3,2.63,16,8,6,7.50,2.85,Augsburg,1,0.34,6,3,3,19.88,0.09
154,Augsburg,3,1.79,13,6,6,16.60,2.01,Mainz 05,1,1.01,9,4,5,8.20,0.73
155,Augsburg,0,0.35,8,1,3,9.42,0.13,Hertha Berlin,3,2.52,12,6,5,13.55,2.80
156,B. Monchengladbach,1,1.71,14,6,9,10.19,2.08,Augsburg,1,0.81,9,5,5,17.63,0.67
157,Augsburg,1,0.39,10,2,2,10.86,1.15,Freiburg,1,0.47,10,5,1,16.91,1.35
158,Hoffenheim,3,1.46,10,7,8,9.04,1.93,Augsburg,1,0.79,12,2,5,20.00,0.81
159,FC Cologne,0,0.45,12,2,1,9.09,0.61,Augsburg,1,1.24,11,4,6,8.36,2.11
160,Augsburg,1,0.97,12,3,6,10.38,0.10,VfB Stuttgart,4,4.01,26,10,13,9.92,2.84
161,Werder Bremen,2,1.20,11,5,6,17.11,1.57,Augsburg,0,0.94,6,1,3,10.31,1.08
162,Borussia Dortmund,3,1.92,14,5,12,6.05,2.67,Augsburg,1,0.31,6,1,1,22.18,0.20
163,Augsburg,0,0.38,9,1,3,23.85,0.23,Wolfsburg,2,2.20,17,7,13,8.14,2.64
164,RasenBallsport Leipzig,2,2.26,16,6,6,7.17,2.44,Augsburg,1,0.94,4,2,3,12.55,0.36
165,Augsburg,1,0.93,6,3,1,29.23,1.90,Bayer Leverkusen,1,0.40,10,3,6,5.13,0.75
166,Mainz 05,0,0.45,11,6,11,5.75,0.60,Augsburg,1,1.28,9,3,5,16.69,2.12
167,Hertha Berlin,2,2.69,17,7,9,4.86,2.66,Augsburg,1,0.84,8,4,2,14.55,0.23
168,Augsburg,3,1.15,10,3,3,24.00,0.59,B. Monchengladbach,1,2.31,26,7,11,8.04,2.21
169,Freiburg,2,2.07,14,5,3,6.04,2.33,Augsburg,0,0.82,20,7,5,17.73,0.49
170,Augsburg,2,0.56,7,2,1,21.39,1.12,Hoffenheim,1,0.75,15,5,13,6.68,1.50
171,Augsburg,2,1.84,13,5,6,8.38,1.39,FC Cologne,3,1.82,15,6,8,14.82,1.33
172,VfB Stuttgart,2,1.62,16,7,8,7.46,1.02,Augsburg,1,2.11,21,9,8,12.58,1.73
173,Augsburg,2,1.71,13,5,3,13.90,2.29,Werder Bremen,0,0.60,14,5,8,6.47,0.50
174,FC Cologne,2,2.41,13,6,5,11.91,0.99,Hoffenheim,3,2.90,13,7,10,11.54,1.76
175,FC Cologne,1,0.24,8,2,2,12.94,0.16,B. Monchengladbach,3,2.06,15,11,12,7.06,2.73
176,VfB Stuttgart,1,0.72,9,4,4,11.95,0.29,FC Cologne,1,2.38,15,4,3,16.90,2.58
177,Werder Bremen,1,1.35,17,4,6,5.75,2.30,FC Cologne,1,0.40,7,1,2,23.83,0.45
178,Borussia Dortmund,1,2.76,16,5,17,5.59,2.21,FC Cologne,2,1.59,6,5,2,17.33,0.58
179,FC Cologne,2,1.09,6,3,7,19.61,0.75,Wolfsburg,2,1.91,16,6,13,8.79,2.00
180,Mainz 05,0,1.26,15,4,8,9.75,1.74,FC Cologne,1,0.84,9,6,0,20.80,0.96
181,FC Cologne,0,0.25,7,0,1,18.00,0.20,Bayer Leverkusen,4,1.93,14,7,11,7.00,2.67
182,RasenBallsport Leipzig,0,1.58,19,6,12,9.15,2.48,FC Cologne,0,0.21,4,1,1,31.92,0.31
183,Freiburg,5,2.92,13,6,4,12.42,2.92,FC Cologne,0,0.14,5,2,3,17.94,0.04
184,FC Cologne,0,0.34,8,1,3,11.55,1.16,Hertha Berlin,0,0.42,13,3,5,7.90,1.31
185,Hoffenheim,3,2.66,13,4,7,14.63,1.66,FC Cologne,0,2.29,15,4,7,7.09,1.09
186,B. Monchengladbach,1,0.43,10,2,5,7.13,0.90,FC Cologne,2,0.82,7,3,3,32.43,1.72
187,FC Cologne,0,0.65,9,0,5,13.35,1.34,VfB Stuttgart,1,0.61,9,3,6,18.79,1.26
188,FC Cologne,1,1.50,16,4,5,7.32,1.59,Werder Bremen,1,1.21,12,5,2,25.67,1.13
189,FC Cologne,2,1.32,10,2,9,30.46,0.95,Borussia Dortmund,2,1.81,13,4,12,12.00,1.77
190,Wolfsburg,1,0.73,12,5,13,8.17,0.88,FC Cologne,0,1.21,9,1,3,15.69,1.81
191,FC Cologne,2,2.50,23,4,5,6.32,2.04,Mainz 05,3,1.52,9,5,6,20.76,0.73
192,Bayer Leverkusen,3,1.99,8,5,2,18.71,2.38,FC Cologne,0,0.83,13,2,5,16.00,0.43
193,FC Cologne,2,0.59,5,3,1,34.64,0.45,RasenBallsport Leipzig,1,2.01,25,6,18,5.81,2.36
194,FC Cologne,1,1.72,18,2,2,10.00,0.76,Freiburg,4,2.50,11,6,10,10.87,2.00
195,Hertha Berlin,0,0.08,1,1,3,18.00,0.14,FC Cologne,0,1.65,12,4,6,8.04,2.74
196,Hoffenheim,0,0.88,9,3,3,13.63,0.66,Borussia Dortmund,1,1.85,15,5,15,10.96,2.11
197,Werder Bremen,1,0.23,5,2,1,16.06,0.65,Hoffenheim,1,0.87,14,4,5,12.91,1.95
198,Wolfsburg,2,2.65,14,8,8,10.13,1.43,Hoffenheim,1,2.64,16,5,6,7.55,1.35
199,Hoffenheim,3,1.75,13,8,4,8.03,1.63,VfB Stuttgart,3,1.46,22,8,9,6.41,1.10
200,Mainz 05,1,1.78,9,3,9,15.86,1.92,Hoffenheim,1,1.11,10,4,7,5.61,0.83
201,Bayer Leverkusen,4,2.12,13,8,9,9.50,1.70,Hoffenheim,1,1.67,11,4,4,15.48,1.05
202,Hoffenheim,0,0.75,6,2,0,7.64,1.59,RasenBallsport Leipzig,1,0.48,4,3,3,12.63,0.98
203,B. Monchengladbach,1,2.13,15,5,3,12.28,1.29,Hoffenheim,2,2.29,16,5,8,8.03,1.45
204,Hoffenheim,1,1.14,15,6,9,6.85,0.66,Freiburg,3,2.08,10,5,2,10.16,2.13
205,Hertha Berlin,0,1.34,13,2,8,7.42,1.60,Hoffenheim,3,1.08,11,6,2,14.38,1.08
206,Borussia Dortmund,2,1.19,7,3,3,6.87,0.71,Hoffenheim,2,2.19,13,6,9,10.03,2.08
207,Hoffenheim,4,2.66,12,6,7,11.67,2.90,Werder Bremen,0,0.11,2,1,3,10.92,0.06
208,Hoffenheim,2,0.99,9,4,4,12.72,0.72,Wolfsburg,1,1.83,18,7,10,8.89,2.03
209,VfB Stuttgart,2,1.04,7,4,5,14.29,1.43,Hoffenheim,0,0.98,16,5,9,9.96,1.25
210,Hoffenheim,1,1.05,8,2,5,9.06,0.24,Mainz 05,2,3.20,15,7,9,15.40,2.65
211,Hoffenheim,0,0.09,2,0,3,14.88,0.86,Bayer Leverkusen,0,0.32,5,3,5,11.32,1.47
212,RasenBallsport Leipzig,0,1.44,16,2,10,7.90,2.47,Hoffenheim,0,0.18,5,0,2,27.29,0.31
213,Hoffenheim,3,2.31,19,6,9,13.35,2.40,B. Monchengladbach,2,0.88,6,2,5,21.73,0.42
214,Freiburg,1,1.32,14,6,3,20.71,1.17,Hoffenheim,1,1.56,17,4,4,15.81,1.52
215,Hoffenheim,2,1.91,21,4,19,12.70,1.55,Hertha Berlin,1,1.61,9,5,4,22.07,1.20
216,Werder Bremen,1,0.50,16,6,6,12.09,0.35,Hertha Berlin,4,2.05,13,6,3,4.79,2.49
217,Freiburg,1,1.06,20,4,14,9.05,0.86,Werder Bremen,1,1.66,13,4,2,13.52,1.88
218,Wolfsburg,5,1.54,13,6,12,9.44,1.92,Werder Bremen,3,0.86,5,4,4,18.42,0.79
219,Werder Bremen,1,0.65,13,3,4,8.36,0.28,VfB Stuttgart,2,2.13,11,7,5,10.79,2.58
220,RasenBallsport Leipzig,2,2.40,15,7,6,9.03,2.63,Werder Bremen,0,0.60,10,2,3,17.95,0.25
221,Werder Bremen,1,0.15,6,3,3,14.82,0.01,Borussia Dortmund,2,3.38,15,9,11,12.74,2.98
222,Mainz 05,0,0.39,8,1,2,13.65,0.52,Werder Bremen,1,1.30,13,7,2,9.33,2.21
223,Bayer Leverkusen,1,0.59,12,3,7,3.71,1.32,Werder Bremen,1,0.48,2,1,2,21.89,1.23
224,B. Monchengladbach,1,0.65,11,6,7,8.53,1.15,Werder Bremen,0,0.81,13,3,4,33.60,1.49
225,Hertha Berlin,1,2.00,18,10,9,6.45,1.83,Werder Bremen,4,1.39,7,5,1,16.18,0.89
226,Werder Bremen,0,0.91,12,4,1,23.19,1.89,Freiburg,0,0.38,8,2,2,12.07,0.74
227,Werder Bremen,1,1.07,10,4,4,8.07,1.23,Wolfsburg,2,1.20,15,3,4,7.78,1.46
228,VfB Stuttgart,1,0.70,14,3,9,9.57,1.60,Werder Bremen,0,0.36,10,2,13,12.68,0.96
229,Werder Bremen,1,1.33,12,2,3,11.64,1.05,RasenBallsport Leipzig,4,1.68,8,4,12,10.76,1.66
230,Borussia Dortmund,4,3.07,17,8,7,7.79,2.68,Werder Bremen,1,0.97,10,3,1,38.55,0.22
231,Werder Bremen,0,0.88,20,3,3,9.38,0.92,Mainz 05,1,1.38,14,5,2,17.68,1.80
