,TEAMS,GOALS,xG,SHOTS,SHOTS ON TARGET,DEEP,PPDA,xPTS,A_TEAMS,A_GOALS,A_xG,A_SHOTS,A_SHOTS ON TARGET,A_DEEP,A_PPDA,A_xPTS
16,Mainz 05,1,0.49,5,3,1,18.91,0.98,Bayern Munich,2,0.83,12,5,7,4.21,1.63
17,Wolfsburg,4,2.18,13,6,3,13.80,1.58,Bayern Munich,1,1.92,16,7,12,4.88,1.17
18,Bayern Munich,1,0.38,10,2,5,9.95,0.59,Schalke 04,1,0.99,8,5,1,12.67,2.11
19,VfB Stuttgart,0,0.13,3,0,1,25.91,1.15,Bayern Munich,2,0.10,3,1,1,4.17,1.06
20,Bayern Munich,8,4.18,25,14,11,7.46,2.99,Hamburger SV,0,0.23,7,2,0,25.55,0.01
21,Paderborn,0,0.38,13,3,1,33.53,0.06,Bayern Munich,6,3.13,17,9,15,4.18,2.91
22,Bayern Munich,4,3.92,24,9,19,6.11,2.95,FC Cologne,1,0.49,9,4,1,44.30,0.03
23,Hannover 96,1,0.21,3,1,0,40.45,0.29,Bayern Munich,3,1.34,13,3,3,4.10,2.51
24,Werder Bremen,0,0.29,6,3,3,12.29,0.13,Bayern Munich,4,2.18,13,7,10,4.73,2.78
25,Bayern Munich,0,0.71,16,8,13,7.18,1.37,B. Monchengladbach,2,0.60,4,4,3,47.30,1.23
26,Borussia Dortmund,0,0.52,15,2,8,6.88,1.01,Bayern Munich,1,0.76,7,2,3,7.62,1.60
27,Bayern Munich,3,2.15,19,10,19,8.78,2.84,Eintracht Frankfurt,0,0.24,4,1,1,21.55,0.09
28,Hoffenheim,0,0.67,8,1,3,15.15,0.67,Bayern Munich,2,1.52,21,5,14,4.89,2.06
29,Bayern Munich,1,0.90,16,7,8,3.63,1.21,Hertha Berlin,0,0.95,8,3,2,20.00,1.45
30,Bayer Leverkusen,2,1.12,20,8,8,5.06,1.24,Bayern Munich,0,1.21,9,5,1,4.88,1.47
31,Bayern Munich,0,1.18,16,4,11,4.87,0.46,Augsburg,1,2.58,12,4,5,23.06,2.38
32,Freiburg,2,0.66,9,3,3,25.00,0.44,Bayern Munich,1,1.92,19,6,4,4.43,2.36
33,Bayern Munich,2,2.34,20,7,10,6.20,2.74,Mainz 05,0,0.33,7,5,2,26.74,0.16
34,Wolfsburg,2,1.00,14,11,4,4.97,0.84,Eintracht Frankfurt,2,1.60,8,4,2,12.75,1.88
35,Hoffenheim,1,1.16,15,6,10,6.31,0.99,Wolfsburg,1,1.64,22,5,6,12.20,1.72
36,Wolfsburg,4,1.56,17,9,7,4.90,2.21,Bayer Leverkusen,1,0.62,12,1,3,11.52,0.56
37,Hertha Berlin,1,0.43,3,3,2,12.48,0.90,Wolfsburg,0,0.86,13,3,4,2.97,1.71
38,Wolfsburg,2,1.24,17,8,5,4.56,2.16,Werder Bremen,1,0.33,8,3,5,10.87,0.56
39,Wolfsburg,1,0.68,15,4,4,9.83,1.32,Augsburg,0,0.67,7,1,5,9.54,1.29
40,Freiburg,1,1.01,14,7,11,6.53,1.00,Wolfsburg,2,1.46,15,8,2,8.43,1.72
41,Wolfsburg,3,4.06,24,12,8,6.74,2.66,Mainz 05,0,1.62,16,4,4,6.02,0.25
42,VfB Stuttgart,0,0.92,13,4,4,7.47,0.31,Wolfsburg,4,2.70,14,6,8,19.94,2.56
43,Wolfsburg,2,1.95,13,5,4,11.68,2.48,Hamburger SV,0,0.49,10,2,3,8.71,0.35
44,Schalke 04,3,1.12,9,6,4,15.86,1.24,Wolfsburg,2,1.23,17,3,8,6.84,1.46
45,Wolfsburg,1,1.69,23,12,4,12.39,2.25,B. Monchengladbach,0,0.61,10,2,3,6.45,0.53
46,Hannover 96,1,1.68,16,6,9,7.27,1.25,Wolfsburg,3,1.86,15,7,3,8.78,1.50
47,Wolfsburg,1,3.22,21,8,7,3.94,2.78,Paderborn,1,1.00,6,3,2,10.37,0.14
48,Borussia Dortmund,2,1.30,17,6,7,11.91,1.30,Wolfsburg,2,1.39,10,4,8,6.81,1.42
49,Wolfsburg,2,0.53,14,3,5,7.68,1.40,FC Cologne,1,0.40,10,4,3,17.54,1.11
50,Eintracht Frankfurt,1,0.95,11,4,6,6.24,0.68,Wolfsburg,1,1.86,9,2,7,8.36,2.09
51,Wolfsburg,3,1.37,9,5,4,6.46,1.35,Hoffenheim,0,1.40,16,4,6,7.93,1.36
52,Bayer Leverkusen,4,1.99,15,7,7,4.89,1.31,Wolfsburg,5,2.09,13,9,4,5.92,1.44
53,Wolfsburg,2,1.78,17,5,6,9.48,2.32,Hertha Berlin,1,0.56,3,2,1,19.20,0.46
54,Werder Bremen,3,1.44,10,5,5,7.76,0.62,Wolfsburg,5,2.55,13,6,8,7.76,2.17
55,Augsburg,1,1.44,12,6,0,8.36,2.47,Wolfsburg,0,0.39,10,2,1,8.17,0.33
56,Wolfsburg,3,2.69,25,8,14,10.46,2.41,Freiburg,0,1.21,16,5,11,11.70,0.43
57,Mainz 05,1,1.03,22,1,10,15.00,1.48,Wolfsburg,1,0.81,8,3,2,4.41,1.19
58,Wolfsburg,3,3.74,23,9,5,8.59,2.43,VfB Stuttgart,1,1.92,13,5,1,11.33,0.43
59,Hamburger SV,0,0.14,5,0,0,7.41,0.12,Wolfsburg,2,2.16,15,8,2,6.74,2.80
60,Wolfsburg,1,1.08,26,9,6,11.42,2.05,Schalke 04,1,0.29,7,2,1,11.29,0.62
61,B. Monchengladbach,1,1.65,19,5,8,10.43,2.33,Wolfsburg,0,0.42,9,0,1,15.31,0.46
62,Wolfsburg,2,1.53,20,4,7,4.60,1.44,Hannover 96,2,1.42,14,8,2,15.32,1.28
63,Paderborn,1,1.27,16,4,2,7.97,1.00,Wolfsburg,3,1.68,10,5,5,6.83,1.73
64,Wolfsburg,2,1.66,12,8,2,12.52,1.23,Borussia Dortmund,1,1.77,18,4,6,8.28,1.49
65,FC Cologne,2,0.91,12,3,4,20.64,0.54,Wolfsburg,2,2.06,15,5,4,15.29,2.27
66,Hoffenheim,2,1.53,11,3,6,6.59,2.51,Augsburg,0,0.28,12,2,2,5.74,0.31
67,Werder Bremen,1,2.51,15,1,5,4.89,2.25,Hoffenheim,1,1.30,12,1,2,4.59,0.54
68,VfB Stuttgart,0,1.33,17,2,9,3.65,1.46,Hoffenheim,2,1.15,10,4,5,10.39,1.24
69,Hoffenheim,3,1.82,18,8,5,4.23,0.86,Freiburg,3,2.45,6,4,3,11.26,1.89
70,Mainz 05,0,0.61,10,3,5,9.14,0.91,Hoffenheim,0,1.09,13,3,2,11.45,1.77
71,Hoffenheim,2,3.23,20,8,9,9.42,2.73,Schalke 04,1,0.85,13,3,7,11.28,0.19
72,Hamburger SV,1,1.82,17,6,6,5.18,1.56,Hoffenheim,1,1.56,9,4,3,7.97,1.16
73,Hoffenheim,1,1.50,19,4,6,5.10,2.12,Paderborn,0,0.67,11,1,4,12.37,0.61
74,B. Monchengladbach,3,2.46,13,7,10,10.06,2.61,Hoffenheim,1,0.65,16,3,5,8.23,0.26
75,Hoffenheim,3,1.20,23,6,11,5.73,1.19,FC Cologne,4,1.31,11,7,2,24.07,1.49
76,Hoffenheim,4,2.00,16,7,7,6.70,1.50,Hannover 96,3,1.81,13,5,7,3.38,1.24
77,Borussia Dortmund,1,1.58,19,6,9,5.88,2.53,Hoffenheim,0,0.20,6,1,0,8.21,0.29
78,Hoffenheim,3,3.33,20,8,10,6.19,1.99,Eintracht Frankfurt,2,2.43,19,7,12,5.79,0.81
79,Hoffenheim,0,0.44,9,7,4,4.33,0.25,Bayer Leverkusen,1,2.18,18,9,13,3.93,2.63
80,Hertha Berlin,0,0.71,8,1,6,6.73,0.04,Hoffenheim,5,3.63,15,8,7,4.87,2.94
81,Augsburg,3,2.39,15,7,2,4.96,2.59,Hoffenheim,1,0.61,13,5,10,8.42,0.29
82,Hoffenheim,1,1.33,13,5,8,3.89,2.03,Werder Bremen,2,0.58,11,6,5,8.05,0.69
83,Hoffenheim,2,1.20,21,6,6,5.42,2.26,VfB Stuttgart,1,0.19,7,3,0,4.91,0.45
84,Freiburg,1,0.60,10,5,2,11.17,1.34,Hoffenheim,1,0.57,14,5,6,12.92,1.24
85,Hoffenheim,2,2.25,16,5,7,9.17,1.45,Mainz 05,0,2.17,19,5,7,8.97,1.32
86,Schalke 04,3,2.12,14,5,8,4.87,1.52,Hoffenheim,1,1.95,18,7,7,7.13,1.24
87,Hoffenheim,3,2.67,19,7,11,3.65,2.78,Hamburger SV,0,0.44,10,2,3,15.05,0.14
88,Paderborn,0,1.07,15,7,7,7.14,2.07,Hoffenheim,0,0.27,8,2,3,6.78,0.59
89,Hoffenheim,1,2.32,22,6,7,9.77,0.82,B. Monchengladbach,4,3.20,12,7,6,12.84,1.98
90,FC Cologne,3,2.56,18,6,5,13.96,1.58,Hoffenheim,2,2.32,24,8,6,6.61,1.18
91,Hannover 96,1,1.30,12,5,8,8.63,1.40,Hoffenheim,2,1.26,13,4,5,5.07,1.28
92,Hoffenheim,1,1.62,15,4,6,5.02,1.71,Borussia Dortmund,1,1.18,11,3,6,9.48,1.02
93,Eintracht Frankfurt,3,0.91,13,4,3,8.71,1.39,Hoffenheim,1,0.79,8,5,7,4.49,1.25
94,Bayer Leverkusen,2,1.17,13,4,6,2.81,1.78,Hoffenheim,0,0.69,16,5,6,4.54,0.91
95,Hoffenheim,2,0.89,16,5,5,3.79,1.74,Hertha Berlin,1,0.49,4,1,2,25.16,0.90
96,Augsburg,2,1.00,12,3,2,9.04,0.55,Borussia Dortmund,3,2.30,22,9,8,13.81,2.26
97,Eintracht Frankfurt,0,0.85,14,5,4,6.09,1.20,Augsburg,1,1.00,17,7,3,6.12,1.48
98,Augsburg,4,2.91,19,7,11,4.68,1.97,Werder Bremen,2,2.02,13,6,4,6.88,0.81
99,Bayer Leverkusen,1,1.65,17,3,6,6.13,2.30,Augsburg,0,0.57,11,4,4,5.57,0.48
100,Augsburg,1,1.26,8,3,3,3.92,2.36,Hertha Berlin,0,0.28,10,3,1,7.17,0.40
101,Mainz 05,2,1.06,8,6,6,9.40,1.35,Augsburg,1,1.04,15,6,8,11.00,1.32
102,Augsburg,2,2.24,15,4,6,9.55,2.36,Freiburg,0,0.91,10,2,2,13.83,0.46
103,Schalke 04,1,1.71,13,7,4,13.05,2.26,Augsburg,0,0.69,20,5,2,4.76,0.52
104,Augsburg,3,1.66,11,4,2,9.08,1.94,Paderborn,0,0.97,16,2,5,18.80,0.81
105,VfB Stuttgart,0,0.38,9,1,1,10.00,0.22,Augsburg,1,2.06,17,6,5,5.43,2.65
106,Augsburg,3,2.79,13,8,0,5.88,2.58,Hamburger SV,1,1.12,9,3,9,4.26,0.29
107,FC Cologne,1,1.19,12,4,4,19.19,1.18,Augsburg,2,1.35,14,4,8,7.48,1.50
108,Hannover 96,2,1.34,10,3,6,8.64,1.98,Augsburg,0,0.69,10,5,0,7.38,0.72
109,Augsburg,2,1.66,18,6,7,15.85,0.97,B. Monchengladbach,1,2.18,14,6,11,13.52,1.78
110,Borussia Dortmund,0,0.94,15,6,16,8.79,1.24,Augsburg,1,1.05,8,3,2,10.61,1.43
111,Augsburg,2,1.76,11,6,5,7.28,1.15,Eintracht Frankfurt,2,2.01,17,5,6,4.59,1.56
112,Werder Bremen,3,2.63,19,9,8,5.73,2.70,Augsburg,2,0.59,16,4,1,5.80,0.20
113,Augsburg,2,1.93,16,7,10,3.49,1.39,Bayer Leverkusen,2,1.93,18,12,8,6.87,1.37
114,Hertha Berlin,1,1.27,9,4,4,11.88,1.90,Augsburg,0,0.66,11,3,2,8.65,0.80
115,Augsburg,0,0.95,13,2,4,3.43,0.84,Mainz 05,2,1.63,12,7,6,9.16,1.90
116,Freiburg,2,2.10,15,8,15,9.52,2.14,Augsburg,0,1.11,17,6,2,5.21,0.65
117,Augsburg,0,0.93,21,3,4,4.75,1.34,Schalke 04,0,0.93,18,3,7,5.17,1.34
118,Paderborn,2,2.36,14,4,11,8.47,2.62,Augsburg,1,0.64,16,5,6,3.25,0.26
119,Augsburg,2,1.14,12,4,4,9.37,0.50,VfB Stuttgart,1,2.41,16,7,4,17.00,2.32
120,Hamburger SV,3,1.77,15,8,5,12.07,1.61,Augsburg,2,1.44,14,3,3,5.89,1.13
121,Augsburg,0,1.43,16,3,6,9.05,2.37,FC Cologne,0,0.29,6,1,1,20.56,0.41
122,Augsburg,1,1.04,8,2,7,3.36,2.05,Hannover 96,2,0.47,8,3,7,16.57,0.64
123,B. Monchengladbach,1,1.33,10,3,7,23.00,1.99,Augsburg,3,0.66,15,4,3,6.87,0.72
124,Hannover 96,2,1.18,8,3,4,9.64,1.57,Schalke 04,1,0.96,12,5,3,6.06,1.12
125,Mainz 05,0,1.01,14,2,7,11.29,1.72,Hannover 96,0,0.56,11,6,7,10.12,0.92
126,Hannover 96,2,2.23,11,4,9,5.08,2.38,Hamburger SV,0,0.98,11,0,9,6.23,0.44
127,Paderborn,2,2.05,18,4,4,12.55,2.50,Hannover 96,0,0.55,14,2,7,7.95,0.35
128,Hannover 96,1,0.41,9,4,3,19.63,0.94,FC Cologne,0,0.70,10,3,5,11.14,1.64
129,VfB Stuttgart,1,0.83,13,6,5,8.24,1.26,Hannover 96,0,0.85,13,4,5,15.86,1.37
130,Hannover 96,0,0.56,11,4,7,11.48,0.52,B. Monchengladbach,3,1.62,10,4,4,10.36,2.25
131,Borussia Dortmund,0,1.62,18,4,10,8.61,2.10,Hannover 96,1,0.70,7,3,2,8.04,0.65
132,Hannover 96,1,1.12,14,3,5,6.50,2.05,Eintracht Frankfurt,0,0.35,6,4,5,12.27,0.63
133,Hertha Berlin,0,0.36,7,1,3,7.55,0.62,Hannover 96,2,1.09,12,5,4,4.17,2.06
134,Hannover 96,1,0.78,10,5,4,4.69,0.37,Bayer Leverkusen,3,2.37,21,4,9,4.14,2.47
135,Werder Bremen,3,1.85,18,7,7,8.38,1.60,Hannover 96,3,1.54,12,7,5,6.12,1.14
136,Freiburg,2,1.29,10,6,4,9.55,1.22,Hannover 96,2,1.52,17,8,10,5.56,1.51
137,Schalke 04,1,2.00,15,5,10,16.26,2.19,Hannover 96,0,0.92,12,1,11,7.55,0.59
138,Hannover 96,1,1.71,9,5,8,12.55,1.79,Mainz 05,1,1.19,18,7,8,16.05,0.95
139,Hamburger SV,2,0.67,6,3,2,10.95,0.32,Hannover 96,1,2.25,21,7,7,6.32,2.53
140,Hannover 96,1,0.86,10,2,6,5.93,1.23,Paderborn,2,0.98,11,5,1,16.96,1.41
141,FC Cologne,1,1.54,16,7,5,12.30,1.80,Hannover 96,1,0.98,7,5,2,7.35,0.92
142,Hannover 96,1,1.54,17,5,3,4.76,2.03,VfB Stuttgart,1,0.74,9,1,2,8.27,0.71
143,B. Monchengladbach,2,3.31,23,8,12,8.06,2.92,Hannover 96,0,0.40,7,1,3,15.08,0.05
144,Hannover 96,2,0.93,15,5,4,8.00,0.46,Borussia Dortmund,3,2.31,13,6,10,9.17,2.37
145,Eintracht Frankfurt,2,1.04,14,7,4,13.43,1.06,Hannover 96,2,1.33,15,6,7,4.00,1.64
146,Hannover 96,1,1.68,11,5,2,7.85,2.62,Hertha Berlin,1,0.36,9,3,6,11.85,0.23
147,Bayer Leverkusen,4,2.61,25,10,5,6.36,2.81,Hannover 96,0,0.33,5,1,0,8.00,0.11
148,Hannover 96,1,1.17,12,3,5,3.73,1.98,Werder Bremen,1,0.49,9,3,5,8.80,0.71
149,Hannover 96,2,0.59,11,6,5,10.48,1.23,Freiburg,1,0.66,10,4,7,5.25,1.35
150,B. Monchengladbach,4,3.38,23,9,13,12.07,2.30,Schalke 04,1,1.82,10,6,8,12.91,0.53
151,Schalke 04,2,1.78,8,3,4,9.52,2.17,Eintracht Frankfurt,2,0.84,15,4,2,16.35,0.61
152,Werder Bremen,0,0.99,12,4,5,8.36,1.03,Schalke 04,3,1.37,11,4,6,6.83,1.67
153,Schalke 04,2,1.08,11,6,2,8.93,1.75,Borussia Dortmund,1,0.66,17,5,7,4.78,0.92
154,Schalke 04,2,0.80,8,3,5,10.92,1.32,Hertha Berlin,0,0.85,16,5,4,7.69,1.32
155,Bayer Leverkusen,1,0.84,24,6,11,8.12,1.98,Schalke 04,0,0.15,4,1,2,9.86,0.61
156,Freiburg,2,1.62,18,9,4,17.79,2.27,Schalke 04,0,0.53,11,4,5,10.71,0.51
157,Schalke 04,4,1.56,14,9,6,12.20,0.98,Mainz 05,1,2.05,22,10,11,7.56,1.77
158,VfB Stuttgart,0,0.68,13,3,7,9.69,0.57,Schalke 04,4,1.70,13,6,5,13.71,2.20
159,Schalke 04,1,1.21,15,3,8,9.82,1.34,FC Cologne,2,1.14,6,5,2,31.54,1.30
160,Paderborn,1,1.41,21,4,11,7.07,1.57,Schalke 04,2,1.15,16,8,3,8.04,1.15
161,Schalke 04,0,1.53,17,8,2,7.34,1.47,Hamburger SV,0,1.37,15,6,2,11.65,1.26
162,Schalke 04,1,1.03,10,4,2,11.29,2.10,B. Monchengladbach,0,0.33,8,1,3,6.00,0.58
163,Eintracht Frankfurt,1,1.12,8,2,7,8.59,1.35,Schalke 04,0,1.10,8,6,3,8.72,1.33
164,Schalke 04,1,1.19,24,5,6,5.50,1.17,Werder Bremen,1,1.38,14,4,4,6.11,1.54
165,Borussia Dortmund,3,4.81,31,13,14,5.16,3.00,Schalke 04,0,0.04,3,0,1,20.88,0.00
166,Hertha Berlin,2,1.64,13,6,3,12.83,1.05,Schalke 04,2,1.99,12,6,4,4.33,1.64
167,Schalke 04,0,1.80,13,5,5,5.68,1.75,Bayer Leverkusen,1,1.32,16,7,7,7.14,0.99
168,Schalke 04,0,1.07,21,6,9,5.04,1.11,Freiburg,0,1.27,10,3,6,8.75,1.58
169,Mainz 05,2,1.54,11,3,5,10.62,1.64,Schalke 04,0,1.25,18,2,6,7.06,1.09
170,Schalke 04,3,2.47,21,6,12,6.70,2.31,VfB Stuttgart,2,1.14,15,7,2,13.79,0.51
171,FC Cologne,2,1.53,13,6,5,19.25,2.52,Schalke 04,0,0.24,5,1,2,6.26,0.29
172,Schalke 04,1,1.05,19,2,4,5.65,1.52,Paderborn,0,0.87,22,4,9,6.28,1.16
173,Hamburger SV,2,1.10,10,4,4,6.06,1.37,Schalke 04,0,1.10,12,4,5,9.26,1.33
174,Hertha Berlin,2,1.76,19,5,3,5.69,1.83,Werder Bremen,2,1.19,9,5,5,9.87,0.85
175,Bayer Leverkusen,4,2.53,21,7,8,3.96,2.59,Hertha Berlin,2,0.71,3,1,3,9.38,0.27
176,Hertha Berlin,1,1.72,17,3,3,4.24,0.88,Mainz 05,3,2.37,7,6,6,7.95,1.87
177,Freiburg,2,0.87,15,5,11,8.30,1.87,Hertha Berlin,2,0.29,7,2,0,10.26,0.74
178,Hertha Berlin,3,2.37,12,9,5,13.23,2.08,VfB Stuttgart,2,1.43,9,2,8,5.93,0.70
179,Hertha Berlin,3,2.51,15,6,6,8.41,2.63,Hamburger SV,0,0.78,10,3,5,3.00,0.24
180,Paderborn,3,1.97,18,6,3,8.95,2.18,Hertha Berlin,1,0.93,10,4,0,4.32,0.61
181,FC Cologne,1,1.13,12,2,3,7.84,2.01,Hertha Berlin,2,0.47,10,6,2,11.53,0.69
182,B. Monchengladbach,3,1.83,13,10,6,10.78,1.71,Hertha Berlin,2,1.42,11,3,4,13.33,0.98
183,Hertha Berlin,1,0.76,5,3,2,27.73,1.25,Borussia Dortmund,0,0.84,18,5,8,4.68,1.39
184,Eintracht Frankfurt,4,2.74,18,7,11,2.24,1.83,Hertha Berlin,4,2.05,8,5,1,11.47,0.95
185,Werder Bremen,2,0.84,19,8,7,4.41,2.06,Hertha Berlin,0,0.10,3,0,2,6.93,0.54
186,Hertha Berlin,0,0.53,2,0,0,7.67,0.80,Bayer Leverkusen,1,1.07,9,3,3,6.52,1.85
187,Mainz 05,0,1.52,12,4,9,7.05,1.11,Hertha Berlin,2,1.77,11,3,2,15.52,1.60
188,Hertha Berlin,0,0.49,11,6,3,4.95,0.85,Freiburg,2,0.93,8,3,2,10.81,1.79
189,VfB Stuttgart,0,1.08,14,3,3,2.47,1.71,Hertha Berlin,0,0.68,7,2,3,14.85,0.94
190,Hamburger SV,0,0.48,13,4,6,4.09,1.04,Hertha Berlin,1,0.71,9,3,3,8.36,1.54
191,Hertha Berlin,2,1.84,13,5,4,8.45,2.40,Paderborn,0,0.56,8,2,3,11.75,0.42
192,Hertha Berlin,0,1.07,10,4,8,17.05,1.83,FC Cologne,0,0.54,7,2,3,23.23,0.84
193,Hertha Berlin,1,1.10,10,3,2,12.13,0.63,B. Monchengladbach,2,2.19,18,7,10,6.00,2.15
194,Borussia Dortmund,2,1.79,14,4,5,8.37,2.71,Hertha Berlin,0,0.14,3,0,2,8.45,0.17
195,Hertha Berlin,0,1.08,9,2,3,6.83,2.40,Eintracht Frankfurt,0,0.04,1,0,2,4.70,0.32
196,Bayer Leverkusen,3,1.98,26,9,13,4.07,1.52,Werder Bremen,3,1.73,8,5,4,7.00,1.23
197,Werder Bremen,1,1.22,19,7,12,5.64,1.44,Freiburg,1,1.04,7,3,7,9.18,1.24
198,Werder Bremen,0,0.51,11,4,4,4.42,1.26,FC Cologne,1,0.52,10,4,2,11.52,1.28
199,Mainz 05,1,1.19,21,3,9,4.24,0.95,Werder Bremen,2,1.66,9,7,2,9.07,1.78
200,Werder Bremen,2,0.65,12,4,6,13.63,1.14,VfB Stuttgart,0,0.77,8,1,3,5.50,1.47
201,Hamburger SV,2,2.61,14,5,6,4.00,2.43,Werder Bremen,0,1.15,12,7,2,10.36,0.41
202,Werder Bremen,4,4.48,24,13,7,5.33,2.92,Paderborn,0,0.84,15,4,3,9.25,0.05
203,Eintracht Frankfurt,5,3.83,21,13,8,4.73,2.70,Werder Bremen,2,1.44,10,4,7,7.75,0.21
204,B. Monchengladbach,4,2.07,9,6,8,9.38,2.76,Werder Bremen,1,0.31,8,4,7,20.05,0.15
205,Werder Bremen,2,2.37,12,3,6,13.21,2.57,Borussia Dortmund,1,0.60,14,5,7,4.90,0.29
206,Werder Bremen,2,0.89,7,4,3,6.74,0.57,Bayer Leverkusen,1,1.75,14,2,17,3.19,2.16
207,Freiburg,0,0.43,14,5,11,5.14,1.06,Werder Bremen,1,0.65,16,4,6,4.62,1.49
208,FC Cologne,1,1.77,16,2,8,6.10,2.38,Werder Bremen,1,0.57,11,6,4,6.83,0.43
209,Werder Bremen,0,0.72,15,5,2,5.49,1.17,Mainz 05,0,0.92,15,3,7,8.58,1.48
210,VfB Stuttgart,3,2.35,15,3,6,7.25,2.68,Werder Bremen,2,0.45,12,3,6,7.63,0.21
211,Werder Bremen,1,1.35,11,5,3,4.21,2.26,Hamburger SV,0,0.43,8,2,4,6.28,0.50
212,Paderborn,2,1.97,20,8,3,8.10,2.11,Werder Bremen,2,0.96,13,6,6,3.76,0.66
213,Werder Bremen,1,2.87,16,7,13,5.82,2.46,Eintracht Frankfurt,0,1.22,15,5,6,4.41,0.40
214,Werder Bremen,0,1.21,19,3,10,17.33,1.13,B. Monchengladbach,2,1.45,14,4,7,6.91,1.58
215,Borussia Dortmund,3,2.90,23,8,13,6.28,2.55,Werder Bremen,2,0.96,8,5,4,16.91,0.32
216,Eintracht Frankfurt,1,1.75,10,3,3,10.52,1.65,Freiburg,0,1.38,13,6,13,3.47,1.10
217,Eintracht Frankfurt,2,1.45,16,8,11,9.31,1.60,Mainz 05,2,1.10,5,5,4,7.84,1.10
218,Hamburger SV,1,1.09,15,6,6,3.93,2.16,Eintracht Frankfurt,2,0.23,7,4,2,8.20,0.53
219,Eintracht Frankfurt,3,2.50,19,8,5,13.57,2.30,FC Cologne,2,1.12,12,7,4,12.84,0.53
220,Paderborn,3,2.38,14,5,7,9.79,2.65,Eintracht Frankfurt,1,0.56,11,3,6,8.68,0.23
221,Eintracht Frankfurt,4,2.98,20,12,9,6.96,1.28,VfB Stuttgart,5,3.13,20,10,5,7.10,1.50
222,B. Monchengladbach,1,0.60,10,4,11,11.76,0.52,Eintracht Frankfurt,3,1.74,25,13,10,9.38,2.26
223,Eintracht Frankfurt,2,2.22,10,3,4,8.31,2.42,Borussia Dortmund,0,0.77,17,6,9,7.43,0.41
224,Bayer Leverkusen,1,0.86,16,3,6,3.86,0.80,Eintracht Frankfurt,1,1.46,9,5,4,5.89,1.92
225,Freiburg,4,3.19,15,8,12,11.19,2.69,Eintracht Frankfurt,1,1.12,14,7,10,6.21,0.21
226,Mainz 05,3,1.30,13,6,5,13.76,1.73,Eintracht Frankfurt,1,0.85,8,1,8,5.11,0.95
227,Eintracht Frankfurt,2,2.21,19,7,7,4.89,2.00,Hamburger SV,1,1.43,9,5,1,9.19,0.76
228,FC Cologne,4,1.75,9,6,3,9.67,1.19,Eintracht Frankfurt,2,1.89,12,5,9,4.58,1.51
229,Eintracht Frankfurt,4,1.73,11,6,3,5.00,2.24,Paderborn,0,0.63,8,3,1,12.50,0.53
230,VfB Stuttgart,3,2.22,9,5,8,5.47,2.12,Eintracht Frankfurt,1,1.35,11,5,5,6.13,0.65
231,Eintracht Frankfurt,0,1.46,18,5,6,8.44,1.66,B. Monchengladbach,0,1.07,11,4,6,12.50,1.05
232,Borussia Dortmund,2,2.47,13,4,9,10.97,2.77,Eintracht Frankfurt,0,0.37,11,0,2,7.69,0.15
233,Eintracht Frankfurt,2,1.11,8,3,1,9.93,1.62,Bayer Leverkusen,1,0.84,18,7,6,4.05,1.07
234,Freiburg,0,1.30,18,4,7,10.87,2.35,B. Monchengladbach,0,0.32,9,3,1,19.00,0.42
235,Borussia Dortmund,3,1.72,15,6,9,13.12,2.48,Freiburg,1,0.26,4,3,1,18.70,0.32
