,TEAMS,GOALS,xG,SHOTS,SHOTS ON TARGET,DEEP,PPDA,xPTS,A_TEAMS,A_GOALS,A_xG,A_SHOTS,A_SHOTS ON TARGET,A_DEEP,A_PPDA,A_xPTS
63,Metz,1,1.01,12,1,4,16.38,0.79,Toulouse,1,1.71,18,4,5,9.50,1.95
64,Toulouse,1,1.09,9,4,2,10.43,0.15,Marseille,2,3.67,23,9,6,3.95,2.78
65,Toulouse,2,1.81,11,6,6,10.19,2.12,Strasbourg,2,0.94,12,4,3,10.20,0.63
66,Lyon,2,2.75,20,5,12,7.13,2.80,Toulouse,0,0.36,10,6,1,24.86,0.13
67,Toulouse,0,0.78,19,5,2,7.39,1.20,Dijon,1,0.86,8,3,7,6.04,1.45
68,Caen,0,0.26,9,0,1,5.17,0.94,Toulouse,0,0.49,5,2,1,13.20,1.55
69,Toulouse,2,2.82,14,8,4,14.43,2.71,Angers,0,0.81,7,0,1,10.83,0.18
70,Rennes,2,1.74,6,3,4,10.11,2.57,Toulouse,1,0.47,13,2,3,13.00,0.27
71,Toulouse,2,1.06,6,4,8,10.39,0.29,Lille,3,2.92,16,7,6,5.16,2.57
72,Bordeaux,4,2.62,15,6,5,9.28,2.61,Toulouse,2,0.85,10,4,1,7.28,0.26
73,Toulouse,2,1.93,17,7,7,12.15,2.46,Guingamp,1,0.48,13,6,1,11.00,0.37
74,Paris Saint Germain,2,2.25,16,5,19,6.74,2.78,Amiens,0,0.19,7,1,1,19.00,0.13
75,Guingamp,0,0.06,3,0,1,31.47,0.06,Paris Saint Germain,3,2.51,21,8,17,5.96,2.89
76,Paris Saint Germain,3,2.37,14,4,7,5.81,2.65,Saint-Etienne,0,0.62,12,2,1,16.43,0.23
77,Metz,1,1.21,8,1,1,16.65,0.05,Paris Saint Germain,5,4.88,22,12,19,7.67,2.93
78,Paris Saint Germain,2,1.77,14,5,12,5.81,2.08,Lyon,0,0.93,12,5,2,24.75,0.67
79,Montpellier,0,0.16,5,2,0,15.57,0.72,Paris Saint Germain,0,0.66,10,1,13,4.88,1.80
80,Paris Saint Germain,6,2.41,11,9,6,19.00,1.52,Bordeaux,2,2.20,18,6,9,16.55,1.23
81,Dijon,1,0.70,15,5,4,17.38,0.31,Paris Saint Germain,2,2.56,18,8,14,7.26,2.56
82,Marseille,2,1.31,11,3,1,8.95,2.30,Paris Saint Germain,2,0.32,7,3,6,5.38,0.45
83,Paris Saint Germain,3,3.30,16,8,9,9.39,2.97,Nice,0,0.20,9,1,2,28.11,0.02
84,Angers,0,0.66,9,3,3,22.25,0.19,Paris Saint Germain,5,2.78,15,7,10,6.72,2.71
85,Paris Saint Germain,4,2.15,23,10,11,4.71,2.28,Nantes,1,0.86,8,1,2,18.54,0.50
86,Paris Saint Germain,2,1.70,19,6,11,5.13,2.41,Troyes,0,0.45,6,3,2,15.71,0.39
87,Strasbourg,2,0.39,5,2,0,15.18,0.23,Paris Saint Germain,1,2.27,29,5,15,6.53,2.64
88,Paris Saint Germain,3,1.62,14,5,12,5.78,2.27,Lille,1,0.51,7,2,4,13.93,0.49
89,Rennes,1,2.21,14,2,2,17.44,0.36,Paris Saint Germain,4,3.94,21,10,24,7.80,2.50
90,Paris Saint Germain,3,2.45,21,7,22,6.65,2.32,Caen,1,1.02,9,4,1,15.92,0.47
91,Nantes,0,0.70,12,3,6,12.42,0.29,Paris Saint Germain,1,2.45,20,3,12,13.42,2.57
92,Paris Saint Germain,8,4.27,23,14,15,4.80,2.99,Dijon,0,0.15,6,1,3,18.09,0.00
93,Lyon,2,0.50,11,6,0,11.44,1.11,Paris Saint Germain,1,0.67,11,3,3,8.19,1.47
94,Paris Saint Germain,4,4.25,11,7,10,6.65,2.96,Montpellier,0,0.68,16,3,0,13.79,0.03
95,Lille,0,0.28,10,3,1,26.76,0.23,Paris Saint Germain,3,1.95,19,9,18,8.39,2.64
96,Paris Saint Germain,5,4.63,20,11,14,9.46,2.97,Strasbourg,2,0.54,12,2,5,12.29,0.02
97,Paris Saint Germain,3,0.97,9,2,5,6.52,1.30,Marseille,0,0.99,15,6,5,10.50,1.36
98,Troyes,0,0.29,10,2,5,24.11,0.24,Paris Saint Germain,2,2.03,20,13,13,4.42,2.62
99,Paris Saint Germain,5,3.85,18,10,16,20.82,2.95,Metz,0,0.31,6,3,6,20.88,0.03
100,Paris Saint Germain,2,1.97,14,7,13,9.76,1.31,Angers,1,2.07,19,8,7,14.03,1.45
101,Nice,1,1.10,14,4,6,25.71,0.49,Paris Saint Germain,2,2.52,19,7,11,10.92,2.34
102,Saint-Etienne,1,2.95,16,5,9,26.18,2.56,Paris Saint Germain,1,1.20,8,2,4,12.45,0.31
103,Bordeaux,0,1.06,21,8,5,14.59,1.70,Paris Saint Germain,1,0.64,10,2,5,12.47,0.97
104,Paris Saint Germain,2,2.01,14,3,14,7.25,1.24,Guingamp,2,2.20,22,5,10,12.45,1.51
105,Amiens,2,0.52,12,5,1,12.07,0.36,Paris Saint Germain,2,2.06,23,8,28,6.27,2.47
106,Paris Saint Germain,0,0.62,14,5,6,10.00,0.75,Rennes,2,1.15,10,2,1,14.55,1.94
107,Caen,0,0.44,11,6,3,20.69,0.73,Paris Saint Germain,0,1.02,7,2,9,6.33,1.94
108,Amiens,0,0.71,10,1,6,8.90,0.74,Angers,2,1.47,12,6,7,7.39,2.00
109,Saint-Etienne,3,3.18,13,5,3,9.74,2.65,Amiens,0,1.07,16,1,6,11.26,0.24
110,Amiens,3,1.33,12,4,3,14.91,2.45,Nice,0,0.25,12,3,4,5.96,0.33
111,Strasbourg,0,0.60,10,3,2,4.85,1.63,Amiens,1,0.29,8,3,1,9.13,0.90
112,Amiens,0,0.71,8,3,1,7.19,0.76,Marseille,2,1.44,22,6,3,6.40,1.95
113,Caen,1,1.76,18,5,4,7.43,2.82,Amiens,0,0.03,2,0,3,9.67,0.09
114,Amiens,1,1.11,13,4,7,8.97,1.69,Bordeaux,0,0.76,14,4,8,10.90,1.00
115,Guingamp,1,0.62,12,4,2,5.04,1.55,Amiens,1,0.35,7,2,5,11.75,0.99
116,Montpellier,1,0.90,10,3,5,12.71,1.75,Amiens,1,0.50,12,1,3,15.26,0.88
117,Amiens,3,1.48,8,4,5,11.50,2.33,Lille,0,0.39,12,1,4,6.21,0.44
118,Metz,0,1.26,21,6,6,6.26,1.61,Amiens,2,0.93,11,2,1,9.11,1.10
119,Amiens,2,0.88,8,5,3,18.89,1.35,Dijon,1,0.88,16,6,10,7.71,1.30
120,Rennes,2,1.54,25,5,9,9.85,2.42,Amiens,0,0.25,6,2,2,13.26,0.37
121,Amiens,1,2.19,14,6,1,10.00,2.43,Lyon,2,0.95,12,3,11,5.02,0.40
122,Troyes,1,2.48,19,7,2,11.00,2.74,Amiens,0,0.55,11,3,7,8.13,0.16
123,Amiens,0,0.86,12,5,3,9.78,1.07,Nantes,1,1.14,14,5,7,5.74,1.59
124,Nice,1,1.22,20,7,8,7.85,1.87,Amiens,0,0.58,9,3,2,22.62,0.81
125,Amiens,1,0.63,13,3,2,9.86,0.84,Montpellier,1,1.19,16,5,8,18.37,1.86
126,Amiens,3,1.96,13,6,6,9.12,2.78,Guingamp,1,0.18,6,1,2,17.13,0.13
127,Angers,1,1.52,16,7,6,13.55,2.63,Amiens,0,0.06,3,0,1,6.54,0.20
128,Amiens,0,0.25,8,0,4,20.20,0.09,Saint-Etienne,2,2.70,16,8,12,4.28,2.85
129,Bordeaux,3,2.20,14,4,4,8.61,2.15,Amiens,2,1.16,19,6,5,15.00,0.65
130,Nantes,0,1.12,27,4,14,4.70,1.98,Amiens,1,0.40,8,1,2,8.88,0.70
131,Amiens,0,1.54,14,3,1,6.09,1.83,Rennes,2,0.98,18,5,4,5.19,0.91
132,Dijon,1,0.96,10,3,11,6.46,1.25,Amiens,1,1.06,10,4,4,10.40,1.42
133,Amiens,1,0.96,8,1,3,11.47,0.72,Troyes,1,1.64,11,5,7,9.77,1.95
134,Lille,0,0.75,15,3,6,11.29,0.89,Amiens,1,1.24,10,2,1,8.59,1.81
135,Amiens,3,1.65,11,4,7,10.39,1.50,Caen,0,1.47,14,7,6,4.35,1.22
136,Lyon,3,2.56,25,8,9,6.96,2.79,Amiens,0,0.29,5,2,2,15.24,0.13
137,Amiens,3,0.79,7,5,2,8.65,0.48,Strasbourg,1,2.02,15,2,9,4.41,2.33
138,Amiens,2,1.53,8,1,2,12.94,2.02,Metz,0,0.81,13,1,7,11.19,0.72
139,Marseille,2,2.63,27,11,7,6.06,2.80,Amiens,1,0.45,5,2,2,23.73,0.12
140,Lyon,4,1.73,12,7,8,5.92,2.59,Strasbourg,0,0.29,7,1,4,16.95,0.25
141,Rennes,1,0.71,17,5,1,9.35,0.70,Lyon,2,1.53,17,8,4,9.71,2.05
142,Lyon,3,0.93,8,5,1,9.48,1.37,Bordeaux,3,0.92,16,6,4,8.33,1.28
143,Nantes,0,0.32,6,2,2,16.04,0.79,Lyon,0,0.81,16,3,7,7.85,1.80
144,Lyon,2,0.76,12,4,2,7.17,1.26,Guingamp,1,0.83,13,6,6,8.71,1.39
145,Lyon,3,3.51,20,6,6,9.68,2.51,Dijon,3,1.69,11,6,3,10.40,0.36
146,Angers,3,1.00,15,4,7,7.82,0.89,Lyon,3,1.57,13,6,3,14.37,1.84
147,Troyes,0,0.28,9,3,2,17.43,0.04,Lyon,5,3.28,14,10,1,9.52,2.93
148,Lyon,2,1.39,12,4,3,9.85,2.13,Metz,0,0.51,7,4,0,16.52,0.60
149,Saint-Etienne,0,0.84,13,2,2,10.14,0.36,Lyon,5,2.44,13,10,5,5.25,2.48
150,Lyon,0,0.74,15,3,8,5.58,1.27,Montpellier,0,0.77,15,2,6,11.33,1.37
151,Nice,0,0.24,10,3,0,12.58,0.15,Lyon,5,2.23,11,7,2,14.00,2.75
152,Lyon,1,2.95,21,5,9,8.03,2.57,Lille,2,1.15,7,3,1,16.57,0.30
153,Caen,1,0.99,19,4,5,6.47,0.66,Lyon,2,1.98,11,4,4,6.19,2.12
154,Lyon,2,1.37,8,5,1,10.85,1.20,Marseille,0,1.61,19,5,5,6.05,1.54
155,Lyon,1,1.34,18,5,6,4.06,1.46,Angers,1,1.16,9,2,3,21.05,1.23
156,Guingamp,0,0.48,8,3,2,10.70,0.32,Lyon,2,2.11,21,13,16,7.39,2.52
157,Bordeaux,3,2.42,9,4,5,15.00,2.63,Lyon,1,0.70,9,4,1,11.33,0.25
158,Lyon,0,1.21,19,6,4,5.23,1.54,Rennes,2,0.92,6,3,1,12.83,1.13
159,Lille,2,0.89,14,5,4,17.04,0.54,Lyon,2,2.09,13,5,7,9.90,2.27
160,Lyon,1,0.67,9,5,1,16.71,0.73,Saint-Etienne,1,1.29,8,2,7,5.55,1.98
161,Montpellier,1,1.00,10,5,2,13.65,1.17,Lyon,1,1.20,19,4,5,7.13,1.51
162,Lyon,1,1.67,20,4,7,7.83,2.48,Caen,0,0.25,6,1,1,13.90,0.32
163,Marseille,2,1.49,10,5,5,6.81,1.54,Lyon,3,1.32,11,6,2,9.45,1.17
164,Metz,0,0.44,10,5,7,14.07,0.16,Lyon,5,2.75,14,6,10,12.57,2.76
165,Dijon,2,0.71,15,5,8,11.65,0.35,Lyon,5,2.46,21,11,7,7.71,2.51
166,Lyon,2,3.03,25,11,16,9.94,2.86,Nantes,0,0.31,12,4,3,19.25,0.09
167,Lyon,3,1.43,17,5,8,12.05,1.89,Troyes,0,0.83,13,4,5,17.88,0.83
168,Strasbourg,3,0.82,9,4,0,7.05,0.88,Lyon,2,1.26,8,3,4,5.29,1.81
169,Lyon,3,2.16,23,8,8,15.08,2.20,Nice,2,0.98,11,4,4,18.00,0.60
170,Strasbourg,3,3.20,22,9,6,6.57,2.63,Lille,0,1.11,12,2,3,6.11,0.26
171,Montpellier,1,1.91,16,5,6,9.48,2.39,Strasbourg,1,0.64,7,1,6,8.39,0.42
172,Guingamp,2,1.86,14,6,2,10.63,2.44,Strasbourg,0,0.57,15,3,3,9.45,0.38
173,Strasbourg,1,1.39,21,5,7,5.00,2.03,Nantes,2,0.57,12,4,2,18.71,0.69
174,Dijon,1,1.56,13,6,6,6.62,2.13,Strasbourg,1,0.67,7,1,3,6.10,0.60
175,Strasbourg,3,2.02,19,9,10,10.00,0.79,Marseille,3,3.06,20,7,8,10.25,2.02
176,Nice,1,1.85,16,9,9,11.50,1.91,Strasbourg,2,1.16,15,5,4,17.59,0.84
177,Strasbourg,2,1.63,14,6,7,8.40,2.49,Angers,2,0.38,5,2,2,10.32,0.32
178,Troyes,3,2.43,13,6,4,11.38,2.51,Strasbourg,0,0.89,10,2,7,34.88,0.33
179,Strasbourg,2,1.41,11,5,4,7.42,1.98,Rennes,1,0.70,13,4,6,7.90,0.74
180,Saint-Etienne,2,1.28,12,6,2,9.05,1.02,Strasbourg,2,1.64,10,4,3,13.04,1.68
181,Strasbourg,0,0.22,6,3,5,6.12,0.15,Caen,0,2.23,15,1,5,9.00,2.75
182,Bordeaux,0,0.59,11,2,8,4.62,0.31,Strasbourg,3,2.17,10,4,2,11.32,2.55
183,Metz,3,2.03,26,9,6,8.00,1.50,Strasbourg,0,1.83,7,2,5,12.74,1.23
184,Strasbourg,0,0.60,14,3,9,7.26,0.85,Guingamp,2,1.08,9,5,10,8.88,1.83
185,Marseille,2,3.93,15,7,6,5.31,2.99,Strasbourg,0,0.12,4,2,1,12.35,0.01
186,Strasbourg,3,2.65,16,9,1,6.16,2.45,Dijon,2,1.21,12,5,2,6.80,0.40
187,Lille,2,1.44,8,5,3,6.67,1.88,Strasbourg,1,0.86,11,2,3,13.48,0.83
188,Strasbourg,0,0.31,9,0,6,4.87,0.73,Bordeaux,2,0.84,7,4,6,7.00,1.88
189,Strasbourg,2,0.96,12,2,4,5.73,0.82,Troyes,1,1.63,13,4,3,5.00,1.92
190,Strasbourg,0,0.37,11,3,1,4.86,0.95,Montpellier,0,0.62,8,2,1,14.75,1.59
191,Caen,2,1.08,7,4,3,18.37,1.57,Strasbourg,0,0.87,11,2,4,5.30,1.11
192,Strasbourg,2,2.18,18,5,6,5.65,1.75,Metz,2,1.66,11,5,3,5.71,1.00
193,Angers,1,0.91,3,2,5,21.75,0.75,Strasbourg,1,1.45,11,5,2,11.95,1.85
194,Strasbourg,0,1.49,16,6,2,17.81,2.51,Saint-Etienne,1,0.24,5,1,3,16.93,0.30
195,Strasbourg,1,0.67,9,2,2,10.55,0.82,Nice,1,1.14,11,7,1,8.76,1.85
196,Rennes,2,2.37,14,2,3,16.12,2.39,Strasbourg,1,1.02,7,3,6,10.58,0.43
197,Nantes,1,0.81,9,2,3,12.79,1.79,Strasbourg,0,0.34,10,2,10,13.61,0.81
198,Metz,1,0.56,6,4,2,12.05,0.53,Guingamp,3,1.46,13,5,5,15.62,2.19
199,Bordeaux,2,2.15,12,5,7,9.00,2.68,Metz,0,0.53,6,1,7,15.33,0.20
200,Caen,1,1.72,16,4,6,10.88,2.03,Metz,0,0.83,9,2,2,12.10,0.71
201,Angers,0,2.00,18,5,6,7.73,1.68,Metz,1,1.60,10,5,3,11.76,1.06
202,Metz,0,1.06,15,7,2,7.46,1.75,Troyes,1,0.63,9,3,4,28.69,0.91
203,Nantes,1,2.21,15,6,2,12.29,2.00,Metz,0,1.36,9,1,1,12.87,0.76
204,Saint-Etienne,3,2.34,20,5,17,5.61,2.80,Metz,1,0.34,10,2,1,14.86,0.12
205,Metz,1,0.72,15,5,7,7.19,1.30,Dijon,2,0.69,8,6,7,6.83,1.31
206,Metz,0,2.46,19,5,1,11.30,2.03,Lille,3,1.52,14,7,6,4.96,0.76
207,Metz,0,0.35,9,4,3,15.46,0.18,Marseille,3,2.48,21,8,11,5.88,2.73
208,Nice,3,2.05,15,7,7,8.42,2.59,Metz,1,0.43,13,5,3,14.47,0.26
209,Metz,1,1.17,13,6,2,6.53,1.52,Rennes,1,0.95,5,4,2,10.95,1.13
210,Montpellier,1,0.28,9,3,5,15.12,0.51,Metz,3,0.94,6,4,2,7.73,2.19
211,Dijon,1,1.10,12,7,8,15.60,1.61,Metz,1,0.78,12,6,6,7.90,1.06
212,Metz,3,2.19,19,12,5,12.00,2.48,Saint-Etienne,0,0.68,7,4,3,9.11,0.35
213,Metz,2,0.67,15,5,8,7.46,0.52,Nice,1,1.63,13,5,5,17.50,2.25
214,Marseille,6,5.85,18,10,12,7.95,2.98,Metz,3,1.28,18,8,7,11.52,0.01
215,Metz,0,0.87,12,5,6,5.86,1.02,Montpellier,1,1.21,16,8,3,19.75,1.67
216,Troyes,1,2.06,18,9,9,8.83,1.84,Metz,0,1.41,10,4,8,10.05,0.91
217,Guingamp,2,1.73,17,8,12,4.76,1.98,Metz,2,0.96,5,2,4,10.83,0.73
218,Metz,1,0.79,8,4,3,11.43,0.87,Nantes,1,1.34,16,4,5,10.35,1.83
219,Rennes,1,2.06,14,3,6,8.47,2.01,Metz,2,1.27,7,6,4,35.73,0.74
220,Metz,1,0.89,15,3,11,12.61,1.70,Caen,1,0.47,5,4,1,8.87,0.92
221,Lille,3,2.13,15,9,10,7.23,2.60,Metz,1,0.50,14,4,4,11.37,0.26
222,Metz,1,1.19,8,4,1,19.68,0.90,Angers,2,1.68,17,4,4,7.59,1.78
223,Metz,0,0.31,7,0,3,16.39,0.24,Bordeaux,4,1.97,15,7,4,10.00,2.62
224,Nice,2,1.41,14,8,9,10.21,2.23,Guingamp,0,0.46,13,1,5,27.38,0.52
225,Guingamp,1,1.49,20,4,8,10.32,2.30,Lille,0,0.38,10,5,4,6.89,0.47
226,Bordeaux,3,3.22,21,8,10,13.44,2.66,Guingamp,1,1.18,10,4,8,16.22,0.23
227,Guingamp,2,3.83,16,9,7,6.77,2.89,Rennes,0,0.74,11,0,3,6.90,0.08
228,Nantes,2,0.75,9,3,1,13.23,1.16,Guingamp,1,0.86,10,4,3,9.29,1.48
229,Guingamp,1,0.85,9,2,3,10.64,1.91,Angers,1,0.31,10,2,5,6.40,0.72
230,Marseille,1,1.88,21,7,7,7.30,2.57,Guingamp,0,0.27,4,1,0,24.28,0.26
231,Guingamp,0,0.42,10,1,4,5.23,1.02,Montpellier,0,0.63,6,4,2,9.00,1.55
232,Troyes,0,1.01,14,3,3,20.09,1.61,Guingamp,1,0.74,11,5,5,10.42,1.05
233,Guingamp,4,2.08,17,10,10,9.74,2.69,Dijon,0,0.27,8,1,3,53.14,0.19
234,Caen,0,0.82,11,2,3,7.39,1.93,Guingamp,0,0.23,8,5,0,5.82,0.67
235,Guingamp,2,1.80,28,7,6,3.44,2.50,Saint-Etienne,1,0.34,3,3,1,24.79,0.32
236,Guingamp,0,0.23,6,0,1,12.57,0.23,Nantes,3,1.67,13,5,7,7.14,2.62
237,Rennes,0,1.92,13,5,3,7.86,2.38,Guingamp,1,0.64,11,4,5,10.50,0.43
238,Guingamp,0,0.28,6,1,4,9.11,0.65,Caen,0,0.96,12,2,4,12.75,2.00
239,Montpellier,1,1.45,19,5,7,11.08,1.70,Guingamp,1,1.02,4,1,4,19.76,0.98
240,Angers,3,2.58,15,6,7,15.92,2.54,Guingamp,0,0.80,12,3,3,4.61,0.32
241,Guingamp,2,1.50,12,6,7,7.72,0.82,Nice,5,2.25,17,5,4,18.50,1.93
242,Saint-Etienne,2,1.22,16,6,7,7.70,2.16,Guingamp,0,0.38,9,3,4,11.93,0.57
243,Guingamp,2,0.89,14,6,3,6.68,0.29,Bordeaux,1,2.63,15,6,3,8.08,2.58
244,Guingamp,4,2.73,15,10,1,13.11,2.86,Troyes,0,0.27,8,4,4,10.04,0.08
245,Lille,2,1.56,10,3,5,11.32,2.01,Guingamp,2,0.80,6,3,3,8.76,0.72
246,Dijon,3,2.25,19,9,7,7.97,2.75,Guingamp,1,0.20,4,1,2,6.18,0.15
247,Guingamp,3,2.76,22,8,7,5.26,1.94,Marseille,3,1.97,16,5,10,9.54,0.85
248,Saint-Etienne,1,0.94,8,3,6,14.39,1.71,Nice,0,0.59,6,2,4,9.43,0.91
249,Nice,1,1.92,20,6,1,7.05,2.55,Troyes,2,0.43,10,4,7,26.53,0.30
250,Rennes,0,0.89,17,4,11,11.90,1.56,Nice,1,0.59,6,3,4,14.32,1.06
251,Nice,2,1.76,17,3,1,8.50,1.41,Angers,2,1.68,15,6,5,16.04,1.32
252,Nice,2,2.68,19,10,4,6.57,1.46,Marseille,4,2.57,17,9,5,17.00,1.30
253,Montpellier,2,1.39,14,4,1,15.33,0.95,Nice,0,1.94,15,8,6,6.17,1.80
254,Nice,1,1.30,11,4,4,13.40,2.07,Dijon,0,0.57,13,4,3,13.13,0.65
255,Caen,1,2.16,18,4,6,15.27,1.83,Nice,1,1.55,12,7,2,7.55,0.93
256,Nantes,1,1.45,22,4,6,17.37,1.99,Nice,2,0.63,12,5,6,13.29,0.74
257,Nice,1,1.80,11,3,4,8.33,2.42,Bordeaux,0,0.57,11,0,2,19.31,0.40
