,TEAMS,GOALS,xG,SHOTS,SHOTS ON TARGET,DEEP,PPDA,xPTS,A_TEAMS,A_GOALS,A_xG,A_SHOTS,A_SHOTS ON TARGET,A_DEEP,A_PPDA,A_xPTS
22,Fiorentina,3,2.08,10,5,7,12.33,2.32,Spezia,0,0.85,10,2,7,9.15,0.48
23,Udinese,1,1.01,9,3,3,16.50,1.97,Fiorentina,0,0.39,8,2,7,10.70,0.70
24,Fiorentina,1,0.44,7,2,2,17.06,0.52,Roma,2,1.38,12,6,7,7.50,2.23
25,Fiorentina,3,1.26,5,2,3,12.48,0.40,Parma Calcio 1913,3,2.67,8,5,4,6.10,2.43
26,Benevento,1,1.54,17,4,6,6.77,0.87,Fiorentina,4,2.27,11,5,3,12.32,1.90
27,Fiorentina,2,0.45,7,2,2,15.16,0.35,AC Milan,3,1.83,13,3,8,7.10,2.47
28,Genoa,1,1.18,8,1,3,11.75,1.60,Fiorentina,1,0.91,10,3,4,14.71,1.07
29,Fiorentina,2,1.29,10,2,5,16.09,0.35,Atalanta,3,3.08,15,8,15,7.66,2.51
30,Sassuolo,3,2.28,11,5,7,7.85,2.55,Fiorentina,1,0.78,7,5,6,22.95,0.30
31,Verona,1,1.96,9,5,7,8.00,2.06,Fiorentina,2,1.14,6,4,6,14.00,0.68
32,Fiorentina,1,1.21,12,4,2,17.37,1.39,Juventus,1,1.16,9,1,3,3.19,1.26
33,Bologna,3,1.94,12,6,9,5.19,1.27,Fiorentina,3,2.01,9,3,6,20.93,1.47
34,Fiorentina,2,1.43,9,4,4,20.93,1.78,Lazio,0,0.98,11,3,11,5.21,0.88
35,Cagliari,0,0.35,8,0,5,10.32,1.47,Fiorentina,0,0.11,2,0,1,23.00,0.88
36,Fiorentina,0,0.34,7,3,1,25.40,0.22,Napoli,2,1.91,21,6,3,8.18,2.65
37,Crotone,0,2.41,13,3,7,10.05,2.70,Fiorentina,0,0.47,9,2,6,14.61,0.20
38,Torino,2,0.77,7,4,3,11.72,0.35,Atalanta,4,2.47,19,7,14,10.80,2.49
39,Torino,2,1.24,13,6,4,8.12,0.81,Cagliari,3,1.79,11,5,3,15.67,1.89
40,Sassuolo,3,1.69,17,6,13,5.00,1.09,Torino,3,2.09,17,10,7,20.52,1.67
41,Torino,3,2.47,11,4,2,23.43,1.93,Lazio,4,1.76,12,5,9,7.09,0.83
42,Genoa,1,1.19,17,2,9,7.89,1.99,Torino,2,0.44,7,1,3,10.46,0.70
43,Torino,0,0.24,4,0,2,9.43,1.11,Crotone,0,0.30,8,2,2,9.04,1.26
44,Inter,4,3.75,13,4,15,6.35,2.49,Torino,2,1.98,13,6,8,14.45,0.38
45,Torino,2,1.64,14,7,5,10.44,1.55,Sampdoria,2,1.38,11,2,9,12.04,1.18
46,Juventus,2,2.53,17,4,4,5.65,2.20,Torino,1,1.34,7,2,2,19.41,0.59
47,Torino,2,1.08,8,3,4,7.85,1.00,Udinese,3,1.47,10,3,8,10.61,1.69
48,Roma,3,3.05,13,5,13,8.10,2.65,Torino,1,0.98,17,6,4,13.00,0.25
49,Torino,1,1.11,14,4,3,7.41,0.61,Bologna,1,2.18,16,6,9,8.10,2.18
50,Napoli,1,0.90,15,6,1,8.24,1.78,Torino,1,0.39,10,3,3,21.89,0.84
51,Parma Calcio 1913,0,0.85,16,4,4,6.43,0.73,Torino,3,1.67,12,5,5,16.16,2.03
52,Torino,1,1.36,18,3,4,12.85,2.33,Verona,1,0.30,8,2,5,8.23,0.43
53,AC Milan,2,1.59,8,4,5,7.40,2.48,Torino,0,0.37,9,1,3,8.71,0.33
54,Torino,0,0.99,10,1,2,7.42,2.01,Spezia,0,0.31,6,3,2,18.41,0.65
55,Benevento,2,1.60,10,3,3,25.00,1.54,Torino,2,1.45,16,5,3,4.48,1.19
56,Atalanta,3,2.06,11,4,10,5.73,0.83,Torino,3,2.80,21,6,6,12.09,1.94
57,Torino,0,0.41,10,2,6,14.14,1.46,Genoa,0,0.21,6,2,5,12.88,0.96
58,Cagliari,0,0.80,18,1,6,7.04,0.98,Torino,1,1.16,10,5,9,6.29,1.71
59,Crotone,4,2.60,19,7,4,9.95,1.85,Torino,2,1.97,18,4,6,5.34,0.92
60,Torino,1,1.35,6,3,0,28.31,0.53,Inter,2,2.51,13,3,12,6.50,2.26
61,Torino,3,2.15,18,11,6,11.52,1.97,Sassuolo,2,1.41,14,4,8,7.90,0.80
62,Sampdoria,1,0.77,6,2,3,11.44,1.36,Torino,0,0.74,11,0,4,5.43,1.26
63,Torino,2,1.16,10,6,2,14.21,0.23,Juventus,2,3.30,22,8,9,6.70,2.66
64,Udinese,0,1.03,16,4,8,6.64,0.91,Torino,1,1.54,10,1,1,15.43,1.80
65,Torino,3,3.37,27,11,9,9.27,2.46,Roma,1,1.51,9,4,6,10.15,0.40
66,Bologna,1,0.33,8,1,2,5.72,0.29,Torino,1,1.86,18,3,8,6.23,2.55
67,Torino,0,1.05,15,5,3,12.00,0.35,Napoli,2,3.05,25,7,10,12.05,2.52
68,Torino,1,1.35,13,3,7,11.32,2.25,Parma Calcio 1913,0,0.40,10,1,2,7.11,0.50
69,Verona,1,1.76,24,7,6,5.96,2.03,Torino,1,0.86,7,3,3,9.38,0.73
70,Torino,0,0.86,14,1,4,10.24,0.06,AC Milan,7,4.31,12,8,8,8.11,2.92
71,Spezia,4,2.73,14,8,3,7.73,2.62,Torino,1,0.94,6,3,5,5.60,0.25
72,Lazio,0,2.15,23,7,14,6.53,2.73,Torino,0,0.28,6,3,2,15.48,0.17
73,Torino,1,1.35,11,5,7,12.67,2.28,Benevento,1,0.35,8,3,3,24.31,0.48
74,Verona,0,0.91,8,3,3,8.42,0.72,Roma,0,1.78,21,4,9,5.06,2.03
75,Verona,1,1.35,13,2,5,5.81,0.82,Udinese,0,2.15,22,5,5,7.30,1.95
76,Parma Calcio 1913,1,1.23,11,4,3,24.33,1.91,Verona,0,0.63,8,2,10,6.82,0.78
77,Verona,0,0.88,18,10,9,6.90,1.80,Genoa,0,0.38,6,2,1,12.86,0.82
78,Juventus,1,2.18,22,6,14,8.38,2.47,Verona,1,0.60,6,2,7,12.19,0.37
79,Verona,3,2.52,14,6,8,7.00,2.03,Benevento,1,1.60,15,5,5,6.12,0.76
80,AC Milan,2,3.65,34,8,16,6.06,2.25,Verona,2,2.21,7,3,3,12.36,0.58
81,Verona,0,1.39,19,3,6,6.24,2.13,Sassuolo,2,0.51,11,4,1,10.47,0.62
82,Atalanta,0,1.20,20,5,14,12.61,0.83,Verona,2,1.79,7,2,5,18.69,1.91
83,Verona,1,3.03,18,3,4,10.44,2.23,Cagliari,1,1.68,13,3,9,9.08,0.59
84,Lazio,1,0.65,12,4,8,7.52,1.01,Verona,2,0.96,7,4,3,11.43,1.64
85,Verona,1,1.49,8,3,5,6.67,2.06,Sampdoria,2,0.78,9,3,10,7.66,0.66
86,Verona,1,1.24,6,2,2,10.66,0.72,Inter,2,2.03,18,5,9,5.56,2.00
87,Spezia,0,0.45,7,1,7,5.90,0.46,Verona,1,1.55,12,3,7,8.13,2.31
88,Verona,2,1.29,13,6,8,8.53,1.75,Crotone,1,0.83,9,2,7,6.53,0.94
89,Bologna,1,2.59,20,5,7,8.62,2.62,Verona,0,0.70,8,1,6,6.86,0.25
90,Verona,3,2.35,14,7,4,10.33,2.41,Napoli,1,0.90,12,2,9,10.55,0.43
91,Roma,3,2.18,15,6,7,10.28,2.43,Verona,1,0.73,8,1,8,8.53,0.40
92,Udinese,2,2.22,16,8,5,12.24,2.71,Verona,0,0.32,6,0,4,8.17,0.19
93,Verona,2,1.26,12,4,8,5.15,1.32,Parma Calcio 1913,1,1.28,13,2,3,7.95,1.37
94,Genoa,2,0.94,14,3,4,7.86,1.14,Verona,2,1.18,9,3,10,9.96,1.56
95,Verona,1,0.70,13,4,6,6.49,0.89,Juventus,1,1.22,15,5,8,6.78,1.81
96,Benevento,0,0.35,5,1,8,13.53,0.29,Verona,3,1.81,9,4,10,9.52,2.56
97,Verona,0,1.12,11,1,3,8.65,1.45,AC Milan,2,1.02,11,3,2,9.71,1.23
98,Sassuolo,3,1.56,17,8,6,15.47,1.46,Verona,2,1.48,13,6,9,6.96,1.28
99,Verona,0,0.15,3,1,3,7.08,0.12,Atalanta,2,2.07,16,6,7,7.76,2.79
100,Cagliari,0,1.24,24,5,10,10.13,1.28,Verona,2,1.30,10,5,14,8.19,1.43
101,Verona,0,0.22,5,0,3,9.50,0.95,Lazio,1,0.46,12,1,8,8.84,1.50
102,Sampdoria,3,1.94,12,5,7,7.86,1.87,Verona,1,1.32,19,5,7,14.50,0.89
103,Inter,1,0.86,12,3,7,27.60,1.17,Verona,0,1.06,12,1,6,19.59,1.50
104,Verona,1,2.04,8,5,2,6.11,2.07,Spezia,1,1.18,13,2,6,8.54,0.71
105,Crotone,2,0.65,9,4,5,16.47,1.33,Verona,1,0.62,11,3,8,9.94,1.27
106,Verona,2,1.99,13,2,7,7.93,1.33,Bologna,2,2.04,12,5,4,11.72,1.41
107,Napoli,1,1.57,16,2,5,8.19,2.24,Verona,1,0.52,8,3,3,7.52,0.53
108,Roma,2,2.82,11,5,6,13.38,2.05,Juventus,2,1.91,8,3,3,9.24,0.73
109,Udinese,0,1.67,10,4,2,16.11,2.11,Roma,1,0.76,13,3,4,8.10,0.65
110,Roma,5,4.19,20,7,13,7.51,2.80,Benevento,2,1.56,10,4,4,12.95,0.13
111,AC Milan,3,2.82,13,8,11,13.42,1.68,Roma,3,2.36,12,7,7,17.00,1.08
112,Genoa,1,0.65,7,5,5,18.12,0.10,Roma,3,3.49,18,9,10,10.45,2.84
113,Roma,3,3.21,20,7,20,12.37,2.97,Parma Calcio 1913,0,0.03,1,1,1,27.38,0.02
114,Napoli,4,2.06,14,8,4,18.88,2.78,Roma,0,0.31,8,1,5,17.10,0.13
115,Roma,0,1.28,16,1,3,29.64,2.40,Sassuolo,0,0.21,5,1,6,10.64,0.37
116,Bologna,1,0.35,7,1,7,8.18,0.04,Roma,5,4.04,15,7,12,15.05,2.94
117,Atalanta,4,1.91,14,8,8,11.76,2.31,Roma,1,0.71,5,3,7,14.30,0.49
118,Roma,3,3.36,15,8,6,6.00,2.70,Cagliari,2,1.20,9,2,6,7.84,0.21
119,Roma,1,2.41,21,6,8,4.65,2.77,Sampdoria,0,0.23,5,2,3,13.61,0.14
120,Crotone,1,0.50,14,5,6,7.73,0.30,Roma,3,1.90,12,4,7,7.35,2.55
121,Roma,2,0.90,14,8,4,11.61,0.66,Inter,2,1.93,17,6,13,14.59,2.12
122,Lazio,3,0.94,8,8,6,19.95,1.62,Roma,0,0.64,6,1,4,7.67,1.02
123,Roma,4,2.59,14,7,6,10.12,2.19,Spezia,3,1.46,6,3,4,14.52,0.60
124,Juventus,2,0.25,3,2,6,31.33,0.86,Roma,0,0.65,14,3,5,13.13,1.67
125,Roma,3,2.98,13,5,12,8.83,2.91,Udinese,0,0.31,6,1,4,11.46,0.05
126,Benevento,0,0.25,6,3,0,23.23,0.61,Roma,0,0.92,11,4,8,3.87,2.03
127,Roma,1,1.20,18,8,10,9.61,0.31,AC Milan,2,3.25,17,9,5,11.96,2.58
128,Roma,1,1.11,17,2,11,12.74,2.16,Genoa,0,0.23,6,2,1,14.40,0.52
129,Parma Calcio 1913,2,2.10,7,4,3,11.83,1.74,Roma,0,1.68,21,6,19,7.69,1.01
130,Roma,0,0.73,8,3,8,15.81,1.03,Napoli,2,1.07,11,5,6,12.15,1.64
131,Sassuolo,2,3.38,13,6,8,11.05,2.54,Roma,2,1.55,11,8,4,19.86,0.33
132,Roma,1,1.37,14,6,9,19.39,0.87,Bologna,0,2.01,12,4,7,13.41,1.88
133,Roma,1,1.11,14,3,5,6.66,0.59,Atalanta,1,2.39,21,8,20,16.62,2.22
134,Cagliari,3,1.26,11,6,4,19.05,1.07,Roma,2,1.58,17,7,3,6.00,1.62
135,Sampdoria,2,1.37,13,7,8,8.74,1.10,Roma,0,1.64,10,3,10,12.95,1.62
136,Roma,5,2.34,22,10,8,10.64,2.72,Crotone,0,0.29,7,2,4,14.12,0.18
137,Inter,3,2.31,14,5,11,58.80,2.29,Roma,1,0.96,20,5,11,27.33,0.53
138,Roma,2,1.04,13,2,6,18.16,1.58,Lazio,0,0.77,9,4,3,17.67,1.09
139,Spezia,2,2.87,17,8,11,17.19,1.50,Roma,2,2.72,14,10,9,9.07,1.28
140,Parma Calcio 1913,0,0.16,6,2,7,19.42,0.16,Napoli,2,1.54,17,6,7,12.17,2.72
141,Bologna,4,2.05,12,8,7,7.36,1.96,Parma Calcio 1913,1,1.24,9,3,3,10.57,0.81
142,Udinese,3,1.72,16,4,9,11.34,1.95,Parma Calcio 1913,2,0.97,9,3,3,10.89,0.79
143,Parma Calcio 1913,2,3.67,17,6,6,12.91,2.79,Spezia,2,0.97,14,6,6,8.84,0.15
144,Inter,2,3.05,25,9,10,4.03,2.72,Parma Calcio 1913,2,0.76,5,3,2,28.11,0.19
145,Genoa,1,1.58,14,5,3,8.71,1.52,Parma Calcio 1913,2,1.40,9,3,6,8.63,1.20
146,Parma Calcio 1913,0,0.50,10,0,5,10.33,1.42,Benevento,0,0.34,8,2,3,27.25,1.09
147,AC Milan,2,1.85,26,6,8,7.91,2.34,Parma Calcio 1913,2,0.60,4,2,2,17.11,0.45
148,Parma Calcio 1913,0,0.87,13,2,7,8.52,1.96,Cagliari,0,0.27,8,4,3,13.45,0.67
149,Parma Calcio 1913,0,0.93,11,4,4,25.29,0.25,Juventus,4,2.80,19,7,15,7.55,2.63
150,Crotone,2,0.80,11,6,2,8.71,0.80,Parma Calcio 1913,1,1.50,14,7,5,5.52,1.92
151,Atalanta,3,2.39,17,6,11,16.17,2.88,Parma Calcio 1913,0,0.05,2,0,0,16.19,0.06
152,Parma Calcio 1913,0,0.38,10,3,3,12.08,0.05,Lazio,2,3.42,21,5,11,15.33,2.92
153,Sassuolo,1,1.81,16,4,13,7.95,2.31,Parma Calcio 1913,1,0.70,11,2,1,10.67,0.49
154,Parma Calcio 1913,0,1.05,12,6,6,7.71,0.54,Sampdoria,2,2.19,11,3,4,10.96,2.25
155,Napoli,2,1.06,10,3,2,11.41,1.84,Parma Calcio 1913,0,0.54,5,1,4,11.56,0.83
156,Parma Calcio 1913,0,0.79,15,5,7,7.15,0.81,Bologna,3,1.45,15,5,3,12.88,1.92
157,Parma Calcio 1913,2,2.72,16,5,8,10.73,2.32,Udinese,2,1.35,14,3,6,9.79,0.52
158,Spezia,2,1.50,11,4,4,5.49,1.63,Parma Calcio 1913,2,1.22,11,5,4,8.46,1.08
159,Parma Calcio 1913,1,0.81,12,2,3,17.06,0.14,Inter,2,3.46,11,6,11,12.10,2.80
160,Parma Calcio 1913,1,2.10,12,8,9,6.97,2.29,Genoa,2,0.90,9,2,0,21.71,0.51
161,Benevento,2,1.39,6,4,3,12.74,1.53,Parma Calcio 1913,2,1.21,17,6,11,4.96,1.14
162,Parma Calcio 1913,1,1.70,16,5,11,12.58,1.96,AC Milan,3,1.01,10,5,6,16.70,0.79
163,Cagliari,4,2.36,20,5,9,8.88,1.91,Parma Calcio 1913,3,1.62,11,5,5,13.05,0.86
164,Juventus,3,2.50,16,6,5,12.67,2.17,Parma Calcio 1913,1,1.31,9,3,2,12.65,0.62
165,Parma Calcio 1913,3,2.13,15,3,5,7.29,0.97,Crotone,4,2.72,13,4,2,24.36,1.80
166,Parma Calcio 1913,2,1.06,7,2,3,14.62,0.23,Atalanta,5,3.17,18,12,17,15.74,2.66
167,Lazio,1,1.36,16,5,14,11.71,2.03,Parma Calcio 1913,0,0.57,12,4,3,14.15,0.69
168,Parma Calcio 1913,1,1.00,16,8,8,23.53,0.42,Sassuolo,3,2.49,13,9,17,9.14,2.41
169,Sampdoria,3,1.35,12,4,6,26.57,1.90,Parma Calcio 1913,0,0.72,12,1,5,17.37,0.81
170,Napoli,6,2.34,18,9,6,12.84,2.74,Genoa,0,0.27,6,0,2,37.92,0.16
171,Napoli,4,1.17,19,11,7,16.16,1.79,Atalanta,1,0.64,13,4,1,7.53,0.90
172,Benevento,1,0.65,9,3,4,17.30,0.35,Napoli,2,2.27,19,5,11,6.31,2.49
173,Napoli,0,2.14,22,6,9,16.18,1.80,Sassuolo,2,1.52,8,4,2,25.22,0.94
174,Bologna,0,0.73,9,3,5,10.76,0.77,Napoli,1,1.41,19,4,5,16.56,1.93
175,Napoli,1,1.88,20,8,14,8.54,1.40,AC Milan,3,1.84,15,7,9,9.85,1.34
176,Crotone,0,0.51,6,1,0,26.76,0.35,Napoli,4,1.94,13,6,7,10.40,2.47
177,Napoli,2,1.52,18,7,8,11.33,2.01,Sampdoria,1,0.71,7,3,2,20.81,0.72
178,Inter,1,1.32,5,2,6,15.50,0.26,Napoli,0,3.26,18,3,10,20.29,2.62
179,Lazio,2,0.70,10,2,5,13.25,1.07,Napoli,0,0.98,14,6,7,9.46,1.60
180,Cagliari,1,0.86,8,1,3,19.22,0.01,Napoli,4,5.25,34,12,25,13.00,2.98
181,Napoli,1,4.01,29,10,19,9.52,2.57,Spezia,2,1.93,9,3,1,16.48,0.31
182,Udinese,1,2.22,17,8,6,20.68,1.68,Napoli,2,1.76,17,6,4,18.31,1.09
183,Genoa,2,1.09,4,2,3,15.68,0.69,Napoli,1,2.09,26,9,11,6.03,2.08
184,Napoli,1,1.06,8,2,2,19.80,0.67,Juventus,0,2.01,23,6,8,6.86,2.08
185,Atalanta,4,2.68,18,5,12,9.66,2.72,Napoli,2,0.62,4,2,2,12.70,0.18
186,Napoli,2,2.35,18,5,5,8.69,2.77,Benevento,0,0.43,4,3,2,17.11,0.14
187,Sassuolo,3,2.47,14,5,7,9.27,1.31,Napoli,3,2.54,16,5,7,21.00,1.43
188,Napoli,3,1.22,14,7,3,11.71,1.76,Bologna,1,0.77,16,4,5,8.37,0.94
189,AC Milan,0,1.48,13,5,3,13.20,1.47,Napoli,1,1.35,15,4,7,14.80,1.24
190,Napoli,4,3.45,26,8,20,8.85,2.63,Crotone,3,1.17,8,4,2,20.68,0.26
191,Juventus,2,1.61,12,3,4,12.42,1.53,Napoli,1,1.36,14,4,6,12.57,1.18
192,Sampdoria,0,0.90,13,4,8,8.70,0.70,Napoli,2,1.90,20,8,11,14.00,2.08
193,Napoli,1,0.58,12,1,4,17.21,0.86,Inter,1,1.02,10,2,4,18.72,1.81
194,Napoli,5,1.59,10,8,3,32.20,1.51,Lazio,2,1.44,16,3,12,8.53,1.21
195,Napoli,1,2.91,19,5,15,10.39,2.03,Cagliari,1,1.89,14,4,6,17.05,0.78
196,Spezia,1,1.27,8,2,3,12.81,0.60,Napoli,4,2.32,12,6,6,15.65,2.18
197,Napoli,5,3.38,22,9,8,10.97,2.96,Udinese,1,0.19,4,1,2,18.89,0.02
198,Genoa,4,2.23,14,6,4,8.94,2.04,Crotone,1,1.32,13,3,4,9.42,0.75
199,Genoa,0,0.01,1,0,0,16.64,0.12,Inter,2,1.64,14,4,8,6.76,2.76
200,Sampdoria,1,0.86,9,3,7,7.48,1.05,Genoa,1,1.18,11,4,5,13.04,1.64
201,Udinese,1,0.41,8,2,5,8.69,0.94,Genoa,0,0.73,9,0,11,9.44,1.65
202,Genoa,1,0.48,3,2,1,20.69,0.03,Juventus,3,3.60,18,10,9,3.44,2.94
203,Genoa,2,1.23,9,4,3,12.83,0.72,AC Milan,2,2.05,13,4,8,7.62,2.04
204,Benevento,2,1.55,11,3,6,14.39,2.56,Genoa,0,0.25,8,2,3,5.52,0.26
205,Spezia,1,0.53,8,4,7,6.24,0.63,Genoa,2,1.25,7,5,3,16.40,2.09
206,Genoa,1,1.15,10,3,7,13.36,1.13,Lazio,1,1.35,12,3,6,6.77,1.53
207,Sassuolo,2,2.26,17,3,13,5.80,2.30,Genoa,1,1.05,7,2,5,17.50,0.48
208,Genoa,2,1.05,10,7,4,15.00,1.33,Bologna,0,1.04,14,3,5,5.81,1.34
209,Atalanta,0,2.08,19,2,16,6.73,2.23,Genoa,0,0.91,7,3,1,19.19,0.56
210,Genoa,1,2.49,11,6,4,13.96,2.26,Cagliari,0,1.27,13,5,12,12.29,0.55
211,Crotone,0,0.64,13,4,2,9.42,0.79,Genoa,3,1.25,11,4,8,7.86,1.91
212,Inter,3,2.86,24,12,15,13.69,2.89,Genoa,0,0.10,3,2,0,21.47,0.06
213,Genoa,1,0.28,6,1,6,9.34,0.96,Sampdoria,1,0.55,11,4,4,12.19,1.56
214,Genoa,1,1.65,11,2,3,8.39,1.11,Udinese,1,1.92,9,3,7,43.57,1.60
215,Juventus,3,2.83,25,12,11,11.74,2.26,Genoa,1,1.47,10,3,4,18.54,0.56
216,AC Milan,2,1.22,17,4,7,10.77,1.23,Genoa,1,1.31,12,4,2,18.24,1.48
217,Genoa,2,1.28,13,4,6,8.75,1.55,Benevento,2,1.04,8,2,4,14.38,1.11
218,Genoa,2,2.46,10,6,4,10.83,2.50,Spezia,0,0.93,9,1,8,9.32,0.33
219,Lazio,4,2.90,20,11,20,13.35,2.54,Genoa,3,1.12,9,5,9,14.37,0.32
220,Genoa,1,0.75,14,4,3,16.43,0.53,Sassuolo,2,1.92,14,6,4,7.58,2.27
221,Bologna,0,2.31,21,6,10,5.72,1.86,Genoa,2,1.66,11,7,1,18.93,0.91
222,Genoa,3,1.72,10,6,4,26.07,0.94,Atalanta,4,2.28,12,6,16,14.74,1.82
223,Cagliari,0,2.17,16,5,8,19.18,1.75,Genoa,1,1.63,11,5,5,23.29,1.00
224,Crotone,0,0.11,5,0,5,9.38,0.05,AC Milan,2,2.43,16,6,6,9.73,2.91
225,Sassuolo,4,1.86,7,4,4,8.35,1.60,Crotone,1,1.59,15,6,13,9.74,1.11
226,Crotone,1,1.40,10,3,7,12.04,1.14,Juventus,1,1.58,11,2,5,11.18,1.50
227,Cagliari,4,2.08,19,8,9,13.81,1.88,Crotone,2,1.41,12,6,6,13.06,0.88
228,Crotone,1,0.52,6,1,0,13.67,0.07,Atalanta,2,3.50,19,6,16,5.24,2.89
229,Crotone,0,0.43,13,4,7,6.82,0.40,Lazio,2,1.79,15,9,4,10.80,2.41
230,Bologna,1,1.80,14,7,7,7.57,2.63,Crotone,0,0.40,8,1,4,5.46,0.22
231,Crotone,4,1.69,9,7,2,16.93,2.13,Spezia,1,0.82,10,5,6,6.81,0.63
232,Udinese,0,1.10,15,6,7,8.89,2.30,Crotone,0,0.12,4,2,0,9.86,0.40
233,Sampdoria,3,2.48,12,4,3,7.81,2.55,Crotone,1,1.04,6,2,4,9.95,0.29
234,Inter,6,2.46,16,8,9,17.95,1.78,Crotone,2,1.85,9,3,5,37.75,0.97
235,Crotone,4,1.50,9,3,6,12.05,0.78,Benevento,1,2.46,22,5,11,6.59,2.01
236,AC Milan,4,3.27,21,11,8,10.80,2.88,Crotone,0,0.48,10,2,4,10.48,0.08
237,Crotone,1,0.74,6,4,4,16.00,0.21,Sassuolo,2,2.78,23,4,13,5.47,2.68
238,Juventus,3,4.42,27,8,5,10.10,2.91,Crotone,0,0.65,15,2,4,18.17,0.06
239,Crotone,0,0.86,14,3,8,6.22,0.78,Cagliari,2,1.48,9,4,2,10.50,1.95
240,Atalanta,5,3.83,21,11,16,7.60,2.90,Crotone,1,0.60,4,2,1,15.25,0.06
241,Lazio,3,2.71,25,6,7,5.85,2.25,Crotone,2,1.38,6,3,0,21.13,0.57
242,Crotone,2,1.95,17,4,8,8.55,0.42,Bologna,3,3.85,21,9,9,5.52,2.45
243,Spezia,3,1.39,7,3,7,10.14,1.33,Crotone,2,1.44,9,5,8,11.31,1.35
244,Crotone,1,1.57,7,3,4,8.72,2.06,Udinese,2,0.83,11,5,9,10.74,0.69
245,Crotone,0,0.69,7,4,7,22.61,0.37,Sampdoria,1,2.04,14,5,11,21.58,2.45
246,Crotone,0,0.76,6,1,4,22.79,0.38,Inter,2,2.34,23,5,14,11.63,2.46
247,Benevento,1,1.80,21,8,12,10.38,1.88,Crotone,1,1.10,5,2,6,16.00,0.87
248,Sassuolo,1,2.03,33,9,15,9.26,2.13,Cagliari,1,0.96,8,4,4,18.64,0.64
249,Spezia,1,1.29,12,5,6,27.94,0.53,Sassuolo,4,2.65,17,6,16,7.26,2.28
250,Bologna,3,1.45,14,6,6,6.29,0.44,Sassuolo,4,3.24,25,12,10,7.60,2.43
251,Sassuolo,0,0.08,4,1,2,10.80,1.07,Udinese,0,0.09,2,0,2,18.50,1.09
252,Sassuolo,0,0.75,13,3,13,7.53,0.72,Inter,3,1.50,11,4,10,19.21,2.02
253,Sassuolo,1,1.09,6,2,5,13.06,0.63,Benevento,0,2.10,30,4,10,9.63,2.13
254,Sassuolo,1,1.05,16,5,9,8.71,1.02,AC Milan,2,1.41,11,5,5,24.21,1.70
255,Sampdoria,2,1.65,26,6,9,8.18,1.00,Sassuolo,3,2.16,14,8,9,11.69,1.78
256,Atalanta,5,3.50,23,7,22,9.00,2.89,Sassuolo,1,0.50,10,4,5,6.73,0.07
257,Juventus,3,3.04,23,8,21,11.00,2.78,Sassuolo,1,0.54,10,2,2,21.89,0.15
