,H_cat,H_type,H_Attacks,H_Ball Possession,H_Blocked Shots,H_Completed Passes,H_Corner Kicks,H_Dangerous Attacks,H_Fouls,H_Free Kicks,H_Goal Attempts,H_Goalkeeper Saves,H_Goals,H_Offsides,H_Red Cards,H_Shots off Goal,H_Shots on Goal,H_Tackles,H_Teamnames,H_Total Passes,H_Yellow Cards,H_datetime,H_gameinfo,A_cat,A_type,A_Attacks,A_Ball Possession,A_Blocked Shots,A_Completed Passes,A_Corner Kicks,A_Dangerous Attacks,A_Fouls,A_Free Kicks,A_Goal Attempts,A_Goalkeeper Saves,A_Goals,A_Offsides,A_Red Cards,A_Shots off Goal,A_Shots on Goal,A_Tackles,A_Teamnames,A_Total Passes,A_Yellow Cards,A_datetime,A_gameinfo
0,cat0,1,0,48,3,,6,0,4,8,13,1,0,1,,5,5,,Den Haag,,,11.08.2017 19:00,Eredivisie - Round 1,cat0,2,0,52,1,,3,0,6,6,11,5,0,3,,7,3,,Utrecht,,,11.08.2017 19:00,Eredivisie - Round 1
1,cat1,1,0,42,0,,2,0,7,7,4,4,0,1,,3,1,,Den Haag,,2,11.08.2017 19:00,Eredivisie - Round 1,cat1,2,0,58,0,,2,0,6,8,5,1,1,1,,0,5,,Utrecht,,1,11.08.2017 19:00,Eredivisie - Round 1
2,cat2,1,0,46,0,,0,0,8,12,8,1,2,1,0,5,3,,Venlo,,,12.08.2017 18:30,Eredivisie - Round 1,cat2,2,0,54,2,,1,0,11,9,5,1,0,1,1,2,1,,Sparta Rotterdam,,,12.08.2017 18:30,Eredivisie - Round 1
3,cat3,1,0,34,1,,3,0,7,4,4,1,1,1,,0,3,,Venlo,,0,12.08.2017 18:30,Eredivisie - Round 1,cat3,2,0,66,0,,4,0,4,9,3,2,0,0,,2,1,,Sparta Rotterdam,,1,12.08.2017 18:30,Eredivisie - Round 1
4,cat4,1,42,33,0,,4,31,3,8,7,2,2,0,,2,5,,PSV,,0,12.08.2017 18:30,Eredivisie - Round 1,cat4,2,65,67,1,,5,54,8,2,7,3,1,0,,3,3,,AZ Alkmaar,,2,12.08.2017 18:30,Eredivisie - Round 1
5,cat5,1,52,45,6,,6,52,7,8,18,4,1,1,,8,4,,PSV,,0,12.08.2017 18:30,Eredivisie - Round 1,cat5,2,55,55,1,,2,34,8,8,8,3,1,0,,2,5,,AZ Alkmaar,,1,12.08.2017 18:30,Eredivisie - Round 1
6,cat6,1,0,73,-1,,4,0,2,6,5,2,1,0,,4,2,,Vitesse,,,12.08.2017 20:45,Eredivisie - Round 1,cat6,2,0,27,0,,2,0,6,2,3,1,1,0,,0,3,,Breda,,,12.08.2017 20:45,Eredivisie - Round 1
7,cat7,1,0,61,4,,5,0,5,9,11,1,3,1,,3,4,,Vitesse,,0,12.08.2017 20:45,Eredivisie - Round 1,cat7,2,0,39,0,,1,0,6,6,2,1,0,3,,1,1,,Breda,,1,12.08.2017 20:45,Eredivisie - Round 1
8,cat8,1,0,35,0,,2,0,7,7,9,4,2,0,,4,5,,Heracles,,,12.08.2017 20:45,Eredivisie - Round 1,cat8,2,0,65,2,,3,0,8,7,12,3,1,0,,5,5,,Ajax,,,12.08.2017 20:45,Eredivisie - Round 1
9,cat9,1,0,23,1,,1,0,8,9,5,6,0,0,,1,3,,Heracles,,1,12.08.2017 20:45,Eredivisie - Round 1,cat9,2,0,77,8,,5,0,8,8,17,3,0,1,,3,6,,Ajax,,1,12.08.2017 20:45,Eredivisie - Round 1
