,H_cat,H_type,H_Attacks,H_Ball Possession,H_Blocked Shots,H_Completed Passes,H_Corner Kicks,H_Dangerous Attacks,H_Fouls,H_Free Kicks,H_Goal Attempts,H_Goalkeeper Saves,H_Goals,H_Offsides,H_Red Cards,H_Shots off Goal,H_Shots on Goal,H_Tackles,H_Teamnames,H_Total Passes,H_Yellow Cards,H_datetime,H_gameinfo,A_cat,A_type,A_Attacks,A_Ball Possession,A_Blocked Shots,A_Completed Passes,A_Corner Kicks,A_Dangerous Attacks,A_Fouls,A_Free Kicks,A_Goal Attempts,A_Goalkeeper Saves,A_Goals,A_Offsides,A_Red Cards,A_Shots off Goal,A_Shots on Goal,A_Tackles,A_Teamnames,A_Total Passes,A_Yellow Cards,A_datetime,A_gameinfo
0,cat0,1,,47,1,,4,,2,,9,2,2,1,,3,5,,Roda,,0,08.08.2015 19:45,Eredivisie - Round 1,cat0,2,,53,2,,6,,6,,6,3,0,1,,2,2,,Heracles,,1,08.08.2015 19:45,Eredivisie - Round 1
1,cat1,1,,41,0,,1,,9,,5,0,1,0,,3,2,,Roda,,0,08.08.2015 19:45,Eredivisie - Round 1,cat1,2,,59,1,,3,,9,,3,1,1,0,,1,1,,Heracles,,1,08.08.2015 19:45,Eredivisie - Round 1
2,cat2,1,,38,0,,2,,4,,6,3,2,2,1,3,3,,Feyenoord,,2,08.08.2015 20:45,Eredivisie - Round 1,cat2,2,,62,1,,2,,10,,6,1,2,0,0,0,5,,Utrecht,,2,08.08.2015 20:45,Eredivisie - Round 1
3,cat3,1,,54,1,,1,,8,,4,1,1,2,,1,2,,Feyenoord,,,08.08.2015 20:45,Eredivisie - Round 1,cat3,2,,46,1,,1,,4,,3,1,0,2,,1,1,,Utrecht,,,08.08.2015 20:45,Eredivisie - Round 1
4,cat4,1,,45,2,,1,,3,,6,1,0,2,,3,1,,AZ Alkmaar,,1,09.08.2015 12:30,Eredivisie - Round 1,cat4,2,,55,2,,4,,5,,6,1,0,2,,3,1,,Ajax,,2,09.08.2015 12:30,Eredivisie - Round 1
5,cat5,1,,43,4,,5,,6,,10,1,0,1,,6,0,,AZ Alkmaar,,0,09.08.2015 12:30,Eredivisie - Round 1,cat5,2,,57,2,,3,,8,,9,0,3,1,,3,4,,Ajax,,1,09.08.2015 12:30,Eredivisie - Round 1
6,cat6,1,,49,1,,3,,12,,8,2,1,2,0,4,3,,Willem II,,1,09.08.2015 16:45,Eredivisie - Round 1,cat6,2,,51,0,,0,,6,,5,2,1,3,1,2,3,,Vitesse,,0,09.08.2015 16:45,Eredivisie - Round 1
7,cat7,1,,49,2,,1,,7,,6,5,0,2,,2,2,,Willem II,,1,09.08.2015 16:45,Eredivisie - Round 1,cat7,2,,51,1,,1,,11,,8,2,0,2,,2,5,,Vitesse,,1,09.08.2015 16:45,Eredivisie - Round 1
8,cat8,1,,57,2,,5,,11,,12,2,1,0,,8,2,,Den Haag,,3,11.08.2015 18:30,Eredivisie - Round 1,cat8,2,,43,1,,1,,10,,6,1,1,0,,2,3,,PSV,,0,11.08.2015 18:30,Eredivisie - Round 1
9,cat9,1,,51,0,,2,,10,,2,1,1,0,,1,1,,Den Haag,,1,11.08.2015 18:30,Eredivisie - Round 1,cat9,2,,49,0,,2,,8,,8,0,1,1,,6,2,,PSV,,2,11.08.2015 18:30,Eredivisie - Round 1
10,cat10,1,,44,2,,4,,2,,8,1,1,0,,2,4,,Heerenveen,,,11.08.2015 20:45,Eredivisie - Round 1,cat10,2,,56,1,,2,,5,,10,3,1,2,,7,2,,Graafschap,,,11.08.2015 20:45,Eredivisie - Round 1
11,cat11,1,,58,2,,5,,3,,8,2,2,2,,3,3,,Heerenveen,,,11.08.2015 20:45,Eredivisie - Round 1,cat11,2,,42,1,,5,,3,,3,1,0,2,,0,2,,Graafschap,,,11.08.2015 20:45,Eredivisie - Round 1
12,cat12,1,,60,2,,1,,4,,13,2,1,3,,6,5,,Groningen,,,12.08.2015 18:30,Eredivisie - Round 1,cat12,2,,40,2,,4,,3,,6,4,0,0,,2,2,,Twente,,,12.08.2015 18:30,Eredivisie - Round 1
13,cat13,1,,58,2,,6,,5,,8,0,0,2,,1,5,,Groningen,,,12.08.2015 18:30,Eredivisie - Round 1,cat13,2,,42,1,,4,,2,,3,5,1,0,,1,1,,Twente,,,12.08.2015 18:30,Eredivisie - Round 1
14,cat14,1,,35,0,,2,,9,,5,3,0,0,,4,1,,Zwolle,,2,12.08.2015 19:45,Eredivisie - Round 1,cat14,2,,65,2,,5,,8,,14,1,2,1,,7,5,,Cambuur,,1,12.08.2015 19:45,Eredivisie - Round 1
15,cat15,1,,35,2,,1,,4,,6,2,2,2,,0,4,,Zwolle,,,12.08.2015 19:45,Eredivisie - Round 1,cat15,2,,65,4,,5,,4,,7,2,0,0,,1,2,,Cambuur,,,12.08.2015 19:45,Eredivisie - Round 1
16,cat16,1,,55,0,,4,,7,,3,1,1,0,,2,1,,Nijmegen,,0,12.08.2015 20:45,Eredivisie - Round 1,cat16,2,,45,0,,5,,7,,1,0,0,0,,0,1,,Excelsior,,1,12.08.2015 20:45,Eredivisie - Round 1
17,cat17,1,,55,2,,4,,4,,5,1,0,1,,2,1,,Nijmegen,,0,12.08.2015 20:45,Eredivisie - Round 1,cat17,2,,45,0,,2,,14,,3,1,0,0,,2,1,,Excelsior,,1,12.08.2015 20:45,Eredivisie - Round 1
18,cat18,1,,77,1,,6,,3,,15,1,2,0,,8,6,,Vitesse,,,14.08.2015 20:00,Eredivisie - Round 2,cat18,2,,23,1,,1,,4,,2,4,0,0,,0,1,,Roda,,,14.08.2015 20:00,Eredivisie - Round 2
19,cat19,1,,69,2,,7,,6,,9,0,1,0,0,4,3,,Vitesse,,0,14.08.2015 20:00,Eredivisie - Round 2,cat19,2,,31,2,,2,,4,,3,2,0,1,1,1,0,,Roda,,2,14.08.2015 20:00,Eredivisie - Round 2
20,cat20,1,,55,3,,1,,5,,9,1,0,0,,5,1,,Graafschap,,2,15.08.2015 18:30,Eredivisie - Round 2,cat20,2,,45,2,,1,,5,,10,1,3,2,,4,4,,Zwolle,,1,15.08.2015 18:30,Eredivisie - Round 2
21,cat21,1,,61,3,,6,,6,,12,1,0,1,,6,3,,Graafschap,,,15.08.2015 18:30,Eredivisie - Round 2,cat21,2,,39,0,,1,,4,,6,3,0,0,,5,1,,Zwolle,,,15.08.2015 18:30,Eredivisie - Round 2
22,cat22,1,,48,3,,4,,4,,8,1,1,3,,3,2,,Twente,,1,15.08.2015 19:45,Eredivisie - Round 2,cat22,2,,52,1,,4,,3,,9,1,2,1,,5,3,,Den Haag,,0,15.08.2015 19:45,Eredivisie - Round 2
23,cat23,1,,48,1,,3,,1,,6,0,0,3,,2,3,,Twente,,0,15.08.2015 19:45,Eredivisie - Round 2,cat23,2,,52,1,,1,,9,,6,3,2,0,,3,2,,Den Haag,,1,15.08.2015 19:45,Eredivisie - Round 2
24,cat24,1,,55,0,,1,,6,,7,1,2,0,,3,4,,Ajax,,,15.08.2015 19:45,Eredivisie - Round 2,cat24,2,,45,2,,2,,5,,5,2,0,1,,2,1,,Willem II,,,15.08.2015 19:45,Eredivisie - Round 2
25,cat25,1,,49,3,,4,,5,,8,0,1,1,,2,3,,Ajax,,,15.08.2015 19:45,Eredivisie - Round 2,cat25,2,,51,2,,1,,5,,5,2,0,2,,3,0,,Willem II,,,15.08.2015 19:45,Eredivisie - Round 2
