,H_cat,H_type,H_Attacks,H_Ball Possession,H_Blocked Shots,H_Completed Passes,H_Corner Kicks,H_Dangerous Attacks,H_Fouls,H_Free Kicks,H_Goal Attempts,H_Goalkeeper Saves,H_Goals,H_Offsides,H_Red Cards,H_Shots off Goal,H_Shots on Goal,H_Tackles,H_Teamnames,H_Total Passes,H_Yellow Cards,H_datetime,H_gameinfo,A_cat,A_type,A_Attacks,A_Ball Possession,A_Blocked Shots,A_Completed Passes,A_Corner Kicks,A_Dangerous Attacks,A_Fouls,A_Free Kicks,A_Goal Attempts,A_Goalkeeper Saves,A_Goals,A_Offsides,A_Red Cards,A_Shots off Goal,A_Shots on Goal,A_Tackles,A_Teamnames,A_Total Passes,A_Yellow Cards,A_datetime,A_gameinfo
0,cat0,1,46,38,2,,6,40,5,7,9,2,2,1,,4,3,,Lazio,,3,20.05.2018 20:45,Serie A - Round 38,cat0,2,34,62,1,,1,27,6,6,7,1,1,1,,3,3,,Inter,,2,20.05.2018 20:45,Serie A - Round 38
1,cat1,1,37,42,1,,4,33,7,8,5,1,0,1,2,3,1,,Lazio,,2,20.05.2018 20:45,Serie A - Round 38,cat1,2,44,58,1,,3,44,7,7,8,1,2,0,0,4,3,,Inter,,2,20.05.2018 20:45,Serie A - Round 38
2,cat2,1,51,36,3,,1,30,8,9,9,2,0,1,,3,3,,Sassuolo,,0,20.05.2018 20:45,Serie A - Round 38,cat2,2,43,64,2,,7,54,6,9,10,3,1,3,,5,3,,AS Roma,,1,20.05.2018 20:45,Serie A - Round 38
3,cat3,1,61,46,2,,4,53,6,3,7,3,0,1,,5,0,,Sassuolo,,1,20.05.2018 20:45,Serie A - Round 38,cat3,2,62,54,0,,2,38,2,7,5,0,0,0,,2,3,,AS Roma,,0,20.05.2018 20:45,Serie A - Round 38
4,cat4,1,58,58,1,,2,39,5,5,9,0,2,1,,3,5,,AC Milan,,2,20.05.2018 18:00,Serie A - Round 38,cat4,2,44,42,2,,0,33,4,6,5,3,1,1,,2,1,,Fiorentina,,1,20.05.2018 18:00,Serie A - Round 38
5,cat5,1,57,50,1,,4,49,5,5,9,2,3,2,,2,6,,AC Milan,,,20.05.2018 18:00,Serie A - Round 38,cat5,2,41,50,0,,1,31,1,6,4,3,0,2,,2,2,,Fiorentina,,,20.05.2018 18:00,Serie A - Round 38
6,cat6,1,52,32,0,,1,36,8,9,2,1,0,0,,0,2,,Cagliari,,,20.05.2018 18:00,Serie A - Round 38,cat6,2,83,68,3,,4,42,7,8,6,2,0,2,,2,1,,Atalanta,,,20.05.2018 18:00,Serie A - Round 38
7,cat7,1,32,30,1,,4,22,9,7,4,3,1,0,,1,2,,Cagliari,,3,20.05.2018 18:00,Serie A - Round 38,cat7,2,64,70,2,,7,43,7,8,6,1,0,0,,1,3,,Atalanta,,1,20.05.2018 18:00,Serie A - Round 38
8,cat8,1,30,20,1,,1,19,7,5,3,1,0,1,,1,1,,Chievo,,,20.05.2018 18:00,Serie A - Round 38,cat8,2,49,80,2,,1,35,5,8,5,1,0,0,,2,1,,Benevento,,,20.05.2018 18:00,Serie A - Round 38
9,cat9,1,29,20,1,,1,17,6,7,5,0,1,0,,0,4,,Chievo,,1,20.05.2018 18:00,Serie A - Round 38,cat9,2,43,80,2,,3,34,4,5,7,3,0,1,,5,0,,Benevento,,0,20.05.2018 18:00,Serie A - Round 38
