,H_cat,H_type,H_Attacks,H_Ball Possession,H_Blocked Shots,H_Completed Passes,H_Corner Kicks,H_Dangerous Attacks,H_Fouls,H_Free Kicks,H_Goal Attempts,H_Goalkeeper Saves,H_Goals,H_Offsides,H_Red Cards,H_Shots off Goal,H_Shots on Goal,H_Tackles,H_Teamnames,H_Total Passes,H_Yellow Cards,H_datetime,H_gameinfo,A_cat,A_type,A_Attacks,A_Ball Possession,A_Blocked Shots,A_Completed Passes,A_Corner Kicks,A_Dangerous Attacks,A_Fouls,A_Free Kicks,A_Goal Attempts,A_Goalkeeper Saves,A_Goals,A_Offsides,A_Red Cards,A_Shots off Goal,A_Shots on Goal,A_Tackles,A_Teamnames,A_Total Passes,A_Yellow Cards,A_datetime,A_gameinfo
0,cat0,1.0,,38.0,1,,1,,2,,5,2,2,2,,1,3,,Zwolle,,1,08.08.2014 20:00,Eredivisie - Round 1,cat0,2.0,,62.0,1,,2,,3,,5,1,0,0,,2,2,,Utrecht,,0,08.08.2014 20:00,Eredivisie - Round 1
1,cat1,1.0,,42.0,0,,2,,8,,9,3,0,1,,8,1,,Zwolle,,0,08.08.2014 20:00,Eredivisie - Round 1,cat1,2.0,,58.0,0,,0,,5,,4,1,0,0,,1,3,,Utrecht,,2,08.08.2014 20:00,Eredivisie - Round 1
2,cat2,1.0,,52.0,1,,6,,4,,5,3,0,3,,4,0,,Heerenveen,,1,09.08.2014 18:30,Eredivisie - Round 1,cat2,2.0,,48.0,1,,3,,7,,10,0,1,2,,5,4,,Dordrecht,,2,09.08.2014 18:30,Eredivisie - Round 1
3,cat3,1.0,,54.0,1,,4,,9,,8,1,1,3,,3,4,,Heerenveen,,1,09.08.2014 18:30,Eredivisie - Round 1,cat3,2.0,,46.0,0,,1,,6,,2,3,1,0,,0,2,,Dordrecht,,1,09.08.2014 18:30,Eredivisie - Round 1
4,cat4,1.0,,42.0,0,,1,,4,,4,0,0,0,,3,1,,Cambuur,,,09.08.2014 19:45,Eredivisie - Round 1,cat4,2.0,,58.0,1,,3,,6,,7,1,1,1,,5,1,,Twente,,,09.08.2014 19:45,Eredivisie - Round 1
5,cat5,1.0,,56.0,2,,2,,7,,6,0,1,3,,2,2,,Cambuur,,,09.08.2014 19:45,Eredivisie - Round 1,cat5,2.0,,44.0,0,,3,,7,,2,1,0,2,,2,0,,Twente,,,09.08.2014 19:45,Eredivisie - Round 1
6,cat6,1.0,,45.0,1,,4,,9,,7,2,0,1,,4,2,,Breda,,,09.08.2014 19:45,Eredivisie - Round 1,cat6,2.0,,55.0,1,,2,,4,,5,2,0,1,,2,2,,Excelsior,,,09.08.2014 19:45,Eredivisie - Round 1
7,cat7,1.0,,49.0,1,,2,,10,,6,0,1,3,,3,2,,Breda,,1,09.08.2014 19:45,Eredivisie - Round 1,cat7,2.0,,51.0,3,,0,,5,,5,1,1,1,,1,1,,Excelsior,,0,09.08.2014 19:45,Eredivisie - Round 1
8,cat8,1.0,,63.0,0,,1,,4,,3,3,0,2,,3,0,,Heracles,,1,09.08.2014 20:45,Eredivisie - Round 1,cat8,2.0,,37.0,0,,3,,8,,8,0,3,1,,2,6,,AZ Alkmaar,,0,09.08.2014 20:45,Eredivisie - Round 1
9,cat9,1.0,,53.0,1,,3,,4,,4,2,0,1,,2,1,,Heracles,,,09.08.2014 20:45,Eredivisie - Round 1,cat9,2.0,,47.0,0,,2,,11,,3,1,0,0,,1,2,,AZ Alkmaar,,,09.08.2014 20:45,Eredivisie - Round 1
