,H_cat,H_type,H_Attacks,H_Ball Possession,H_Blocked Shots,H_Completed Passes,H_Corner Kicks,H_Dangerous Attacks,H_Fouls,H_Free Kicks,H_Goal Attempts,H_Goalkeeper Saves,H_Goals,H_Offsides,H_Red Cards,H_Shots off Goal,H_Shots on Goal,H_Tackles,H_Teamnames,H_Total Passes,H_Yellow Cards,H_datetime,H_gameinfo,A_cat,A_type,A_Attacks,A_Ball Possession,A_Blocked Shots,A_Completed Passes,A_Corner Kicks,A_Dangerous Attacks,A_Fouls,A_Free Kicks,A_Goal Attempts,A_Goalkeeper Saves,A_Goals,A_Offsides,A_Red Cards,A_Shots off Goal,A_Shots on Goal,A_Tackles,A_Teamnames,A_Total Passes,A_Yellow Cards,A_datetime,A_gameinfo
0,cat0,1.0,64,56,0,,3,15,6,8,5,1,0,2,,3,2,5,Bordeaux,201,2,02.02.2020 21:00,Ligue 1 - Round 22,cat0,2.0,55,44,2,,4,20,7,8,5,2,0,1,,2,1,11,Marseille,152,1,02.02.2020 21:00,Ligue 1 - Round 22
1,cat1,1.0,55,44,1,,0,11,4,7,7,3,0,1,,5,1,9,Bordeaux,172,0,02.02.2020 21:00,Ligue 1 - Round 22,cat1,2.0,63,56,1,,6,17,7,5,11,1,0,0,,7,3,6,Marseille,210,1,02.02.2020 21:00,Ligue 1 - Round 22
2,cat2,1.0,59,46,0,,2,11,7,7,4,1,1,0,,2,2,6,Metz,193,,02.02.2020 17:00,Ligue 1 - Round 22,cat2,2.0,50,54,3,,6,19,7,7,5,1,0,1,,1,1,10,St Etienne,217,,02.02.2020 17:00,Ligue 1 - Round 22
3,cat3,1.0,50,42,0,,1,14,4,11,6,5,2,0,,2,4,15,Metz,207,0,02.02.2020 17:00,Ligue 1 - Round 22,cat3,2.0,82,58,3,,2,25,11,4,12,2,1,0,,3,6,15,St Etienne,246,2,02.02.2020 17:00,Ligue 1 - Round 22
4,cat4,1.0,56,54,2,,3,25,10,6,7,4,1,1,1,0,5,9,Nice,232,2,02.02.2020 15:00,Ligue 1 - Round 22,cat4,2.0,43,46,1,,5,18,5,11,8,4,1,1,1,2,5,8,Lyon,196,1,02.02.2020 15:00,Ligue 1 - Round 22
5,cat5,1.0,41,48,2,,1,16,7,4,5,2,1,0,,1,2,8,Nice,228,1,02.02.2020 15:00,Ligue 1 - Round 22,cat5,2.0,65,52,2,,5,45,4,7,6,1,0,0,,2,2,13,Lyon,241,1,02.02.2020 15:00,Ligue 1 - Round 22
6,cat6,1.0,58,53,0,,3,22,6,8,3,1,0,0,,1,2,7,Amiens,246,1,01.02.2020 20:00,Ligue 1 - Round 22,cat6,2.0,61,47,3,,4,29,8,6,9,2,0,0,,5,1,8,Toulouse,215,0,01.02.2020 20:00,Ligue 1 - Round 22
7,cat7,1.0,72,65,1,,5,47,8,7,6,0,0,2,,3,2,7,Amiens,246,2,01.02.2020 20:00,Ligue 1 - Round 22,cat7,2.0,47,35,1,,0,20,7,10,3,2,0,0,,2,0,12,Toulouse,137,2,01.02.2020 20:00,Ligue 1 - Round 22
8,cat8,1.0,67,52,2,,0,35,6,5,8,0,1,0,,3,3,4,Angers,292,1,01.02.2020 20:00,Ligue 1 - Round 22,cat8,2.0,52,48,2,,1,14,5,5,4,2,1,0,,1,1,13,Reims,261,1,01.02.2020 20:00,Ligue 1 - Round 22
9,cat9,1.0,52,46,4,,2,31,9,9,7,0,0,0,,2,1,7,Angers,205,0,01.02.2020 20:00,Ligue 1 - Round 22,cat9,2.0,40,54,2,,3,13,8,9,8,1,3,1,,3,3,8,Reims,258,1,01.02.2020 20:00,Ligue 1 - Round 22
10,cat10,1.0,65,54,0,,3,25,5,10,8,0,2,0,,4,4,9,Dijon,215,,01.02.2020 20:00,Ligue 1 - Round 22,cat10,2.0,47,46,3,,2,17,10,5,7,2,0,0,,4,0,13,Brest,181,,01.02.2020 20:00,Ligue 1 - Round 22
11,cat11,1.0,53,38,1,,3,15,4,8,4,4,1,0,,2,1,12,Dijon,156,0,01.02.2020 20:00,Ligue 1 - Round 22,cat11,2.0,62,62,4,,4,27,7,5,12,0,0,1,,4,4,13,Brest,242,1,01.02.2020 20:00,Ligue 1 - Round 22
12,cat12,1.0,61,50,2,,4,44,6,7,10,0,1,1,0,6,2,10,Nimes,179,2,01.02.2020 20:00,Ligue 1 - Round 22,cat12,2.0,41,50,0,,1,16,5,8,2,1,1,2,2,1,1,4,Monaco,190,1,01.02.2020 20:00,Ligue 1 - Round 22
13,cat13,1.0,75,72,2,,3,59,7,5,12,3,2,0,,4,6,6,Nimes,254,2,01.02.2020 20:00,Ligue 1 - Round 22,cat13,2.0,23,28,0,,0,8,5,6,4,4,0,0,,1,3,5,Monaco,101,2,01.02.2020 20:00,Ligue 1 - Round 22
14,cat14,1.0,39,40,1,,2,11,7,12,8,2,1,0,,5,2,6,Strasbourg,137,0,01.02.2020 20:00,Ligue 1 - Round 22,cat14,2.0,51,60,0,,3,34,13,7,5,1,0,0,,3,2,7,Lille,205,2,01.02.2020 20:00,Ligue 1 - Round 22
15,cat15,1.0,57,50,2,,1,17,5,13,5,0,0,1,,2,1,9,Strasbourg,179,1,01.02.2020 20:00,Ligue 1 - Round 22,cat15,2.0,56,50,1,,4,28,9,5,4,1,2,4,,1,2,5,Lille,179,2,01.02.2020 20:00,Ligue 1 - Round 22
16,cat16,1.0,80,64,2,,7,30,7,9,9,1,3,1,0,4,3,4,Paris SG,302,3,01.02.2020 17:30,Ligue 1 - Round 22,cat16,2.0,40,36,1,,0,7,8,8,3,0,0,1,1,1,1,9,Montpellier,167,1,01.02.2020 17:30,Ligue 1 - Round 22
17,cat17,1.0,70,72,1,,5,38,9,8,11,1,2,2,0,4,6,4,Paris SG,295,1,01.02.2020 17:30,Ligue 1 - Round 22,cat17,2.0,16,28,0,,2,3,8,10,3,4,0,0,1,2,1,6,Montpellier,117,3,01.02.2020 17:30,Ligue 1 - Round 22
18,cat18,1.0,76,53,0,,2,13,8,9,2,2,0,0,,2,0,8,Rennes,226,1,31.01.2020 20:45,Ligue 1 - Round 22,cat18,2.0,28,47,1,,3,20,8,8,3,0,0,1,,0,2,13,Nantes,204,1,31.01.2020 20:45,Ligue 1 - Round 22
19,cat19,1.0,67,61,1,,3,24,5,7,11,1,3,1,,1,9,8,Rennes,236,4,31.01.2020 20:45,Ligue 1 - Round 22,cat19,2.0,51,39,0,,2,12,9,7,5,6,2,0,,2,3,13,Nantes,152,3,31.01.2020 20:45,Ligue 1 - Round 22
20,cat20,1.0,58,33,1,,3,23,11,5,4,0,0,1,,2,1,13,Lille,138,2,26.01.2020 21:00,Ligue 1 - Round 21,cat20,2.0,44,67,1,,2,20,3,12,5,1,1,2,,3,1,5,Paris SG,296,0,26.01.2020 21:00,Ligue 1 - Round 21
21,cat21,1.0,53,51,1,,3,36,9,9,5,3,0,2,,3,1,6,Lille,234,1,26.01.2020 21:00,Ligue 1 - Round 21,cat21,2.0,49,49,0,,1,16,7,10,7,1,1,1,,3,4,9,Paris SG,247,1,26.01.2020 21:00,Ligue 1 - Round 21
22,cat22,1.0,75,50,2,,0,12,9,8,3,0,0,1,,1,0,10,Nantes,274,2,26.01.2020 17:00,Ligue 1 - Round 21,cat22,2.0,62,50,0,,0,15,7,10,3,0,0,0,,3,0,8,Bordeaux,283,1,26.01.2020 17:00,Ligue 1 - Round 21
23,cat23,1.0,35,30,2,,0,7,2,6,4,1,0,0,1,2,0,6,Nantes,142,1,26.01.2020 17:00,Ligue 1 - Round 21,cat23,2.0,73,70,1,,2,24,7,2,8,0,1,0,0,5,2,5,Bordeaux,336,1,26.01.2020 17:00,Ligue 1 - Round 21
24,cat24,1.0,79,65,0,,6,46,7,3,5,2,1,0,,3,2,10,Lyon,351,,26.01.2020 15:00,Ligue 1 - Round 21,cat24,2.0,50,35,2,,1,7,2,7,6,1,0,1,,2,2,11,Toulouse,189,,26.01.2020 15:00,Ligue 1 - Round 21
25,cat25,1.0,68,61,2,,2,28,1,3,8,2,2,0,,3,3,4,Lyon,337,0,26.01.2020 15:00,Ligue 1 - Round 21,cat25,2.0,37,39,2,,1,12,3,1,4,1,0,0,,0,2,12,Toulouse,217,1,26.01.2020 15:00,Ligue 1 - Round 21
26,cat26,1.0,73,62,1,,2,34,6,9,5,1,0,0,,3,1,2,Brest,249,,25.01.2020 20:00,Ligue 1 - Round 21,cat26,2.0,45,38,3,,4,15,7,6,4,1,0,2,,0,1,6,Amiens,150,,25.01.2020 20:00,Ligue 1 - Round 21
27,cat27,1.0,60,46,1,,0,18,7,11,5,1,2,1,,2,2,17,Brest,184,2,25.01.2020 20:00,Ligue 1 - Round 21,cat27,2.0,69,54,1,,3,27,10,7,4,0,1,1,,1,2,7,Amiens,209,4,25.01.2020 20:00,Ligue 1 - Round 21
28,cat28,1.0,75,63,1,,3,27,2,5,6,2,0,1,,5,0,6,Monaco,307,,25.01.2020 20:00,Ligue 1 - Round 21,cat28,2.0,39,37,0,,2,9,4,3,4,0,1,1,,1,3,8,Strasbourg,178,,25.01.2020 20:00,Ligue 1 - Round 21
29,cat29,1.0,70,57,2,,2,21,6,5,6,2,1,0,,1,3,7,Monaco,265,1,25.01.2020 20:00,Ligue 1 - Round 21,cat29,2.0,45,43,1,,3,17,5,6,7,2,2,0,,2,4,11,Strasbourg,206,0,25.01.2020 20:00,Ligue 1 - Round 21
30,cat30,1.0,74,56,0,,2,47,7,7,6,1,0,2,,6,0,5,Montpellier,274,1,25.01.2020 20:00,Ligue 1 - Round 21,cat30,2.0,55,44,0,,0,9,7,9,2,0,0,0,,1,1,5,Dijon,215,1,25.01.2020 20:00,Ligue 1 - Round 21
31,cat31,1.0,75,58,0,,1,21,9,8,10,0,2,0,0,5,5,7,Montpellier,297,1,25.01.2020 20:00,Ligue 1 - Round 21,cat31,2.0,37,42,1,,1,6,8,9,4,3,1,1,1,2,1,9,Dijon,223,1,25.01.2020 20:00,Ligue 1 - Round 21
32,cat32,1.0,78,70,2,,6,36,4,6,6,0,0,1,,3,1,7,Reims,324,1,25.01.2020 20:00,Ligue 1 - Round 21,cat32,2.0,51,30,0,,0,8,5,5,2,1,1,1,,1,1,10,Metz,138,0,25.01.2020 20:00,Ligue 1 - Round 21
33,cat33,1.0,82,72,5,,5,55,7,4,10,3,0,2,,4,1,9,Reims,278,0,25.01.2020 20:00,Ligue 1 - Round 21,cat33,2.0,31,28,1,,1,14,4,9,5,1,0,0,,1,3,9,Metz,123,1,25.01.2020 20:00,Ligue 1 - Round 21
34,cat34,1.0,56,54,0,,2,14,11,5,7,1,2,1,,4,3,7,St Etienne,214,1,25.01.2020 20:00,Ligue 1 - Round 21,cat34,2.0,61,46,1,,3,13,6,12,5,1,1,0,,2,2,10,Nimes,173,0,25.01.2020 20:00,Ligue 1 - Round 21
