,H_datetime,H_Gameinfo,H_Teamnames,H_Goals,H_Ball Possession,H_Goal Attempts,H_Shots on Goal,H_Shots off Goal,H_Blocked Shots,H_Free Kicks,H_Corner Kicks,H_Offsides,H_Goalkeeper Saves,H_Fouls,H_Yellow Cards,H_Red Cards,H_Total Passes,H_Completed Passes,H_Tackles,H_Attacks,H_Dangerous Attacks,A_datetime,A_gameinfo,A_Teamnames,A_Goals,A_Ball Possession,A_Goal Attempts,A_Shots on Goal,A_Shots off Goal,A_Blocked Shots,A_Free Kicks,A_Corner Kicks,A_Offsides,A_Goalkeeper Saves,A_Fouls,A_Yellow Cards,A_Red Cards,A_Total Passes,A_Completed Passes,A_Tackles,A_Attacks,A_Dangerous Attacks,H_cat,gameurl
57,02.09.2023 17:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 4",Brest,0,47,10,1,6,3,3,6,0,2,1,1,,212,172,6,54,28,02.09.2023 17:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 4",Rennes,0,53,4,2,1,1,1,4,0,1,4,0,,240,200,6,56,17,cat57,https://www.flashscore.com/match/xMy1TQlf/#/match-summary/match-statistics/1
58,02.09.2023 21:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 4",Monaco,1,45,5,1,2,2,13,2,1,0,13,3,,193,149,5,51,15,02.09.2023 21:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 4",Lens,0,55,10,0,5,5,17,2,1,0,8,1,,238,203,8,67,32,cat58,https://www.flashscore.com/match/QsUDQOYC/#/match-summary/match-statistics/2
59,02.09.2023 21:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 4",Monaco,2,59,7,5,0,2,6,3,2,1,8,1,,308,260,5,66,22,02.09.2023 21:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 4",Lens,0,41,2,1,1,0,7,0,2,3,8,1,,214,166,3,36,10,cat59,https://www.flashscore.com/match/QsUDQOYC/#/match-summary/match-statistics/1
60,03.09.2023 13:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 4",Toulouse,0,38,4,2,1,1,12,0,0,1,7,1,,166,123,5,50,10,03.09.2023 13:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 4",Clermont,1,62,8,2,3,3,7,5,1,2,10,2,,280,236,3,55,25,cat60,https://www.flashscore.com/match/Wry5Sp40/#/match-summary/match-statistics/2
61,03.09.2023 13:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 4",Toulouse,2,36,5,3,0,2,11,0,0,0,12,0,,181,135,3,36,6,03.09.2023 13:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 4",Clermont,1,64,7,1,3,3,11,3,1,1,7,1,,303,256,2,65,15,cat61,https://www.flashscore.com/match/Wry5Sp40/#/match-summary/match-statistics/1
62,03.09.2023 15:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 4",Metz,1,38,9,2,3,4,12,1,0,0,4,0,,155,122,5,39,24,03.09.2023 15:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 4",Reims,1,62,1,1,0,0,3,0,2,1,11,2,,255,207,10,59,22,cat62,https://www.flashscore.com/match/xMcWr6ls/#/match-summary/match-statistics/2
63,03.09.2023 15:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 4",Metz,1,34,3,2,1,0,7,3,0,0,6,0,,138,104,13,21,11,03.09.2023 15:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 4",Reims,1,66,11,1,7,3,7,1,0,1,6,2,,285,253,13,76,41,cat63,https://www.flashscore.com/match/xMcWr6ls/#/match-summary/match-statistics/1
64,03.09.2023 15:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 4",Lille,0,62,8,2,4,2,10,2,0,3,8,2,,259,219,6,42,21,03.09.2023 15:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 4",Montpellier,0,38,5,3,2,0,9,5,2,2,6,1,,156,122,8,38,27,cat64,https://www.flashscore.com/match/4YSHPrlJ/#/match-summary/match-statistics/2
65,03.09.2023 15:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 4",Lille,1,58,7,4,2,1,12,3,0,1,7,,,266,232,11,45,18,03.09.2023 15:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 4",Montpellier,0,42,2,1,1,0,7,0,3,3,8,,,186,147,13,41,16,cat65,https://www.flashscore.com/match/4YSHPrlJ/#/match-summary/match-statistics/1
66,03.09.2023 15:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 4",Le Havre,3,47,10,4,4,2,6,3,0,1,4,,,240,205,9,53,15,03.09.2023 15:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 4",Lorient,0,53,3,1,1,1,4,2,2,1,4,,,273,243,5,54,21,cat66,https://www.flashscore.com/match/rJv9R4J6/#/match-summary/match-statistics/2
67,03.09.2023 15:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 4",Le Havre,0,39,7,2,4,1,3,2,0,1,6,,,201,173,5,37,21,03.09.2023 15:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 4",Lorient,0,61,6,1,1,4,6,2,0,2,3,,,321,297,4,46,20,cat67,https://www.flashscore.com/match/rJv9R4J6/#/match-summary/match-statistics/1
68,03.09.2023 17:05,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 4",Nice,1,55,7,2,3,2,8,2,3,0,6,1,,248,213,13,47,18,03.09.2023 17:05,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 4",Strasbourg,0,45,2,0,1,1,9,1,0,1,9,1,,210,176,16,47,19,cat68,https://www.flashscore.com/match/jP1zrQ3m/#/match-summary/match-statistics/2
69,03.09.2023 17:05,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 4",Nice,1,71,9,4,4,1,4,3,2,0,1,1,,371,328,9,75,32,03.09.2023 17:05,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 4",Strasbourg,0,29,2,0,2,0,3,1,1,3,3,0,,145,109,13,21,5,cat69,https://www.flashscore.com/match/jP1zrQ3m/#/match-summary/match-statistics/1
70,03.09.2023 20:45,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 4",Lyon,1,23,8,5,1,2,4,1,0,3,6,1,,136,103,14,21,15,03.09.2023 20:45,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 4",PSG,0,77,12,3,6,3,6,2,1,4,4,2,,474,447,12,93,23,cat70,https://www.flashscore.com/match/hlMalSQJ/#/match-summary/match-statistics/2
71,03.09.2023 20:45,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 4",Lyon,0,39,11,3,6,2,1,4,0,1,3,1,,215,184,9,59,34,03.09.2023 20:45,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 4",PSG,4,61,10,5,3,2,2,0,0,3,1,0,,355,324,7,45,20,cat71,https://www.flashscore.com/match/hlMalSQJ/#/match-summary/match-statistics/1
72,15.09.2023 21:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 5",PSG,1,74,4,2,1,1,11,1,0,2,4,2,,362,308,13,61,30,15.09.2023 21:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 5",Nice,2,26,6,4,0,2,4,2,0,1,9,4,,124,84,10,32,16,cat72,https://www.flashscore.com/match/Ohl6eqYn/#/match-summary/match-statistics/2
73,15.09.2023 21:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 5",PSG,1,64,8,1,5,2,8,3,2,3,4,0,,331,300,5,71,36,15.09.2023 21:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 5",Nice,1,36,8,4,2,2,6,1,0,0,8,1,,188,150,7,35,11,cat73,https://www.flashscore.com/match/Ohl6eqYn/#/match-summary/match-statistics/1
74,16.09.2023 17:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 5",Rennes,2,53,6,4,2,0,9,2,1,3,6,0,,483,406,12,60,17,16.09.2023 17:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 5",Lille,1,47,8,4,1,3,7,1,1,2,10,3,,559,466,25,62,25,cat74,https://www.flashscore.com/match/x2Fmw2II/#/match-summary/match-statistics/2
75,16.09.2023 17:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 5",Rennes,0,41,1,0,1,,6,3,1,1,5,1,,,,,39,16,16.09.2023 17:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 5",Lille,1,59,2,2,0,,6,1,0,0,6,1,,,,,42,15,cat75,https://www.flashscore.com/match/x2Fmw2II/#/match-summary/match-statistics/1
