,H_datetime,H_gameinfo,H_Teamnames,H_Goals,H_Ball Possession,H_Goal Attempts,H_Shots on Goal,H_Shots off Goal,H_Blocked Shots,H_Free Kicks,H_Corner Kicks,H_Offsides,H_Goalkeeper Saves,H_Fouls,H_Yellow Cards,H_Red Cards,H_Total Passes,H_Completed Passes,H_Tackles,H_Attacks,H_Dangerous Attacks,H_Throw-in,A_datetime,A_gameinfo,A_Teamnames,A_Goals,A_Ball Possession,A_Goal Attempts,A_Shots on Goal,A_Shots off Goal,A_Blocked Shots,A_Free Kicks,A_Corner Kicks,A_Offsides,A_Goalkeeper Saves,A_Fouls,A_Yellow Cards,A_Red Cards,A_Total Passes,A_Completed Passes,A_Tackles,A_Attacks,A_Dangerous Attacks,A_Throw-in,H_cat,gameurl
39,22.08.2022 22:00,"FOOTBALL
SPAIN: LALIGA - ROUND 2",Girona,1,73,7,4,3,0,9,3,1,0,8,1,,311,282,6,66,21,,22.08.2022 22:00,"FOOTBALL
SPAIN: LALIGA - ROUND 2",Getafe,0,27,0,0,0,0,9,0,0,3,8,1,,114,79,9,31,6,,cat19,https://www.flashscore.com/match/Iic3rU2C/#/match-summary/match-statistics/1
40,26.08.2022 20:00,"FOOTBALL
SPAIN: LALIGA - ROUND 3",Girona,0,59,6,2,1,3,8,1,1,2,3,0,,302,257,12,77,52,,26.08.2022 20:00,"FOOTBALL
SPAIN: LALIGA - ROUND 3",Celta Vigo,1,41,5,3,2,0,4,1,0,2,8,1,,226,177,10,64,30,,cat0,https://www.flashscore.com/match/MqGkfR1O/#/match-summary/match-statistics/2
41,26.08.2022 20:00,"FOOTBALL
SPAIN: LALIGA - ROUND 3",Girona,0,49,5,1,2,2,6,1,0,3,13,2,,215,180,8,53,24,,26.08.2022 20:00,"FOOTBALL
SPAIN: LALIGA - ROUND 3",Celta Vigo,0,51,6,3,2,1,13,3,1,1,5,0,,226,187,5,52,41,,cat1,https://www.flashscore.com/match/MqGkfR1O/#/match-summary/match-statistics/1
42,26.08.2022 22:00,"FOOTBALL
SPAIN: LALIGA - ROUND 3",Betis,0,45,3,0,2,1,13,0,0,0,4,0,1,170,134,8,46,29,,26.08.2022 22:00,"FOOTBALL
SPAIN: LALIGA - ROUND 3",Osasuna,0,55,5,0,4,1,4,4,1,0,12,2,0,208,172,7,49,43,,cat2,https://www.flashscore.com/match/UVQL0BIt/#/match-summary/match-statistics/2
43,26.08.2022 22:00,"FOOTBALL
SPAIN: LALIGA - ROUND 3",Betis,1,65,4,1,2,1,9,2,2,2,5,0,,294,247,6,50,33,,26.08.2022 22:00,"FOOTBALL
SPAIN: LALIGA - ROUND 3",Osasuna,0,35,7,2,4,1,7,0,0,0,9,1,,160,116,10,38,26,,cat3,https://www.flashscore.com/match/UVQL0BIt/#/match-summary/match-statistics/1
44,27.08.2022 17:30,"FOOTBALL
SPAIN: LALIGA - ROUND 3",Elche,0,50,10,4,2,4,12,4,0,2,8,1,,222,188,8,66,30,,27.08.2022 17:30,"FOOTBALL
SPAIN: LALIGA - ROUND 3",Real Sociedad,0,50,5,2,1,2,7,1,2,4,10,2,,238,202,17,50,19,,cat4,https://www.flashscore.com/match/b5VPaVXn/#/match-summary/match-statistics/2
45,27.08.2022 17:30,"FOOTBALL
SPAIN: LALIGA - ROUND 3",Elche,0,38,2,1,1,0,10,0,2,2,6,2,,148,107,9,54,46,,27.08.2022 17:30,"FOOTBALL
SPAIN: LALIGA - ROUND 3",Real Sociedad,1,62,4,3,0,1,8,5,2,1,8,1,,231,191,10,62,31,,cat5,https://www.flashscore.com/match/b5VPaVXn/#/match-summary/match-statistics/1
46,27.08.2022 19:30,"FOOTBALL
SPAIN: LALIGA - ROUND 3",Rayo Vallecano,0,59,10,0,3,7,11,3,1,2,6,1,,257,214,8,69,34,,27.08.2022 19:30,"FOOTBALL
SPAIN: LALIGA - ROUND 3",Mallorca,1,41,5,3,0,2,7,2,2,0,9,3,,186,147,5,48,11,,cat6,https://www.flashscore.com/match/0zFggoHU/#/match-summary/match-statistics/2
47,27.08.2022 19:30,"FOOTBALL
SPAIN: LALIGA - ROUND 3",Rayo Vallecano,0,71,5,0,1,4,9,4,0,0,5,,,279,234,6,83,40,,27.08.2022 19:30,"FOOTBALL
SPAIN: LALIGA - ROUND 3",Mallorca,1,29,4,1,2,1,5,1,0,0,9,,,116,77,4,21,12,,cat7,https://www.flashscore.com/match/0zFggoHU/#/match-summary/match-statistics/1
48,27.08.2022 22:00,"FOOTBALL
SPAIN: LALIGA - ROUND 3",Almeria,1,28,7,3,3,1,7,2,2,1,13,4,,109,77,4,33,19,,27.08.2022 22:00,"FOOTBALL
SPAIN: LALIGA - ROUND 3",Sevilla,0,72,5,1,3,1,15,0,3,2,4,5,,280,249,7,45,27,,cat8,https://www.flashscore.com/match/WfNxcTH5/#/match-summary/match-statistics/2
49,27.08.2022 22:00,"FOOTBALL
SPAIN: LALIGA - ROUND 3",Almeria,1,34,4,2,2,0,8,3,2,3,5,1,,134,95,4,29,8,,27.08.2022 22:00,"FOOTBALL
SPAIN: LALIGA - ROUND 3",Sevilla,1,66,8,4,3,1,7,2,2,1,7,3,,266,234,3,59,35,,cat9,https://www.flashscore.com/match/WfNxcTH5/#/match-summary/match-statistics/1
50,28.08.2022 17:30,"FOOTBALL
SPAIN: LALIGA - ROUND 3",Getafe,0,25,4,1,2,1,9,1,2,3,6,0,,88,52,10,26,6,,28.08.2022 17:30,"FOOTBALL
SPAIN: LALIGA - ROUND 3",Villarreal,0,75,8,3,3,2,8,1,0,1,9,3,,267,231,4,77,27,,cat10,https://www.flashscore.com/match/xdUTbkmg/#/match-summary/match-statistics/2
51,28.08.2022 17:30,"FOOTBALL
SPAIN: LALIGA - ROUND 3",Getafe,0,45,4,1,2,1,10,0,3,3,5,1,,174,144,5,49,5,,28.08.2022 17:30,"FOOTBALL
SPAIN: LALIGA - ROUND 3",Villarreal,0,55,3,3,0,0,8,3,0,1,10,2,,212,177,3,48,14,,cat11,https://www.flashscore.com/match/xdUTbkmg/#/match-summary/match-statistics/1
52,28.08.2022 19:30,"FOOTBALL
SPAIN: LALIGA - ROUND 3",Barcelona,2,70,12,5,3,4,6,4,1,3,4,0,,358,328,7,76,46,,28.08.2022 19:30,"FOOTBALL
SPAIN: LALIGA - ROUND 3",Valladolid,0,30,6,3,3,0,5,1,1,3,5,2,,162,125,12,24,14,,cat12,https://www.flashscore.com/match/SMvf5iAP/#/match-summary/match-statistics/2
53,28.08.2022 19:30,"FOOTBALL
SPAIN: LALIGA - ROUND 3",Barcelona,2,66,12,4,5,3,5,10,0,0,5,0,,278,239,8,68,52,,28.08.2022 19:30,"FOOTBALL
SPAIN: LALIGA - ROUND 3",Valladolid,0,34,2,0,1,1,5,3,2,2,3,1,,143,98,7,21,5,,cat13,https://www.flashscore.com/match/SMvf5iAP/#/match-summary/match-statistics/1
54,28.08.2022 22:00,"FOOTBALL
SPAIN: LALIGA - ROUND 3",Espanyol,0,43,7,1,3,3,11,4,0,2,6,,1,164,132,8,41,29,,28.08.2022 22:00,"FOOTBALL
SPAIN: LALIGA - ROUND 3",Real Madrid,2,57,12,4,0,8,6,2,5,1,6,,0,219,192,3,50,29,,cat14,https://www.flashscore.com/match/KKJYc92a/#/match-summary/match-statistics/2
55,28.08.2022 22:00,"FOOTBALL
SPAIN: LALIGA - ROUND 3",Espanyol,1,29,8,3,3,2,7,3,0,1,9,,,138,102,14,29,15,,28.08.2022 22:00,"FOOTBALL
SPAIN: LALIGA - ROUND 3",Real Madrid,1,71,7,2,3,2,9,5,1,2,6,,,335,305,5,65,26,,cat15,https://www.flashscore.com/match/KKJYc92a/#/match-summary/match-statistics/1
56,29.08.2022 20:00,"FOOTBALL
SPAIN: LALIGA - ROUND 3",Cadiz CF,0,39,4,2,0,2,5,0,0,2,10,1,,176,140,1,38,25,,29.08.2022 20:00,"FOOTBALL
SPAIN: LALIGA - ROUND 3",Ath Bilbao,3,61,13,5,6,2,10,4,3,2,2,0,,285,250,7,73,31,,cat16,https://www.flashscore.com/match/QHMtdmXB/#/match-summary/match-statistics/2
57,29.08.2022 20:00,"FOOTBALL
SPAIN: LALIGA - ROUND 3",Cadiz CF,0,35,5,1,2,2,3,0,0,2,8,1,,158,117,11,36,14,,29.08.2022 20:00,"FOOTBALL
SPAIN: LALIGA - ROUND 3",Ath Bilbao,1,65,7,3,4,0,7,2,0,1,2,1,,284,247,8,87,39,,cat17,https://www.flashscore.com/match/QHMtdmXB/#/match-summary/match-statistics/1
58,29.08.2022 22:00,"FOOTBALL
SPAIN: LALIGA - ROUND 3",Valencia,0,72,4,1,1,2,12,3,1,3,10,2,,306,273,4,75,39,,29.08.2022 22:00,"FOOTBALL
SPAIN: LALIGA - ROUND 3",Atl. Madrid,1,28,6,4,1,1,12,0,4,1,7,1,,121,90,8,28,10,,cat18,https://www.flashscore.com/match/48Lpe7nI/#/match-summary/match-statistics/2
59,29.08.2022 22:00,"FOOTBALL
SPAIN: LALIGA - ROUND 3",Valencia,0,68,8,1,3,4,12,3,0,3,5,2,,275,241,1,71,39,,29.08.2022 22:00,"FOOTBALL
SPAIN: LALIGA - ROUND 3",Atl. Madrid,0,32,7,3,4,0,4,2,3,1,10,2,,127,93,10,31,12,,cat19,https://www.flashscore.com/match/48Lpe7nI/#/match-summary/match-statistics/1
60,02.09.2022 21:00,"FOOTBALL
SPAIN: LALIGA - ROUND 4",Celta Vigo,3,55,7,4,3,0,19,1,1,0,8,1,,256,220,9,53,15,,02.09.2022 21:00,"FOOTBALL
SPAIN: LALIGA - ROUND 4",Cadiz CF,0,45,1,0,0,1,13,0,1,1,11,1,,210,169,6,49,23,,cat0,https://www.flashscore.com/match/t8kS7pWN/#/match-summary/match-statistics/2
61,02.09.2022 21:00,"FOOTBALL
SPAIN: LALIGA - ROUND 4",Celta Vigo,0,61,2,1,0,1,12,1,3,0,5,0,,275,232,12,48,16,,02.09.2022 21:00,"FOOTBALL
SPAIN: LALIGA - ROUND 4",Cadiz CF,0,39,6,0,3,3,8,2,0,1,12,1,,172,130,12,62,16,,cat1,https://www.flashscore.com/match/t8kS7pWN/#/match-summary/match-statistics/1
62,03.09.2022 14:00,"FOOTBALL
SPAIN: LALIGA - ROUND 4",Mallorca,1,56,8,5,3,0,11,2,1,2,10,2,,236,212,7,63,23,,03.09.2022 14:00,"FOOTBALL
SPAIN: LALIGA - ROUND 4",Girona,1,44,6,3,3,0,15,2,0,4,4,1,,196,168,5,51,23,,cat2,https://www.flashscore.com/match/xvyb2Ogo/#/match-summary/match-statistics/2
63,03.09.2022 14:00,"FOOTBALL
SPAIN: LALIGA - ROUND 4",Mallorca,0,48,3,0,2,1,8,4,0,1,13,2,,172,138,10,49,16,,03.09.2022 14:00,"FOOTBALL
SPAIN: LALIGA - ROUND 4",Girona,0,52,4,1,3,0,12,1,2,0,5,1,,194,161,6,35,7,,cat3,https://www.flashscore.com/match/xvyb2Ogo/#/match-summary/match-statistics/1
