,H_datetime,H_gameinfo,H_Teamnames,H_Goals,H_Ball Possession,H_Goal Attempts,H_Shots on Goal,H_Shots off Goal,H_Blocked Shots,H_Free Kicks,H_Corner Kicks,H_Offsides,H_Goalkeeper Saves,H_Fouls,H_Yellow Cards,H_Red Cards,H_Total Passes,H_Completed Passes,H_Tackles,H_Attacks,H_Dangerous Attacks,H_Throw-in,A_datetime,A_gameinfo,A_Teamnames,A_Goals,A_Ball Possession,A_Goal Attempts,A_Shots on Goal,A_Shots off Goal,A_Blocked Shots,A_Free Kicks,A_Corner Kicks,A_Offsides,A_Goalkeeper Saves,A_Fouls,A_Yellow Cards,A_Red Cards,A_Total Passes,A_Completed Passes,A_Tackles,A_Attacks,A_Dangerous Attacks,A_Throw-in,H_cat,gameurl
0,12.08.2022 21:00,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Osasuna,1,31,6,3,2,1,5,2,2,1,8,4,,103,70,8,40,11,,12.08.2022 21:00,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Sevilla,0,69,5,1,2,2,10,2,1,2,5,3,,236,199,10,60,17,,cat0,https://www.flashscore.com/match/4A6lVJSe/#/match-summary/match-statistics/2
1,12.08.2022 21:00,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Osasuna,1,37,6,2,1,3,5,3,3,1,8,1,,152,130,3,46,17,,12.08.2022 21:00,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Sevilla,1,63,5,2,2,1,10,0,1,1,4,0,,281,250,2,32,12,,cat1,https://www.flashscore.com/match/4A6lVJSe/#/match-summary/match-statistics/1
2,13.08.2022 17:00,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Celta Vigo,1,66,3,2,0,1,5,2,0,0,9,3,,300,250,7,63,23,,13.08.2022 17:00,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Espanyol,2,34,7,2,3,2,8,1,0,1,5,2,,160,123,11,51,16,,cat2,https://www.flashscore.com/match/Ig8tXubq/#/match-summary/match-statistics/2
3,13.08.2022 17:00,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Celta Vigo,1,54,5,1,3,1,10,1,1,0,8,2,,239,192,12,53,8,,13.08.2022 17:00,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Espanyol,0,46,3,0,2,1,9,2,0,0,10,0,,197,153,7,76,18,,cat3,https://www.flashscore.com/match/Ig8tXubq/#/match-summary/match-statistics/1
4,13.08.2022 19:00,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Valladolid,0,59,11,5,5,1,5,2,0,0,4,1,,247,216,7,61,36,,13.08.2022 19:00,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Villarreal,3,41,4,3,1,0,3,3,0,5,5,0,,187,146,8,45,25,,cat4,https://www.flashscore.com/match/b9muhsz9/#/match-summary/match-statistics/2
5,13.08.2022 19:00,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Valladolid,0,45,1,1,0,0,6,2,2,1,2,,,187,146,9,30,13,,13.08.2022 19:00,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Villarreal,0,55,6,1,3,2,4,2,1,1,5,,,226,176,10,64,25,,cat5,https://www.flashscore.com/match/b9muhsz9/#/match-summary/match-statistics/1
6,13.08.2022 21:00,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Barcelona,0,65,13,4,6,3,10,4,2,1,9,2,1,257,226,10,62,35,,13.08.2022 21:00,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Rayo Vallecano,0,35,3,1,2,0,10,0,3,4,7,4,0,138,99,10,36,17,,cat6,https://www.flashscore.com/match/b9R9x2zM/#/match-summary/match-statistics/2
7,13.08.2022 21:00,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Barcelona,0,69,8,2,3,3,8,4,2,1,7,1,,303,263,6,54,29,,13.08.2022 21:00,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Rayo Vallecano,0,31,1,1,0,0,9,0,1,2,7,2,,136,92,8,42,7,,cat7,https://www.flashscore.com/match/b9R9x2zM/#/match-summary/match-statistics/1
8,14.08.2022 17:30,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Cadiz CF,0,41,1,0,1,0,10,0,3,5,4,2,,145,110,7,40,27,,14.08.2022 17:30,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Real Sociedad,0,59,11,5,2,4,7,4,0,0,10,2,,220,180,8,45,19,,cat8,https://www.flashscore.com/match/dp7pWaDk/#/match-summary/match-statistics/2
9,14.08.2022 17:30,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Cadiz CF,0,39,6,2,2,2,10,3,1,1,5,2,,146,108,13,43,17,,14.08.2022 17:30,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Real Sociedad,1,61,4,2,1,1,6,2,0,2,10,0,,241,194,17,59,36,,cat9,https://www.flashscore.com/match/dp7pWaDk/#/match-summary/match-statistics/1
10,14.08.2022 19:30,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Valencia,0,32,7,0,4,3,7,1,1,1,10,2,1,116,79,6,29,15,,14.08.2022 19:30,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Girona,0,68,3,1,2,0,10,2,0,0,8,0,0,249,215,6,63,34,,cat10,https://www.flashscore.com/match/hWnqi1kF/#/match-summary/match-statistics/2
11,14.08.2022 19:30,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Valencia,1,60,10,2,3,5,6,3,0,0,8,0,,237,206,8,65,31,,14.08.2022 19:30,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Girona,0,40,2,0,0,2,9,2,2,1,6,3,,148,116,7,36,15,,cat11,https://www.flashscore.com/match/hWnqi1kF/#/match-summary/match-statistics/1
12,14.08.2022 22:00,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Almeria,0,33,8,5,2,1,4,2,2,6,6,2,,175,143,6,32,12,,14.08.2022 22:00,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Real Madrid,2,67,12,8,2,2,13,3,1,5,2,0,,334,300,3,62,37,,cat12,https://www.flashscore.com/match/r15hUwr2/#/match-summary/match-statistics/2
13,14.08.2022 22:00,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Almeria,1,31,2,1,1,0,6,0,1,7,5,1,,140,113,6,28,5,,14.08.2022 22:00,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Real Madrid,0,69,17,7,2,8,10,12,2,0,2,1,,307,287,6,75,54,,cat13,https://www.flashscore.com/match/r15hUwr2/#/match-summary/match-statistics/1
14,15.08.2022 17:30,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Ath Bilbao,0,69,14,3,5,6,7,2,0,1,4,0,,281,239,6,87,44,,15.08.2022 17:30,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Mallorca,0,31,4,1,2,1,4,0,0,3,7,3,,139,95,10,26,14,,cat14,https://www.flashscore.com/match/4nS5wrLF/#/match-summary/match-statistics/2
15,15.08.2022 17:30,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Ath Bilbao,0,59,9,3,5,1,5,5,1,1,9,0,,189,151,4,53,42,,15.08.2022 17:30,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Mallorca,0,41,2,1,0,1,8,2,0,3,5,3,,132,88,9,44,10,,cat15,https://www.flashscore.com/match/4nS5wrLF/#/match-summary/match-statistics/1
16,15.08.2022 19:30,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Getafe,0,38,6,0,6,0,12,3,0,2,10,1,,160,125,5,56,19,,15.08.2022 19:30,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Atl. Madrid,2,62,9,4,2,3,10,5,2,0,10,1,,279,242,11,33,16,,cat16,https://www.flashscore.com/match/p6qygNK2/#/match-summary/match-statistics/2
17,15.08.2022 19:30,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Getafe,0,46,4,0,3,1,12,0,0,0,4,1,,224,180,6,69,20,,15.08.2022 19:30,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Atl. Madrid,1,54,3,1,0,2,4,1,3,0,9,0,,264,226,9,61,20,,cat17,https://www.flashscore.com/match/p6qygNK2/#/match-summary/match-statistics/1
18,15.08.2022 21:30,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Betis,1,72,12,5,4,3,6,6,3,2,4,1,,321,294,9,54,23,,15.08.2022 21:30,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Elche,0,28,3,2,1,0,6,3,0,4,8,3,,115,82,5,42,11,,cat18,https://www.flashscore.com/match/CCVDyMkS/#/match-summary/match-statistics/2
19,15.08.2022 21:30,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Betis,2,72,5,3,1,1,13,2,2,0,6,2,0,281,247,8,62,20,,15.08.2022 21:30,"FOOTBALL
SPAIN: LALIGA - ROUND 1",Elche,0,28,1,0,0,1,8,1,3,1,10,3,1,110,73,8,31,10,,cat19,https://www.flashscore.com/match/CCVDyMkS/#/match-summary/match-statistics/1
20,19.08.2022 20:00,"FOOTBALL
SPAIN: LALIGA - ROUND 2",Espanyol,0,49,8,1,5,2,22,5,1,0,3,0,,235,210,3,62,37,,19.08.2022 20:00,"FOOTBALL
SPAIN: LALIGA - ROUND 2",Rayo Vallecano,1,51,5,1,4,0,7,1,1,1,9,1,,236,200,7,47,23,,cat0,https://www.flashscore.com/match/QyqfnC3m/#/match-summary/match-statistics/2
21,19.08.2022 20:00,"FOOTBALL
SPAIN: LALIGA - ROUND 2",Espanyol,0,59,5,0,3,2,9,4,2,1,9,2,1,216,176,7,48,30,,19.08.2022 20:00,"FOOTBALL
SPAIN: LALIGA - ROUND 2",Rayo Vallecano,1,41,3,2,0,1,10,1,1,0,8,4,1,159,121,1,45,8,,cat1,https://www.flashscore.com/match/QyqfnC3m/#/match-summary/match-statistics/1
22,19.08.2022 22:00,"FOOTBALL
SPAIN: LALIGA - ROUND 2",Sevilla,1,59,7,1,3,3,13,5,3,1,12,3,1,203,163,11,41,44,,19.08.2022 22:00,"FOOTBALL
SPAIN: LALIGA - ROUND 2",Valladolid,1,41,4,2,1,1,23,1,2,0,6,2,1,150,112,8,38,11,,cat2,https://www.flashscore.com/match/KbrboWIg/#/match-summary/match-statistics/2
23,19.08.2022 22:00,"FOOTBALL
SPAIN: LALIGA - ROUND 2",Sevilla,0,63,11,1,8,2,6,7,1,1,8,,,249,216,7,52,46,,19.08.2022 22:00,"FOOTBALL
SPAIN: LALIGA - ROUND 2",Valladolid,0,37,2,1,1,0,9,1,2,1,4,,,153,111,12,32,11,,cat3,https://www.flashscore.com/match/KbrboWIg/#/match-summary/match-statistics/1
24,20.08.2022 17:30,"FOOTBALL
SPAIN: LALIGA - ROUND 2",Osasuna,1,54,10,2,5,3,8,0,0,1,7,1,0,213,174,5,62,35,,20.08.2022 17:30,"FOOTBALL
SPAIN: LALIGA - ROUND 2",Cadiz CF,0,46,5,1,1,3,7,1,0,1,9,4,1,184,144,8,43,10,,cat4,https://www.flashscore.com/match/CEd7slII/#/match-summary/match-statistics/2
25,20.08.2022 17:30,"FOOTBALL
SPAIN: LALIGA - ROUND 2",Osasuna,1,58,6,1,3,2,4,2,0,1,4,1,,200,140,8,59,27,,20.08.2022 17:30,"FOOTBALL
SPAIN: LALIGA - ROUND 2",Cadiz CF,0,42,4,1,2,1,4,1,1,0,4,1,,150,103,6,43,13,,cat5,https://www.flashscore.com/match/CEd7slII/#/match-summary/match-statistics/1
26,20.08.2022 19:30,"FOOTBALL
SPAIN: LALIGA - ROUND 2",Mallorca,1,53,9,6,2,1,9,2,2,1,10,6,,196,150,10,53,20,,20.08.2022 19:30,"FOOTBALL
SPAIN: LALIGA - ROUND 2",Betis,1,47,4,2,1,1,11,0,0,5,10,6,,175,130,5,58,17,,cat6,https://www.flashscore.com/match/v1baqAm6/#/match-summary/match-statistics/2
27,20.08.2022 19:30,"FOOTBALL
SPAIN: LALIGA - ROUND 2",Mallorca,0,41,4,1,1,2,7,3,2,0,12,1,,152,129,7,51,18,,20.08.2022 19:30,"FOOTBALL
SPAIN: LALIGA - ROUND 2",Betis,1,59,4,1,3,0,13,2,0,1,7,2,,227,201,5,52,25,,cat7,https://www.flashscore.com/match/v1baqAm6/#/match-summary/match-statistics/1
28,20.08.2022 22:00,"FOOTBALL
SPAIN: LALIGA - ROUND 2",Celta Vigo,0,47,7,0,4,3,3,1,0,3,4,1,,274,239,4,55,35,,20.08.2022 22:00,"FOOTBALL
SPAIN: LALIGA - ROUND 2",Real Madrid,2,53,8,5,3,0,3,0,1,0,2,2,,314,282,6,44,19,,cat8,https://www.flashscore.com/match/CYvjmhls/#/match-summary/match-statistics/2
29,20.08.2022 22:00,"FOOTBALL
SPAIN: LALIGA - ROUND 2",Celta Vigo,1,55,8,2,4,2,5,1,0,0,8,1,,270,239,9,53,25,,20.08.2022 22:00,"FOOTBALL
SPAIN: LALIGA - ROUND 2",Real Madrid,2,45,8,2,2,4,7,2,0,1,6,0,,224,193,8,50,21,,cat9,https://www.flashscore.com/match/CYvjmhls/#/match-summary/match-statistics/1
30,21.08.2022 17:30,"FOOTBALL
SPAIN: LALIGA - ROUND 2",Ath Bilbao,0,37,4,0,3,1,9,3,4,0,7,4,,156,113,6,41,18,,21.08.2022 17:30,"FOOTBALL
SPAIN: LALIGA - ROUND 2",Valencia,0,63,5,0,3,2,11,2,0,0,9,1,,255,213,8,57,37,,cat10,https://www.flashscore.com/match/hpSH5048/#/match-summary/match-statistics/2
31,21.08.2022 17:30,"FOOTBALL
SPAIN: LALIGA - ROUND 2",Ath Bilbao,1,37,8,2,3,3,6,3,2,0,4,1,,145,112,11,45,23,,21.08.2022 17:30,"FOOTBALL
SPAIN: LALIGA - ROUND 2",Valencia,0,63,5,0,3,2,6,1,0,1,6,1,,253,217,7,65,33,,cat11,https://www.flashscore.com/match/hpSH5048/#/match-summary/match-statistics/1
32,21.08.2022 19:30,"FOOTBALL
SPAIN: LALIGA - ROUND 2",Atl. Madrid,0,51,7,2,4,1,6,5,1,1,3,2,1,244,212,10,45,34,,21.08.2022 19:30,"FOOTBALL
SPAIN: LALIGA - ROUND 2",Villarreal,2,49,9,3,1,5,3,3,1,2,5,3,0,246,221,2,47,14,,cat12,https://www.flashscore.com/match/WzRL4KJE/#/match-summary/match-statistics/2
33,21.08.2022 19:30,"FOOTBALL
SPAIN: LALIGA - ROUND 2",Atl. Madrid,0,49,6,3,2,1,6,0,1,2,5,,,229,198,9,46,20,,21.08.2022 19:30,"FOOTBALL
SPAIN: LALIGA - ROUND 2",Villarreal,0,51,10,2,4,4,6,3,0,3,6,,,244,223,3,55,16,,cat13,https://www.flashscore.com/match/WzRL4KJE/#/match-summary/match-statistics/1
34,21.08.2022 22:00,"FOOTBALL
SPAIN: LALIGA - ROUND 2",Real Sociedad,0,40,3,2,1,0,10,1,3,2,7,0,,191,159,10,40,18,,21.08.2022 22:00,"FOOTBALL
SPAIN: LALIGA - ROUND 2",Barcelona,3,60,7,5,0,2,10,1,1,2,9,1,,300,269,14,68,21,,cat14,https://www.flashscore.com/match/bks2pjYa/#/match-summary/match-statistics/2
35,21.08.2022 22:00,"FOOTBALL
SPAIN: LALIGA - ROUND 2",Real Sociedad,1,42,7,3,2,2,1,2,2,1,8,2,,187,150,15,33,21,,21.08.2022 22:00,"FOOTBALL
SPAIN: LALIGA - ROUND 2",Barcelona,1,58,8,2,3,3,9,5,0,2,0,0,,248,225,6,56,17,,cat15,https://www.flashscore.com/match/bks2pjYa/#/match-summary/match-statistics/1
36,22.08.2022 20:00,"FOOTBALL
SPAIN: LALIGA - ROUND 2",Elche,0,49,8,1,4,3,8,2,4,4,5,1,,202,163,5,51,32,,22.08.2022 20:00,"FOOTBALL
SPAIN: LALIGA - ROUND 2",Almeria,0,51,7,4,1,2,9,2,0,1,9,4,,202,157,4,49,22,,cat16,https://www.flashscore.com/match/QH0Bt8XO/#/match-summary/match-statistics/2
37,22.08.2022 20:00,"FOOTBALL
SPAIN: LALIGA - ROUND 2",Elche,1,59,5,2,1,2,8,4,3,2,7,,0,221,189,9,51,27,,22.08.2022 20:00,"FOOTBALL
SPAIN: LALIGA - ROUND 2",Almeria,1,41,5,3,0,2,12,3,3,1,7,,1,157,133,8,28,11,,cat17,https://www.flashscore.com/match/QH0Bt8XO/#/match-summary/match-statistics/1
38,22.08.2022 22:00,"FOOTBALL
SPAIN: LALIGA - ROUND 2",Girona,2,61,5,2,2,1,11,2,1,2,8,1,0,236,201,6,36,15,,22.08.2022 22:00,"FOOTBALL
SPAIN: LALIGA - ROUND 2",Getafe,1,39,7,3,4,0,8,2,1,0,10,5,1,144,120,7,45,22,,cat18,https://www.flashscore.com/match/Iic3rU2C/#/match-summary/match-statistics/2
