,H_Attacks,H_Ball Possession,H_Blocked Shots,H_Completed Passes,H_Corner Kicks,H_Dangerous Attacks,H_Fouls,H_Free Kicks,H_Goal Attempts,H_Goalkeeper Saves,H_Goals,H_Offsides,H_Red Cards,H_Shots off Goal,H_Shots on Goal,H_Tackles,H_Teamnames,H_Total Passes,H_Yellow Cards,H_datetime,H_gameinfo,A_Attacks,A_Ball Possession,A_Blocked Shots,A_Completed Passes,A_Corner Kicks,A_Dangerous Attacks,A_Fouls,A_Free Kicks,A_Goal Attempts,A_Goalkeeper Saves,A_Goals,A_Offsides,A_Red Cards,A_Shots off Goal,A_Shots on Goal,A_Tackles,A_Teamnames,A_Total Passes,A_Yellow Cards,A_datetime,A_gameinfo
332,,52.0,1,,2,,10,12,2,0,0,3,,1,0,,Leganes,,1,12.02.2017 16:15,LaLiga - Round 22,,48.0,0,,1,,7,13,0,0,0,4,,0,0,,Gijon,,2,12.02.2017 16:15,LaLiga - Round 22
333,,62.0,2,,2,,6,12,7,0,0,4,0,2,3,,Leganes,,2,12.02.2017 16:15,LaLiga - Round 22,,38.0,2,,2,,9,9,4,3,2,2,1,0,2,,Gijon,,4,12.02.2017 16:15,LaLiga - Round 22
334,,63.0,1,,3,,6,7,7,1,0,1,,4,2,,Villarreal,,,12.02.2017 12:00,LaLiga - Round 22,,37.0,0,,2,,5,7,2,2,1,2,,0,2,,Malaga,,,12.02.2017 12:00,LaLiga - Round 22
335,,49.0,0,,6,,8,6,5,3,0,0,1,2,3,,Villarreal,,0,12.02.2017 12:00,LaLiga - Round 22,,51.0,3,,7,,7,8,9,2,0,0,0,3,3,,Malaga,,5,12.02.2017 12:00,LaLiga - Round 22
336,,40.0,1,,2,,6,4,7,2,1,3,,1,5,,Osasuna,,2,11.02.2017 20:45,LaLiga - Round 22,,60.0,0,,1,,4,9,6,4,1,1,,3,3,,Real Madrid,,1,11.02.2017 20:45,LaLiga - Round 22
337,,28.0,0,,1,,4,6,4,1,0,0,,1,3,,Osasuna,,1,11.02.2017 20:45,LaLiga - Round 22,,72.0,0,,1,,4,4,6,3,2,2,,3,3,,Real Madrid,,1,11.02.2017 20:45,LaLiga - Round 22
338,,48.0,3,,1,,4,5,7,1,0,1,,2,2,,Ath Bilbao,,,11.02.2017 18:30,LaLiga - Round 22,,52.0,0,,0,,5,3,6,2,1,1,,4,2,,Dep. La Coruna,,,11.02.2017 18:30,LaLiga - Round 22
339,,55.0,1,,2,,8,6,6,1,2,3,,2,3,,Ath Bilbao,,1,11.02.2017 18:30,LaLiga - Round 22,,45.0,0,,2,,6,8,2,1,0,0,,1,1,,Dep. La Coruna,,2,11.02.2017 18:30,LaLiga - Round 22
340,,21.0,0,,0,,8,5,2,3,0,1,,1,1,,Alaves,,0,11.02.2017 16:15,LaLiga - Round 22,,79.0,4,,6,,4,9,11,1,2,1,,2,5,,Barcelona,,1,11.02.2017 16:15,LaLiga - Round 22
341,,39.0,1,,3,,8,7,7,0,0,1,,3,3,,Alaves,,1,11.02.2017 16:15,LaLiga - Round 22,,61.0,3,,3,,5,9,10,3,4,2,,3,4,,Barcelona,,2,11.02.2017 16:15,LaLiga - Round 22
342,,42.0,3,,1,,9,6,8,2,0,2,,4,1,,Betis,,0,11.02.2017 13:00,LaLiga - Round 22,,58.0,3,,2,,6,10,6,1,0,0,,1,2,,Valencia,,1,11.02.2017 13:00,LaLiga - Round 22
343,,48.0,3,,3,,6,12,8,2,0,2,,4,1,,Betis,,4,11.02.2017 13:00,LaLiga - Round 22,,52.0,0,,4,,11,10,2,1,0,1,,0,2,,Valencia,,2,11.02.2017 13:00,LaLiga - Round 22
344,,35.0,1,,4,,7,10,3,0,1,1,,0,2,,Espanyol,,1,10.02.2017 20:45,LaLiga - Round 22,,65.0,2,,3,,8,8,5,1,1,2,,2,1,,Real Sociedad,,0,10.02.2017 20:45,LaLiga - Round 22
345,,41.0,1,,1,,8,7,4,3,0,3,,3,0,,Espanyol,,2,10.02.2017 20:45,LaLiga - Round 22,,59.0,2,,3,,6,11,10,0,1,1,,4,4,,Real Sociedad,,2,10.02.2017 20:45,LaLiga - Round 22
346,,26.0,1,,1,,16,3,3,1,1,0,,1,1,,Granada CF,,1,06.02.2017 20:45,LaLiga - Round 21,,74.0,0,,1,,2,18,8,0,0,1,,7,1,,Las Palmas,,0,06.02.2017 20:45,LaLiga - Round 21
347,,28.0,4,,5,,11,10,9,4,0,1,,2,3,,Granada CF,,4,06.02.2017 20:45,LaLiga - Round 21,,72.0,1,,4,,7,12,7,3,0,3,,2,4,,Las Palmas,,3,06.02.2017 20:45,LaLiga - Round 21
348,,62.0,1,,3,,11,15,2,2,0,1,,1,0,,Gijon,,2,05.02.2017 16:15,LaLiga - Round 21,,38.0,3,,3,,14,12,7,0,1,2,,1,3,,Alaves,,3,05.02.2017 16:15,LaLiga - Round 21
349,,62.0,2,,5,,9,9,10,1,2,0,,4,4,,Gijon,,5,05.02.2017 16:15,LaLiga - Round 21,,38.0,1,,1,,6,7,7,2,3,4,,2,4,,Alaves,,0,05.02.2017 16:15,LaLiga - Round 21
350,,63.0,2,,1,,7,4,7,3,0,1,,4,1,,Sevilla,,2,05.02.2017 12:00,LaLiga - Round 21,,37.0,2,,0,,4,8,8,1,0,0,,3,3,,Villarreal,,1,05.02.2017 12:00,LaLiga - Round 21
351,,69.0,4,,8,,7,10,7,1,0,2,,0,3,,Sevilla,,0,05.02.2017 12:00,LaLiga - Round 21,,31.0,0,,0,,12,9,3,3,0,0,,2,1,,Villarreal,,1,05.02.2017 12:00,LaLiga - Round 21
352,,49.0,0,,0,,8,7,3,1,0,0,1,3,0,,Valencia,,,04.02.2017 20:45,LaLiga - Round 21,,51.0,1,,3,,5,7,7,0,2,2,0,3,3,,Eibar,,,04.02.2017 20:45,LaLiga - Round 21
353,,47.0,2,,2,,4,5,5,2,0,3,,2,1,,Valencia,,2,04.02.2017 20:45,LaLiga - Round 21,,53.0,0,,3,,5,7,4,1,2,0,,0,4,,Eibar,,1,04.02.2017 20:45,LaLiga - Round 21
354,,65.0,1,,0,,5,7,6,0,0,2,,3,2,,Atl. Madrid,,1,04.02.2017 18:30,LaLiga - Round 21,,35.0,2,,2,,9,8,6,1,0,0,,4,0,,Leganes,,1,04.02.2017 18:30,LaLiga - Round 21
355,,55.0,2,,3,,5,6,6,2,1,3,,2,2,,Atl. Madrid,,,04.02.2017 18:30,LaLiga - Round 21,,45.0,4,,4,,6,7,9,1,0,0,,3,2,,Leganes,,,04.02.2017 18:30,LaLiga - Round 21
356,,56.0,1,,0,,5,10,5,3,2,0,,2,2,,Barcelona,,1,04.02.2017 16:15,LaLiga - Round 21,,44.0,0,,1,,10,4,7,0,0,0,,4,3,,Ath Bilbao,,2,04.02.2017 16:15,LaLiga - Round 21
357,,52.0,2,,7,,6,9,11,2,1,0,,5,4,,Barcelona,,0,04.02.2017 16:15,LaLiga - Round 21,,48.0,0,,2,,8,6,3,3,0,2,,1,2,,Ath Bilbao,,1,04.02.2017 16:15,LaLiga - Round 21
358,,55.0,2,,1,,6,8,10,2,0,0,,5,3,,Malaga,,1,04.02.2017 13:00,LaLiga - Round 21,,45.0,0,,2,,8,7,4,3,1,0,,1,3,,Espanyol,,1,04.02.2017 13:00,LaLiga - Round 21
359,,61.0,3,,16,,3,10,9,0,0,2,,4,2,,Malaga,,0,04.02.2017 13:00,LaLiga - Round 21,,39.0,0,,0,,10,5,0,2,0,1,,0,0,,Espanyol,,3,04.02.2017 13:00,LaLiga - Round 21
360,,61.0,2,,3,,8,10,5,0,1,2,,2,1,,Las Palmas,,0,30.01.2017 20:45,LaLiga - Round 20,,39.0,0,,0,,7,11,2,0,1,3,,1,1,,Valencia,,2,30.01.2017 20:45,LaLiga - Round 20
361,,65.0,0,,3,,9,8,4,2,2,3,0,1,3,,Las Palmas,,1,30.01.2017 20:45,LaLiga - Round 20,,35.0,2,,3,,6,12,6,1,0,2,1,2,2,,Valencia,,3,30.01.2017 20:45,LaLiga - Round 20
362,,47.0,1,,0,,10,6,4,2,1,1,,2,1,,Real Madrid,,1,29.01.2017 20:45,LaLiga - Round 20,,53.0,0,,1,,4,9,4,0,0,2,,2,2,,Real Sociedad,,1,29.01.2017 20:45,LaLiga - Round 20
363,,39.0,0,,0,,5,7,3,1,2,2,0,0,3,,Real Madrid,,1,29.01.2017 20:45,LaLiga - Round 20,,61.0,4,,2,,8,9,5,1,0,0,1,0,1,,Real Sociedad,,2,29.01.2017 20:45,LaLiga - Round 20
364,,70.0,1,,2,,5,8,4,1,0,3,,2,1,,Ath Bilbao,,0,29.01.2017 18:30,LaLiga - Round 20,,30.0,0,,0,,8,7,4,1,1,1,,2,2,,Gijon,,1,29.01.2017 18:30,LaLiga - Round 20
365,,60.0,1,,3,,6,14,7,1,2,3,,1,5,,Ath Bilbao,,4,29.01.2017 18:30,LaLiga - Round 20,,40.0,0,,0,,14,8,1,3,0,1,,0,1,,Gijon,,3,29.01.2017 18:30,LaLiga - Round 20
366,,47.0,3,,6,,8,7,10,3,2,0,0,2,5,,Espanyol,,1,29.01.2017 16:15,LaLiga - Round 20,,53.0,0,,0,,6,8,5,3,1,1,1,1,4,,Sevilla,,0,29.01.2017 16:15,LaLiga - Round 20
367,,37.0,0,,1,,10,7,6,1,1,0,,3,3,,Espanyol,,1,29.01.2017 16:15,LaLiga - Round 20,,63.0,4,,4,,8,10,7,2,0,0,,2,1,,Sevilla,,2,29.01.2017 16:15,LaLiga - Round 20
368,,28.0,2,,5,,8,6,10,2,0,1,,5,3,,Betis,,0,29.01.2017 12:00,LaLiga - Round 20,,72.0,0,,1,,5,9,4,3,0,1,,2,2,,Barcelona,,1,29.01.2017 12:00,LaLiga - Round 20
369,,40.0,0,,3,,9,8,7,1,1,0,,3,4,,Betis,,2,29.01.2017 12:00,LaLiga - Round 20,,60.0,3,,1,,7,9,6,3,1,1,,1,2,,Barcelona,,2,29.01.2017 12:00,LaLiga - Round 20
370,,49.0,1,,3,,9,8,2,1,0,1,,1,0,,Leganes,,0,28.01.2017 20:45,LaLiga - Round 20,,51.0,0,,0,,6,9,2,0,1,1,,0,2,,Celta Vigo,,1,28.01.2017 20:45,LaLiga - Round 20
371,,55.0,1,,5,,11,10,4,0,0,0,,3,0,,Leganes,,1,28.01.2017 20:45,LaLiga - Round 20,,45.0,0,,0,,8,10,1,0,1,2,,0,1,,Celta Vigo,,0,28.01.2017 20:45,LaLiga - Round 20
372,,46.0,0,,3,,6,5,6,1,2,2,,3,3,,Eibar,,0,28.01.2017 18:30,LaLiga - Round 20,,54.0,2,,2,,4,8,8,1,1,1,,4,2,,Dep. La Coruna,,1,28.01.2017 18:30,LaLiga - Round 20
373,,40.0,2,,6,,8,4,6,5,1,0,,1,3,,Eibar,,0,28.01.2017 18:30,LaLiga - Round 20,,60.0,4,,8,,3,6,12,2,0,2,,3,5,,Dep. La Coruna,,1,28.01.2017 18:30,LaLiga - Round 20
374,,67.0,1,,2,,9,7,8,1,0,1,,6,1,,Alaves,,0,28.01.2017 16:15,LaLiga - Round 20,,33.0,2,,0,,8,10,5,1,0,1,,2,1,,Atl. Madrid,,1,28.01.2017 16:15,LaLiga - Round 20
375,,55.0,2,,5,,10,11,11,1,0,1,,6,3,,Alaves,,3,28.01.2017 16:15,LaLiga - Round 20,,45.0,0,,2,,10,11,3,3,0,1,,2,1,,Atl. Madrid,,1,28.01.2017 16:15,LaLiga - Round 20
376,,70.0,1,,4,,4,9,7,0,1,2,,3,3,,Villarreal,,2,28.01.2017 13:00,LaLiga - Round 20,,30.0,2,,2,,9,6,4,2,0,0,,2,0,,Granada CF,,0,28.01.2017 13:00,LaLiga - Round 20
377,,70.0,2,,3,,7,9,11,0,1,1,,6,3,,Villarreal,,1,28.01.2017 13:00,LaLiga - Round 20,,30.0,1,,2,,9,8,3,2,0,1,,2,0,,Granada CF,,2,28.01.2017 13:00,LaLiga - Round 20
378,,41.0,2,,2,,6,11,4,4,0,2,,2,0,,Osasuna,,1,27.01.2017 20:45,LaLiga - Round 20,,59.0,0,,3,,8,7,6,0,0,2,,2,4,,Malaga,,0,27.01.2017 20:45,LaLiga - Round 20
379,,51.0,3,,2,,3,9,10,0,1,2,,5,2,,Osasuna,,,27.01.2017 20:45,LaLiga - Round 20,,49.0,3,,3,,8,5,8,1,1,1,,4,1,,Malaga,,,27.01.2017 20:45,LaLiga - Round 20
380,,32.0,0,,2,,8,3,5,2,0,2,,1,4,,Eibar,,3,22.01.2017 20:45,LaLiga - Round 19,,68.0,1,,3,,3,10,9,4,1,1,,5,3,,Barcelona,,1,22.01.2017 20:45,LaLiga - Round 19
381,,42.0,2,,6,,4,2,9,1,0,1,,5,2,,Eibar,,,22.01.2017 20:45,LaLiga - Round 19,,58.0,1,,2,,1,5,5,2,3,1,,0,4,,Barcelona,,,22.01.2017 20:45,LaLiga - Round 19
382,,46.0,3,,6,,5,8,10,1,0,4,,4,3,,Betis,,0,22.01.2017 18:30,LaLiga - Round 19,,54.0,2,,4,,6,9,5,3,0,1,,2,1,,Gijon,,1,22.01.2017 18:30,LaLiga - Round 19
383,,60.0,3,,3,,9,15,6,0,0,2,,2,1,,Betis,,2,22.01.2017 18:30,LaLiga - Round 19,,40.0,0,,1,,14,10,2,1,0,1,,2,0,,Gijon,,1,22.01.2017 18:30,LaLiga - Round 19
384,,61.0,1,,2,,5,9,9,2,0,0,,6,2,,Real Sociedad,,0,22.01.2017 18:30,LaLiga - Round 19,,39.0,1,,1,,6,5,5,2,0,3,,2,2,,Celta Vigo,,1,22.01.2017 18:30,LaLiga - Round 19
385,,57.0,1,,2,,8,6,8,3,1,1,,3,4,,Real Sociedad,,2,22.01.2017 18:30,LaLiga - Round 19,,43.0,1,,2,,6,8,6,3,0,0,,2,3,,Celta Vigo,,1,22.01.2017 18:30,LaLiga - Round 19
386,,63.0,1,,1,,8,8,4,0,1,1,,1,2,,Ath Bilbao,,1,22.01.2017 16:15,LaLiga - Round 19,,37.0,1,,0,,6,9,3,1,1,2,,1,1,,Atl. Madrid,,0,22.01.2017 16:15,LaLiga - Round 19
387,,49.0,0,,1,,4,6,4,3,1,1,,1,3,,Ath Bilbao,,1,22.01.2017 16:15,LaLiga - Round 19,,51.0,1,,6,,3,5,8,2,1,3,,3,4,,Atl. Madrid,,3,22.01.2017 16:15,LaLiga - Round 19
388,,38.0,1,,2,,6,8,8,2,1,1,,3,4,,Osasuna,,2,22.01.2017 12:00,LaLiga - Round 19,,62.0,0,,2,,5,5,5,3,1,0,,2,3,,Sevilla,,3,22.01.2017 12:00,LaLiga - Round 19
389,,40.0,2,,1,,8,5,6,3,2,1,,1,3,,Osasuna,,3,22.01.2017 12:00,LaLiga - Round 19,,60.0,1,,4,,3,7,8,1,3,4,,1,6,,Sevilla,,0,22.01.2017 12:00,LaLiga - Round 19
390,,58.0,1,,2,,6,11,6,1,0,1,,4,1,,Villarreal,,0,21.01.2017 20:45,LaLiga - Round 19,,42.0,1,,1,,11,7,6,1,2,0,,2,3,,Valencia,,1,21.01.2017 20:45,LaLiga - Round 19
391,,62.0,4,,5,,8,8,14,2,0,0,,6,4,,Villarreal,,2,21.01.2017 20:45,LaLiga - Round 19,,38.0,2,,1,,6,7,7,4,0,1,,3,2,,Valencia,,1,21.01.2017 20:45,LaLiga - Round 19
392,,56.0,0,,1,,5,8,2,1,1,1,,1,1,,Alaves,,2,21.01.2017 18:30,LaLiga - Round 19,,44.0,0,,1,,7,7,4,0,1,1,,2,2,,Leganes,,0,21.01.2017 18:30,LaLiga - Round 19
393,,56.0,2,,3,,4,14,6,1,1,2,,2,2,,Alaves,,1,21.01.2017 18:30,LaLiga - Round 19,,44.0,3,,2,,13,6,9,1,1,1,,4,2,,Leganes,,2,21.01.2017 18:30,LaLiga - Round 19
394,,56.0,0,,2,,3,14,6,2,2,3,,2,4,,Real Madrid,,1,21.01.2017 16:15,LaLiga - Round 19,,44.0,0,,2,,12,6,5,2,0,2,,3,2,,Malaga,,1,21.01.2017 16:15,LaLiga - Round 19
395,,60.0,2,,3,,4,8,8,3,0,6,,3,3,,Real Madrid,,1,21.01.2017 16:15,LaLiga - Round 19,,40.0,1,,2,,8,9,5,3,1,0,,0,4,,Malaga,,2,21.01.2017 16:15,LaLiga - Round 19
396,,62.0,1,,7,,9,4,9,1,2,0,,5,3,,Espanyol,,0,21.01.2017 13:00,LaLiga - Round 19,,38.0,2,,0,,4,7,4,1,1,1,,0,2,,Granada CF,,1,21.01.2017 13:00,LaLiga - Round 19
397,,50.0,1,,3,,10,14,8,2,1,1,,2,5,,Espanyol,,0,21.01.2017 13:00,LaLiga - Round 19,,50.0,0,,5,,13,10,3,4,0,1,,1,2,,Granada CF,,2,21.01.2017 13:00,LaLiga - Round 19
398,,61.0,0,,3,,9,3,4,0,1,0,,2,2,,Las Palmas,,,20.01.2017 20:45,LaLiga - Round 19,,39.0,0,,4,,2,9,3,1,0,1,,3,0,,Dep. La Coruna,,,20.01.2017 20:45,LaLiga - Round 19
399,,47.0,1,,1,,4,7,5,0,0,0,1,3,1,,Las Palmas,,2,20.01.2017 20:45,LaLiga - Round 19,,53.0,1,,1,,6,4,4,1,1,1,0,2,1,,Dep. La Coruna,,1,20.01.2017 20:45,LaLiga - Round 19
400,,37.0,0,,5,,8,6,1,2,0,0,,1,0,,Malaga,,,16.01.2017 20:45,LaLiga - Round 18,,63.0,1,,5,,5,8,7,0,0,1,,4,2,,Real Sociedad,,,16.01.2017 20:45,LaLiga - Round 18
401,,43.0,1,,3,,14,7,4,1,0,1,,2,1,,Malaga,,0,16.01.2017 20:45,LaLiga - Round 18,,57.0,0,,3,,7,15,4,1,2,0,,1,3,,Real Sociedad,,2,16.01.2017 20:45,LaLiga - Round 18
402,,56.0,0,,2,,6,8,5,1,0,2,,4,1,,Sevilla,,1,15.01.2017 20:45,LaLiga - Round 18,,44.0,1,,1,,6,8,5,1,0,1,,3,1,,Real Madrid,,0,15.01.2017 20:45,LaLiga - Round 18
403,,58.0,1,,4,,7,4,4,1,2,4,,0,3,,Sevilla,,2,15.01.2017 20:45,LaLiga - Round 18,,42.0,1,,0,,4,10,5,1,1,0,,2,2,,Real Madrid,,1,15.01.2017 20:45,LaLiga - Round 18
404,,54.0,1,,1,,7,4,3,3,1,1,,0,2,,Gijon,,2,15.01.2017 18:30,LaLiga - Round 18,,46.0,2,,2,,4,6,11,1,3,0,,3,6,,Eibar,,1,15.01.2017 18:30,LaLiga - Round 18
405,,56.0,1,,1,,7,11,7,2,1,1,,4,2,,Gijon,,2,15.01.2017 18:30,LaLiga - Round 18,,44.0,1,,2,,13,4,8,1,0,2,,5,2,,Eibar,,0,15.01.2017 18:30,LaLiga - Round 18
406,,61.0,0,,2,,3,12,2,1,0,1,,1,1,,Granada CF,,1,15.01.2017 18:30,LaLiga - Round 18,,39.0,1,,3,,10,5,5,1,1,1,,2,2,,Osasuna,,1,15.01.2017 18:30,LaLiga - Round 18
407,,55.0,1,,1,,10,17,9,2,1,0,2,4,4,,Granada CF,,3,15.01.2017 18:30,LaLiga - Round 18,,45.0,2,,3,,15,11,10,3,0,4,0,6,2,,Osasuna,,3,15.01.2017 18:30,LaLiga - Round 18
408,,48.0,2,,3,,11,6,7,0,0,1,,3,2,,Celta Vigo,,1,15.01.2017 16:15,LaLiga - Round 18,,52.0,0,,0,,6,11,3,2,0,0,,3,0,,Alaves,,2,15.01.2017 16:15,LaLiga - Round 18
409,,74.0,1,,4,,8,4,6,1,1,3,0,3,2,,Celta Vigo,,3,15.01.2017 16:15,LaLiga - Round 18,,26.0,2,,4,,4,11,6,1,0,0,1,3,1,,Alaves,,3,15.01.2017 16:15,LaLiga - Round 18
410,,60.0,0,,4,,6,6,5,1,1,1,,2,3,,Valencia,,,15.01.2017 12:00,LaLiga - Round 18,,40.0,0,,1,,6,7,2,2,0,0,,1,1,,Espanyol,,,15.01.2017 12:00,LaLiga - Round 18
411,,50.0,1,,2,,11,7,5,1,1,2,,2,2,,Valencia,,5,15.01.2017 12:00,LaLiga - Round 18,,50.0,0,,2,,7,9,4,1,1,1,,2,2,,Espanyol,,0,15.01.2017 12:00,LaLiga - Round 18
412,,45.0,2,,6,,4,1,7,1,0,3,,4,1,,Dep. La Coruna,,,14.01.2017 20:45,LaLiga - Round 18,,55.0,1,,0,,1,7,2,1,0,0,,0,1,,Villarreal,,,14.01.2017 20:45,LaLiga - Round 18
413,,49.0,1,,4,,10,8,6,0,0,1,,3,2,,Dep. La Coruna,,0,14.01.2017 20:45,LaLiga - Round 18,,51.0,0,,0,,7,11,2,2,0,1,,2,0,,Villarreal,,1,14.01.2017 20:45,LaLiga - Round 18
414,,55.0,0,,3,,6,8,3,3,1,1,,2,1,,Atl. Madrid,,,14.01.2017 18:30,LaLiga - Round 18,,45.0,1,,2,,11,1,6,0,0,0,,2,3,,Betis,,,14.01.2017 18:30,LaLiga - Round 18
415,,49.0,0,,6,,9,9,3,3,0,1,,1,2,,Atl. Madrid,,0,14.01.2017 18:30,LaLiga - Round 18,,51.0,0,,0,,6,8,4,2,0,1,,1,3,,Betis,,3,14.01.2017 18:30,LaLiga - Round 18
416,,60.0,1,,4,,9,5,12,0,1,4,,6,5,,Barcelona,,3,14.01.2017 16:15,LaLiga - Round 18,,40.0,0,,0,,5,12,2,4,0,0,,2,0,,Las Palmas,,2,14.01.2017 16:15,LaLiga - Round 18
417,,62.0,2,,1,,6,8,10,1,4,3,,3,5,,Barcelona,,0,14.01.2017 16:15,LaLiga - Round 18,,38.0,1,,1,,6,8,5,1,0,3,,3,1,,Las Palmas,,2,14.01.2017 16:15,LaLiga - Round 18
418,,41.0,3,,2,,7,2,12,0,0,2,,6,3,,Leganes,,,14.01.2017 13:00,LaLiga - Round 18,,59.0,2,,2,,2,9,2,3,0,0,,0,0,,Ath Bilbao,,,14.01.2017 13:00,LaLiga - Round 18
419,,45.0,0,,2,,13,10,3,2,0,2,,1,2,,Leganes,,3,14.01.2017 13:00,LaLiga - Round 18,,55.0,2,,6,,9,15,8,2,0,1,,4,2,,Ath Bilbao,,3,14.01.2017 13:00,LaLiga - Round 18
420,,44.0,3,,2,,12,8,8,0,1,1,,4,1,,Osasuna,,1,09.01.2017 20:45,LaLiga - Round 17,,56.0,0,,2,,8,13,5,0,2,0,,3,2,,Valencia,,3,09.01.2017 20:45,LaLiga - Round 17
421,,52.0,4,,5,,7,6,14,0,2,0,,7,3,,Osasuna,,1,09.01.2017 20:45,LaLiga - Round 17,,48.0,1,,1,,5,6,2,1,1,1,,0,1,,Valencia,,2,09.01.2017 20:45,LaLiga - Round 17
422,,30.0,1,,1,,8,9,4,4,0,2,,1,2,,Villarreal,,,08.01.2017 20:45,LaLiga - Round 17,,70.0,4,,2,,5,7,10,2,0,2,,2,4,,Barcelona,,,08.01.2017 20:45,LaLiga - Round 17
423,,30.0,1,,1,,8,8,2,2,1,0,1,0,1,,Villarreal,,3,08.01.2017 20:45,LaLiga - Round 17,,70.0,2,,2,,8,7,10,0,1,0,0,5,3,,Barcelona,,2,08.01.2017 20:45,LaLiga - Round 17
424,,53.0,3,,2,,8,8,4,2,1,2,,0,1,,Celta Vigo,,0,08.01.2017 18:30,LaLiga - Round 17,,47.0,0,,3,,8,10,4,0,0,0,,2,2,,Malaga,,1,08.01.2017 18:30,LaLiga - Round 17
425,,49.0,0,,0,,9,7,2,1,2,1,,0,2,,Celta Vigo,,1,08.01.2017 18:30,LaLiga - Round 17,,51.0,1,,4,,7,10,9,0,1,0,,6,2,,Malaga,,3,08.01.2017 18:30,LaLiga - Round 17
426,,49.0,0,,1,,3,11,5,1,0,2,,5,0,,Betis,,1,08.01.2017 16:15,LaLiga - Round 17,,51.0,3,,2,,9,4,6,0,0,1,,2,1,,Leganes,,2,08.01.2017 16:15,LaLiga - Round 17
427,,56.0,5,,3,,7,12,11,2,0,1,,3,3,,Betis,,1,08.01.2017 16:15,LaLiga - Round 17,,44.0,0,,0,,11,8,3,1,0,0,,1,2,,Leganes,,4,08.01.2017 16:15,LaLiga - Round 17
428,,60.0,1,,3,,6,7,6,1,0,1,,2,3,,Ath Bilbao,,2,08.01.2017 12:00,LaLiga - Round 17,,40.0,0,,1,,5,7,4,3,0,2,,3,1,,Alaves,,0,08.01.2017 12:00,LaLiga - Round 17
429,,60.0,5,,10,,4,11,9,3,0,0,,3,1,,Ath Bilbao,,0,08.01.2017 12:00,LaLiga - Round 17,,40.0,1,,3,,8,4,5,1,0,3,,1,3,,Alaves,,4,08.01.2017 12:00,LaLiga - Round 17
430,,43.0,1,,2,,10,11,4,3,0,0,,1,2,,Real Sociedad,,1,07.01.2017 20:45,LaLiga - Round 17,,57.0,0,,1,,10,10,5,2,2,1,,0,5,,Sevilla,,2,07.01.2017 20:45,LaLiga - Round 17
431,,65.0,1,,5,,5,9,7,3,0,0,,3,3,,Real Sociedad,,1,07.01.2017 20:45,LaLiga - Round 17,,35.0,0,,3,,8,5,6,3,2,1,,1,5,,Sevilla,,1,07.01.2017 20:45,LaLiga - Round 17
432,,68.0,0,,4,,1,8,10,0,0,3,,4,6,,Las Palmas,,,07.01.2017 18:30,LaLiga - Round 17,,32.0,1,,2,,9,5,4,6,0,0,,3,0,,Gijon,,,07.01.2017 18:30,LaLiga - Round 17
433,,64.0,0,,4,,7,11,6,2,1,0,,2,4,,Las Palmas,,2,07.01.2017 18:30,LaLiga - Round 17,,36.0,2,,1,,9,7,6,3,0,3,,2,2,,Gijon,,3,07.01.2017 18:30,LaLiga - Round 17
434,,52.0,3,,4,,8,9,6,0,0,0,,2,1,,Eibar,,1,07.01.2017 16:15,LaLiga - Round 17,,48.0,1,,1,,6,10,2,1,0,4,,1,0,,Atl. Madrid,,1,07.01.2017 16:15,LaLiga - Round 17
435,,58.0,4,,1,,3,7,9,2,0,1,,4,1,,Eibar,,1,07.01.2017 16:15,LaLiga - Round 17,,42.0,1,,2,,4,4,6,1,2,2,,1,4,,Atl. Madrid,,1,07.01.2017 16:15,LaLiga - Round 17
436,,69.0,2,,5,,3,4,13,0,4,0,,2,9,,Real Madrid,,0,07.01.2017 13:00,LaLiga - Round 17,,31.0,0,,0,,4,3,1,5,0,0,,1,0,,Granada CF,,1,07.01.2017 13:00,LaLiga - Round 17
437,,52.0,2,,4,,8,8,10,1,1,3,,4,4,,Real Madrid,,1,07.01.2017 13:00,LaLiga - Round 17,,48.0,0,,1,,8,11,2,3,0,1,,1,1,,Granada CF,,3,07.01.2017 13:00,LaLiga - Round 17
438,,51.0,1,,0,,9,11,6,0,0,2,,4,1,,Espanyol,,1,06.01.2017 20:45,LaLiga - Round 17,,49.0,1,,2,,11,11,4,1,0,0,,3,0,,Dep. La Coruna,,2,06.01.2017 20:45,LaLiga - Round 17
439,,45.0,1,,2,,4,3,9,2,1,1,0,5,3,,Espanyol,,0,06.01.2017 20:45,LaLiga - Round 17,,55.0,4,,6,,3,5,9,2,1,0,1,2,3,,Dep. La Coruna,,1,06.01.2017 20:45,LaLiga - Round 17
440,,51.0,3,,3,,9,10,6,0,0,1,,2,1,,Ath Bilbao,,1,19.12.2016 20:45,LaLiga - Round 16,,49.0,1,,6,,9,10,4,1,0,1,,3,0,,Celta Vigo,,2,19.12.2016 20:45,LaLiga - Round 16
441,,53.0,2,,6,,7,4,12,3,0,0,0,4,6,,Ath Bilbao,,3,19.12.2016 20:45,LaLiga - Round 16,,47.0,0,,1,,4,7,6,4,0,1,1,2,4,,Celta Vigo,,2,19.12.2016 20:45,LaLiga - Round 16
442,,68.0,2,,2,,4,9,5,0,1,2,,2,1,,Barcelona,,0,18.12.2016 20:45,LaLiga - Round 16,,32.0,0,,2,,9,6,3,0,0,0,,3,0,,Espanyol,,2,18.12.2016 20:45,LaLiga - Round 16
