,H_cat,H_type,H_Attacks,H_Ball Possession,H_Blocked Shots,H_Completed Passes,H_Corner Kicks,H_Dangerous Attacks,H_Fouls,H_Free Kicks,H_Goal Attempts,H_Goalkeeper Saves,H_Goals,H_Offsides,H_Red Cards,H_Shots off Goal,H_Shots on Goal,H_Tackles,H_Teamnames,H_Total Passes,H_Yellow Cards,H_datetime,H_gameinfo,A_cat,A_type,A_Attacks,A_Ball Possession,A_Blocked Shots,A_Completed Passes,A_Corner Kicks,A_Dangerous Attacks,A_Fouls,A_Free Kicks,A_Goal Attempts,A_Goalkeeper Saves,A_Goals,A_Offsides,A_Red Cards,A_Shots off Goal,A_Shots on Goal,A_Tackles,A_Teamnames,A_Total Passes,A_Yellow Cards,A_datetime,A_gameinfo
0,cat4,1,31,56,4,,1,30,3,,13,0,2,0,,4,5,,Bayer Leverkusen,,0,12.05.2018 15:30,Bundesliga - Round 34,cat4,2,22,44,0,,2,23,6,,1,3,0,1,,1,0,,Hannover,,2,12.05.2018 15:30,Bundesliga - Round 34
1,cat5,1,25,54,8,,4,44,6,,14,2,1,2,,3,3,,Bayer Leverkusen,,2,12.05.2018 15:30,Bundesliga - Round 34,cat5,2,19,46,3,,0,28,5,,10,2,2,1,,3,4,,Hannover,,0,12.05.2018 15:30,Bundesliga - Round 34
2,cat6,1,49,80,1,,2,46,5,,9,2,1,0,,3,5,,Bayern Munich,,,12.05.2018 15:30,Bundesliga - Round 34,cat6,2,33,20,0,,0,18,4,,4,4,2,1,,0,4,,Stuttgart,,,12.05.2018 15:30,Bundesliga - Round 34
3,cat7,1,49,80,2,,8,57,5,,9,1,0,0,,4,3,,Bayern Munich,,1,12.05.2018 15:30,Bundesliga - Round 34,cat7,2,29,20,0,,0,9,4,,3,3,2,2,,0,3,,Stuttgart,,0,12.05.2018 15:30,Bundesliga - Round 34
4,cat8,1,56,56,0,,3,24,6,,6,2,0,0,,5,1,,Freiburg,,0,12.05.2018 15:30,Bundesliga - Round 34,cat8,2,42,44,0,,2,25,10,,4,1,0,3,,2,2,,Augsburg,,1,12.05.2018 15:30,Bundesliga - Round 34
5,cat9,1,44,38,0,,2,20,7,,6,0,2,0,,4,2,,Freiburg,,1,12.05.2018 15:30,Bundesliga - Round 34,cat9,2,60,62,0,,2,28,7,,1,0,0,0,,1,0,,Augsburg,,1,12.05.2018 15:30,Bundesliga - Round 34
6,cat10,1,76,54,3,,2,35,3,,7,0,1,3,,2,2,,Hamburger SV,,2,12.05.2018 15:30,Bundesliga - Round 34,cat10,2,69,46,2,,0,25,2,,4,1,1,2,,1,1,,B. Monchengladbach,,1,12.05.2018 15:30,Bundesliga - Round 34
7,cat11,1,51,40,2,,6,43,7,,10,2,1,0,1,2,6,,Hamburger SV,,1,12.05.2018 15:30,Bundesliga - Round 34,cat11,2,72,60,2,,3,43,5,,4,5,0,2,0,0,2,,B. Monchengladbach,,0,12.05.2018 15:30,Bundesliga - Round 34
8,cat12,1,40,47,0,,3,29,6,,4,1,1,0,,2,2,,Hertha Berlin,,0,12.05.2018 15:30,Bundesliga - Round 34,cat12,2,51,53,3,,4,44,6,,8,1,3,0,,1,4,,RB Leipzig,,1,12.05.2018 15:30,Bundesliga - Round 34
9,cat13,1,44,49,0,,0,36,6,,4,3,1,1,,2,2,,Hertha Berlin,,1,12.05.2018 15:30,Bundesliga - Round 34,cat13,2,44,51,2,,2,31,5,,9,1,3,1,,1,6,,RB Leipzig,,0,12.05.2018 15:30,Bundesliga - Round 34
