,H_cat,H_type,H_Attacks,H_Ball Possession,H_Blocked Shots,H_Completed Passes,H_Corner Kicks,H_Dangerous Attacks,H_Fouls,H_Free Kicks,H_Goal Attempts,H_Goalkeeper Saves,H_Goals,H_Offsides,H_Red Cards,H_Shots off Goal,H_Shots on Goal,H_Tackles,H_Teamnames,H_Total Passes,H_Yellow Cards,H_datetime,H_gameinfo,A_cat,A_type,A_Attacks,A_Ball Possession,A_Blocked Shots,A_Completed Passes,A_Corner Kicks,A_Dangerous Attacks,A_Fouls,A_Free Kicks,A_Goal Attempts,A_Goalkeeper Saves,A_Goals,A_Offsides,A_Red Cards,A_Shots off Goal,A_Shots on Goal,A_Tackles,A_Teamnames,A_Total Passes,A_Yellow Cards,A_datetime,A_gameinfo
10,cat10,1.0,,61,6,,4,,7,5,10,0,0,0,,4,0,,Parma,,0,18.05.2014 20:45,Serie A - Round 38,cat10,2.0,,39,0,,0,,4,7,1,0,0,1,,1,0,,Livorno,,1,18.05.2014 20:45,Serie A - Round 38
11,cat11,1.0,,63,3,,3,,8,3,9,1,2,2,,2,4,,Parma,,,18.05.2014 20:45,Serie A - Round 38,cat11,2.0,,37,0,,1,,3,10,5,2,0,0,,4,1,,Livorno,,,18.05.2014 20:45,Serie A - Round 38
12,cat12,1.0,,46,3,,2,,3,4,9,2,0,2,,3,3,,Catania,,0,18.05.2014 15:00,Serie A - Round 38,cat12,2.0,,54,2,,0,,2,5,8,3,0,1,,4,2,,Atalanta,,1,18.05.2014 15:00,Serie A - Round 38
13,cat13,1.0,,41,3,,3,,5,6,14,6,2,4,,5,6,,Catania,,1,18.05.2014 15:00,Serie A - Round 38,cat13,2.0,,59,3,,4,,5,9,11,4,1,2,,1,7,,Atalanta,,1,18.05.2014 15:00,Serie A - Round 38
14,cat14,1.0,,32,0,,1,,7,6,3,4,0,0,,2,1,,Genoa,,,18.05.2014 15:00,Serie A - Round 38,cat14,2.0,,68,0,,3,,3,7,9,1,0,3,,5,4,,AS Roma,,,18.05.2014 15:00,Serie A - Round 38
15,cat15,1.0,,40,0,,3,,8,9,4,0,1,1,,2,2,,Genoa,,,18.05.2014 15:00,Serie A - Round 38,cat15,2.0,,60,1,,2,,6,9,2,1,0,4,,1,0,,AS Roma,,,18.05.2014 15:00,Serie A - Round 38
16,cat16,1.0,,52,2,,7,,9,6,11,2,3,1,,2,7,,Juventus,,,18.05.2014 15:00,Serie A - Round 38,cat16,2.0,,48,1,,1,,6,10,3,4,0,0,,0,2,,Cagliari,,,18.05.2014 15:00,Serie A - Round 38
17,cat17,1.0,,46,1,,2,,4,4,2,0,0,5,,0,1,,Juventus,,,18.05.2014 15:00,Serie A - Round 38,cat17,2.0,,54,2,,1,,4,9,4,1,0,0,,2,0,,Cagliari,,,18.05.2014 15:00,Serie A - Round 38
18,cat18,1.0,,55,2,,2,,5,6,11,1,2,2,,3,6,,Udinese,,0,17.05.2014 20:45,Serie A - Round 38,cat18,2.0,,45,3,,4,,6,7,8,4,1,0,,3,2,,Sampdoria,,1,17.05.2014 20:45,Serie A - Round 38
19,cat19,1.0,,55,2,,4,,8,6,11,0,1,2,,3,6,,Udinese,,3,17.05.2014 20:45,Serie A - Round 38,cat19,2.0,,45,1,,1,,5,11,7,5,2,0,,4,2,,Sampdoria,,1,17.05.2014 20:45,Serie A - Round 38
20,cat20,1.0,,83,1,,0,,8,7,8,2,0,0,,5,2,,AS Roma,,0,11.05.2014 17:45,Serie A - Round 37,cat20,2.0,,17,2,,5,,6,9,8,2,0,0,,4,2,,Juventus,,1,11.05.2014 17:45,Serie A - Round 37
21,cat21,1.0,,33,1,,5,,11,9,10,2,0,1,,4,5,,AS Roma,,4,11.05.2014 17:45,Serie A - Round 37,cat21,2.0,,67,0,,0,,7,10,3,5,1,2,,0,3,,Juventus,,0,11.05.2014 17:45,Serie A - Round 37
22,cat22,1.0,,57,2,,2,,4,10,13,0,0,2,0,9,2,,Bologna,,2,11.05.2014 15:00,Serie A - Round 37,cat22,2.0,,43,2,,0,,8,7,4,2,1,1,1,1,1,,Catania,,2,11.05.2014 15:00,Serie A - Round 37
23,cat23,1.0,,71,8,,10,,12,9,16,1,1,2,1,4,4,,Bologna,,1,11.05.2014 15:00,Serie A - Round 37,cat23,2.0,,29,3,,1,,8,13,7,3,1,1,0,2,2,,Catania,,2,11.05.2014 15:00,Serie A - Round 37
24,cat24,1.0,,60,1,,5,,6,11,6,0,0,0,,4,1,,Cagliari,,1,11.05.2014 15:00,Serie A - Round 37,cat24,2.0,,40,1,,0,,8,6,4,1,0,1,,3,0,,Chievo,,1,11.05.2014 15:00,Serie A - Round 37
25,cat25,1.0,,60,2,,3,,5,14,5,2,0,0,,1,2,,Cagliari,,1,11.05.2014 15:00,Serie A - Round 37,cat25,2.0,,40,1,,3,,10,7,8,2,1,3,,4,3,,Chievo,,1,11.05.2014 15:00,Serie A - Round 37
26,cat26,1.0,,39,1,,1,,10,13,5,1,0,1,,3,1,,Livorno,,2,11.05.2014 15:00,Serie A - Round 37,cat26,2.0,,61,2,,0,,10,11,5,1,0,3,,2,1,,Fiorentina,,2,11.05.2014 15:00,Serie A - Round 37
27,cat27,1.0,,41,0,,4,,15,7,1,1,0,4,1,0,1,,Livorno,,4,11.05.2014 15:00,Serie A - Round 37,cat27,2.0,,59,1,,3,,7,19,4,1,1,0,0,1,2,,Fiorentina,,1,11.05.2014 15:00,Serie A - Round 37
28,cat28,1.0,,56,4,,2,,5,7,12,1,1,4,,3,5,,Sampdoria,,,11.05.2014 15:00,Serie A - Round 37,cat28,2.0,,44,1,,2,,5,10,7,4,3,2,,2,4,,Napoli,,,11.05.2014 15:00,Serie A - Round 37
29,cat29,1.0,,50,5,,4,,6,7,16,-1,1,0,,6,5,,Sampdoria,,1,11.05.2014 15:00,Serie A - Round 37,cat29,2.0,,50,0,,1,,7,7,2,4,2,0,,1,1,,Napoli,,0,11.05.2014 15:00,Serie A - Round 37
30,cat30,1.0,,42,1,,4,,5,12,7,1,1,3,,1,5,,Sassuolo,,0,11.05.2014 15:00,Serie A - Round 37,cat30,2.0,,58,0,,2,,7,7,5,4,1,2,,3,2,,Genoa,,1,11.05.2014 15:00,Serie A - Round 37
31,cat31,1.0,,54,2,,4,,6,13,11,0,3,0,,3,6,,Sassuolo,,2,11.05.2014 15:00,Serie A - Round 37,cat31,2.0,,46,1,,0,,9,7,3,3,1,0,,1,1,,Genoa,,4,11.05.2014 15:00,Serie A - Round 37
32,cat32,1.0,,46,4,,4,,3,7,9,1,1,4,,4,1,,Torino,,,11.05.2014 15:00,Serie A - Round 37,cat32,2.0,,54,3,,2,,8,7,6,0,0,0,,2,1,,Parma,,,11.05.2014 15:00,Serie A - Round 37
33,cat33,1.0,,42,3,,1,,4,7,7,2,0,3,1,4,0,,Torino,,4,11.05.2014 15:00,Serie A - Round 37,cat33,2.0,,58,3,,1,,6,8,12,0,1,0,1,6,3,,Parma,,2,11.05.2014 15:00,Serie A - Round 37
34,cat34,1.0,,52,4,,3,,6,4,11,2,0,0,,6,1,,Atalanta,,,11.05.2014 12:30,Serie A - Round 37,cat34,2.0,,48,3,,3,,3,6,9,1,0,1,,4,2,,AC Milan,,,11.05.2014 12:30,Serie A - Round 37
35,cat35,1.0,,50,2,,1,,1,8,6,-1,2,3,,2,2,,Atalanta,,2,11.05.2014 12:30,Serie A - Round 37,cat35,2.0,,50,4,,2,,7,4,11,0,1,2,,7,0,,AC Milan,,2,11.05.2014 12:30,Serie A - Round 37
36,cat36,1.0,,60,1,,2,,9,7,7,2,3,2,,1,5,,Inter,,1,10.05.2014 20:45,Serie A - Round 37,cat36,2.0,,40,2,,1,,7,10,6,2,1,0,,1,3,,Lazio,,0,10.05.2014 20:45,Serie A - Round 37
37,cat37,1.0,,50,0,,1,,4,8,2,6,1,0,,0,2,,Inter,,0,10.05.2014 20:45,Serie A - Round 37,cat37,2.0,,50,0,,7,,8,4,11,1,0,0,,5,6,,Lazio,,1,10.05.2014 20:45,Serie A - Round 37
38,cat38,1.0,,37,0,,1,,8,7,4,3,1,1,,2,2,,Verona,,0,10.05.2014 18:00,Serie A - Round 37,cat38,2.0,,63,2,,3,,8,9,6,1,0,1,,1,3,,Udinese,,1,10.05.2014 18:00,Serie A - Round 37
39,cat39,1.0,,35,0,,3,,6,7,6,2,1,0,,4,2,,Verona,,2,10.05.2014 18:00,Serie A - Round 37,cat39,2.0,,65,1,,4,,6,6,10,1,2,1,,5,4,,Udinese,,3,10.05.2014 18:00,Serie A - Round 37
40,cat40,1.0,,52,1,,3,,7,3,11,1,2,2,,1,9,,Napoli,,0,06.05.2014 21:00,Serie A - Round 36,cat40,2.0,,48,1,,2,,3,10,3,7,0,1,,1,1,,Cagliari,,1,06.05.2014 21:00,Serie A - Round 36
41,cat41,1.0,,50,4,,2,,5,4,16,1,1,0,0,5,7,,Napoli,,3,06.05.2014 21:00,Serie A - Round 36,cat41,2.0,,50,0,,0,,4,5,1,6,0,0,1,0,1,,Cagliari,,2,06.05.2014 21:00,Serie A - Round 36
42,cat42,1.0,,70,4,,2,,0,5,11,2,0,2,,5,2,,Fiorentina,,2,06.05.2014 19:00,Serie A - Round 36,cat42,2.0,,30,2,,3,,5,3,9,2,3,0,,2,5,,Sassuolo,,2,06.05.2014 19:00,Serie A - Round 36
43,cat43,1.0,,74,4,,5,,7,9,13,0,3,2,,4,5,,Fiorentina,,1,06.05.2014 19:00,Serie A - Round 36,cat43,2.0,,26,0,,0,,9,7,7,2,1,1,,6,1,,Sassuolo,,1,06.05.2014 19:00,Serie A - Round 36
44,cat44,1.0,,47,1,,2,,11,6,9,1,0,0,,7,1,,Juventus,,,05.05.2014 21:00,Serie A - Round 36,cat44,2.0,,53,1,,0,,4,12,5,1,0,1,,3,1,,Atalanta,,,05.05.2014 21:00,Serie A - Round 36
45,cat45,1.0,,41,2,,1,,6,7,10,1,1,0,,5,3,,Juventus,,0,05.05.2014 21:00,Serie A - Round 36,cat45,2.0,,59,2,,5,,7,6,4,2,0,1,,1,1,,Atalanta,,1,05.05.2014 21:00,Serie A - Round 36
46,cat46,1.0,,58,0,,4,,12,11,8,0,1,0,,5,3,,Lazio,,1,05.05.2014 19:00,Serie A - Round 36,cat46,2.0,,42,1,,2,,12,12,5,2,1,0,,3,1,,Verona,,1,05.05.2014 19:00,Serie A - Round 36
47,cat47,1.0,,58,3,,5,,6,8,8,3,2,0,1,2,3,,Lazio,,0,05.05.2014 19:00,Serie A - Round 36,cat47,2.0,,42,4,,5,,7,7,13,1,2,1,1,4,5,,Verona,,5,05.05.2014 19:00,Serie A - Round 36
48,cat48,1.0,,53,1,,3,,9,8,8,0,0,0,,5,2,,AC Milan,,1,04.05.2014 20:45,Serie A - Round 36,cat48,2.0,,47,0,,0,,7,9,0,2,0,1,,0,0,,Inter,,1,04.05.2014 20:45,Serie A - Round 36
49,cat49,1.0,,51,3,,2,,7,8,6,0,1,1,,1,2,,AC Milan,,2,04.05.2014 20:45,Serie A - Round 36,cat49,2.0,,49,4,,5,,7,8,7,1,0,0,,3,0,,Inter,,2,04.05.2014 20:45,Serie A - Round 36
50,cat50,1.0,,41,1,,3,,6,6,5,2,2,2,,1,3,,Catania,,1,04.05.2014 15:00,Serie A - Round 36,cat50,2.0,,59,1,,2,,4,8,6,1,1,2,,2,3,,AS Roma,,2,04.05.2014 15:00,Serie A - Round 36
51,cat51,1.0,,35,0,,3,,5,7,8,1,2,0,,3,5,,Catania,,1,04.05.2014 15:00,Serie A - Round 36,cat51,2.0,,65,1,,4,,4,4,6,3,0,3,,4,1,,AS Roma,,3,04.05.2014 15:00,Serie A - Round 36
52,cat52,1.0,,41,0,,2,,6,3,7,1,0,0,,6,1,,Chievo,,1,04.05.2014 15:00,Serie A - Round 36,cat52,2.0,,59,5,,5,,3,6,8,1,0,0,,2,1,,Torino,,0,04.05.2014 15:00,Serie A - Round 36
53,cat53,1.0,,37,0,,1,,3,7,1,1,0,1,1,1,0,,Chievo,,3,04.05.2014 15:00,Serie A - Round 36,cat53,2.0,,63,3,,3,,5,4,12,0,1,1,0,7,2,,Torino,,1,04.05.2014 15:00,Serie A - Round 36
54,cat1,1.0,,48,2,,3,,2,9,6,1,1,0,,2,2,,Cagliari,,,27.04.2014 15:00,Serie A - Round 35,cat1,2.0,,52,2,,4,,8,2,6,1,0,2,,3,1,,Parma,,,27.04.2014 15:00,Serie A - Round 35
55,cat2,1.0,,48,0,,2,,6,10,2,3,0,0,0,1,1,,Cagliari,,1,27.04.2014 15:00,Serie A - Round 35,cat2,2.0,,52,2,,5,,6,6,14,1,0,2,1,9,3,,Parma,,2,27.04.2014 15:00,Serie A - Round 35
56,cat3,1.0,,45,3,,10,,6,6,10,3,0,1,,5,2,,Livorno,,,27.04.2014 15:00,Serie A - Round 35,cat3,2.0,,55,1,,5,,4,7,9,2,1,1,,4,4,,Lazio,,,27.04.2014 15:00,Serie A - Round 35
57,cat4,1.0,,53,1,,4,,9,9,7,6,0,1,,4,2,,Livorno,,4,27.04.2014 15:00,Serie A - Round 35,cat4,2.0,,47,1,,2,,7,10,10,2,1,2,,2,7,,Lazio,,1,27.04.2014 15:00,Serie A - Round 35
58,cat5,1.0,,65,2,,4,,5,7,5,0,0,0,,2,1,,Sampdoria,,1,27.04.2014 15:00,Serie A - Round 35,cat5,2.0,,35,1,,3,,5,7,1,1,0,1,,0,0,,Chievo,,2,27.04.2014 15:00,Serie A - Round 35
59,cat6,1.0,,53,1,,1,,7,11,8,1,2,0,1,3,4,,Sampdoria,,0,27.04.2014 15:00,Serie A - Round 35,cat6,2.0,,47,2,,1,,10,5,5,2,1,2,0,1,2,,Chievo,,3,27.04.2014 15:00,Serie A - Round 35
60,cat7,1.0,,42,0,,0,,7,4,5,1,1,0,,4,1,,Torino,,0,27.04.2014 15:00,Serie A - Round 35,cat7,2.0,,58,2,,1,,4,7,4,0,0,0,,1,1,,Udinese,,1,27.04.2014 15:00,Serie A - Round 35
61,cat8,1.0,,44,3,,1,,2,3,9,0,1,1,,4,2,,Torino,,0,27.04.2014 15:00,Serie A - Round 35,cat8,2.0,,56,4,,1,,3,3,6,1,0,0,,2,0,,Udinese,,2,27.04.2014 15:00,Serie A - Round 35
62,cat9,1.0,,49,2,,4,,10,12,9,1,3,1,,2,5,,Verona,,,27.04.2014 12:30,Serie A - Round 35,cat9,2.0,,51,2,,1,,10,10,4,2,0,1,,1,1,,Catania,,,27.04.2014 12:30,Serie A - Round 35
63,cat10,1.0,,45,3,,2,,8,5,9,1,1,2,,3,3,,Verona,,,27.04.2014 12:30,Serie A - Round 35,cat10,2.0,,55,1,,2,,6,10,7,2,0,0,,5,1,,Catania,,,27.04.2014 12:30,Serie A - Round 35
64,cat11,1.0,,52,3,,1,,3,5,9,1,0,1,,1,5,,Inter,,0,26.04.2014 20:45,Serie A - Round 35,cat11,2.0,,48,0,,0,,4,5,7,5,0,0,,6,1,,Napoli,,2,26.04.2014 20:45,Serie A - Round 35
65,cat12,1.0,,35,1,,1,,3,5,5,0,0,0,,3,1,,Inter,,1,26.04.2014 20:45,Serie A - Round 35,cat12,2.0,,65,3,,4,,5,3,7,1,0,0,,4,0,,Napoli,,1,26.04.2014 20:45,Serie A - Round 35
66,cat13,1.0,,31,2,,2,,4,4,9,3,0,1,,3,4,,Bologna,,0,26.04.2014 18:00,Serie A - Round 35,cat13,2.0,,69,2,,5,,3,5,7,4,2,0,,0,5,,Fiorentina,,1,26.04.2014 18:00,Serie A - Round 35
67,cat14,1.0,,43,2,,3,,10,7,7,2,0,1,,3,2,,Bologna,,1,26.04.2014 18:00,Serie A - Round 35,cat14,2.0,,57,2,,2,,6,11,7,2,1,1,,2,3,,Fiorentina,,0,26.04.2014 18:00,Serie A - Round 35
68,cat15,1.0,,65,4,,6,,8,12,9,2,1,1,,4,1,,AS Roma,,,25.04.2014 20:45,Serie A - Round 35,cat15,2.0,,35,2,,3,,11,9,4,0,0,0,,0,2,,AC Milan,,,25.04.2014 20:45,Serie A - Round 35
69,cat16,1.0,,61,1,,2,,5,7,5,3,1,1,,1,3,,AS Roma,,,25.04.2014 20:45,Serie A - Round 35,cat16,2.0,,39,3,,3,,5,5,9,2,0,1,,3,3,,AC Milan,,,25.04.2014 20:45,Serie A - Round 35
70,cat17,1.0,,46,5,,1,,7,6,12,1,0,0,,5,2,,Fiorentina,,1,19.04.2014 21:00,Serie A - Round 34,cat17,2.0,,54,0,,1,,6,7,7,2,1,0,,5,2,,AS Roma,,1,19.04.2014 21:00,Serie A - Round 34
71,cat18,1.0,,64,3,,4,,8,11,12,2,0,0,,8,1,,Fiorentina,,2,19.04.2014 21:00,Serie A - Round 34,cat18,2.0,,36,0,,0,,12,8,4,1,0,0,,2,2,,AS Roma,,3,19.04.2014 21:00,Serie A - Round 34
72,cat19,1.0,,62,4,,2,,7,8,9,0,0,0,,2,3,,Juventus,,,19.04.2014 18:30,Serie A - Round 34,cat19,2.0,,38,2,,1,,5,8,3,3,0,3,,1,0,,Bologna,,,19.04.2014 18:30,Serie A - Round 34
73,cat20,1.0,,66,0,,4,,6,5,8,2,1,2,,4,4,,Juventus,,0,19.04.2014 18:30,Serie A - Round 34,cat20,2.0,,34,3,,0,,4,8,5,3,0,0,,0,2,,Bologna,,2,19.04.2014 18:30,Serie A - Round 34
74,cat21,1.0,,67,5,,4,,7,6,10,0,1,0,,4,1,,AC Milan,,2,19.04.2014 15:00,Serie A - Round 34,cat21,2.0,,33,2,,3,,5,7,6,0,0,1,,4,0,,Livorno,,2,19.04.2014 15:00,Serie A - Round 34
75,cat22,1.0,,57,3,,4,,10,7,10,1,2,0,,4,3,,AC Milan,,1,19.04.2014 15:00,Serie A - Round 34,cat22,2.0,,43,5,,3,,8,10,7,1,0,0,,1,1,,Livorno,,0,19.04.2014 15:00,Serie A - Round 34
76,cat23,1.0,,57,0,,0,,8,4,4,0,0,1,,3,1,,Atalanta,,,19.04.2014 15:00,Serie A - Round 34,cat23,2.0,,43,1,,1,,7,11,4,1,0,1,,3,0,,Verona,,,19.04.2014 15:00,Serie A - Round 34
77,cat24,1.0,,51,4,,1,,9,9,13,4,1,1,,4,5,,Atalanta,,,19.04.2014 15:00,Serie A - Round 34,cat24,2.0,,49,2,,4,,5,8,14,4,2,0,,6,6,,Verona,,,19.04.2014 15:00,Serie A - Round 34
78,cat25,1.0,,61,2,,3,,5,16,10,0,1,0,,4,4,,Catania,,2,19.04.2014 15:00,Serie A - Round 34,cat25,2.0,,39,0,,0,,14,7,0,3,0,2,,0,0,,Sampdoria,,0,19.04.2014 15:00,Serie A - Round 34
79,cat26,1.0,,35,0,,2,,6,10,10,1,1,1,,3,7,,Catania,,0,19.04.2014 15:00,Serie A - Round 34,cat26,2.0,,65,1,,3,,8,7,7,6,1,1,,4,2,,Sampdoria,,2,19.04.2014 15:00,Serie A - Round 34
80,cat27,1.0,,44,0,,1,,9,9,3,3,0,3,,2,1,,Chievo,,3,19.04.2014 15:00,Serie A - Round 34,cat27,2.0,,56,2,,2,,9,14,9,1,1,0,,3,4,,Sassuolo,,1,19.04.2014 15:00,Serie A - Round 34
81,cat28,1.0,,59,0,,4,,11,17,6,1,0,1,,3,3,,Chievo,,1,19.04.2014 15:00,Serie A - Round 34,cat28,2.0,,41,3,,2,,14,12,8,3,0,0,,4,1,,Sassuolo,,3,19.04.2014 15:00,Serie A - Round 34
82,cat29,1.0,,48,1,,2,,3,7,6,0,1,2,,2,3,,Genoa,,1,19.04.2014 15:00,Serie A - Round 34,cat29,2.0,,52,1,,3,,7,5,4,2,1,0,,2,1,,Cagliari,,1,19.04.2014 15:00,Serie A - Round 34
83,cat30,1.0,,50,3,,5,,6,10,6,2,0,3,,3,0,,Genoa,,1,19.04.2014 15:00,Serie A - Round 34,cat30,2.0,,50,1,,0,,10,9,6,0,1,0,,2,3,,Cagliari,,3,19.04.2014 15:00,Serie A - Round 34
84,cat31,1.0,,46,2,,2,,6,7,10,1,1,0,,4,4,,Lazio,,1,19.04.2014 15:00,Serie A - Round 34,cat31,2.0,,54,1,,3,,6,6,6,3,0,1,,4,1,,Torino,,1,19.04.2014 15:00,Serie A - Round 34
85,cat32,1.0,,52,3,,2,,9,4,7,4,2,0,1,2,2,,Lazio,,3,19.04.2014 15:00,Serie A - Round 34,cat32,2.0,,48,0,,4,,4,10,12,0,3,2,0,5,7,,Torino,,2,19.04.2014 15:00,Serie A - Round 34
86,cat33,1.0,,51,0,,3,,4,7,6,3,0,3,,3,3,,Parma,,1,19.04.2014 15:00,Serie A - Round 34,cat33,2.0,,49,1,,4,,8,7,9,3,0,0,,5,3,,Inter,,1,19.04.2014 15:00,Serie A - Round 34
87,cat34,1.0,,43,1,,3,,9,8,6,1,0,1,1,5,0,,Parma,,2,19.04.2014 15:00,Serie A - Round 34,cat34,2.0,,57,1,,1,,6,11,6,0,2,1,0,2,3,,Inter,,2,19.04.2014 15:00,Serie A - Round 34
88,cat35,1.0,,46,1,,2,,5,8,4,2,0,1,,1,2,,Udinese,,2,19.04.2014 15:00,Serie A - Round 34,cat35,2.0,,54,0,,0,,7,8,7,2,0,1,,4,3,,Napoli,,1,19.04.2014 15:00,Serie A - Round 34
89,cat36,1.0,,44,1,,1,,4,7,7,0,1,2,0,4,2,,Udinese,,0,19.04.2014 15:00,Serie A - Round 34,cat36,2.0,,56,0,,0,,7,7,4,1,0,0,1,4,0,,Napoli,,3,19.04.2014 15:00,Serie A - Round 34
90,cat37,1.0,,50,2,,1,,3,6,5,1,0,0,,3,0,,Udinese,,0,14.04.2014 20:45,Serie A - Round 33,cat37,2.0,,50,3,,4,,6,3,7,0,2,0,,1,3,,Juventus,,1,14.04.2014 20:45,Serie A - Round 33
91,cat38,1.0,,44,3,,2,,8,10,7,0,0,2,,3,1,,Udinese,,1,14.04.2014 20:45,Serie A - Round 33,cat38,2.0,,56,1,,1,,9,9,4,1,0,2,,3,0,,Juventus,,2,14.04.2014 20:45,Serie A - Round 33
92,cat39,1.0,,52,4,,3,,9,9,11,3,1,1,,5,2,,AC Milan,,0,13.04.2014 20:45,Serie A - Round 33,cat39,2.0,,48,2,,3,,5,5,8,1,0,0,,3,3,,Catania,,2,13.04.2014 20:45,Serie A - Round 33
93,cat40,1.0,,52,1,,4,,9,9,7,1,0,0,0,5,1,,AC Milan,,1,13.04.2014 20:45,Serie A - Round 33,cat40,2.0,,48,2,,4,,12,13,4,1,0,0,1,1,1,,Catania,,4,13.04.2014 20:45,Serie A - Round 33
94,cat41,1.0,,54,3,,1,,11,10,8,2,2,0,,3,2,,Livorno,,1,13.04.2014 15:00,Serie A - Round 33,cat41,2.0,,46,0,,3,,6,7,9,0,3,0,,4,5,,Chievo,,1,13.04.2014 15:00,Serie A - Round 33
95,cat42,1.0,,64,5,,7,,2,8,11,4,0,1,,3,3,,Livorno,,2,13.04.2014 15:00,Serie A - Round 33,cat42,2.0,,36,0,,5,,14,9,6,3,1,0,,1,5,,Chievo,,3,13.04.2014 15:00,Serie A - Round 33
96,cat43,1.0,,66,3,,2,,8,8,7,1,1,2,,2,2,,Napoli,,3,13.04.2014 15:00,Serie A - Round 33,cat43,2.0,,34,0,,1,,2,6,5,1,1,0,,3,2,,Lazio,,2,13.04.2014 15:00,Serie A - Round 33
97,cat44,1.0,,54,1,,2,,1,6,9,4,3,3,0,3,5,,Napoli,,2,13.04.2014 15:00,Serie A - Round 33,cat44,2.0,,46,1,,0,,11,11,12,2,1,3,1,6,5,,Lazio,,1,13.04.2014 15:00,Serie A - Round 33
98,cat45,1.0,,46,3,,7,,9,8,11,1,0,0,1,3,5,,Sampdoria,,4,13.04.2014 15:00,Serie A - Round 33,cat45,2.0,,54,2,,1,,9,9,4,5,1,0,0,0,2,,Inter,,3,13.04.2014 15:00,Serie A - Round 33
99,cat46,1.0,,42,0,,4,,10,11,3,1,0,2,,2,1,,Sampdoria,,3,13.04.2014 15:00,Serie A - Round 33,cat46,2.0,,58,1,,3,,9,12,12,1,3,1,,7,4,,Inter,,0,13.04.2014 15:00,Serie A - Round 33
100,cat47,1.0,,42,0,,1,,5,7,5,3,0,2,,3,2,,Torino,,1,13.04.2014 15:00,Serie A - Round 33,cat47,2.0,,58,3,,3,,8,10,8,2,0,1,,2,3,,Genoa,,1,13.04.2014 15:00,Serie A - Round 33
