,H_cat,H_type,H_Attacks,H_Ball Possession,H_Blocked Shots,H_Completed Passes,H_Corner Kicks,H_Dangerous Attacks,H_Fouls,H_Free Kicks,H_Goal Attempts,H_Goalkeeper Saves,H_Goals,H_Offsides,H_Red Cards,H_Shots off Goal,H_Shots on Goal,H_Tackles,H_Teamnames,H_Total Passes,H_Yellow Cards,H_datetime,H_gameinfo,A_cat,A_type,A_Attacks,A_Ball Possession,A_Blocked Shots,A_Completed Passes,A_Corner Kicks,A_Dangerous Attacks,A_Fouls,A_Free Kicks,A_Goal Attempts,A_Goalkeeper Saves,A_Goals,A_Offsides,A_Red Cards,A_Shots off Goal,A_Shots on Goal,A_Tackles,A_Teamnames,A_Total Passes,A_Yellow Cards,A_datetime,A_gameinfo
0,cat0,1,,41,3,,5,,5,,5,2,1,3,,1,1,,Nijmegen,,1,05.08.2016 20:00,Eredivisie - Round 1,cat0,2,,59,3,,5,,8,,8,0,0,1,,3,2,,Zwolle,,0,05.08.2016 20:00,Eredivisie - Round 1
1,cat1,1,,32,0,,2,,7,,1,1,0,0,,1,0,,Nijmegen,,1,05.08.2016 20:00,Eredivisie - Round 1,cat1,2,,68,2,,2,,6,,6,0,1,1,,2,2,,Zwolle,,0,05.08.2016 20:00,Eredivisie - Round 1
2,cat2,1,,34,1,,3,,5,,8,0,2,1,,3,4,,Den Haag,,,06.08.2016 18:30,Eredivisie - Round 1,cat2,2,,66,-1,,3,,9,,3,2,0,0,,4,0,,G.A. Eagles,,,06.08.2016 18:30,Eredivisie - Round 1
3,cat3,1,,48,1,,5,,9,,13,3,1,0,,8,4,,Den Haag,,1,06.08.2016 18:30,Eredivisie - Round 1,cat3,2,,52,1,,1,,4,,7,3,0,0,,3,3,,G.A. Eagles,,1,06.08.2016 18:30,Eredivisie - Round 1
4,cat4,1,,50,2,,4,,2,,7,2,0,0,,4,1,,Utrecht,,0,06.08.2016 19:45,Eredivisie - Round 1,cat4,2,,50,2,,1,,7,,7,1,2,0,,1,4,,PSV,,2,06.08.2016 19:45,Eredivisie - Round 1
5,cat5,1,,52,1,,1,,8,,7,0,1,1,,3,3,,Utrecht,,,06.08.2016 19:45,Eredivisie - Round 1,cat5,2,,48,2,,2,,3,,3,2,0,1,,1,0,,PSV,,,06.08.2016 19:45,Eredivisie - Round 1
6,cat6,1,,69,4,,3,,8,,8,0,0,2,,2,2,,Twente,,1,06.08.2016 19:45,Eredivisie - Round 1,cat6,2,,31,1,,4,,8,,3,1,0,0,,1,1,,Excelsior,,2,06.08.2016 19:45,Eredivisie - Round 1
7,cat7,1,,71,4,,2,,5,,9,1,0,2,,5,0,,Twente,,0,06.08.2016 19:45,Eredivisie - Round 1,cat7,2,,29,1,,0,,11,,5,0,1,1,,2,2,,Excelsior,,2,06.08.2016 19:45,Eredivisie - Round 1
8,cat8,1,,50,1,,1,,7,,8,1,1,1,,1,6,,Willem II,,0,06.08.2016 20:45,Eredivisie - Round 1,cat8,2,,50,1,,3,,5,,5,5,0,0,,3,1,,Vitesse,,1,06.08.2016 20:45,Eredivisie - Round 1
9,cat9,1,,44,0,,3,,3,,7,0,0,1,,4,3,,Willem II,,,06.08.2016 20:45,Eredivisie - Round 1,cat9,2,,56,2,,1,,7,,7,3,4,1,,1,4,,Vitesse,,,06.08.2016 20:45,Eredivisie - Round 1
10,cat10,1,,43,2,,5,,6,,14,2,0,0,,6,6,,Groningen,,1,07.08.2016 12:30,Eredivisie - Round 1,cat10,2,,57,1,,0,,4,,13,6,0,1,,8,4,,Feyenoord,,0,07.08.2016 12:30,Eredivisie - Round 1
11,cat11,1,,43,0,,0,,1,,5,5,0,0,,4,1,,Groningen,,0,07.08.2016 12:30,Eredivisie - Round 1,cat11,2,,57,0,,4,,5,,12,1,3,3,,4,8,,Feyenoord,,2,07.08.2016 12:30,Eredivisie - Round 1
12,cat12,1,,30,0,,2,,10,,3,1,0,0,0,3,0,,Sparta Rotterdam,,3,07.08.2016 14:30,Eredivisie - Round 1,cat12,2,,70,0,,1,,9,,5,0,2,1,1,2,3,,Ajax,,2,07.08.2016 14:30,Eredivisie - Round 1
13,cat13,1,,22,0,,4,,2,,2,1,1,1,,0,2,,Sparta Rotterdam,,0,07.08.2016 14:30,Eredivisie - Round 1,cat13,2,,78,7,,5,,7,,12,1,1,0,,3,2,,Ajax,,2,07.08.2016 14:30,Eredivisie - Round 1
14,cat14,1,,54,2,,3,,8,,11,0,1,3,0,5,4,,AZ Alkmaar,,1,07.08.2016 14:30,Eredivisie - Round 1,cat14,2,,46,0,,0,,13,,3,3,1,0,1,2,1,,Heerenveen,,5,07.08.2016 14:30,Eredivisie - Round 1
15,cat15,1,,42,0,,1,,10,,4,2,1,1,,2,2,,AZ Alkmaar,,1,07.08.2016 14:30,Eredivisie - Round 1,cat15,2,,58,2,,4,,7,,6,1,1,1,,1,3,,Heerenveen,,1,07.08.2016 14:30,Eredivisie - Round 1
16,cat16,1,,49,0,,2,,6,,8,2,1,0,,4,4,,Roda,,0,07.08.2016 16:45,Eredivisie - Round 1,cat16,2,,51,3,,3,,6,,8,3,0,1,,3,2,,Heracles,,1,07.08.2016 16:45,Eredivisie - Round 1
17,cat17,1,,51,0,,0,,4,,4,4,0,0,,3,1,,Roda,,0,07.08.2016 16:45,Eredivisie - Round 1,cat17,2,,49,1,,3,,5,,9,1,1,2,,3,5,,Heracles,,2,07.08.2016 16:45,Eredivisie - Round 1
18,cat18,1,,53,6,,2,,7,,11,1,1,2,,3,2,,Heerenveen,,0,12.08.2016 20:00,Eredivisie - Round 2,cat18,2,,47,0,,1,,7,,2,1,0,4,,1,1,,Utrecht,,1,12.08.2016 20:00,Eredivisie - Round 2
19,cat19,1,,45,0,,1,,11,,7,0,1,1,,3,4,,Heerenveen,,1,12.08.2016 20:00,Eredivisie - Round 2,cat19,2,,55,0,,2,,2,,4,3,2,0,,2,2,,Utrecht,,0,12.08.2016 20:00,Eredivisie - Round 2
20,cat20,1,,32,-1,,1,,11,,2,0,1,0,,1,2,,Excelsior,,3,13.08.2016 18:30,Eredivisie - Round 2,cat20,2,,68,3,,6,,6,,9,1,0,0,,6,0,,Groningen,,1,13.08.2016 18:30,Eredivisie - Round 2
21,cat21,1,,40,2,,1,,6,,5,2,1,1,,2,1,,Excelsior,,0,13.08.2016 18:30,Eredivisie - Round 2,cat21,2,,60,3,,5,,7,,7,0,0,0,,2,2,,Groningen,,2,13.08.2016 18:30,Eredivisie - Round 2
22,cat22,1,,64,5,,6,,8,,11,1,0,0,,4,2,,Vitesse,,1,13.08.2016 19:45,Eredivisie - Round 2,cat22,2,,36,2,,3,,6,,6,2,1,0,,2,2,,Den Haag,,1,13.08.2016 19:45,Eredivisie - Round 2
23,cat23,1,,66,5,,3,,7,,13,1,1,1,,4,4,,Vitesse,,,13.08.2016 19:45,Eredivisie - Round 2,cat23,2,,34,0,,1,,7,,3,3,1,1,,1,2,,Den Haag,,,13.08.2016 19:45,Eredivisie - Round 2
24,cat24,1,,67,4,,1,,8,,13,1,0,0,0,6,3,,Ajax,,2,13.08.2016 19:45,Eredivisie - Round 2,cat24,2,,33,1,,1,,8,,6,3,1,1,1,3,2,,Roda,,2,13.08.2016 19:45,Eredivisie - Round 2
25,cat25,1,,81,5,,9,,5,,11,0,2,0,,2,4,,Ajax,,0,13.08.2016 19:45,Eredivisie - Round 2,cat25,2,,19,0,,0,,4,,1,2,1,0,,0,1,,Roda,,1,13.08.2016 19:45,Eredivisie - Round 2
26,cat26,1,,65,2,,1,,8,,8,0,0,1,,3,3,,Zwolle,,1,13.08.2016 20:45,Eredivisie - Round 2,cat26,2,,35,1,,1,,11,,6,3,2,1,,3,2,,Sparta Rotterdam,,2,13.08.2016 20:45,Eredivisie - Round 2
27,cat27,1,,63,3,,4,,1,,9,1,0,0,,5,1,,Zwolle,,0,13.08.2016 20:45,Eredivisie - Round 2,cat27,2,,37,0,,1,,13,,2,1,1,4,,0,2,,Sparta Rotterdam,,2,13.08.2016 20:45,Eredivisie - Round 2
28,cat28,1,,55,1,,3,,8,,11,1,2,2,,3,7,,Heracles,,1,14.08.2016 12:30,Eredivisie - Round 2,cat28,2,,45,3,,2,,6,,9,5,1,0,,4,2,,Willem II,,2,14.08.2016 12:30,Eredivisie - Round 2
29,cat29,1,,61,1,,4,,6,,6,1,1,0,,2,3,,Heracles,,1,14.08.2016 12:30,Eredivisie - Round 2,cat29,2,,39,0,,3,,6,,5,2,0,0,,4,1,,Willem II,,1,14.08.2016 12:30,Eredivisie - Round 2
30,cat30,1,,53,0,,2,,6,,7,3,2,2,,1,6,,G.A. Eagles,,2,14.08.2016 14:30,Eredivisie - Round 2,cat30,2,,47,2,,1,,9,,6,4,1,0,,0,4,,Nijmegen,,0,14.08.2016 14:30,Eredivisie - Round 2
31,cat31,1,,49,0,,2,,12,,2,2,0,0,,2,0,,G.A. Eagles,,2,14.08.2016 14:30,Eredivisie - Round 2,cat31,2,,51,2,,4,,4,,7,0,1,2,,2,3,,Nijmegen,,1,14.08.2016 14:30,Eredivisie - Round 2
32,cat32,1,,57,2,,6,,4,,13,0,1,1,,5,6,,Feyenoord,,0,14.08.2016 14:30,Eredivisie - Round 2,cat32,2,,43,0,,0,,7,,2,5,0,0,,2,0,,Twente,,1,14.08.2016 14:30,Eredivisie - Round 2
33,cat33,1,,61,3,,1,,6,,10,1,1,0,,5,2,,Feyenoord,,0,14.08.2016 14:30,Eredivisie - Round 2,cat33,2,,39,1,,2,,6,,4,1,0,0,,2,1,,Twente,,2,14.08.2016 14:30,Eredivisie - Round 2
34,cat34,1,,56,0,,1,,3,,9,1,1,1,,6,3,,PSV,,0,14.08.2016 16:45,Eredivisie - Round 2,cat34,2,,44,2,,2,,5,,3,2,0,3,,0,1,,AZ Alkmaar,,1,14.08.2016 16:45,Eredivisie - Round 2
35,cat35,1,,71,1,,6,,4,,6,0,0,1,,4,1,,PSV,,2,14.08.2016 16:45,Eredivisie - Round 2,cat35,2,,29,1,,0,,4,,3,1,0,1,,2,0,,AZ Alkmaar,,0,14.08.2016 16:45,Eredivisie - Round 2
36,cat36,1,,55,4,,3,,4,,11,0,0,0,,6,1,,Excelsior,,1,19.08.2016 20:00,Eredivisie - Round 3,cat36,2,,45,1,,7,,6,,2,1,1,3,,0,1,,Den Haag,,2,19.08.2016 20:00,Eredivisie - Round 3
37,cat37,1,,55,1,,3,,11,,4,0,1,0,,1,2,,Excelsior,,2,19.08.2016 20:00,Eredivisie - Round 3,cat37,2,,45,1,,3,,4,,6,1,1,1,,4,1,,Den Haag,,1,19.08.2016 20:00,Eredivisie - Round 3
38,cat38,1,,65,1,,1,,7,,10,4,0,2,,6,3,,Roda,,1,20.08.2016 18:30,Eredivisie - Round 3,cat38,2,,35,1,,3,,3,,9,3,0,2,,4,4,,Vitesse,,2,20.08.2016 18:30,Eredivisie - Round 3
39,cat39,1,,37,0,,0,,6,,5,1,0,1,,4,1,,Roda,,2,20.08.2016 18:30,Eredivisie - Round 3,cat39,2,,63,2,,1,,9,,7,1,1,0,,3,2,,Vitesse,,1,20.08.2016 18:30,Eredivisie - Round 3
40,cat40,1,,52,2,,1,,6,,6,3,0,1,,4,0,,Zwolle,,1,20.08.2016 19:45,Eredivisie - Round 3,cat40,2,,48,1,,3,,4,,10,0,2,0,,4,5,,PSV,,0,20.08.2016 19:45,Eredivisie - Round 3
41,cat41,1,,48,1,,0,,7,,3,1,0,2,,1,1,,Zwolle,,,20.08.2016 19:45,Eredivisie - Round 3,cat41,2,,52,1,,1,,5,,9,1,2,2,,5,3,,PSV,,,20.08.2016 19:45,Eredivisie - Round 3
42,cat42,1,,75,2,,4,,7,,13,0,0,0,,10,1,,Ajax,,0,20.08.2016 19:45,Eredivisie - Round 3,cat42,2,,25,1,,0,,9,,1,1,0,1,,0,0,,Willem II,,2,20.08.2016 19:45,Eredivisie - Round 3
43,cat43,1,,63,0,,0,,2,,3,1,1,1,,1,2,,Ajax,,0,20.08.2016 19:45,Eredivisie - Round 3,cat43,2,,37,0,,0,,8,,6,1,2,0,,3,3,,Willem II,,1,20.08.2016 19:45,Eredivisie - Round 3
44,cat44,1,,23,1,,1,,4,,4,2,1,1,,1,2,,Nijmegen,,0,20.08.2016 20:45,Eredivisie - Round 3,cat44,2,,77,2,,6,,7,,7,1,0,0,,3,2,,Heerenveen,,1,20.08.2016 20:45,Eredivisie - Round 3
45,cat45,1,,30,1,,2,,6,,7,0,1,1,,2,4,,Nijmegen,,,20.08.2016 20:45,Eredivisie - Round 3,cat45,2,,70,1,,1,,7,,4,3,1,0,,2,1,,Heerenveen,,,20.08.2016 20:45,Eredivisie - Round 3
46,cat46,1,,52,1,,4,,4,,8,0,3,1,,3,4,,Groningen,,1,21.08.2016 12:30,Eredivisie - Round 3,cat46,2,,48,6,,2,,3,,11,1,1,1,,4,1,,Twente,,0,21.08.2016 12:30,Eredivisie - Round 3
47,cat47,1,,46,1,,2,,8,,7,3,0,1,,3,3,,Groningen,,2,21.08.2016 12:30,Eredivisie - Round 3,cat47,2,,54,1,,0,,4,,9,3,3,0,,2,6,,Twente,,1,21.08.2016 12:30,Eredivisie - Round 3
48,cat48,1,,53,0,,3,,5,,4,3,1,4,,2,2,,Utrecht,,,21.08.2016 14:30,Eredivisie - Round 3,cat48,2,,47,2,,2,,7,,10,1,1,1,,4,4,,AZ Alkmaar,,,21.08.2016 14:30,Eredivisie - Round 3
49,cat49,1,,57,0,,3,,4,,4,0,0,0,,3,1,,Utrecht,,0,21.08.2016 14:30,Eredivisie - Round 3,cat49,2,,43,3,,3,,9,,6,1,1,0,,2,1,,AZ Alkmaar,,1,21.08.2016 14:30,Eredivisie - Round 3
50,cat50,1,,53,0,,0,,14,,3,1,1,0,,2,1,,Sparta Rotterdam,,0,21.08.2016 14:30,Eredivisie - Round 3,cat50,2,,47,1,,2,,8,,3,0,0,0,,1,1,,G.A. Eagles,,1,21.08.2016 14:30,Eredivisie - Round 3
51,cat51,1,,53,1,,0,,5,,6,1,0,2,,3,2,,Sparta Rotterdam,,,21.08.2016 14:30,Eredivisie - Round 3,cat51,2,,47,2,,3,,8,,7,2,0,0,,4,1,,G.A. Eagles,,,21.08.2016 14:30,Eredivisie - Round 3
52,cat52,1,,60,1,,2,,6,,5,0,0,0,,3,1,,Heracles,,0,21.08.2016 16:45,Eredivisie - Round 3,cat52,2,,40,1,,3,,7,,3,1,0,0,,2,0,,Feyenoord,,2,21.08.2016 16:45,Eredivisie - Round 3
53,cat53,1,,48,1,,3,,4,,6,2,0,2,,5,0,,Heracles,,,21.08.2016 16:45,Eredivisie - Round 3,cat53,2,,52,1,,2,,4,,6,0,1,0,,2,3,,Feyenoord,,,21.08.2016 16:45,Eredivisie - Round 3
54,cat54,1,,56,0,,1,,9,,3,1,0,1,,1,2,,Vitesse,,1,26.08.2016 20:00,Eredivisie - Round 4,cat54,2,,44,2,,1,,5,,6,2,1,1,,2,2,,Utrecht,,0,26.08.2016 20:00,Eredivisie - Round 4
55,cat55,1,,48,2,,4,,5,,8,0,1,0,,1,5,,Vitesse,,0,26.08.2016 20:00,Eredivisie - Round 4,cat55,2,,52,0,,2,,3,,2,4,0,1,,2,0,,Utrecht,,1,26.08.2016 20:00,Eredivisie - Round 4
56,cat56,1,,53,2,,5,,6,,11,5,0,3,,6,3,,Willem II,,0,27.08.2016 18:30,Eredivisie - Round 4,cat56,2,,47,0,,6,,8,,8,3,0,0,,3,5,,Roda,,2,27.08.2016 18:30,Eredivisie - Round 4
57,cat57,1,,59,0,,1,,5,,3,0,0,2,,2,1,,Willem II,,1,27.08.2016 18:30,Eredivisie - Round 4,cat57,2,,41,2,,2,,5,,8,1,0,1,,6,0,,Roda,,0,27.08.2016 18:30,Eredivisie - Round 4
58,cat58,1,,57,0,,5,,3,,5,0,1,1,,1,4,,Heerenveen,,1,27.08.2016 19:45,Eredivisie - Round 4,cat58,2,,43,0,,0,,9,,4,3,0,2,,4,0,,Zwolle,,1,27.08.2016 19:45,Eredivisie - Round 4
59,cat59,1,,57,1,,3,,7,,5,1,0,0,,2,2,,Heerenveen,,0,27.08.2016 19:45,Eredivisie - Round 4,cat59,2,,43,0,,0,,9,,2,2,0,3,,1,1,,Zwolle,,1,27.08.2016 19:45,Eredivisie - Round 4
