,H_cat,H_type,H_Attacks,H_Ball Possession,H_Blocked Shots,H_Completed Passes,H_Corner Kicks,H_Dangerous Attacks,H_Fouls,H_Free Kicks,H_Goal Attempts,H_Goalkeeper Saves,H_Goals,H_Offsides,H_Red Cards,H_Shots off Goal,H_Shots on Goal,H_Tackles,H_Teamnames,H_Total Passes,H_Yellow Cards,H_datetime,H_gameinfo,A_cat,A_type,A_Attacks,A_Ball Possession,A_Blocked Shots,A_Completed Passes,A_Corner Kicks,A_Dangerous Attacks,A_Fouls,A_Free Kicks,A_Goal Attempts,A_Goalkeeper Saves,A_Goals,A_Offsides,A_Red Cards,A_Shots off Goal,A_Shots on Goal,A_Tackles,A_Teamnames,A_Total Passes,A_Yellow Cards,A_datetime,A_gameinfo
0,cat6,1,,46,0,,0,,7,,3,1,2,2,,1,2,,Bayer Leverkusen,,,14.05.2016 15:30,Bundesliga - Round 34,cat6,2,,54,1,,2,,6,,9,0,1,1,,6,2,,Ingolstadt,,,14.05.2016 15:30,Bundesliga - Round 34
1,cat7,1,,42,1,,2,,10,,7,2,1,1,,2,4,,Bayer Leverkusen,,1,14.05.2016 15:30,Bundesliga - Round 34,cat7,2,,58,1,,2,,4,,12,3,1,1,,8,3,,Ingolstadt,,1,14.05.2016 15:30,Bundesliga - Round 34
2,cat8,1,,63,1,,4,,7,,10,1,2,4,,4,5,,Bayern Munich,,,14.05.2016 15:30,Bundesliga - Round 34,cat8,2,,37,1,,2,,8,,8,3,0,1,,6,1,,Hannover,,,14.05.2016 15:30,Bundesliga - Round 34
3,cat9,1,,59,1,,7,,3,,10,3,1,4,,3,6,,Bayern Munich,,0,14.05.2016 15:30,Bundesliga - Round 34,cat9,2,,41,0,,3,,5,,12,5,1,0,,8,4,,Hannover,,1,14.05.2016 15:30,Bundesliga - Round 34
4,cat10,1,,32,1,,3,,6,,3,1,0,3,,2,0,,Darmstadt,,1,14.05.2016 15:30,Bundesliga - Round 34,cat10,2,,68,3,,1,,7,,8,0,1,1,,3,2,,B. Monchengladbach,,0,14.05.2016 15:30,Bundesliga - Round 34
5,cat11,1,,28,2,,0,,6,,5,0,0,2,,3,0,,Darmstadt,,2,14.05.2016 15:30,Bundesliga - Round 34,cat11,2,,72,4,,5,,6,,13,0,1,1,,8,1,,B. Monchengladbach,,0,14.05.2016 15:30,Bundesliga - Round 34
6,cat12,1,,77,1,,1,,5,,5,1,1,1,,1,3,,Dortmund,,,14.05.2016 15:30,Bundesliga - Round 34,cat12,2,,23,0,,0,,3,,4,2,2,2,,1,3,,FC Koln,,,14.05.2016 15:30,Bundesliga - Round 34
7,cat13,1,,74,2,,1,,1,,8,2,1,0,,4,2,,Dortmund,,,14.05.2016 15:30,Bundesliga - Round 34,cat13,2,,26,0,,1,,3,,2,1,0,3,,0,2,,FC Koln,,,14.05.2016 15:30,Bundesliga - Round 34
8,cat14,1,,49,3,,4,,9,,6,2,1,1,,2,1,,Hoffenheim,,,14.05.2016 15:30,Bundesliga - Round 34,cat14,2,,51,0,,2,,7,,6,0,2,2,,2,4,,Schalke,,,14.05.2016 15:30,Bundesliga - Round 34
9,cat15,1,,43,2,,3,,6,,8,2,0,0,,3,3,,Hoffenheim,,1,14.05.2016 15:30,Bundesliga - Round 34,cat15,2,,57,1,,0,,4,,6,3,2,3,,1,4,,Schalke,,1,14.05.2016 15:30,Bundesliga - Round 34
10,cat16,1,,39,1,,0,,6,,5,2,0,0,,1,3,,Mainz,,1,14.05.2016 15:30,Bundesliga - Round 34,cat16,2,,61,1,,2,,7,,6,3,0,0,,3,2,,Hertha Berlin,,0,14.05.2016 15:30,Bundesliga - Round 34
11,cat17,1,,45,0,,2,,6,,2,3,0,2,0,2,0,,Mainz,,2,14.05.2016 15:30,Bundesliga - Round 34,cat17,2,,55,0,,0,,13,,5,0,0,1,1,2,3,,Hertha Berlin,,5,14.05.2016 15:30,Bundesliga - Round 34
12,cat18,1,,57,1,,4,,7,,6,2,0,1,,5,0,,Werder Bremen,,,14.05.2016 15:30,Bundesliga - Round 34,cat18,2,,43,1,,2,,6,,3,0,0,1,,0,2,,Eintracht Frankfurt,,,14.05.2016 15:30,Bundesliga - Round 34
13,cat19,1,,69,2,,2,,8,,8,0,1,1,,3,3,,Werder Bremen,,4,14.05.2016 15:30,Bundesliga - Round 34,cat19,2,,31,0,,2,,6,,1,2,0,0,,1,0,,Eintracht Frankfurt,,2,14.05.2016 15:30,Bundesliga - Round 34
14,cat20,1,,56,1,,4,,3,,9,1,2,2,,4,4,,Wolfsburg,,1,14.05.2016 15:30,Bundesliga - Round 34,cat20,2,,44,1,,2,,2,,4,2,0,2,,2,1,,Stuttgart,,0,14.05.2016 15:30,Bundesliga - Round 34
15,cat21,1,,52,1,,3,,5,,8,4,1,0,,4,3,,Wolfsburg,,1,14.05.2016 15:30,Bundesliga - Round 34,cat21,2,,48,2,,7,,8,,9,2,1,1,,2,5,,Stuttgart,,2,14.05.2016 15:30,Bundesliga - Round 34
16,cat22,1,,60,0,,3,,6,,7,2,1,1,,4,3,,B. Monchengladbach,,0,07.05.2016 15:30,Bundesliga - Round 33,cat22,2,,40,2,,1,,2,,6,2,1,1,,1,3,,Bayer Leverkusen,,1,07.05.2016 15:30,Bundesliga - Round 33
17,cat23,1,,48,3,,3,,10,,7,5,1,0,,1,3,,B. Monchengladbach,,2,07.05.2016 15:30,Bundesliga - Round 33,cat23,2,,52,3,,2,,7,,11,2,0,3,,3,5,,Bayer Leverkusen,,1,07.05.2016 15:30,Bundesliga - Round 33
18,cat24,1,,26,0,,2,,9,,3,1,1,2,,0,3,,Eintracht Frankfurt,,1,07.05.2016 15:30,Bundesliga - Round 33,cat24,2,,74,2,,3,,4,,6,2,0,3,,3,1,,Dortmund,,2,07.05.2016 15:30,Bundesliga - Round 33
19,cat25,1,,14,0,,1,,11,,3,1,0,1,,2,1,,Eintracht Frankfurt,,4,07.05.2016 15:30,Bundesliga - Round 33,cat25,2,,86,3,,2,,8,,7,1,0,1,,3,1,,Dortmund,,1,07.05.2016 15:30,Bundesliga - Round 33
20,cat26,1,,49,0,,2,,12,,2,1,0,5,,0,2,,FC Koln,,1,07.05.2016 15:30,Bundesliga - Round 33,cat26,2,,51,2,,5,,11,,9,2,0,0,,6,1,,Werder Bremen,,1,07.05.2016 15:30,Bundesliga - Round 33
21,cat27,1,,59,3,,6,,8,,7,0,0,2,,2,2,,FC Koln,,2,07.05.2016 15:30,Bundesliga - Round 33,cat27,2,,41,2,,2,,9,,4,2,0,1,,2,0,,Werder Bremen,,1,07.05.2016 15:30,Bundesliga - Round 33
