,TEAMS,GOALS,xG,SHOTS,SHOTS ON TARGET,DEEP,PPDA,xPTS,A_TEAMS,A_GOALS,A_xG,A_SHOTS,A_SHOTS ON TARGET,A_DEEP,A_PPDA,A_xPTS
116,Hoffenheim,1,1.40,11,2,5,16.92,2.06,Wolfsburg,0,0.68,15,9,5,5.85,0.68
117,Hoffenheim,1,1.04,15,5,7,9.54,1.27,FC Cologne,1,1.09,9,1,7,27.92,1.42
118,Eintracht Frankfurt,0,0.58,11,3,6,4.65,0.61,Hoffenheim,2,1.35,8,6,2,5.71,2.12
119,Hoffenheim,2,1.32,17,7,7,12.21,1.53,Hertha Berlin,1,1.09,10,2,7,31.82,1.18
120,B. Monchengladbach,3,2.90,24,11,11,6.83,2.40,Hoffenheim,1,1.18,14,8,8,12.48,0.46
121,Hoffenheim,2,1.82,10,6,5,6.90,1.02,Ingolstadt,1,2.38,16,8,10,5.14,1.75
122,Hannover 96,1,0.69,14,4,3,6.28,0.73,Hoffenheim,0,1.40,15,4,8,5.91,2.00
123,Hoffenheim,1,1.42,14,4,7,9.00,1.23,Schalke 04,4,1.60,12,8,3,13.27,1.49
124,Augsburg,0,1.15,20,3,3,9.73,1.22,Hertha Berlin,1,1.23,11,3,4,10.50,1.47
125,Eintracht Frankfurt,1,0.95,11,3,8,5.87,1.10,Augsburg,1,1.26,14,4,5,6.24,1.58
126,Augsburg,0,0.83,10,2,2,4.76,1.00,Ingolstadt,1,1.25,16,3,3,15.65,1.68
127,Augsburg,2,2.25,17,8,6,15.68,2.61,Hannover 96,0,0.56,16,2,6,11.29,0.26
128,B. Monchengladbach,4,2.85,21,12,6,9.44,2.00,Augsburg,2,1.92,13,4,2,10.64,0.78
129,Augsburg,0,1.43,20,3,7,6.08,0.55,Darmstadt,2,2.54,12,5,1,20.39,2.26
130,Borussia Dortmund,5,4.21,19,9,18,9.91,2.99,Augsburg,1,0.29,4,3,3,11.03,0.00
131,Augsburg,3,2.98,25,10,7,3.52,2.23,Mainz 05,3,1.73,10,6,9,11.15,0.57
132,Augsburg,1,1.71,18,6,5,5.04,1.69,Werder Bremen,2,1.31,15,4,5,9.90,1.04
133,VfB Stuttgart,0,0.92,18,5,6,7.68,0.53,Augsburg,4,2.23,13,6,9,11.28,2.29
134,Augsburg,0,1.27,13,4,3,9.62,1.97,Wolfsburg,0,0.56,17,3,4,13.38,0.74
135,FC Cologne,0,2.37,22,8,10,8.33,1.57,Augsburg,1,2.10,22,8,3,8.54,1.20
136,Augsburg,2,1.24,22,6,2,13.55,1.20,Schalke 04,1,1.45,15,5,10,7.25,1.53
137,Hertha Berlin,0,0.64,12,2,4,7.00,1.25,Augsburg,0,0.70,12,5,0,12.66,1.36
138,Augsburg,0,0.61,7,2,3,7.29,0.78,Eintracht Frankfurt,0,1.26,12,5,8,10.57,1.92
139,Ingolstadt,2,2.86,24,4,7,6.27,2.91,Augsburg,1,0.23,7,2,1,3.97,0.05
140,Hannover 96,0,0.43,16,6,8,14.21,0.65,Augsburg,1,1.17,11,6,2,6.91,2.05
141,Augsburg,2,1.81,24,4,7,11.76,1.34,B. Monchengladbach,2,1.81,10,7,6,13.39,1.40
142,Darmstadt,2,1.36,11,6,0,7.76,1.43,Augsburg,2,1.28,16,5,3,3.56,1.23
143,Augsburg,1,1.02,7,4,4,25.32,0.92,Borussia Dortmund,3,1.53,13,5,13,11.00,1.77
144,Mainz 05,4,3.61,19,7,11,7.59,2.83,Augsburg,2,0.78,14,5,5,9.89,0.11
145,Werder Bremen,1,0.72,18,4,6,6.46,1.09,Augsburg,2,0.92,4,2,0,7.17,1.56
146,Augsburg,1,1.28,13,6,5,10.10,2.18,VfB Stuttgart,0,0.43,10,4,6,10.86,0.55
147,Wolfsburg,0,1.38,19,7,7,6.15,1.67,Augsburg,2,0.97,8,4,0,13.10,1.02
148,Augsburg,0,0.88,13,1,4,8.36,1.92,FC Cologne,0,0.26,8,1,0,19.67,0.69
149,Schalke 04,1,1.41,20,5,14,6.08,2.06,Augsburg,1,0.56,5,2,0,11.41,0.64
150,Hertha Berlin,1,0.49,10,2,5,8.91,0.78,Werder Bremen,1,0.96,9,3,4,6.81,1.88
151,Borussia Dortmund,3,3.73,15,6,10,5.41,2.93,Hertha Berlin,1,0.63,4,4,1,14.62,0.05
152,Hertha Berlin,2,1.48,9,4,3,8.64,1.75,VfB Stuttgart,1,1.03,11,3,8,8.86,0.96
153,Wolfsburg,2,2.43,14,4,7,12.86,2.83,Hertha Berlin,0,0.27,9,4,9,14.90,0.11
154,Hertha Berlin,2,1.35,16,8,11,13.00,1.77,FC Cologne,0,0.85,13,7,5,19.64,0.95
155,Eintracht Frankfurt,1,1.41,11,2,6,12.75,0.78,Hertha Berlin,1,2.23,14,6,2,9.43,2.00
156,Schalke 04,2,2.51,19,9,8,6.21,2.45,Hertha Berlin,1,0.93,9,5,4,15.61,0.38
157,Ingolstadt,0,0.66,19,3,4,7.62,1.18,Hertha Berlin,1,0.70,5,1,3,14.69,1.42
158,Hertha Berlin,1,2.32,14,6,5,17.19,2.20,B. Monchengladbach,4,1.29,11,7,6,9.83,0.58
159,Hannover 96,1,1.15,8,2,6,10.33,0.72,Hertha Berlin,3,1.90,12,4,4,12.83,2.00
160,Darmstadt,0,0.26,10,3,2,11.65,0.16,Hertha Berlin,4,1.99,9,5,4,7.93,2.73
161,Hertha Berlin,2,1.53,7,5,2,11.73,2.58,Mainz 05,0,0.26,5,0,1,18.82,0.25
162,Werder Bremen,3,2.40,16,6,10,8.93,2.23,Hertha Berlin,3,1.33,12,4,6,7.73,0.56
163,Hertha Berlin,0,0.88,10,4,3,23.53,1.81,Borussia Dortmund,0,0.39,10,2,7,5.44,0.82
164,VfB Stuttgart,2,1.27,15,6,6,13.15,1.43,Hertha Berlin,0,1.13,7,3,5,12.09,1.26
165,Hertha Berlin,1,0.69,9,5,3,10.22,1.27,Wolfsburg,1,0.74,13,6,2,11.14,1.37
166,FC Cologne,0,0.79,15,3,8,12.04,1.24,Hertha Berlin,1,0.84,10,3,2,21.17,1.41
167,Hertha Berlin,2,1.21,11,6,5,8.30,2.16,Eintracht Frankfurt,0,0.34,11,3,1,11.17,0.56
168,Hertha Berlin,2,1.41,16,5,4,13.80,1.60,Schalke 04,0,1.08,15,4,3,7.97,1.12
169,Hertha Berlin,2,1.12,7,2,2,14.80,1.78,Ingolstadt,1,0.67,9,2,5,6.87,0.89
170,B. Monchengladbach,5,2.41,17,8,13,8.30,2.85,Hertha Berlin,0,0.28,7,2,4,18.56,0.09
171,Hertha Berlin,2,1.67,13,8,3,8.78,1.72,Hannover 96,2,1.25,12,3,6,12.16,1.01
172,Hertha Berlin,1,1.36,17,4,16,2.71,1.40,Darmstadt,2,1.26,8,3,5,15.55,1.31
173,Mainz 05,0,1.49,7,3,4,11.34,1.96,Hertha Berlin,0,0.87,11,5,6,7.14,0.76
174,Werder Bremen,0,0.91,15,2,7,8.81,0.93,Schalke 04,3,1.45,16,5,7,8.03,1.79
175,Werder Bremen,2,3.23,22,6,8,8.57,2.83,B. Monchengladbach,1,0.76,9,5,1,8.79,0.11
176,Werder Bremen,0,1.23,13,4,8,4.27,1.09,Ingolstadt,1,1.47,14,4,3,4.57,1.59
177,Darmstadt,2,1.92,9,3,5,5.33,1.99,Werder Bremen,1,1.20,12,4,6,3.43,0.75
178,Hannover 96,1,0.70,12,5,5,7.97,0.71,Werder Bremen,0,1.50,19,6,8,7.30,2.03
179,Mainz 05,1,1.53,16,5,7,5.46,0.83,Werder Bremen,3,2.29,16,8,4,9.53,1.93
180,Werder Bremen,1,0.98,8,2,5,21.00,0.14,Borussia Dortmund,3,3.36,12,7,12,4.14,2.78
181,Wolfsburg,6,4.16,21,12,4,7.38,2.91,Werder Bremen,0,0.72,9,2,6,18.90,0.06
182,VfB Stuttgart,1,1.50,12,4,5,6.88,1.90,Werder Bremen,1,0.89,7,2,5,15.21,0.77
183,Werder Bremen,1,1.35,10,6,10,10.14,1.48,FC Cologne,1,1.22,12,3,3,10.20,1.18
184,Eintracht Frankfurt,2,1.85,16,6,6,3.82,2.11,Werder Bremen,1,0.87,11,4,4,5.00,0.66
185,Schalke 04,1,2.02,20,4,12,5.71,1.48,Werder Bremen,3,1.83,17,6,7,12.31,1.26
186,B. Monchengladbach,5,3.16,17,9,16,6.93,2.38,Werder Bremen,1,1.68,15,4,7,8.91,0.46
187,Ingolstadt,2,1.85,9,4,2,4.74,2.59,Werder Bremen,0,0.57,12,2,9,4.12,0.26
188,Werder Bremen,2,2.21,16,7,16,2.71,2.21,Darmstadt,2,1.16,8,3,3,8.19,0.56
189,Werder Bremen,4,2.14,14,5,8,5.79,2.14,Hannover 96,1,1.14,15,5,4,7.68,0.64
190,Werder Bremen,1,1.15,11,3,5,6.90,1.85,Mainz 05,1,0.69,10,2,5,6.97,0.83
191,Borussia Dortmund,3,2.84,24,8,14,5.00,2.78,Werder Bremen,2,0.44,9,3,4,21.10,0.14
192,Werder Bremen,3,3.58,21,9,15,7.46,2.81,Wolfsburg,2,1.09,8,3,4,4.80,0.13
193,Werder Bremen,6,2.87,16,9,11,8.53,2.66,VfB Stuttgart,2,0.81,13,4,8,5.75,0.24
194,FC Cologne,0,0.58,9,4,8,6.57,1.27,Werder Bremen,0,0.59,13,1,5,10.15,1.30
195,Werder Bremen,1,1.95,15,4,9,3.28,2.86,Eintracht Frankfurt,0,0.19,4,2,2,12.14,0.08
196,Schalke 04,1,1.06,21,5,7,2.47,1.55,Darmstadt,1,0.79,9,3,0,18.40,1.12
197,Wolfsburg,3,1.53,9,5,0,7.81,2.10,Schalke 04,0,0.75,12,1,8,14.04,0.64
198,Schalke 04,2,3.14,24,7,9,3.68,1.51,Mainz 05,1,2.95,15,4,8,9.55,1.28
199,VfB Stuttgart,0,3.31,26,9,8,4.46,2.65,Schalke 04,1,1.09,10,6,5,9.29,0.25
200,Schalke 04,2,2.25,13,7,9,16.13,2.41,Eintracht Frankfurt,0,0.95,18,6,5,8.67,0.42
201,Schalke 04,0,1.12,16,7,7,6.13,1.16,FC Cologne,3,1.32,12,4,2,28.70,1.55
202,B. Monchengladbach,3,2.26,17,10,8,7.30,2.48,Schalke 04,1,0.77,14,4,3,12.21,0.36
203,Schalke 04,1,1.08,18,3,7,7.17,2.10,Ingolstadt,1,0.26,7,2,3,6.87,0.58
204,Borussia Dortmund,3,2.15,14,7,12,10.36,1.95,Schalke 04,2,1.37,9,3,3,17.00,0.80
205,Schalke 04,3,3.56,26,8,12,8.74,2.95,Hannover 96,1,0.23,7,1,1,10.56,0.03
206,Darmstadt,0,0.09,6,2,1,8.08,0.21,Schalke 04,2,1.56,11,7,5,3.36,2.63
207,Schalke 04,3,0.79,15,3,4,12.43,1.54,Wolfsburg,0,0.56,14,2,5,6.69,1.08
208,Mainz 05,2,1.00,11,4,5,8.54,1.41,Schalke 04,1,0.98,14,3,8,6.33,1.28
209,Schalke 04,1,0.99,15,5,3,16.60,0.77,VfB Stuttgart,1,1.68,19,8,10,6.83,1.96
210,Eintracht Frankfurt,0,0.78,11,5,6,13.09,1.87,Schalke 04,0,0.22,6,2,5,10.00,0.70
211,FC Cologne,1,2.44,17,9,8,11.52,1.52,Schalke 04,3,2.24,18,4,8,8.63,1.24
212,Schalke 04,2,0.11,6,3,0,14.97,0.11,B. Monchengladbach,1,2.15,22,8,7,7.59,2.80
213,Ingolstadt,3,1.87,12,4,2,7.44,2.23,Schalke 04,0,0.86,9,2,8,4.31,0.55
214,Schalke 04,2,1.23,10,2,6,5.37,0.99,Borussia Dortmund,2,1.70,15,5,9,11.22,1.72
215,Hannover 96,1,2.07,21,2,6,7.09,1.57,Schalke 04,3,1.79,10,7,2,6.76,1.15
216,Mainz 05,0,0.55,9,3,4,4.32,1.28,Ingolstadt,1,0.58,14,5,5,12.90,1.29
217,B. Monchengladbach,1,1.23,15,6,1,5.85,0.82,Mainz 05,2,2.01,13,4,2,15.03,1.96
218,Mainz 05,3,3.41,18,6,11,13.75,2.92,Hannover 96,0,0.37,11,4,3,11.35,0.05
219,Darmstadt,2,1.86,14,4,4,8.39,1.68,Mainz 05,3,1.45,14,7,8,4.22,1.05
220,Mainz 05,0,1.55,11,5,9,5.34,0.28,Borussia Dortmund,2,3.64,16,6,12,8.77,2.61
221,Mainz 05,2,1.36,12,4,6,8.27,2.48,Wolfsburg,0,0.15,7,0,0,5.81,0.31
222,FC Cologne,0,0.87,14,3,6,11.68,1.87,Mainz 05,0,0.32,7,1,3,11.88,0.76
223,Mainz 05,2,2.44,14,8,6,6.50,2.61,Eintracht Frankfurt,1,0.63,15,5,8,11.74,0.27
224,Mainz 05,0,0.75,6,4,4,5.93,1.48,VfB Stuttgart,0,0.60,11,2,7,10.85,1.13
225,Ingolstadt,1,1.80,9,4,3,7.46,2.41,Mainz 05,0,0.65,7,4,4,7.07,0.39
226,Mainz 05,1,0.85,13,2,6,13.03,0.58,B. Monchengladbach,0,1.92,12,7,8,6.79,2.22
227,Hannover 96,0,0.64,10,2,3,6.13,1.14,Mainz 05,1,0.86,14,2,10,6.28,1.49
228,Mainz 05,0,1.18,11,4,5,4.43,1.49,Darmstadt,0,1.02,15,3,5,6.57,1.22
229,Borussia Dortmund,2,3.95,22,10,16,13.44,2.98,Mainz 05,0,0.14,4,0,0,15.37,0.01
230,Wolfsburg,1,1.01,16,3,6,19.21,0.82,Mainz 05,1,1.77,17,9,1,8.54,1.94
231,Mainz 05,2,1.81,18,7,5,9.00,1.91,FC Cologne,3,1.14,12,4,4,13.43,0.82
232,Eintracht Frankfurt,2,0.55,8,4,3,5.34,1.33,Mainz 05,1,0.49,7,4,4,7.81,1.21
233,VfB Stuttgart,1,0.87,8,3,1,5.50,0.08,Mainz 05,3,3.90,19,11,8,6.03,2.87
234,Ingolstadt,0,0.05,3,2,1,9.28,0.01,Borussia Dortmund,4,3.63,18,8,15,4.36,2.98
