,TEAMS,GOALS,xG,SHOTS,SHOTS ON TARGET,DEEP,PPDA,xPTS,A_TEAMS,A_GOALS,A_xG,A_SHOTS,A_SHOTS ON TARGET,A_DEEP,A_PPDA,A_xPTS
31,Bayern Munich,4,1.90,11,6,7,16.31,1.88,Eintracht Frankfurt,1,1.25,11,3,5,15.78,0.88
32,FC Cologne,1,1.94,11,3,7,29.25,0.89,Bayern Munich,3,2.76,17,9,15,11.42,1.91
33,Bayern Munich,1,1.93,18,8,13,2.19,0.98,VfB Stuttgart,4,2.46,7,7,2,40.90,1.79
34,Bayer Leverkusen,2,2.44,17,3,14,6.07,2.61,Hoffenheim,2,0.68,7,4,4,13.91,0.26
35,Mainz 05,3,1.34,14,5,2,10.71,1.72,Bayer Leverkusen,1,0.96,13,2,1,4.97,0.99
36,Bayer Leverkusen,4,2.25,22,9,10,7.62,2.68,Freiburg,0,0.43,4,1,2,17.30,0.20
37,Hertha Berlin,2,0.50,5,3,3,16.45,1.37,Bayer Leverkusen,1,0.43,12,5,5,7.00,1.15
38,Bayer Leverkusen,3,2.39,17,6,10,6.00,2.71,Hamburger SV,0,0.44,12,2,3,5.64,0.19
39,Schalke 04,1,0.62,14,5,3,10.81,0.85,Bayer Leverkusen,1,1.14,10,6,3,8.77,1.83
40,Bayer Leverkusen,2,1.45,17,10,5,7.88,1.78,Wolfsburg,2,0.92,11,4,2,9.91,0.94
41,B. Monchengladbach,1,2.50,19,3,11,10.26,1.55,Bayer Leverkusen,5,2.24,13,6,7,12.93,1.21
42,Bayer Leverkusen,2,1.44,17,5,8,4.48,1.86,FC Cologne,1,0.85,8,2,5,12.78,0.82
43,Augsburg,1,1.41,14,4,4,10.31,1.54,Bayer Leverkusen,1,1.17,11,3,8,9.22,1.15
44,Bayer Leverkusen,2,1.62,13,3,8,8.09,0.99,RasenBallsport Leipzig,2,2.03,12,4,1,7.17,1.74
45,Eintracht Frankfurt,0,0.74,13,4,5,9.03,1.17,Bayer Leverkusen,1,0.94,13,4,9,9.96,1.49
46,Bayer Leverkusen,1,2.20,15,9,5,19.67,2.18,Borussia Dortmund,1,1.15,9,3,12,3.29,0.61
47,VfB Stuttgart,0,0.41,9,5,6,8.41,0.32,Bayer Leverkusen,2,1.91,18,4,7,15.76,2.52
48,Bayer Leverkusen,1,2.27,15,7,3,11.52,2.80,Werder Bremen,0,0.25,6,2,5,4.92,0.12
49,Hannover 96,4,2.18,18,7,10,8.10,1.47,Bayer Leverkusen,4,2.07,20,10,4,10.50,1.29
50,Hoffenheim,1,0.64,13,3,7,8.32,0.32,Bayer Leverkusen,4,2.20,13,6,13,9.44,2.53
51,Bayer Leverkusen,2,1.50,12,3,6,7.90,2.64,Mainz 05,0,0.14,4,1,3,11.74,0.20
52,Freiburg,0,0.68,11,5,2,8.78,1.27,Bayer Leverkusen,0,0.76,16,3,12,7.22,1.36
53,Bayer Leverkusen,0,1.56,15,6,7,8.16,1.91,Hertha Berlin,2,0.94,9,4,2,8.92,0.81
54,Hamburger SV,1,0.77,11,3,4,8.12,0.38,Bayer Leverkusen,2,2.13,16,5,9,10.79,2.45
55,Bayer Leverkusen,0,0.42,9,5,3,10.52,0.25,Schalke 04,2,1.99,10,6,2,6.55,2.62
56,Wolfsburg,1,0.20,7,2,0,12.60,0.13,Bayer Leverkusen,2,2.05,17,4,13,15.85,2.77
57,Bayer Leverkusen,2,2.73,19,7,9,11.12,2.66,B. Monchengladbach,0,0.71,10,2,5,12.96,0.23
58,FC Cologne,2,1.50,7,3,9,8.54,2.50,Bayer Leverkusen,0,0.41,10,3,6,11.73,0.31
59,Bayer Leverkusen,0,0.88,18,2,10,7.50,1.88,Augsburg,0,0.30,7,2,3,14.75,0.74
60,RasenBallsport Leipzig,1,1.58,19,4,10,15.17,0.92,Bayer Leverkusen,4,2.21,13,7,14,6.97,1.85
61,Bayer Leverkusen,4,2.51,11,6,5,10.55,2.64,Eintracht Frankfurt,1,0.86,7,1,3,17.05,0.23
62,Borussia Dortmund,4,3.54,17,9,11,9.37,2.92,Bayer Leverkusen,0,0.41,10,2,8,7.64,0.05
63,Bayer Leverkusen,0,2.49,21,7,14,6.04,2.65,VfB Stuttgart,1,0.63,4,1,2,17.83,0.21
64,Werder Bremen,0,0.18,3,0,5,18.75,0.55,Bayer Leverkusen,0,0.89,9,1,7,6.04,2.09
65,Bayer Leverkusen,3,4.43,27,8,13,17.21,2.79,Hannover 96,2,1.57,11,4,6,11.55,0.15
66,Hoffenheim,1,0.97,14,3,8,7.54,1.47,Werder Bremen,0,0.81,11,2,2,15.23,1.17
67,Hoffenheim,1,0.58,8,2,4,12.70,1.41,Hertha Berlin,1,0.46,9,4,4,11.78,1.13
68,Mainz 05,2,1.12,20,6,8,10.52,1.49,Hoffenheim,3,0.96,18,6,5,9.95,1.21
69,Hoffenheim,2,1.32,12,6,3,14.44,1.57,Schalke 04,0,1.04,17,3,9,8.58,1.15
70,Freiburg,3,1.25,15,6,6,14.71,1.93,Hoffenheim,2,0.63,15,6,10,10.78,0.78
71,Hoffenheim,2,1.92,23,7,10,15.79,2.09,Augsburg,2,0.92,12,4,4,12.78,0.68
72,Wolfsburg,1,1.30,14,6,3,15.19,0.83,Hoffenheim,1,1.92,13,5,6,8.66,1.89
73,Hoffenheim,1,1.09,16,5,10,8.52,0.85,B. Monchengladbach,3,1.81,16,6,7,8.72,1.91
74,FC Cologne,0,0.86,12,4,5,15.63,0.20,Hoffenheim,3,3.02,22,8,7,9.25,2.70
75,Hoffenheim,1,1.31,13,6,6,3.65,2.17,Eintracht Frankfurt,1,0.44,5,3,5,9.54,0.56
76,Hamburger SV,3,1.81,18,7,4,7.09,2.29,Hoffenheim,0,0.61,13,2,5,3.38,0.50
77,Hoffenheim,4,1.70,10,8,6,14.04,2.51,RasenBallsport Leipzig,0,0.28,11,5,2,6.16,0.31
78,Hannover 96,2,1.49,12,3,4,9.62,1.99,Hoffenheim,0,0.75,9,5,12,8.43,0.75
79,Hoffenheim,1,2.10,11,3,3,5.62,2.51,VfB Stuttgart,0,0.62,9,3,3,11.84,0.33
80,Borussia Dortmund,2,3.38,18,3,4,18.00,2.65,Hoffenheim,1,1.32,12,5,7,12.32,0.24
81,Werder Bremen,1,2.47,16,4,10,10.90,2.21,Hoffenheim,1,1.31,11,2,9,11.55,0.59
82,Hertha Berlin,1,1.25,6,3,2,13.73,0.76,Hoffenheim,1,2.06,17,4,17,14.05,1.98
83,Hoffenheim,4,2.98,24,9,7,6.42,2.51,Mainz 05,2,1.45,6,2,2,9.00,0.33
84,Schalke 04,2,1.03,9,6,5,6.75,1.87,Hoffenheim,1,0.49,12,4,4,3.62,0.80
85,Hoffenheim,1,0.56,12,4,9,7.61,0.80,Freiburg,1,1.01,7,3,6,12.67,1.87
86,Augsburg,0,0.53,8,2,4,9.33,0.41,Hoffenheim,2,1.84,17,6,9,10.88,2.41
87,Hoffenheim,3,1.41,17,6,11,18.84,2.38,Wolfsburg,0,0.23,6,1,3,13.79,0.39
88,B. Monchengladbach,3,2.30,23,7,11,7.62,1.40,Hoffenheim,3,2.23,13,6,8,21.65,1.37
89,Hoffenheim,6,3.02,18,11,7,14.52,2.74,FC Cologne,0,0.79,4,1,3,9.96,0.17
90,Eintracht Frankfurt,1,1.83,14,4,5,9.40,2.41,Hoffenheim,1,0.62,10,3,1,19.55,0.41
91,Hoffenheim,2,3.48,21,6,9,14.72,2.92,Hamburger SV,0,0.34,13,5,7,7.50,0.05
92,RasenBallsport Leipzig,2,1.59,14,8,8,15.88,0.29,Hoffenheim,5,3.44,12,7,3,10.70,2.59
93,Hoffenheim,3,1.89,16,6,15,10.25,1.88,Hannover 96,1,1.27,13,4,5,14.77,0.84
94,VfB Stuttgart,2,0.98,5,2,6,26.20,1.23,Hoffenheim,0,1.18,22,7,15,7.62,1.46
95,Hoffenheim,3,1.07,12,8,7,28.77,0.91,Borussia Dortmund,1,1.58,10,4,7,19.70,1.80
96,Hertha Berlin,1,0.25,8,4,1,9.96,0.90,Werder Bremen,1,0.57,10,5,3,9.92,1.60
97,Werder Bremen,1,0.98,18,2,6,8.71,1.35,Schalke 04,2,0.93,11,4,3,8.50,1.31
98,Wolfsburg,1,1.02,13,4,3,5.81,1.26,Werder Bremen,1,1.13,11,4,4,12.79,1.43
99,Werder Bremen,0,1.42,17,6,6,6.86,1.82,Freiburg,0,0.86,13,6,2,10.96,0.90
100,Hamburger SV,0,0.96,17,6,5,7.00,1.81,Werder Bremen,0,0.43,9,3,4,6.69,0.82
101,Werder Bremen,0,1.52,18,5,4,13.74,1.41,B. Monchengladbach,2,1.45,16,8,12,10.54,1.32
102,FC Cologne,0,1.80,18,8,9,9.91,2.07,Werder Bremen,0,0.95,13,2,5,7.68,0.69
103,Werder Bremen,0,1.05,18,3,3,8.74,0.36,Augsburg,3,2.81,17,6,5,12.43,2.51
104,Eintracht Frankfurt,2,1.92,16,5,10,6.59,2.04,Werder Bremen,1,1.08,13,7,9,11.17,0.73
105,Werder Bremen,4,2.62,16,7,5,10.42,2.37,Hannover 96,0,1.13,13,7,4,12.48,0.47
106,RasenBallsport Leipzig,2,1.02,14,6,7,6.97,1.29,Werder Bremen,0,1.07,9,3,10,9.66,1.40
107,Werder Bremen,1,0.71,15,6,4,11.89,0.96,VfB Stuttgart,0,1.12,12,4,6,4.58,1.73
108,Borussia Dortmund,1,1.87,12,5,8,7.18,2.18,Werder Bremen,2,0.94,9,4,1,21.86,0.58
109,Werder Bremen,2,1.20,14,8,1,7.94,1.47,Mainz 05,2,1.05,9,3,4,4.30,1.21
110,Werder Bremen,0,1.56,18,7,7,7.31,2.00,Hertha Berlin,0,0.79,5,2,0,11.52,0.71
111,Schalke 04,1,0.74,15,6,3,13.52,0.41,Werder Bremen,2,1.91,11,7,2,8.09,2.41
112,Werder Bremen,3,1.14,12,5,5,9.09,0.89,Wolfsburg,1,1.58,12,5,3,7.09,1.80
113,Freiburg,1,1.80,7,3,5,17.27,2.68,Werder Bremen,0,0.35,9,3,6,10.89,0.20
114,Werder Bremen,1,0.89,14,3,8,5.65,1.97,Hamburger SV,0,0.23,6,1,3,13.41,0.64
115,B. Monchengladbach,2,1.85,10,5,8,10.30,1.27,Werder Bremen,2,2.00,17,6,17,9.79,1.47
116,Werder Bremen,3,1.35,12,6,3,16.60,2.23,FC Cologne,1,0.40,8,2,6,10.47,0.52
117,Augsburg,1,0.55,15,6,4,10.38,0.32,Werder Bremen,3,2.27,20,12,10,12.19,2.53
118,Werder Bremen,2,1.07,9,5,5,16.65,1.56,Eintracht Frankfurt,1,0.82,11,6,5,21.91,1.10
119,Hannover 96,2,1.60,10,6,3,16.59,1.22,Werder Bremen,1,1.81,14,4,9,7.58,1.50
120,Werder Bremen,1,0.99,16,6,3,10.39,1.25,RasenBallsport Leipzig,1,1.09,10,4,5,8.59,1.44
121,VfB Stuttgart,2,2.09,11,5,6,17.87,2.65,Werder Bremen,0,0.39,9,3,7,10.53,0.22
122,Werder Bremen,1,1.23,19,6,6,37.50,0.60,Borussia Dortmund,1,2.48,17,6,10,12.91,2.22
123,Mainz 05,1,0.54,13,1,5,9.58,0.84,Werder Bremen,2,1.06,14,3,3,9.35,1.83
124,Hertha Berlin,2,0.44,10,3,1,8.55,0.87,VfB Stuttgart,0,0.88,8,2,6,12.63,1.76
125,Borussia Dortmund,2,2.07,18,8,7,6.78,2.58,Hertha Berlin,0,0.41,7,4,2,21.95,0.27
126,Mainz 05,1,1.18,8,3,1,12.55,2.00,Hertha Berlin,0,0.54,5,1,2,5.90,0.66
127,Hertha Berlin,0,0.03,2,0,0,17.09,0.06,Schalke 04,2,1.85,11,7,7,5.00,2.88
128,Freiburg,1,2.84,20,8,11,9.23,2.11,Hertha Berlin,1,1.83,11,3,8,14.36,0.66
129,Hertha Berlin,2,0.83,8,3,4,5.94,1.19,Hamburger SV,1,0.97,12,4,6,7.69,1.48
130,Wolfsburg,3,2.40,20,8,10,9.14,2.06,Hertha Berlin,3,1.49,10,6,2,11.10,0.70
131,Hertha Berlin,2,2.07,16,8,9,6.90,1.35,B. Monchengladbach,4,2.08,8,5,2,22.47,1.39
132,FC Cologne,0,0.74,15,2,9,12.25,0.28,Hertha Berlin,2,2.20,10,7,2,25.57,2.59
133,Hertha Berlin,1,1.15,15,5,0,10.74,2.04,Eintracht Frankfurt,2,0.42,7,5,3,9.29,0.67
134,Augsburg,1,1.63,15,3,5,5.24,2.16,Hertha Berlin,1,0.65,8,4,2,14.06,0.60
135,Hertha Berlin,3,2.56,15,9,5,10.74,1.92,Hannover 96,1,1.89,20,6,4,10.24,0.84
136,RasenBallsport Leipzig,2,2.67,22,8,21,3.03,1.93,Hertha Berlin,3,1.86,7,5,1,11.17,0.85
137,VfB Stuttgart,1,0.28,7,2,6,11.88,0.56,Hertha Berlin,0,1.02,10,1,5,12.63,2.12
138,Hertha Berlin,1,0.80,9,2,2,13.13,0.68,Borussia Dortmund,1,1.65,11,4,10,6.93,2.06
139,Hertha Berlin,0,0.41,9,1,1,6.72,0.59,Mainz 05,2,1.22,13,7,4,13.12,2.12
140,Schalke 04,1,0.33,7,4,1,7.42,0.62,Hertha Berlin,0,0.97,11,3,6,15.00,2.04
141,Hertha Berlin,0,1.08,14,4,3,23.92,2.08,Freiburg,0,0.30,5,0,3,20.53,0.60
142,Hamburger SV,1,0.78,9,3,10,12.11,0.34,Hertha Berlin,2,2.42,16,9,4,10.97,2.51
143,Hertha Berlin,0,0.37,9,2,11,13.68,0.57,Wolfsburg,0,1.17,9,1,0,12.57,2.14
144,B. Monchengladbach,2,1.43,10,3,2,13.44,0.73,Hertha Berlin,1,2.31,12,6,6,13.54,2.03
145,Hertha Berlin,2,1.65,13,6,10,9.19,1.57,FC Cologne,1,1.42,13,2,8,13.95,1.17
146,Eintracht Frankfurt,0,1.16,13,3,4,11.52,0.95,Hertha Berlin,3,1.54,4,3,2,9.30,1.74
147,Hertha Berlin,2,1.47,8,4,3,11.39,2.14,Augsburg,2,0.67,12,3,5,9.92,0.61
148,Hannover 96,3,1.53,11,5,5,13.64,1.75,Hertha Berlin,1,1.07,16,2,5,5.21,0.98
149,Hertha Berlin,2,1.51,8,4,2,9.88,1.64,RasenBallsport Leipzig,6,1.22,17,10,8,9.27,1.09
150,VfB Stuttgart,1,2.09,17,4,8,6.71,2.64,Mainz 05,0,0.39,13,6,2,11.05,0.23
151,Schalke 04,3,1.99,12,4,2,19.71,1.90,VfB Stuttgart,1,1.30,11,2,2,8.52,0.86
152,VfB Stuttgart,1,1.13,8,4,6,12.07,2.01,Wolfsburg,0,0.45,8,1,4,9.79,0.68
153,B. Monchengladbach,2,1.15,9,3,3,12.29,2.05,VfB Stuttgart,0,0.50,11,4,3,18.32,0.65
154,VfB Stuttgart,0,0.44,14,2,8,7.55,1.30,Augsburg,0,0.37,9,2,2,18.30,1.19
155,Eintracht Frankfurt,2,1.13,10,6,2,12.42,1.55,VfB Stuttgart,1,0.88,13,5,3,8.21,1.14
156,VfB Stuttgart,2,2.19,22,7,9,9.33,1.83,FC Cologne,1,1.58,17,3,7,9.00,0.94
157,RasenBallsport Leipzig,1,0.87,15,3,4,5.53,1.56,VfB Stuttgart,0,0.61,11,2,3,11.17,1.07
158,VfB Stuttgart,3,1.36,18,6,6,7.54,2.40,Freiburg,0,0.21,6,0,0,24.79,0.37
159,Hamburger SV,3,2.02,21,12,12,4.55,1.96,VfB Stuttgart,1,1.22,3,2,1,21.19,0.79
160,VfB Stuttgart,2,1.14,9,4,5,9.31,0.84,Borussia Dortmund,1,1.79,13,7,8,5.10,1.89
161,Hannover 96,1,1.88,15,4,7,12.00,1.60,VfB Stuttgart,1,1.59,13,4,9,6.90,1.11
162,Mainz 05,3,2.37,21,12,5,20.19,2.57,VfB Stuttgart,2,0.72,8,5,5,8.23,0.29
163,VfB Stuttgart,0,0.50,11,2,3,5.34,0.16,Schalke 04,2,2.64,17,7,4,14.11,2.76
164,Wolfsburg,1,0.81,16,5,2,16.87,0.56,VfB Stuttgart,1,1.86,14,2,4,12.63,2.23
165,VfB Stuttgart,1,0.65,7,2,1,13.96,1.52,B. Monchengladbach,0,0.47,12,4,6,7.11,1.05
166,Augsburg,0,0.32,8,2,3,6.48,0.44,VfB Stuttgart,1,1.40,16,6,3,8.54,2.32
167,VfB Stuttgart,1,1.95,13,5,4,10.77,2.78,Eintracht Frankfurt,0,0.26,7,0,4,5.50,0.12
168,FC Cologne,2,1.20,12,4,19,7.54,1.96,VfB Stuttgart,3,0.51,9,4,3,18.80,0.74
169,VfB Stuttgart,0,1.13,12,2,3,9.19,1.83,RasenBallsport Leipzig,0,0.66,8,3,4,12.06,0.85
170,Freiburg,1,0.30,7,2,7,11.90,0.18,VfB Stuttgart,2,1.62,10,5,0,20.18,2.69
171,VfB Stuttgart,1,1.09,11,4,4,12.71,1.48,Hamburger SV,1,0.90,8,6,4,15.56,1.15
172,Borussia Dortmund,3,1.60,15,7,13,11.56,2.16,VfB Stuttgart,0,0.61,8,0,3,7.24,0.60
173,VfB Stuttgart,1,0.85,12,5,5,11.82,1.79,Hannover 96,1,0.38,9,3,4,17.53,0.82
174,Hamburger SV,1,0.55,11,5,4,10.68,1.25,Augsburg,0,0.57,13,1,11,4.58,1.33
175,FC Cologne,1,1.89,20,6,10,8.64,1.52,Hamburger SV,3,1.65,12,4,4,20.13,1.20
176,Hamburger SV,0,1.17,9,2,2,15.50,1.21,RasenBallsport Leipzig,2,1.38,19,4,11,3.74,1.49
177,Hannover 96,2,2.30,17,4,8,5.74,2.76,Hamburger SV,0,0.45,12,3,3,8.45,0.15
178,Hamburger SV,0,0.19,6,2,4,5.97,0.02,Borussia Dortmund,3,3.18,17,7,10,5.03,2.97
179,Mainz 05,3,1.25,14,4,6,6.77,0.75,Hamburger SV,2,1.99,9,2,3,4.55,1.99
180,Schalke 04,2,2.08,12,4,4,7.58,2.39,Hamburger SV,0,0.78,7,1,5,6.31,0.42
181,Freiburg,0,0.98,21,2,8,7.00,1.80,Hamburger SV,0,0.46,9,3,4,5.92,0.85
182,Hamburger SV,0,0.93,12,3,9,6.72,2.21,Wolfsburg,0,0.09,3,0,1,8.10,0.44
183,Hamburger SV,1,1.79,21,6,8,5.55,1.96,Eintracht Frankfurt,2,1.02,10,6,5,8.56,0.79
184,B. Monchengladbach,3,2.65,13,5,6,7.41,2.76,Hamburger SV,1,0.57,8,3,9,10.00,0.15
185,Augsburg,1,1.32,15,5,6,7.80,2.18,Hamburger SV,0,0.36,9,6,9,6.57,0.55
186,Hamburger SV,0,0.90,13,3,6,5.24,0.94,FC Cologne,2,1.38,9,2,4,7.85,1.77
187,RasenBallsport Leipzig,1,1.10,15,6,5,4.30,1.41,Hamburger SV,1,0.99,7,2,4,9.96,1.27
188,Hamburger SV,1,1.48,15,3,4,6.91,1.66,Hannover 96,1,1.13,14,7,2,8.76,1.06
189,Borussia Dortmund,2,2.58,10,3,5,5.91,2.79,Hamburger SV,0,0.49,8,2,7,12.73,0.13
190,Hamburger SV,0,1.75,18,6,10,2.58,2.51,Mainz 05,0,0.41,5,2,1,10.61,0.32
191,Hamburger SV,3,2.29,18,7,11,4.41,2.06,Schalke 04,2,1.36,7,4,6,8.06,0.71
192,Hamburger SV,1,1.73,11,5,5,6.90,2.05,Freiburg,0,0.90,11,4,7,9.38,0.71
193,Wolfsburg,1,0.91,10,1,6,10.20,0.21,Hamburger SV,3,2.91,14,6,6,9.70,2.69
194,Eintracht Frankfurt,3,1.65,14,10,4,10.93,2.01,Hamburger SV,0,0.85,14,4,2,5.68,0.75
195,Hamburger SV,2,2.36,17,8,9,12.70,2.16,B. Monchengladbach,1,1.25,8,3,6,11.36,0.62
196,Augsburg,2,2.46,24,9,12,7.63,2.11,B. Monchengladbach,2,1.32,15,3,6,14.60,0.69
197,Augsburg,3,2.28,10,4,1,11.84,2.69,FC Cologne,0,0.46,13,3,8,5.50,0.20
198,Eintracht Frankfurt,1,1.32,23,8,14,4.88,1.84,Augsburg,2,0.73,11,3,5,14.38,0.87
199,Augsburg,1,1.30,11,4,3,16.57,1.63,RasenBallsport Leipzig,0,1.00,14,3,9,5.15,1.06
200,Augsburg,1,1.04,10,5,4,9.89,0.69,Borussia Dortmund,2,1.94,14,8,7,3.54,2.07
201,Augsburg,1,0.86,15,5,4,6.44,1.37,Hannover 96,2,0.80,11,6,4,6.04,1.28
202,Augsburg,2,2.10,23,8,16,6.77,2.75,Wolfsburg,1,0.21,4,3,2,26.89,0.15
203,Mainz 05,1,0.58,16,5,5,3.68,0.24,Augsburg,3,2.19,10,4,4,5.43,2.63
204,Schalke 04,3,2.61,8,6,1,10.13,2.35,Augsburg,2,1.41,15,7,3,9.23,0.46
205,Augsburg,3,2.95,17,8,6,6.42,2.19,Freiburg,3,1.77,9,6,6,11.61,0.61
206,B. Monchengladbach,2,1.59,16,6,5,8.24,1.59,Augsburg,0,1.31,18,3,4,6.96,1.15
207,FC Cologne,1,0.92,11,5,13,11.14,1.55,Augsburg,1,0.69,11,3,3,14.17,1.09
208,Augsburg,3,3.37,17,7,4,12.61,2.91,Eintracht Frankfurt,0,0.35,8,2,3,6.36,0.05
209,RasenBallsport Leipzig,2,1.95,23,9,11,8.66,2.21,Augsburg,0,0.81,12,2,2,9.65,0.58
210,Borussia Dortmund,1,1.20,9,2,13,7.12,1.48,Augsburg,1,1.01,13,6,3,15.90,1.14
211,Hannover 96,1,0.74,17,5,7,9.79,0.47,Augsburg,3,2.09,16,8,4,9.80,2.35
212,Wolfsburg,0,0.79,15,4,4,6.00,1.92,Augsburg,0,0.21,7,2,2,14.23,0.68
213,Augsburg,2,1.66,15,6,2,8.54,2.46,Mainz 05,0,0.29,7,3,5,6.04,0.35
214,Augsburg,1,0.97,12,5,10,6.00,0.61,Schalke 04,2,2.01,15,7,3,17.50,2.16
215,Freiburg,2,0.71,12,3,3,10.27,1.81,Augsburg,0,0.24,5,2,4,11.35,0.75
216,Mainz 05,0,0.53,14,6,6,4.91,1.16,Hannover 96,1,0.61,6,2,1,14.91,1.41
217,Wolfsburg,1,0.74,6,2,5,12.55,1.19,Mainz 05,1,0.90,10,3,9,9.34,1.44
218,Schalke 04,2,1.79,14,5,4,4.34,2.40,Mainz 05,0,0.60,5,2,1,11.29,0.39
219,Mainz 05,1,0.28,6,3,4,6.19,1.04,Eintracht Frankfurt,1,0.45,8,3,6,4.68,1.43
220,B. Monchengladbach,1,0.79,9,3,10,10.58,1.26,Mainz 05,1,0.83,20,7,6,12.21,1.38
221,Mainz 05,1,1.45,12,3,4,11.90,2.17,FC Cologne,0,0.58,11,0,8,10.24,0.57
222,Freiburg,2,1.83,16,5,4,5.73,2.21,Mainz 05,1,0.71,17,5,6,8.11,0.58
223,RasenBallsport Leipzig,2,1.25,12,7,5,6.42,1.31,Mainz 05,2,1.28,13,9,1,10.39,1.37
224,Mainz 05,0,0.50,13,0,5,19.29,0.33,Borussia Dortmund,2,2.02,15,6,11,15.78,2.50
225,Hannover 96,3,1.80,25,9,7,12.47,2.48,Mainz 05,2,0.43,11,5,2,11.00,0.34
226,Mainz 05,1,0.77,13,4,2,11.31,1.12,Wolfsburg,1,1.01,8,2,4,9.20,1.55
227,Mainz 05,0,0.49,16,4,7,7.65,1.56,Schalke 04,1,0.21,6,2,1,5.81,0.90
228,Eintracht Frankfurt,3,2.12,15,6,9,10.32,2.54,Mainz 05,0,0.53,13,1,5,18.05,0.31
229,Mainz 05,0,0.63,14,5,3,8.97,1.29,B. Monchengladbach,0,0.66,11,2,4,11.90,1.31
230,FC Cologne,1,1.31,15,8,16,7.04,1.51,Mainz 05,1,1.09,12,4,8,6.28,1.18
231,Mainz 05,2,2.06,14,3,6,8.48,2.67,Freiburg,0,0.37,11,0,5,10.70,0.21
232,Mainz 05,3,2.17,16,9,8,9.04,2.21,RasenBallsport Leipzig,0,1.05,6,1,8,4.10,0.57
