,TEAMS,GOALS,xG,SHOTS,SHOTS ON TARGET,DEEP,PPDA,xPTS,A_TEAMS,A_GOALS,A_xG,A_SHOTS,A_SHOTS ON TARGET,A_DEEP,A_PPDA,A_xPTS
99,Lazio,2,1.44,5,2,3,8.32,1.98,Atalanta,0,0.78,11,1,6,5.76,0.74
100,AC Milan,1,1.51,20,5,7,6.43,2.07,Lazio,1,0.72,9,2,3,7.06,0.66
101,Palermo,0,0.42,7,2,6,18.77,0.08,Lazio,3,3.06,19,8,6,5.50,2.88
102,Lazio,2,2.56,20,7,10,12.74,2.80,Empoli,0,0.41,6,1,2,10.68,0.12
103,Juventus,3,3.53,19,12,5,14.14,2.97,Lazio,0,0.20,7,1,1,14.52,0.02
104,Sampdoria,2,1.72,13,7,2,9.22,0.37,Lazio,1,3.45,20,4,9,10.35,2.49
105,Lazio,2,1.72,9,4,7,13.25,2.13,Inter,0,0.87,15,4,9,8.55,0.63
106,Carpi,1,3.44,26,9,13,4.13,2.33,Lazio,3,1.98,16,7,10,7.14,0.51
107,Lazio,2,1.28,16,6,8,16.52,0.92,Fiorentina,4,1.86,16,5,6,9.70,1.81
108,Bologna,0,0.15,6,2,3,10.26,0.57,Sassuolo,1,0.76,9,2,1,6.00,2.04
109,Sampdoria,2,1.29,12,4,3,10.23,2.33,Bologna,0,0.26,9,2,3,13.38,0.42
110,Bologna,1,1.20,12,2,3,6.31,1.12,Frosinone,0,1.47,20,6,7,6.21,1.59
111,Fiorentina,2,1.65,18,4,10,4.59,2.47,Bologna,0,0.31,3,1,2,23.06,0.34
112,Bologna,1,1.61,12,3,11,5.89,1.23,Udinese,2,1.76,11,3,7,7.33,1.48
113,Juventus,3,3.40,19,8,6,10.79,2.96,Bologna,1,0.14,2,1,0,17.48,0.02
114,Bologna,0,1.72,17,6,12,6.24,1.41,Palermo,1,1.67,9,4,3,18.38,1.32
115,Carpi,1,0.82,8,2,1,16.53,0.44,Bologna,2,1.97,14,4,1,10.40,2.34
116,Bologna,0,0.66,7,3,5,13.04,0.77,Inter,1,1.27,11,6,5,10.59,1.91
117,Bologna,3,1.38,10,5,5,10.31,1.45,Atalanta,0,1.25,8,2,4,6.00,1.24
118,Torino,2,1.33,13,6,3,8.42,2.53,Bologna,0,0.10,3,0,3,11.06,0.26
119,Bologna,3,1.62,11,4,7,12.38,1.49,Napoli,2,1.52,16,7,7,7.19,1.25
120,Genoa,0,2.30,19,4,7,6.24,2.39,Bologna,1,0.89,10,2,4,11.71,0.44
121,Bologna,2,1.26,13,4,8,6.86,0.86,Empoli,3,1.95,17,7,7,7.30,1.90
122,AC Milan,0,1.77,17,4,7,6.80,1.77,Bologna,1,1.25,7,3,4,10.46,0.98
123,Bologna,0,1.23,16,2,7,4.84,2.27,Chievo,1,0.34,8,2,3,12.30,0.47
124,Sassuolo,0,0.58,14,2,5,10.95,0.49,Bologna,2,1.77,16,7,6,7.88,2.30
125,Bologna,3,1.50,7,5,1,14.64,1.39,Sampdoria,2,1.45,14,6,3,8.64,1.26
126,Frosinone,1,1.81,20,7,5,6.29,1.99,Bologna,0,1.07,15,3,6,7.35,0.76
127,Bologna,1,1.02,12,6,7,10.10,1.86,Fiorentina,1,0.47,12,2,3,10.57,0.81
128,Udinese,0,1.73,10,2,8,5.44,1.94,Bologna,1,1.04,11,2,5,6.97,0.80
129,Bologna,0,0.25,8,1,1,12.84,0.68,Juventus,0,0.82,10,0,7,7.67,1.94
130,Palermo,0,0.64,7,4,2,13.27,1.00,Bologna,0,1.05,17,5,12,7.25,1.67
131,Bologna,0,1.16,17,4,5,3.10,2.16,Carpi,0,0.29,6,2,3,14.00,0.54
132,Inter,2,1.78,17,3,2,7.52,2.58,Bologna,1,0.37,6,1,4,17.18,0.26
133,Atalanta,2,3.92,14,7,5,10.08,2.98,Bologna,0,0.38,9,2,7,11.00,0.01
134,Bologna,0,0.51,8,1,4,10.74,0.68,Torino,1,1.07,6,3,2,11.38,2.00
135,Napoli,6,2.64,20,14,6,7.50,2.89,Bologna,0,0.18,5,0,3,15.00,0.06
136,Bologna,2,0.95,11,5,8,10.69,1.75,Genoa,0,0.49,5,3,4,10.32,0.88
137,Empoli,0,0.57,5,1,6,12.00,1.31,Bologna,0,0.60,16,5,5,16.64,1.27
138,Bologna,0,1.08,8,1,3,10.96,1.18,AC Milan,1,1.24,15,5,6,5.19,1.49
139,Chievo,0,0.35,5,0,6,19.13,1.17,Bologna,0,0.43,16,4,3,11.59,1.29
140,Juventus,0,1.82,21,5,13,4.07,2.07,Udinese,1,0.87,6,2,1,9.00,0.67
141,Juventus,1,2.75,26,7,10,3.21,2.75,Chievo,1,0.64,6,3,2,12.85,0.16
142,Genoa,0,0.38,7,0,5,7.67,0.17,Juventus,2,2.18,13,4,3,8.60,2.74
143,Juventus,1,1.99,36,7,17,4.77,2.40,Frosinone,1,0.51,9,1,2,12.30,0.41
144,Napoli,2,0.70,13,5,3,6.80,1.34,Juventus,1,0.68,12,3,5,11.36,1.27
145,Inter,0,0.36,8,2,3,10.11,0.75,Juventus,0,0.90,15,4,5,15.88,1.89
146,Juventus,2,3.14,19,10,12,7.04,2.96,Atalanta,0,0.11,5,0,1,16.32,0.02
147,Sassuolo,1,0.33,7,3,2,7.85,1.01,Juventus,0,0.55,14,3,6,3.92,1.51
148,Juventus,2,1.47,17,6,9,10.00,1.99,Torino,1,0.75,10,5,6,18.37,0.73
149,Empoli,1,0.48,12,4,2,11.60,0.21,Juventus,3,2.15,11,4,4,7.17,2.68
150,Juventus,1,1.01,16,5,6,6.24,1.71,AC Milan,0,0.58,9,2,2,10.88,0.94
151,Palermo,0,0.46,11,0,4,11.48,0.49,Juventus,3,1.60,16,4,4,6.63,2.29
152,Juventus,3,1.68,16,6,9,15.93,2.05,Fiorentina,1,0.89,6,1,0,6.86,0.65
153,Carpi,2,1.00,11,3,4,11.09,0.77,Juventus,3,1.67,10,6,2,5.74,1.96
154,Sampdoria,1,0.77,9,2,3,9.81,0.91,Juventus,2,1.24,13,5,7,10.27,1.79
155,Udinese,0,0.34,8,3,2,26.43,0.08,Juventus,4,2.68,13,8,12,7.66,2.86
156,Chievo,0,0.18,6,2,2,14.03,0.01,Juventus,4,3.69,30,10,14,9.57,2.98
157,Juventus,1,0.72,11,2,4,8.16,1.89,Genoa,0,0.18,7,2,3,6.10,0.68
158,Frosinone,0,0.27,5,0,2,8.97,0.36,Juventus,2,1.58,25,9,6,4.54,2.43
159,Juventus,1,0.56,13,4,9,16.83,1.62,Napoli,0,0.22,7,1,1,9.77,0.87
160,Juventus,2,1.98,9,6,3,12.42,2.67,Inter,0,0.36,8,3,5,8.61,0.20
161,Atalanta,0,0.66,13,3,1,7.58,0.77,Juventus,2,1.17,9,5,7,6.00,1.91
162,Juventus,1,1.49,16,7,7,8.48,2.36,Sassuolo,0,0.42,7,2,5,8.03,0.42
163,Torino,1,1.59,10,6,6,6.93,1.23,Juventus,4,1.75,14,7,6,6.61,1.47
164,Juventus,1,2.19,19,9,8,9.36,2.53,Empoli,0,0.63,9,3,3,5.80,0.31
165,AC Milan,1,1.46,11,5,3,7.16,2.02,Juventus,2,0.77,9,4,5,7.50,0.70
166,Juventus,4,1.83,16,6,5,4.97,2.24,Palermo,0,0.70,10,4,2,10.26,0.54
167,Fiorentina,1,2.42,21,7,1,6.68,2.11,Juventus,2,1.47,6,3,3,17.14,0.66
168,Juventus,2,0.98,19,3,10,4.92,1.74,Carpi,0,0.51,11,1,5,14.19,0.91
169,Juventus,5,2.79,24,12,10,5.66,2.92,Sampdoria,0,0.17,7,1,0,20.27,0.05
170,Udinese,0,2.24,25,7,8,3.93,2.48,Palermo,1,0.79,5,1,0,14.20,0.33
171,Udinese,1,0.99,7,2,3,7.85,1.68,Empoli,2,0.68,12,6,2,7.00,0.97
172,Udinese,2,1.07,11,3,6,6.49,1.75,AC Milan,3,0.65,9,3,2,5.26,0.91
173,Udinese,1,1.37,9,3,2,11.71,1.32,Genoa,1,1.42,19,7,5,3.47,1.36
174,Udinese,1,2.10,19,7,10,12.20,2.60,Frosinone,0,0.43,12,2,5,7.04,0.26
175,Udinese,0,1.35,14,2,9,7.03,2.34,Sassuolo,0,0.25,6,2,2,9.90,0.42
176,Napoli,1,1.20,15,5,7,8.26,2.16,Udinese,0,0.30,8,2,3,17.18,0.54
177,Udinese,1,0.71,9,4,5,9.67,1.62,Sampdoria,0,0.43,10,0,2,10.00,0.96
178,Chievo,2,1.92,12,6,5,6.42,1.44,Udinese,3,1.84,14,5,7,8.36,1.28
179,Fiorentina,3,2.03,14,5,9,8.32,2.25,Udinese,0,0.93,8,0,4,10.77,0.54
180,Udinese,0,1.56,22,7,9,10.00,1.20,Inter,4,1.76,13,7,4,12.18,1.54
181,Torino,0,0.50,10,1,5,8.12,0.51,Udinese,1,1.52,12,6,1,12.24,2.26
182,Udinese,2,1.91,18,6,2,14.65,2.03,Atalanta,1,1.10,20,6,4,4.63,0.72
183,Carpi,2,1.50,13,6,4,8.34,2.38,Udinese,1,0.33,10,5,1,9.06,0.40
184,Palermo,4,1.91,16,8,7,15.11,1.45,Udinese,1,1.78,20,9,6,16.46,1.30
185,Empoli,1,2.10,19,4,9,3.11,2.49,Udinese,1,0.67,5,2,1,7.38,0.33
186,AC Milan,1,1.93,22,5,17,5.68,1.74,Udinese,1,1.45,9,5,3,17.00,0.97
187,Genoa,2,3.02,21,8,10,5.03,2.28,Udinese,1,1.74,13,6,5,10.45,0.54
188,Frosinone,2,1.10,23,4,2,10.60,2.20,Udinese,0,0.14,6,2,7,9.32,0.47
189,Sassuolo,1,0.80,13,1,4,3.97,0.56,Udinese,1,1.86,8,3,2,7.49,2.24
190,Udinese,3,2.75,11,6,2,7.63,2.86,Napoli,1,0.47,11,2,8,5.94,0.09
191,Sampdoria,2,2.13,15,5,8,9.53,1.76,Udinese,0,1.59,16,2,8,11.29,0.99
192,Udinese,0,0.99,15,3,3,15.44,2.07,Chievo,0,0.21,5,2,2,10.17,0.58
193,Udinese,2,1.16,10,3,1,11.44,1.76,Fiorentina,1,0.66,9,3,4,3.67,0.90
194,Inter,3,2.91,25,9,18,10.19,2.56,Udinese,1,1.07,12,5,5,9.96,0.30
195,Udinese,1,1.57,13,4,5,16.22,1.66,Torino,5,1.25,15,6,5,13.64,1.06
196,Atalanta,1,1.12,8,2,5,11.06,2.33,Udinese,1,0.27,4,2,2,14.23,0.41
197,Udinese,1,1.29,15,5,7,16.71,0.93,Carpi,2,1.76,10,5,7,8.76,1.77
198,Palermo,1,1.64,19,6,5,13.59,2.08,Genoa,0,0.78,11,3,7,5.97,0.68
199,Palermo,2,1.32,13,6,8,4.31,1.72,Carpi,2,0.91,9,2,6,10.81,0.95
200,AC Milan,3,1.30,18,8,5,5.03,1.26,Palermo,2,1.35,13,3,4,8.50,1.44
201,Palermo,0,0.46,9,2,4,6.78,1.01,Sassuolo,1,0.73,13,4,11,7.76,1.58
202,Torino,2,0.58,10,3,4,10.25,1.49,Palermo,1,0.38,11,3,1,12.19,1.05
203,Palermo,1,1.06,10,2,2,13.63,0.55,Inter,1,2.05,19,7,10,8.54,2.20
204,Napoli,2,1.10,23,8,12,6.84,2.07,Palermo,0,0.26,8,0,3,26.81,0.60
205,Palermo,0,1.12,15,4,5,6.59,1.59,Empoli,1,0.85,14,5,9,8.19,1.10
206,Palermo,1,0.86,14,3,7,9.22,1.06,Chievo,0,1.21,13,3,8,6.42,1.63
207,Atalanta,3,1.52,12,4,3,9.18,1.94,Palermo,0,0.85,17,4,9,5.92,0.81
208,Palermo,4,2.75,20,6,2,7.63,2.29,Frosinone,1,1.49,15,3,3,5.48,0.52
209,Sampdoria,2,1.59,17,7,9,5.68,2.10,Palermo,0,0.65,11,5,2,11.57,0.66
210,Palermo,1,0.93,11,3,6,7.44,0.96,Fiorentina,3,1.40,11,5,6,4.32,1.73
211,Genoa,4,2.94,18,10,11,5.33,2.81,Palermo,0,0.41,11,3,1,7.59,0.12
212,Carpi,1,1.19,13,1,7,4.67,1.53,Palermo,1,0.98,5,1,4,7.43,1.12
213,Palermo,0,0.70,12,2,6,19.47,0.29,AC Milan,2,2.34,16,8,5,5.85,2.57
214,Sassuolo,2,2.28,23,6,14,4.20,2.47,Palermo,2,0.71,7,2,4,10.48,0.36
215,Palermo,1,0.99,18,5,3,11.50,0.27,Torino,3,3.01,20,8,7,8.04,2.62
216,Inter,3,1.02,10,5,5,3.94,1.57,Palermo,1,0.77,9,4,4,13.58,1.08
217,Palermo,0,0.29,5,1,1,19.04,0.18,Napoli,1,2.03,18,7,14,5.15,2.70
218,Empoli,0,0.52,12,3,7,8.26,1.13,Palermo,0,0.68,13,2,7,9.27,1.46
219,Chievo,3,1.34,9,4,2,6.44,0.95,Palermo,1,1.81,14,4,3,17.13,1.76
220,Palermo,2,2.65,14,3,8,8.65,1.66,Atalanta,2,2.25,11,4,1,6.03,1.09
221,Frosinone,0,1.37,16,4,8,4.66,1.78,Palermo,2,0.84,7,2,4,4.48,0.92
222,Palermo,2,1.30,10,4,6,7.28,2.14,Sampdoria,0,0.45,8,4,6,4.37,0.59
223,Fiorentina,0,2.01,21,4,4,4.44,2.73,Palermo,0,0.17,4,0,3,19.21,0.15
224,Fiorentina,1,0.68,11,3,3,8.73,1.37,Genoa,0,0.61,12,1,6,8.70,1.23
225,Genoa,1,0.66,11,2,6,4.59,1.04,AC Milan,0,0.95,12,3,6,5.81,1.61
226,Genoa,3,1.25,12,6,4,13.06,0.73,Chievo,2,2.14,21,3,9,4.47,2.04
227,Empoli,2,1.60,15,5,1,7.75,2.32,Genoa,0,0.55,14,3,5,5.36,0.46
228,Torino,3,1.46,17,7,10,9.56,1.23,Genoa,3,1.58,9,4,7,7.07,1.50
229,Genoa,0,0.48,9,1,6,9.23,0.65,Napoli,0,1.28,18,8,10,6.45,2.06
230,Frosinone,2,1.27,18,5,8,5.90,0.89,Genoa,2,1.79,10,3,4,5.65,1.81
231,Genoa,2,0.93,14,3,5,8.28,1.15,Sassuolo,1,1.06,9,4,3,7.13,1.52
232,Genoa,1,0.67,9,3,5,5.22,0.41,Carpi,2,2.06,15,5,9,3.89,2.42
233,Inter,1,1.03,14,5,7,5.36,2.24,Genoa,0,0.10,4,2,2,9.81,0.43
234,Genoa,2,2.03,18,10,5,4.84,2.04,Sampdoria,3,1.18,11,5,3,13.00,0.70
235,Atalanta,0,0.66,14,0,6,7.15,0.70,Genoa,2,1.30,13,2,2,6.66,1.99
236,Genoa,0,0.94,11,2,3,7.60,1.72,Fiorentina,0,0.58,11,3,6,4.69,0.93
237,AC Milan,2,0.74,14,6,6,4.31,0.82,Genoa,1,1.08,6,2,3,10.44,1.83
238,Chievo,1,1.77,16,6,9,6.53,2.39,Genoa,0,0.53,11,4,4,6.96,0.42
239,Genoa,1,1.06,15,5,5,6.63,1.37,Empoli,0,1.03,10,2,2,6.25,1.30
240,Genoa,3,2.52,13,6,8,6.55,2.29,Torino,2,1.27,9,5,8,11.45,0.53
241,Napoli,3,2.46,22,11,18,5.00,2.67,Genoa,1,0.47,9,2,1,21.40,0.23
242,Genoa,4,2.08,21,9,3,3.87,2.58,Frosinone,0,0.37,9,2,3,10.10,0.28
243,Sassuolo,0,0.74,17,5,6,5.32,1.33,Genoa,1,0.70,9,4,3,11.27,1.30
244,Carpi,4,3.16,15,10,10,5.29,2.44,Genoa,1,1.38,16,3,12,7.78,0.43
245,Genoa,1,1.00,16,5,5,13.83,1.24,Inter,0,1.15,17,4,13,11.00,1.44
246,Sampdoria,0,0.69,12,3,3,3.85,0.39,Genoa,3,2.20,18,7,7,10.00,2.44
247,Genoa,1,2.56,11,2,11,8.15,2.25,Atalanta,2,1.35,13,3,6,8.37,0.57
248,Sampdoria,5,1.41,10,7,2,7.62,0.56,Carpi,2,2.67,25,8,2,18.60,2.25
249,Napoli,2,1.71,27,7,11,9.92,1.59,Sampdoria,2,1.36,9,4,4,29.09,1.13
250,Torino,2,2.63,19,8,13,11.00,2.65,Sampdoria,0,0.80,13,5,5,13.48,0.23
251,Atalanta,2,2.03,18,5,12,5.73,2.29,Sampdoria,1,0.78,8,4,5,4.22,0.50
252,Sampdoria,1,2.39,15,6,3,15.67,1.73,Inter,1,1.91,17,7,11,5.46,1.02
253,Frosinone,2,1.23,14,4,6,12.29,1.22,Sampdoria,0,1.40,19,2,16,5.09,1.50
254,Sampdoria,1,0.58,14,3,6,6.51,1.18,Empoli,1,0.70,17,5,6,7.82,1.41
255,Chievo,1,1.56,15,2,6,8.23,1.84,Sampdoria,1,0.96,10,3,3,11.50,0.88
256,Sampdoria,0,0.33,3,2,2,8.22,0.09,Fiorentina,2,2.71,20,7,7,11.00,2.85
257,AC Milan,4,3.70,22,9,8,6.03,2.84,Sampdoria,1,1.15,10,2,2,7.40,0.10
258,Sampdoria,1,0.63,8,2,10,6.30,0.23,Sassuolo,3,2.65,17,10,7,10.92,2.66
259,Carpi,2,1.34,9,5,3,10.03,0.64,Sampdoria,1,2.31,12,4,9,4.59,2.13
260,Sampdoria,2,0.56,8,4,10,16.24,0.09,Napoli,4,3.38,23,9,12,13.26,2.85
261,Sampdoria,2,0.76,9,4,2,9.50,0.51,Torino,2,1.85,14,6,2,5.50,2.27
262,Sampdoria,0,0.92,10,2,4,9.90,2.07,Atalanta,0,0.22,9,2,3,8.30,0.58
