,TEAMS,GOALS,xG,SHOTS,SHOTS ON TARGET,DEEP,PPDA,xPTS,A_TEAMS,A_GOALS,A_xG,A_SHOTS,A_SHOTS ON TARGET,A_DEEP,A_PPDA,A_xPTS
284,VfB Stuttgart,1,1.60,13,6,4,12.23,1.61,B. Monchengladbach,0,1.30,18,4,7,5.75,1.12
285,B. Monchengladbach,0,0.63,7,0,5,36.25,0.23,Borussia Dortmund,2,2.36,12,3,22,15.69,2.65
286,Bayer Leverkusen,1,1.29,18,5,16,9.56,1.80,Mainz 05,0,0.76,12,5,7,13.11,0.90
287,Bayer Leverkusen,2,1.34,14,6,4,12.56,0.39,Borussia Dortmund,4,2.98,16,10,8,7.89,2.47
288,RasenBallsport Leipzig,3,2.55,14,6,11,13.74,2.74,Bayer Leverkusen,0,0.44,6,2,1,9.09,0.17
289,Bayer Leverkusen,2,2.63,17,4,13,11.50,2.75,VfB Stuttgart,0,0.39,10,2,3,14.00,0.16
290,Mainz 05,1,1.88,15,2,5,17.03,0.54,Bayer Leverkusen,5,3.30,18,7,11,5.95,2.29
291,Borussia Dortmund,3,1.05,9,4,4,19.26,1.19,Bayer Leverkusen,2,1.26,13,4,4,7.96,1.50
292,Bayer Leverkusen,2,2.13,10,4,9,8.05,1.95,RasenBallsport Leipzig,4,1.44,8,4,1,11.21,0.79
293,VfB Stuttgart,0,0.44,12,5,5,15.64,0.18,Bayer Leverkusen,1,2.54,17,5,10,10.57,2.73
294,Mainz 05,1,1.29,10,3,4,8.18,1.54,VfB Stuttgart,0,1.08,12,3,4,14.35,1.16
295,Mainz 05,1,1.06,15,7,5,28.50,1.29,Borussia Dortmund,2,1.08,11,7,5,8.41,1.37
296,RasenBallsport Leipzig,4,4.48,18,7,9,13.74,2.88,Mainz 05,1,1.34,12,5,3,7.13,0.08
297,VfB Stuttgart,2,3.20,28,8,18,4.72,2.54,Mainz 05,3,1.18,14,4,8,12.23,0.34
298,Borussia Dortmund,2,2.14,12,7,8,14.67,0.78,Mainz 05,1,2.94,17,9,6,17.31,1.99
299,Mainz 05,3,1.72,15,6,9,7.21,0.70,RasenBallsport Leipzig,3,2.75,14,5,9,8.62,2.11
300,RasenBallsport Leipzig,2,3.13,18,8,8,14.86,2.82,VfB Stuttgart,0,0.64,9,0,3,8.05,0.11
301,VfB Stuttgart,0,1.04,14,5,6,16.60,1.43,Borussia Dortmund,4,0.95,12,4,8,18.44,1.24
302,VfB Stuttgart,1,1.37,8,3,4,6.32,1.38,RasenBallsport Leipzig,3,1.32,8,4,2,13.22,1.27
303,Borussia Dortmund,3,2.56,18,8,11,8.11,2.53,VfB Stuttgart,1,0.90,7,1,2,19.86,0.32
304,Borussia Dortmund,4,1.96,10,5,4,10.95,1.74,RasenBallsport Leipzig,1,1.46,11,7,4,7.60,1.00
305,RasenBallsport Leipzig,0,0.78,12,5,7,7.88,1.11,Borussia Dortmund,1,1.02,8,4,3,16.33,1.56
