,H_cat,H_type,H_Attacks,H_Ball Possession,H_Blocked Shots,H_Completed Passes,H_Corner Kicks,H_Dangerous Attacks,H_Fouls,H_Free Kicks,H_Goal Attempts,H_Goalkeeper Saves,H_Goals,H_Offsides,H_Red Cards,H_Shots off Goal,H_Shots on Goal,H_Tackles,H_Teamnames,H_Total Passes,H_Yellow Cards,H_datetime,H_gameinfo,A_cat,A_type,A_Attacks,A_Ball Possession,A_Blocked Shots,A_Completed Passes,A_Corner Kicks,A_Dangerous Attacks,A_Fouls,A_Free Kicks,A_Goal Attempts,A_Goalkeeper Saves,A_Goals,A_Offsides,A_Red Cards,A_Shots off Goal,A_Shots on Goal,A_Tackles,A_Teamnames,A_Total Passes,A_Yellow Cards,A_datetime,A_gameinfo
0,cat0,1,,43,2,,4,,7,5,5,1,1,1,,2,1,,Sevilla,,1,18.05.2014 21:00,LaLiga - Round 38,cat0,2,,57,4,,3,,5,8,7,0,0,0,,2,1,,Elche,,0,18.05.2014 21:00,LaLiga - Round 38
1,cat1,1,,57,1,,2,,3,7,10,2,2,1,,5,4,,Sevilla,,1,18.05.2014 21:00,LaLiga - Round 38,cat1,2,,43,3,,2,,6,4,7,2,1,1,,1,3,,Elche,,0,18.05.2014 21:00,LaLiga - Round 38
2,cat2,1,,34,3,,1,,6,9,6,0,0,1,,3,0,,Almeria,,0,18.05.2014 18:00,LaLiga - Round 38,cat2,2,,66,3,,3,,8,7,8,0,0,1,,5,0,,Ath Bilbao,,3,18.05.2014 18:00,LaLiga - Round 38
3,cat3,1,,27,0,,6,,7,7,4,1,0,2,,3,1,,Almeria,,1,18.05.2014 18:00,LaLiga - Round 38,cat3,2,,73,2,,1,,4,9,5,1,0,3,,2,1,,Ath Bilbao,,2,18.05.2014 18:00,LaLiga - Round 38
4,cat4,1,,45,2,,3,,1,5,10,2,2,0,,5,3,,Osasuna,,,18.05.2014 18:00,LaLiga - Round 38,cat4,2,,55,0,,2,,4,1,4,1,0,0,,2,2,,Betis,,,18.05.2014 18:00,LaLiga - Round 38
5,cat5,1,,50,3,,2,,6,7,4,5,0,3,,1,0,,Osasuna,,1,18.05.2014 18:00,LaLiga - Round 38,cat5,2,,50,1,,5,,6,9,12,0,1,1,,5,6,,Betis,,0,18.05.2014 18:00,LaLiga - Round 38
6,cat6,1,,71,3,,2,,6,16,6,0,0,1,,2,1,,Rayo Vallecano,,1,18.05.2014 18:00,LaLiga - Round 38,cat6,2,,29,1,,4,,16,6,7,1,1,1,,5,1,,Getafe,,3,18.05.2014 18:00,LaLiga - Round 38
7,cat7,1,,69,3,,2,,5,10,10,2,1,2,,4,3,,Rayo Vallecano,,3,18.05.2014 18:00,LaLiga - Round 38,cat7,2,,31,2,,2,,9,7,8,2,1,1,,3,3,,Getafe,,4,18.05.2014 18:00,LaLiga - Round 38
8,cat8,1,,52,1,,2,,3,5,4,1,0,1,,2,1,,Valladolid,,,18.05.2014 18:00,LaLiga - Round 38,cat8,2,,48,1,,2,,5,3,5,1,1,0,,2,2,,Granada CF,,,18.05.2014 18:00,LaLiga - Round 38
9,cat9,1,,66,0,,5,,9,6,6,1,0,0,,3,3,,Valladolid,,1,18.05.2014 18:00,LaLiga - Round 38,cat9,2,,34,0,,3,,5,9,1,3,0,1,,0,1,,Granada CF,,2,18.05.2014 18:00,LaLiga - Round 38
10,cat10,1,,43,1,,0,,7,7,4,1,0,0,,2,1,,Real Sociedad,,0,18.05.2014 12:00,LaLiga - Round 38,cat10,2,,57,2,,1,,7,7,8,1,1,0,,4,2,,Villarreal,,1,18.05.2014 12:00,LaLiga - Round 38
11,cat11,1,,68,1,,6,,6,11,9,2,1,1,,6,2,,Real Sociedad,,2,18.05.2014 12:00,LaLiga - Round 38,cat11,2,,32,3,,1,,11,7,7,1,1,1,,1,3,,Villarreal,,2,18.05.2014 12:00,LaLiga - Round 38
12,cat12,1,,45,2,,6,,4,7,10,1,1,1,,2,6,,Valencia,,1,17.05.2014 22:00,LaLiga - Round 38,cat12,2,,55,0,,0,,6,5,2,5,1,1,,0,2,,Celta Vigo,,1,17.05.2014 22:00,LaLiga - Round 38
13,cat13,1,,47,1,,3,,7,6,4,2,1,1,,2,1,,Valencia,,0,17.05.2014 22:00,LaLiga - Round 38,cat13,2,,53,2,,2,,7,8,7,0,0,0,,3,2,,Celta Vigo,,2,17.05.2014 22:00,LaLiga - Round 38
14,cat14,1,,62,0,,1,,5,5,5,1,1,0,,2,3,,Barcelona,,3,17.05.2014 18:00,LaLiga - Round 38,cat14,2,,38,2,,6,,5,5,7,2,0,0,,4,1,,Atl. Madrid,,2,17.05.2014 18:00,LaLiga - Round 38
15,cat15,1,,66,4,,3,,6,9,6,1,0,1,,1,1,,Barcelona,,2,17.05.2014 18:00,LaLiga - Round 38,cat15,2,,34,1,,2,,9,7,5,1,1,0,,2,2,,Atl. Madrid,,2,17.05.2014 18:00,LaLiga - Round 38
