,H_cat,H_type,H_Attacks,H_Ball Possession,H_Blocked Shots,H_Completed Passes,H_Corner Kicks,H_Dangerous Attacks,H_Fouls,H_Free Kicks,H_Goal Attempts,H_Goalkeeper Saves,H_Goals,H_Offsides,H_Red Cards,H_Shots off Goal,H_Shots on Goal,H_Tackles,H_Teamnames,H_Total Passes,H_Yellow Cards,H_datetime,H_gameinfo,A_cat,A_type,A_Attacks,A_Ball Possession,A_Blocked Shots,A_Completed Passes,A_Corner Kicks,A_Dangerous Attacks,A_Fouls,A_Free Kicks,A_Goal Attempts,A_Goalkeeper Saves,A_Goals,A_Offsides,A_Red Cards,A_Shots off Goal,A_Shots on Goal,A_Tackles,A_Teamnames,A_Total Passes,A_Yellow Cards,A_datetime,A_gameinfo
0,cat0,1,,31,0,,0,,8,8,5,1,2,0,0,2,3,,Crotone,,2,28.05.2017 20:45,Serie A - Round 38,cat0,2,,69,4,,5,,7,7,7,1,1,1,1,1,2,,Lazio,,4,28.05.2017 20:45,Serie A - Round 38
1,cat1,1,,53,1,,4,,5,7,5,1,1,1,,3,1,,Crotone,,1,28.05.2017 20:45,Serie A - Round 38,cat1,2,,47,1,,0,,7,6,2,0,0,1,,0,1,,Lazio,,1,28.05.2017 20:45,Serie A - Round 38
2,cat2,1,,60,5,,2,,10,6,10,3,0,0,1,4,1,,Fiorentina,,2,28.05.2017 20:45,Serie A - Round 38,cat2,2,,40,0,,3,,6,10,4,1,1,1,0,0,4,,Pescara,,1,28.05.2017 20:45,Serie A - Round 38
3,cat3,1,,60,3,,4,,5,14,14,1,2,0,,4,7,,Fiorentina,,2,28.05.2017 20:45,Serie A - Round 38,cat3,2,,40,6,,7,,7,5,11,5,1,6,,3,2,,Pescara,,0,28.05.2017 20:45,Serie A - Round 38
4,cat4,1,,63,0,,4,,6,2,8,1,3,1,,4,4,,Inter,,,28.05.2017 20:45,Serie A - Round 38,cat4,2,,37,1,,1,,0,7,5,1,0,1,,3,1,,Udinese,,,28.05.2017 20:45,Serie A - Round 38
5,cat5,1,,55,3,,2,,9,0,9,1,2,1,,4,2,,Inter,,2,28.05.2017 20:45,Serie A - Round 38,cat5,2,,45,3,,6,,1,10,12,0,2,0,,6,3,,Udinese,,1,28.05.2017 20:45,Serie A - Round 38
6,cat6,1,,43,0,,0,,7,7,2,2,0,1,,1,1,,Palermo,,1,28.05.2017 20:45,Serie A - Round 38,cat6,2,,57,0,,4,,7,8,6,1,0,1,,4,2,,Empoli,,1,28.05.2017 20:45,Serie A - Round 38
7,cat7,1,,43,3,,0,,11,9,8,1,2,1,,1,4,,Palermo,,2,28.05.2017 20:45,Serie A - Round 38,cat7,2,,57,3,,3,,9,11,10,2,1,1,,5,2,,Empoli,,3,28.05.2017 20:45,Serie A - Round 38
8,cat8,1,,46,1,,2,,9,3,5,1,3,4,,0,4,,Torino,,1,28.05.2017 20:45,Serie A - Round 38,cat8,2,,54,4,,6,,1,13,11,1,2,2,,4,3,,Sassuolo,,0,28.05.2017 20:45,Serie A - Round 38
9,cat9,1,,40,3,,4,,7,6,11,3,2,2,,3,5,,Torino,,1,28.05.2017 20:45,Serie A - Round 38,cat9,2,,60,1,,4,,5,8,10,3,1,1,,5,4,,Sassuolo,,0,28.05.2017 20:45,Serie A - Round 38
10,cat10,1,,66,4,,1,,5,6,14,0,1,3,,6,4,,AS Roma,,,28.05.2017 18:00,Serie A - Round 38,cat10,2,,34,0,,0,,5,8,7,3,1,1,,6,1,,Genoa,,,28.05.2017 18:00,Serie A - Round 38
11,cat11,1,,72,3,,5,,3,10,10,2,2,2,,4,3,,AS Roma,,2,28.05.2017 18:00,Serie A - Round 38,cat11,2,,28,0,,2,,9,5,6,1,1,1,,3,3,,Genoa,,0,28.05.2017 18:00,Serie A - Round 38
12,cat12,1,,31,2,,0,,7,7,4,3,0,1,,2,0,,Sampdoria,,,28.05.2017 18:00,Serie A - Round 38,cat12,2,,69,2,,1,,5,8,11,0,2,2,,4,5,,Napoli,,,28.05.2017 18:00,Serie A - Round 38
13,cat13,1,,33,4,,5,,2,5,8,0,2,3,,2,2,,Sampdoria,,1,28.05.2017 18:00,Serie A - Round 38,cat13,2,,67,5,,9,,3,5,11,0,2,2,,4,2,,Napoli,,0,28.05.2017 18:00,Serie A - Round 38
14,cat14,1,,31,1,,0,,7,2,6,3,1,3,,3,2,,Cagliari,,1,28.05.2017 15:00,Serie A - Round 38,cat14,2,,69,3,,2,,3,10,8,1,0,0,,2,3,,AC Milan,,0,28.05.2017 15:00,Serie A - Round 38
15,cat15,1,,39,2,,6,,9,11,11,3,1,2,0,2,7,,Cagliari,,2,28.05.2017 15:00,Serie A - Round 38,cat15,2,,61,4,,4,,10,9,10,6,1,0,1,2,4,,AC Milan,,3,28.05.2017 15:00,Serie A - Round 38
16,cat16,1,,64,2,,3,,7,7,6,1,0,0,,2,2,,Atalanta,,,27.05.2017 18:00,Serie A - Round 38,cat16,2,,36,1,,2,,6,8,3,2,0,1,,1,1,,Chievo,,,27.05.2017 18:00,Serie A - Round 38
17,cat17,1,,56,1,,3,,8,3,7,2,1,1,,2,4,,Atalanta,,1,27.05.2017 18:00,Serie A - Round 38,cat17,2,,44,1,,3,,2,8,3,3,0,0,,0,2,,Chievo,,0,27.05.2017 18:00,Serie A - Round 38
18,cat18,1,,42,0,,2,,8,4,4,1,0,1,,4,0,,Bologna,,,27.05.2017 18:00,Serie A - Round 38,cat18,2,,58,2,,4,,2,9,5,0,0,2,,2,1,,Juventus,,,27.05.2017 18:00,Serie A - Round 38
