,H_cat,H_type,H_Attacks,H_Ball Possession,H_Blocked Shots,H_Completed Passes,H_Corner Kicks,H_Dangerous Attacks,H_Fouls,H_Free Kicks,H_Goal Attempts,H_Goalkeeper Saves,H_Goals,H_Offsides,H_Red Cards,H_Shots off Goal,H_Shots on Goal,H_Tackles,H_Teamnames,H_Total Passes,H_Yellow Cards,H_datetime,H_gameinfo,A_cat,A_type,A_Attacks,A_Ball Possession,A_Blocked Shots,A_Completed Passes,A_Corner Kicks,A_Dangerous Attacks,A_Fouls,A_Free Kicks,A_Goal Attempts,A_Goalkeeper Saves,A_Goals,A_Offsides,A_Red Cards,A_Shots off Goal,A_Shots on Goal,A_Tackles,A_Teamnames,A_Total Passes,A_Yellow Cards,A_datetime,A_gameinfo
0,cat0,1,,42,0,,4,,4,5,1,1,1,0,,0,1,,Lazio,,,15.05.2016 20:45,Serie A - Round 38,cat0,2,,58,3,,4,,5,4,11,0,3,0,,4,4,,Fiorentina,,,15.05.2016 20:45,Serie A - Round 38
1,cat1,1,,46,2,,2,,4,4,15,0,1,1,,8,5,,Lazio,,0,15.05.2016 20:45,Serie A - Round 38,cat1,2,,54,1,,0,,5,5,5,4,1,0,,3,1,,Fiorentina,,1,15.05.2016 20:45,Serie A - Round 38
2,cat2,1,,38,0,,1,,8,8,3,2,1,2,1,2,1,,Palermo,,,15.05.2016 20:45,Serie A - Round 38,cat2,2,,62,4,,2,,9,8,8,0,0,0,1,2,2,,Verona,,,15.05.2016 20:45,Serie A - Round 38
3,cat3,1,,36,0,,3,,10,12,2,0,2,0,,0,2,,Palermo,,2,15.05.2016 20:45,Serie A - Round 38,cat3,2,,64,3,,2,,10,9,6,0,2,1,,1,2,,Verona,,2,15.05.2016 20:45,Serie A - Round 38
4,cat4,1,,63,5,,5,,4,8,11,2,0,0,1,3,3,,Udinese,,0,15.05.2016 20:45,Serie A - Round 38,cat4,2,,37,2,,2,,7,3,7,3,2,1,0,1,4,,Carpi,,2,15.05.2016 20:45,Serie A - Round 38
5,cat5,1,,41,0,,1,,10,14,4,1,1,0,,2,2,,Udinese,,3,15.05.2016 20:45,Serie A - Round 38,cat5,2,,59,0,,1,,10,10,3,1,0,5,,2,1,,Carpi,,1,15.05.2016 20:45,Serie A - Round 38
6,cat6,1,,49,2,,2,,7,5,4,1,0,3,,2,0,,Chievo,,2,15.05.2016 18:00,Serie A - Round 38,cat6,2,,51,3,,3,,4,9,8,0,0,1,,4,1,,Bologna,,1,15.05.2016 18:00,Serie A - Round 38
7,cat7,1,,45,1,,3,,9,11,1,3,0,0,,0,0,,Chievo,,,15.05.2016 18:00,Serie A - Round 38,cat7,2,,55,1,,4,,11,9,8,0,0,0,,4,3,,Bologna,,,15.05.2016 18:00,Serie A - Round 38
8,cat8,1,,52,3,,2,,7,9,6,1,1,0,,1,2,,Empoli,,2,15.05.2016 18:00,Serie A - Round 38,cat8,2,,48,2,,3,,5,7,8,1,0,4,,5,1,,Torino,,1,15.05.2016 18:00,Serie A - Round 38
9,cat9,1,,42,1,,1,,5,7,4,3,1,1,,2,1,,Empoli,,,15.05.2016 18:00,Serie A - Round 38,cat9,2,,58,2,,1,,7,6,10,0,1,0,,4,4,,Torino,,,15.05.2016 18:00,Serie A - Round 38
