,H_cat,H_type,H_Attacks,H_Ball Possession,H_Blocked Shots,H_Completed Passes,H_Corner Kicks,H_Dangerous Attacks,H_Fouls,H_Free Kicks,H_Goal Attempts,H_Goalkeeper Saves,H_Goals,H_Offsides,H_Red Cards,H_Shots off Goal,H_Shots on Goal,H_Tackles,H_Teamnames,H_Total Passes,H_Yellow Cards,H_datetime,H_gameinfo,A_cat,A_type,A_Attacks,A_Ball Possession,A_Blocked Shots,A_Completed Passes,A_Corner Kicks,A_Dangerous Attacks,A_Fouls,A_Free Kicks,A_Goal Attempts,A_Goalkeeper Saves,A_Goals,A_Offsides,A_Red Cards,A_Shots off Goal,A_Shots on Goal,A_Tackles,A_Teamnames,A_Total Passes,A_Yellow Cards,A_datetime,A_gameinfo
0,cat0,1,,65,0,,3,,5,6,2,0,1,2,,1,1,,Manchester Utd,,,17.05.2016 21:00,Premier League - Round 38,cat0,2,,35,2,,0,,6,8,2,0,0,0,,0,0,,Bournemouth,,,17.05.2016 21:00,Premier League - Round 38
1,cat1,1,,69,4,,4,,4,4,10,0,2,2,,2,4,,Manchester Utd,,1,17.05.2016 21:00,Premier League - Round 38,cat1,2,,31,2,,1,,2,6,5,2,1,2,,3,0,,Bournemouth,,0,17.05.2016 21:00,Premier League - Round 38
2,cat2,1,,58,2,,3,,5,3,6,1,1,0,,2,2,,Arsenal,,0,15.05.2016 16:00,Premier League - Round 38,cat2,2,,42,2,,1,,3,5,3,1,0,0,,0,1,,Aston Villa,,1,15.05.2016 16:00,Premier League - Round 38
3,cat3,1,,63,0,,2,,7,3,10,1,3,0,,5,5,,Arsenal,,,15.05.2016 16:00,Premier League - Round 38,cat3,2,,37,1,,3,,3,7,2,2,0,0,,0,1,,Aston Villa,,,15.05.2016 16:00,Premier League - Round 38
4,cat4,1,,58,7,,3,,2,4,13,1,0,4,,3,3,,Chelsea,,,15.05.2016 16:00,Premier League - Round 38,cat4,2,,42,3,,3,,4,6,7,3,0,0,,3,1,,Leicester,,,15.05.2016 16:00,Premier League - Round 38
5,cat5,1,,50,2,,4,,3,7,4,3,1,4,,1,1,,Chelsea,,,15.05.2016 16:00,Premier League - Round 38,cat5,2,,50,4,,3,,8,7,11,0,1,0,,3,4,,Leicester,,,15.05.2016 16:00,Premier League - Round 38
6,cat6,1,,46,2,,3,,4,5,10,1,2,1,,2,6,,Everton,,,15.05.2016 16:00,Premier League - Round 38,cat6,2,,54,2,,5,,6,5,7,4,0,0,,4,1,,Norwich,,,15.05.2016 16:00,Premier League - Round 38
7,cat7,1,,46,1,,1,,3,6,5,1,1,0,,2,2,,Everton,,,15.05.2016 16:00,Premier League - Round 38,cat7,2,,54,0,,6,,5,3,3,1,0,1,,2,1,,Norwich,,,15.05.2016 16:00,Premier League - Round 38
8,cat8,1,,42,5,,1,,3,4,10,2,2,1,,1,4,,Newcastle,,0,15.05.2016 16:00,Premier League - Round 38,cat8,2,,58,2,,2,,3,4,6,2,0,1,,2,2,,Tottenham,,1,15.05.2016 16:00,Premier League - Round 38
9,cat9,1,,32,1,,2,,4,1,9,2,3,0,1,2,6,,Newcastle,,1,15.05.2016 16:00,Premier League - Round 38,cat9,2,,68,4,,6,,3,5,11,3,1,0,0,4,3,,Tottenham,,1,15.05.2016 16:00,Premier League - Round 38
