,H_cat,H_type,H_Attacks,H_Ball Possession,H_Blocked Shots,H_Completed Passes,H_Corner Kicks,H_Dangerous Attacks,H_Fouls,H_Free Kicks,H_Goal Attempts,H_Goalkeeper Saves,H_Goals,H_Offsides,H_Red Cards,H_Shots off Goal,H_Shots on Goal,H_Tackles,H_Teamnames,H_Total Passes,H_Yellow Cards,H_datetime,H_gameinfo,A_cat,A_type,A_Attacks,A_Ball Possession,A_Blocked Shots,A_Completed Passes,A_Corner Kicks,A_Dangerous Attacks,A_Fouls,A_Free Kicks,A_Goal Attempts,A_Goalkeeper Saves,A_Goals,A_Offsides,A_Red Cards,A_Shots off Goal,A_Shots on Goal,A_Tackles,A_Teamnames,A_Total Passes,A_Yellow Cards,A_datetime,A_gameinfo
0,cat0,1.0,,50,,,1,,7,9,3,2,1,2,,2,1,,Angers,,1,14.05.2016 21:00,Ligue 1 - Round 38,cat0,2.0,,50,,,4,,9,8,5,0,0,0,,3,2,,Toulouse,,0,14.05.2016 21:00,Ligue 1 - Round 38
1,cat1,1.0,,48,,,1,,10,5,3,2,1,0,,2,1,,Angers,,3,14.05.2016 21:00,Ligue 1 - Round 38,cat1,2.0,,52,,,4,,5,10,9,0,3,0,,4,5,,Toulouse,,1,14.05.2016 21:00,Ligue 1 - Round 38
2,cat2,1.0,,35,,,1,,8,7,5,3,1,0,,2,3,,Caen,,,14.05.2016 21:00,Ligue 1 - Round 38,cat2,2.0,,65,,,3,,6,9,5,2,0,2,,2,3,,Bordeaux,,,14.05.2016 21:00,Ligue 1 - Round 38
3,cat3,1.0,,49,,,3,,6,9,5,2,0,4,,4,1,,Caen,,,14.05.2016 21:00,Ligue 1 - Round 38,cat3,2.0,,51,,,3,,9,10,6,1,0,0,,4,2,,Bordeaux,,,14.05.2016 21:00,Ligue 1 - Round 38
4,cat4,1.0,,32,,,1,,4,5,3,0,1,0,,1,2,,Guingamp,,0,14.05.2016 21:00,Ligue 1 - Round 38,cat4,2.0,,68,,,1,,5,4,6,1,2,0,,4,2,,Nice,,1,14.05.2016 21:00,Ligue 1 - Round 38
5,cat5,1.0,,46,,,3,,5,5,10,0,1,2,,9,1,,Guingamp,,2,14.05.2016 21:00,Ligue 1 - Round 38,cat5,2.0,,54,,,2,,5,7,4,0,1,0,,3,1,,Nice,,0,14.05.2016 21:00,Ligue 1 - Round 38
6,cat6,1.0,,54,,,1,,3,6,5,1,1,1,,2,3,,Lorient,,1,14.05.2016 21:00,Ligue 1 - Round 38,cat6,2.0,,46,,,2,,2,4,4,2,0,1,,3,1,,GFC Ajaccio,,0,14.05.2016 21:00,Ligue 1 - Round 38
7,cat7,1.0,,48,,,0,,6,9,3,2,0,2,,2,1,,Lorient,,1,14.05.2016 21:00,Ligue 1 - Round 38,cat7,2.0,,52,,,3,,8,7,14,1,0,2,,12,2,,GFC Ajaccio,,1,14.05.2016 21:00,Ligue 1 - Round 38
8,cat8,1.0,,46,,,4,,3,11,7,0,2,2,,3,4,,Monaco,,0,14.05.2016 21:00,Ligue 1 - Round 38,cat8,2.0,,54,,,2,,12,4,1,2,0,1,,1,0,,Montpellier,,1,14.05.2016 21:00,Ligue 1 - Round 38
9,cat9,1.0,,40,,,1,,13,6,8,3,0,1,,6,2,,Monaco,,3,14.05.2016 21:00,Ligue 1 - Round 38,cat9,2.0,,60,,,5,,3,13,7,2,0,2,,4,3,,Montpellier,,0,14.05.2016 21:00,Ligue 1 - Round 38
10,cat10,1.0,,56,,,3,,5,5,6,3,2,3,,1,5,,Paris SG,,,14.05.2016 21:00,Ligue 1 - Round 38,cat10,2.0,,44,,,2,,4,8,7,3,0,1,,4,3,,Nantes,,,14.05.2016 21:00,Ligue 1 - Round 38
11,cat11,1.0,,58,,,7,,5,4,15,1,2,1,,7,8,,Paris SG,,,14.05.2016 21:00,Ligue 1 - Round 38,cat11,2.0,,42,,,2,,4,7,8,6,0,0,,7,1,,Nantes,,,14.05.2016 21:00,Ligue 1 - Round 38
12,cat12,1.0,,35,,,0,,10,9,8,0,2,1,,5,3,,Reims,,3,14.05.2016 21:00,Ligue 1 - Round 38,cat12,2.0,,65,,,2,,8,12,5,1,0,1,,5,0,,Lyon,,1,14.05.2016 21:00,Ligue 1 - Round 38
13,cat13,1.0,,39,,,0,,11,8,5,2,2,1,,2,3,,Reims,,2,14.05.2016 21:00,Ligue 1 - Round 38,cat13,2.0,,61,,,2,,6,11,4,1,1,2,,1,3,,Lyon,,1,14.05.2016 21:00,Ligue 1 - Round 38
14,cat14,1.0,,49,,,5,,3,6,11,2,0,3,,5,6,,Rennes,,2,14.05.2016 21:00,Ligue 1 - Round 38,cat14,2.0,,51,,,2,,6,5,5,6,1,0,,2,3,,Bastia,,1,14.05.2016 21:00,Ligue 1 - Round 38
15,cat15,1.0,,59,,,3,,2,9,6,1,1,3,,3,3,,Rennes,,1,14.05.2016 21:00,Ligue 1 - Round 38,cat15,2.0,,41,,,0,,9,5,4,2,1,0,,2,2,,Bastia,,4,14.05.2016 21:00,Ligue 1 - Round 38
16,cat16,1.0,,51,,,3,,8,6,4,2,0,0,,1,3,,St Etienne,,1,14.05.2016 21:00,Ligue 1 - Round 38,cat16,2.0,,49,,,1,,5,7,8,3,1,1,,5,3,,Lille,,0,14.05.2016 21:00,Ligue 1 - Round 38
17,cat17,1.0,,56,,,4,,6,8,8,3,0,1,,8,0,,St Etienne,,1,14.05.2016 21:00,Ligue 1 - Round 38,cat17,2.0,,44,,,2,,7,6,5,0,0,1,,2,3,,Lille,,1,14.05.2016 21:00,Ligue 1 - Round 38
18,cat18,1.0,,37,,,1,,6,4,5,0,1,0,,3,2,,Troyes,,1,14.05.2016 21:00,Ligue 1 - Round 38,cat18,2.0,,63,,,10,,2,5,8,1,0,2,,8,0,,Marseille,,1,14.05.2016 21:00,Ligue 1 - Round 38
19,cat19,1.0,,47,,,5,,2,7,4,5,0,1,,2,2,,Troyes,,1,14.05.2016 21:00,Ligue 1 - Round 38,cat19,2.0,,53,,,3,,5,2,11,2,1,2,,5,6,,Marseille,,0,14.05.2016 21:00,Ligue 1 - Round 38
20,cat20,1.0,,36,,,3,,4,2,5,0,0,0,,3,2,,Bordeaux,,1,11.05.2016 20:30,Ligue 1 - Round 35,cat20,2.0,,64,,,1,,2,4,3,2,0,0,,3,0,,Paris SG,,1,11.05.2016 20:30,Ligue 1 - Round 35
21,cat21,1.0,,36,,,2,,7,7,3,1,1,1,,2,1,,Bordeaux,,0,11.05.2016 20:30,Ligue 1 - Round 35,cat21,2.0,,64,,,2,,5,8,6,0,1,2,,4,2,,Paris SG,,1,11.05.2016 20:30,Ligue 1 - Round 35
22,cat22,1.0,,57,,,4,,4,8,5,2,1,0,,1,4,,Bastia,,,07.05.2016 21:00,Ligue 1 - Round 37,cat22,2.0,,43,,,3,,5,3,5,3,0,1,,3,2,,Angers,,,07.05.2016 21:00,Ligue 1 - Round 37
23,cat23,1.0,,53,,,2,,13,11,3,1,0,2,,1,2,,Bastia,,1,07.05.2016 21:00,Ligue 1 - Round 37,cat23,2.0,,47,,,2,,10,13,7,2,0,0,,6,1,,Angers,,1,07.05.2016 21:00,Ligue 1 - Round 37
24,cat24,1.0,,53,,,4,,6,7,5,2,2,0,,1,4,,Bordeaux,,,07.05.2016 21:00,Ligue 1 - Round 37,cat24,2.0,,47,,,2,,6,6,4,2,0,1,,2,2,,Lorient,,,07.05.2016 21:00,Ligue 1 - Round 37
