,H_cat,H_type,H_Attacks,H_Ball Possession,H_Blocked Shots,H_Completed Passes,H_Corner Kicks,H_Dangerous Attacks,H_Fouls,H_Free Kicks,H_Goal Attempts,H_Goalkeeper Saves,H_Goals,H_Offsides,H_Red Cards,H_Shots off Goal,H_Shots on Goal,H_Tackles,H_Teamnames,H_Total Passes,H_Yellow Cards,H_datetime,H_gameinfo,A_cat,A_type,A_Attacks,A_Ball Possession,A_Blocked Shots,A_Completed Passes,A_Corner Kicks,A_Dangerous Attacks,A_Fouls,A_Free Kicks,A_Goal Attempts,A_Goalkeeper Saves,A_Goals,A_Offsides,A_Red Cards,A_Shots off Goal,A_Shots on Goal,A_Tackles,A_Teamnames,A_Total Passes,A_Yellow Cards,A_datetime,A_gameinfo
0,cat0,1,,38,2,,0,,3,6,6,2,1,0,,2,2,,Cardiff,,0,11.05.2014 16:00,Premier League - Round 38,cat0,2,,62,3,,5,,6,3,11,1,0,0,,6,2,,Chelsea,,1,11.05.2014 16:00,Premier League - Round 38
1,cat1,1,,36,1,,3,,4,5,4,3,0,1,,1,2,,Cardiff,,1,11.05.2014 16:00,Premier League - Round 38,cat1,2,,64,5,,3,,3,5,17,2,2,2,,7,5,,Chelsea,,1,11.05.2014 16:00,Premier League - Round 38
2,cat2,1,,71,2,,5,,5,8,8,3,0,0,,4,2,,Fulham,,,11.05.2014 16:00,Premier League - Round 38,cat2,2,,29,3,,1,,7,5,9,2,1,1,,2,4,,Crystal Palace,,,11.05.2014 16:00,Premier League - Round 38
3,cat3,1,,61,1,,1,,6,8,7,1,2,1,,3,3,,Fulham,,,11.05.2014 16:00,Premier League - Round 38,cat3,2,,39,2,,3,,8,7,6,1,1,0,,2,2,,Crystal Palace,,,11.05.2014 16:00,Premier League - Round 38
4,cat4,1,,39,1,,0,,5,7,5,1,0,1,,3,1,,Hull,,,11.05.2014 16:00,Premier League - Round 38,cat4,2,,61,0,,4,,7,6,6,1,1,0,,4,2,,Everton,,,11.05.2014 16:00,Premier League - Round 38
5,cat5,1,,47,3,,6,,3,3,7,1,0,1,,2,2,,Hull,,,11.05.2014 16:00,Premier League - Round 38,cat5,2,,53,2,,0,,1,4,5,2,1,2,,1,2,,Everton,,,11.05.2014 16:00,Premier League - Round 38
6,cat6,1,,61,2,,2,,3,11,5,1,0,1,,1,2,,Liverpool,,0,11.05.2014 16:00,Premier League - Round 38,cat6,2,,39,2,,1,,9,4,7,2,1,2,,3,2,,Newcastle,,1,11.05.2014 16:00,Premier League - Round 38
7,cat7,1,,73,3,,4,,5,7,8,0,2,2,0,2,3,,Liverpool,,1,11.05.2014 16:00,Premier League - Round 38,cat7,2,,27,1,,1,,7,7,1,1,0,0,2,0,0,,Newcastle,,4,11.05.2014 16:00,Premier League - Round 38
8,cat8,1,,76,4,,8,,2,4,14,0,1,1,,7,3,,Manchester City,,0,11.05.2014 16:00,Premier League - Round 38,cat8,2,,24,0,,0,,4,3,1,2,0,0,,1,0,,West Ham,,1,11.05.2014 16:00,Premier League - Round 38
9,cat9,1,,60,7,,4,,5,6,14,0,1,1,,3,4,,Manchester City,,2,11.05.2014 16:00,Premier League - Round 38,cat9,2,,40,0,,1,,5,6,2,3,0,1,,2,0,,West Ham,,1,11.05.2014 16:00,Premier League - Round 38
