,H_cat,H_type,H_Attacks,H_Ball Possession,H_Blocked Shots,H_Completed Passes,H_Corner Kicks,H_Dangerous Attacks,H_Fouls,H_Free Kicks,H_Goal Attempts,H_Goalkeeper Saves,H_Goals,H_Offsides,H_Red Cards,H_Shots off Goal,H_Shots on Goal,H_Tackles,H_Teamnames,H_Total Passes,H_Yellow Cards,H_datetime,H_gameinfo,A_cat,A_type,A_Attacks,A_Ball Possession,A_Blocked Shots,A_Completed Passes,A_Corner Kicks,A_Dangerous Attacks,A_Fouls,A_Free Kicks,A_Goal Attempts,A_Goalkeeper Saves,A_Goals,A_Offsides,A_Red Cards,A_Shots off Goal,A_Shots on Goal,A_Tackles,A_Teamnames,A_Total Passes,A_Yellow Cards,A_datetime,A_gameinfo
0,cat0,1.0,,56,,,5,,5,4,4,0,0,3,,1,3,,Bastia,,,17.05.2014 21:00,Ligue 1 - Round 38,cat0,2.0,,44,,,2,,5,8,7,3,0,0,,7,0,,Nantes,,,17.05.2014 21:00,Ligue 1 - Round 38
1,cat1,1.0,,56,,,4,,5,8,3,2,0,1,,2,1,,Bastia,,,17.05.2014 21:00,Ligue 1 - Round 38,cat1,2.0,,44,,,1,,7,6,2,1,0,0,,0,2,,Nantes,,,17.05.2014 21:00,Ligue 1 - Round 38
2,cat2,1.0,,47,,,1,,8,4,6,2,1,2,,2,4,,Lorient,,2,17.05.2014 21:00,Ligue 1 - Round 38,cat2,2.0,,53,,,0,,2,11,6,3,1,2,,3,3,,Lille,,1,17.05.2014 21:00,Ligue 1 - Round 38
3,cat3,1.0,,57,,,2,,4,4,5,0,0,2,,4,1,,Lorient,,,17.05.2014 21:00,Ligue 1 - Round 38,cat3,2.0,,43,,,2,,3,6,8,1,3,1,,5,3,,Lille,,,17.05.2014 21:00,Ligue 1 - Round 38
4,cat4,1.0,,60,,,7,,5,4,13,0,0,1,,11,2,,Marseille,,,17.05.2014 21:00,Ligue 1 - Round 38,cat4,2.0,,40,,,2,,4,5,4,2,0,0,,4,0,,Guingamp,,,17.05.2014 21:00,Ligue 1 - Round 38
5,cat5,1.0,,54,,,6,,5,7,8,1,1,3,,5,3,,Marseille,,0,17.05.2014 21:00,Ligue 1 - Round 38,cat5,2.0,,46,,,3,,5,8,6,2,0,2,,5,1,,Guingamp,,1,17.05.2014 21:00,Ligue 1 - Round 38
6,cat6,1.0,,39,,,4,,4,6,4,1,0,1,,2,2,,Monaco,,1,17.05.2014 21:00,Ligue 1 - Round 38,cat6,2.0,,61,,,4,,2,5,4,2,1,3,,2,2,,Bordeaux,,0,17.05.2014 21:00,Ligue 1 - Round 38
7,cat7,1.0,,53,,,5,,8,4,11,2,1,2,,9,2,,Monaco,,,17.05.2014 21:00,Ligue 1 - Round 38,cat7,2.0,,47,,,6,,3,8,7,1,0,1,,5,2,,Bordeaux,,,17.05.2014 21:00,Ligue 1 - Round 38
8,cat8,1.0,,54,,,3,,5,8,5,1,0,2,,3,2,,Nice,,0,17.05.2014 21:00,Ligue 1 - Round 38,cat8,2.0,,46,,,0,,9,7,5,2,1,2,,3,2,,Lyon,,1,17.05.2014 21:00,Ligue 1 - Round 38
9,cat9,1.0,,60,,,2,,6,16,9,3,0,0,,6,3,,Nice,,2,17.05.2014 21:00,Ligue 1 - Round 38,cat9,2.0,,40,,,2,,15,6,5,3,0,1,,2,3,,Lyon,,2,17.05.2014 21:00,Ligue 1 - Round 38
10,cat10,1.0,,57,,,1,,6,6,10,0,2,1,,4,6,,Paris SG,,0,17.05.2014 21:00,Ligue 1 - Round 38,cat10,2.0,,43,,,2,,6,6,5,4,0,0,,5,0,,Montpellier,,1,17.05.2014 21:00,Ligue 1 - Round 38
11,cat11,1.0,,51,,,1,,6,0,7,0,2,1,,2,5,,Paris SG,,,17.05.2014 21:00,Ligue 1 - Round 38,cat11,2.0,,49,,,6,,0,7,7,3,0,0,,7,0,,Montpellier,,,17.05.2014 21:00,Ligue 1 - Round 38
12,cat12,1.0,,47,,,2,,3,8,5,1,0,1,,4,1,,Reims,,0,17.05.2014 21:00,Ligue 1 - Round 38,cat12,2.0,,53,,,2,,5,3,6,1,1,1,,4,2,,Rennes,,1,17.05.2014 21:00,Ligue 1 - Round 38
13,cat13,1.0,,49,,,5,,6,2,12,0,1,3,,8,4,,Reims,,,17.05.2014 21:00,Ligue 1 - Round 38,cat13,2.0,,51,,,3,,0,9,8,3,2,2,,6,2,,Rennes,,,17.05.2014 21:00,Ligue 1 - Round 38
14,cat14,1.0,,58,,,3,,4,8,5,0,0,2,,4,1,,Sochaux,,2,17.05.2014 21:00,Ligue 1 - Round 38,cat14,2.0,,42,,,1,,8,7,5,1,2,1,,3,2,,Evian TG,,0,17.05.2014 21:00,Ligue 1 - Round 38
15,cat15,1.0,,61,,,4,,4,17,10,1,0,1,,7,3,,Sochaux,,0,17.05.2014 21:00,Ligue 1 - Round 38,cat15,2.0,,39,,,1,,12,4,4,3,1,2,,2,2,,Evian TG,,1,17.05.2014 21:00,Ligue 1 - Round 38
16,cat16,1.0,,58,,,1,,5,12,8,1,0,2,,3,5,,St Etienne,,,17.05.2014 21:00,Ligue 1 - Round 38,cat16,2.0,,42,,,0,,12,7,1,3,0,0,,0,1,,AC Ajaccio,,,17.05.2014 21:00,Ligue 1 - Round 38
17,cat17,1.0,,48,,,1,,7,6,6,1,1,0,,3,3,,St Etienne,,,17.05.2014 21:00,Ligue 1 - Round 38,cat17,2.0,,52,,,3,,7,7,7,2,1,0,,5,2,,AC Ajaccio,,,17.05.2014 21:00,Ligue 1 - Round 38
18,cat18,1.0,,53,,,5,,4,5,4,1,2,0,,1,3,,Toulouse,,1,17.05.2014 21:00,Ligue 1 - Round 38,cat18,2.0,,47,,,2,,6,4,4,1,0,0,,3,1,,Valenciennes,,2,17.05.2014 21:00,Ligue 1 - Round 38
19,cat19,1.0,,49,,,0,,6,5,6,3,1,2,,5,1,,Toulouse,,,17.05.2014 21:00,Ligue 1 - Round 38,cat19,2.0,,51,,,2,,5,8,9,0,1,0,,5,4,,Valenciennes,,,17.05.2014 21:00,Ligue 1 - Round 38
20,cat20,1.0,,48,,,2,,6,3,6,5,2,1,,2,4,,AC Ajaccio,,,10.05.2014 21:00,Ligue 1 - Round 37,cat20,2.0,,52,,,4,,2,6,7,2,1,0,,1,6,,Reims,,,10.05.2014 21:00,Ligue 1 - Round 37
21,cat21,1.0,,44,,,1,,5,7,5,3,0,1,,4,1,,AC Ajaccio,,,10.05.2014 21:00,Ligue 1 - Round 37,cat21,2.0,,56,,,1,,6,6,6,1,0,2,,3,3,,Reims,,,10.05.2014 21:00,Ligue 1 - Round 37
