,TEAMS,GOALS,xG,SHOTS,SHOTS ON TARGET,DEEP,PPDA,xPTS,A_TEAMS,A_GOALS,A_xG,A_SHOTS,A_SHOTS ON TARGET,A_DEEP,A_PPDA,A_xPTS,timing_chart_xg,gameurl,id
0,Juventus,0,0.42,9,1,5,8.91,1.44,Napoli,0,0.23,8,1,1,16.07,1.00,0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;1' Total xG: 0.00;1' Total xG: 0.00;2' Total xG: 0.00;2' Total xG: 0.00;3' Total xG: 0.00;3' Total xG: 0.00;4' Total xG: 0.00;4' Total xG: 0.00;5' Total xG: 0.00;5' Total xG: 0.00;6' Total xG: 0.00;6' Total xG: 0.00;7' Total xG: 0.00;7' Total xG: 0.00;8' Total xG: 0.00;8' Total xG: 0.00;9' Total xG: 0.00;9' Total xG: 0.00;10' Total xG: 0.00;10' Total xG: 0.00;11' Total xG: 0.00;11' Total xG: 0.00;12' Total xG: 0.00;12' Total xG: 0.00;13' Total xG: 0.00;13' Total xG: 0.00;14' Total xG: 0.00;14' Total xG: 0.00;15' Total xG: 0.00;15' Total xG: 0.00;16' Total xG: 0.00;16' Total xG: 0.00;17' Total xG: 0.00;17' Total xG: 0.00;18' Total xG: 0.00;18' Total xG: 0.00;20' Total xG: 0.00;20' Total xG: 0.02;21' Total xG: 0.08;21' Total xG: 0.02;22' Total xG: 0.08;22' Total xG: 0.02;23' Total xG: 0.08;23' Total xG: 0.02;24' Total xG: 0.08;24' Total xG: 0.02;25' Total xG: 0.16;25' Total xG: 0.02;26' Total xG: 0.16;26' Total xG: 0.02;27' Total xG: 0.16;27' Total xG: 0.02;28' Total xG: 0.16;28' Total xG: 0.03;29' Total xG: 0.16;29' Total xG: 0.03;30' Total xG: 0.16;30' Total xG: 0.03;31' Total xG: 0.16;31' Total xG: 0.06;32' Total xG: 0.16;32' Total xG: 0.06;33' Total xG: 0.16;33' Total xG: 0.08;34' Total xG: 0.16;34' Total xG: 0.08;35' Total xG: 0.16;35' Total xG: 0.08;36' Total xG: 0.16;36' Total xG: 0.08;37' Total xG: 0.16;37' Total xG: 0.10;38' Total xG: 0.16;38' Total xG: 0.10;39' Total xG: 0.16;39' Total xG: 0.10;40' Total xG: 0.16;40' Total xG: 0.10;42' Total xG: 0.16;42' Total xG: 0.10;43' Total xG: 0.16;43' Total xG: 0.10;44' Total xG: 0.16;44' Total xG: 0.10;45' Total xG: 0.16;45' Total xG: 0.10;46' Total xG: 0.16;46' Total xG: 0.10;47' Total xG: 0.18;47' Total xG: 0.10;48' Total xG: 0.21;48' Total xG: 0.10;49' Total xG: 0.21;49' Total xG: 0.10;50' Total xG: 0.21;50' Total xG: 0.10;51' Total xG: 0.21;51' Total xG: 0.10;52' Total xG: 0.21;52' Total xG: 0.10;53' Total xG: 0.21;53' Total xG: 0.10;54' Total xG: 0.21;54' Total xG: 0.13;55' Total xG: 0.21;55' Total xG: 0.23;56' Total xG: 0.21;56' Total xG: 0.23;57' Total xG: 0.21;57' Total xG: 0.23;58' Total xG: 0.21;58' Total xG: 0.23;59' Total xG: 0.21;59' Total xG: 0.23;60' Total xG: 0.21;60' Total xG: 0.23;61' Total xG: 0.21;61' Total xG: 0.23;62' Total xG: 0.21;62' Total xG: 0.23;64' Total xG: 0.21;64' Total xG: 0.23;65' Total xG: 0.21;65' Total xG: 0.23;66' Total xG: 0.21;66' Total xG: 0.23;67' Total xG: 0.21;67' Total xG: 0.23;68' Total xG: 0.21;68' Total xG: 0.23;69' Total xG: 0.31;69' Total xG: 0.23;70' Total xG: 0.31;70' Total xG: 0.23;71' Total xG: 0.31;71' Total xG: 0.23;72' Total xG: 0.31;72' Total xG: 0.23;73' Total xG: 0.31;73' Total xG: 0.23;74' Total xG: 0.31;74' Total xG: 0.23;75' Total xG: 0.31;75' Total xG: 0.23;76' Total xG: 0.31;76' Total xG: 0.23;77' Total xG: 0.31;77' Total xG: 0.23;78' Total xG: 0.35;78' Total xG: 0.23;79' Total xG: 0.35;79' Total xG: 0.23;80' Total xG: 0.35;80' Total xG: 0.23;81' Total xG: 0.37;81' Total xG: 0.23;82' Total xG: 0.37;82' Total xG: 0.23;83' Total xG: 0.37;83' Total xG: 0.23;84' Total xG: 0.37;84' Total xG: 0.23;86' Total xG: 0.37;86' Total xG: 0.23;87' Total xG: 0.42;87' Total xG: 0.23;88' Total xG: 0.42;88' Total xG: 0.23;89' Total xG: 0.42;89' Total xG: 0.23;90' Total xG: 0.42;90' Total xG: 0.23;90' Total xG: 0.42;90' Total xG: 0.23;90' Total xG: 0.42;90' Total xG: 0.23,https://understat.com/match/27407,1
1,Empoli,0,0.60,8,3,6,20.27,1.22,Juventus,0,0.73,15,3,3,13.79,1.38,0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;1' Total xG: 0.00;1' Total xG: 0.00;2' Total xG: 0.00;2' Total xG: 0.00;3' Total xG: 0.00;3' Total xG: 0.00;4' Total xG: 0.00;4' Total xG: 0.04;5' Total xG: 0.00;5' Total xG: 0.04;6' Total xG: 0.00;6' Total xG: 0.04;7' Total xG: 0.00;7' Total xG: 0.08;9' Total xG: 0.00;9' Total xG: 0.08;10' Total xG: 0.00;10' Total xG: 0.08;11' Total xG: 0.00;11' Total xG: 0.08;12' Total xG: 0.00;12' Total xG: 0.08;13' Total xG: 0.00;13' Total xG: 0.08;14' Total xG: 0.00;14' Total xG: 0.08;15' Total xG: 0.00;15' Total xG: 0.08;16' Total xG: 0.00;16' Total xG: 0.08;17' Total xG: 0.00;17' Total xG: 0.08;18' Total xG: 0.02;18' Total xG: 0.08;19' Total xG: 0.02;19' Total xG: 0.08;20' Total xG: 0.02;20' Total xG: 0.08;21' Total xG: 0.02;21' Total xG: 0.08;23' Total xG: 0.02;23' Total xG: 0.08;24' Total xG: 0.02;24' Total xG: 0.08;25' Total xG: 0.02;25' Total xG: 0.08;26' Total xG: 0.02;26' Total xG: 0.13;27' Total xG: 0.02;27' Total xG: 0.15;28' Total xG: 0.02;28' Total xG: 0.15;29' Total xG: 0.02;29' Total xG: 0.15;30' Total xG: 0.02;30' Total xG: 0.15;31' Total xG: 0.02;31' Total xG: 0.15;32' Total xG: 0.04;32' Total xG: 0.15;33' Total xG: 0.04;33' Total xG: 0.15;34' Total xG: 0.04;34' Total xG: 0.15;36' Total xG: 0.04;36' Total xG: 0.27;37' Total xG: 0.04;37' Total xG: 0.27;38' Total xG: 0.04;38' Total xG: 0.27;39' Total xG: 0.04;39' Total xG: 0.27;40' Total xG: 0.12;40' Total xG: 0.27;41' Total xG: 0.12;41' Total xG: 0.27;42' Total xG: 0.12;42' Total xG: 0.27;43' Total xG: 0.12;43' Total xG: 0.27;44' Total xG: 0.12;44' Total xG: 0.27;45' Total xG: 0.12;45' Total xG: 0.27;46' Total xG: 0.12;46' Total xG: 0.33;48' Total xG: 0.14;48' Total xG: 0.33;49' Total xG: 0.14;49' Total xG: 0.44;50' Total xG: 0.14;50' Total xG: 0.44;51' Total xG: 0.14;51' Total xG: 0.44;52' Total xG: 0.14;52' Total xG: 0.53;53' Total xG: 0.14;53' Total xG: 0.53;54' Total xG: 0.14;54' Total xG: 0.53;55' Total xG: 0.14;55' Total xG: 0.55;56' Total xG: 0.14;56' Total xG: 0.55;57' Total xG: 0.14;57' Total xG: 0.55;58' Total xG: 0.14;58' Total xG: 0.55;60' Total xG: 0.14;60' Total xG: 0.55;61' Total xG: 0.14;61' Total xG: 0.55;62' Total xG: 0.14;62' Total xG: 0.55;63' Total xG: 0.14;63' Total xG: 0.55;64' Total xG: 0.14;64' Total xG: 0.55;65' Total xG: 0.14;65' Total xG: 0.55;66' Total xG: 0.14;66' Total xG: 0.55;67' Total xG: 0.14;67' Total xG: 0.55;68' Total xG: 0.14;68' Total xG: 0.55;69' Total xG: 0.14;69' Total xG: 0.55;70' Total xG: 0.14;70' Total xG: 0.55;72' Total xG: 0.23;72' Total xG: 0.55;73' Total xG: 0.23;73' Total xG: 0.63;74' Total xG: 0.23;74' Total xG: 0.63;75' Total xG: 0.23;75' Total xG: 0.63;76' Total xG: 0.23;76' Total xG: 0.63;77' Total xG: 0.23;77' Total xG: 0.63;78' Total xG: 0.23;78' Total xG: 0.63;79' Total xG: 0.23;79' Total xG: 0.65;80' Total xG: 0.23;80' Total xG: 0.65;81' Total xG: 0.23;81' Total xG: 0.71;82' Total xG: 0.23;82' Total xG: 0.71;84' Total xG: 0.23;84' Total xG: 0.71;85' Total xG: 0.23;85' Total xG: 0.71;86' Total xG: 0.23;86' Total xG: 0.73;87' Total xG: 0.23;87' Total xG: 0.73;88' Total xG: 0.23;88' Total xG: 0.73;89' Total xG: 0.23;89' Total xG: 0.73;90' Total xG: 0.25;90' Total xG: 0.73;91' Total xG: 0.25;91' Total xG: 0.73;92' Total xG: 0.25;92' Total xG: 0.73;93' Total xG: 0.25;93' Total xG: 0.73;94' Total xG: 0.60;94' Total xG: 0.73;94' Total xG: 0.60;94' Total xG: 0.73,https://understat.com/match/27392,2
2,Inter,2,2.48,11,3,12,11.35,2.81,Lecce,0,0.34,10,4,4,28.08,0.12,"0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;1' Total xG: 0.00;1' Total xG: 0.00;2' Total xG: 0.00;2' Total xG: 0.00;3' Total xG: 0.00;3' Total xG: 0.00;4' Total xG: 0.53
Matteo Darmian - Shot xG: 0.50;4' Total xG: 0.00;5' Total xG: 0.53;5' Total xG: 0.00;6' Total xG: 0.53;6' Total xG: 0.04;7' Total xG: 0.53;7' Total xG: 0.04;8' Total xG: 0.53;8' Total xG: 0.04;9' Total xG: 0.53;9' Total xG: 0.04;10' Total xG: 0.53;10' Total xG: 0.04;11' Total xG: 0.53;11' Total xG: 0.04;12' Total xG: 0.53;12' Total xG: 0.04;13' Total xG: 0.61;13' Total xG: 0.04;14' Total xG: 0.61;14' Total xG: 0.04;15' Total xG: 0.61;15' Total xG: 0.04;16' Total xG: 0.61;16' Total xG: 0.04;17' Total xG: 0.61;17' Total xG: 0.04;18' Total xG: 0.61;18' Total xG: 0.04;19' Total xG: 0.61;19' Total xG: 0.05;20' Total xG: 0.61;20' Total xG: 0.05;21' Total xG: 0.61;21' Total xG: 0.05;22' Total xG: 0.61;22' Total xG: 0.05;23' Total xG: 0.61;23' Total xG: 0.05;24' Total xG: 0.61;24' Total xG: 0.05;25' Total xG: 0.61;25' Total xG: 0.05;26' Total xG: 0.61;26' Total xG: 0.05;27' Total xG: 0.61;27' Total xG: 0.05;28' Total xG: 0.61;28' Total xG: 0.05;29' Total xG: 0.61;29' Total xG: 0.05;30' Total xG: 0.61;30' Total xG: 0.05;31' Total xG: 0.65;31' Total xG: 0.05;32' Total xG: 0.65;32' Total xG: 0.05;33' Total xG: 0.65;33' Total xG: 0.05;34' Total xG: 0.65;34' Total xG: 0.05;36' Total xG: 0.65;36' Total xG: 0.05;37' Total xG: 0.65;37' Total xG: 0.05;38' Total xG: 0.65;38' Total xG: 0.05;39' Total xG: 0.65;39' Total xG: 0.05;40' Total xG: 0.65;40' Total xG: 0.05;41' Total xG: 0.65;41' Total xG: 0.05;42' Total xG: 0.65;42' Total xG: 0.05;43' Total xG: 0.65;43' Total xG: 0.05;44' Total xG: 0.67;44' Total xG: 0.05;45' Total xG: 0.67;45' Total xG: 0.05;46' Total xG: 0.67;46' Total xG: 0.11;47' Total xG: 0.67;47' Total xG: 0.11;48' Total xG: 0.98;48' Total xG: 0.11;49' Total xG: 1.06;49' Total xG: 0.11;50' Total xG: 1.06;50' Total xG: 0.11;51' Total xG: 1.06;51' Total xG: 0.16;52' Total xG: 1.24;52' Total xG: 0.16;53' Total xG: 1.24;53' Total xG: 0.16;54' Total xG: 1.24;54' Total xG: 0.20;55' Total xG: 1.24;55' Total xG: 0.20;56' Total xG: 1.24;56' Total xG: 0.20;57' Total xG: 1.24;57' Total xG: 0.20;58' Total xG: 1.24;58' Total xG: 0.20;59' Total xG: 1.24;59' Total xG: 0.20;60' Total xG: 1.24;60' Total xG: 0.20;61' Total xG: 1.24;61' Total xG: 0.20;62' Total xG: 1.24;62' Total xG: 0.20;63' Total xG: 1.24;63' Total xG: 0.20;64' Total xG: 1.24;64' Total xG: 0.20;66' Total xG: 1.24;66' Total xG: 0.26;67' Total xG: 1.24;67' Total xG: 0.26;68' Total xG: 1.24;68' Total xG: 0.26;69' Total xG: 2.00
Hakan Calhanoglu - Shot xG: 0.76;69' Total xG: 0.26;70' Total xG: 2.00;70' Total xG: 0.26;71' Total xG: 2.00;71' Total xG: 0.26;72' Total xG: 2.00;72' Total xG: 0.26;73' Total xG: 2.00;73' Total xG: 0.26;74' Total xG: 2.00;74' Total xG: 0.26;75' Total xG: 2.00;75' Total xG: 0.26;76' Total xG: 2.48;76' Total xG: 0.26;77' Total xG: 2.48;77' Total xG: 0.26;78' Total xG: 2.48;78' Total xG: 0.26;79' Total xG: 2.48;79' Total xG: 0.26;80' Total xG: 2.48;80' Total xG: 0.26;81' Total xG: 2.48;81' Total xG: 0.26;82' Total xG: 2.48;82' Total xG: 0.26;83' Total xG: 2.48;83' Total xG: 0.26;84' Total xG: 2.48;84' Total xG: 0.26;85' Total xG: 2.48;85' Total xG: 0.26;86' Total xG: 2.48;86' Total xG: 0.26;87' Total xG: 2.48;87' Total xG: 0.30;88' Total xG: 2.48;88' Total xG: 0.30;89' Total xG: 2.48;89' Total xG: 0.30;90' Total xG: 2.48;90' Total xG: 0.30;91' Total xG: 2.48;91' Total xG: 0.31;92' Total xG: 2.48;92' Total xG: 0.34;92' Total xG: 2.48;92' Total xG: 0.34",https://understat.com/match/27375,3
3,Monza,1,0.22,5,2,1,31.60,0.24,Inter,1,1.81,16,2,5,6.94,2.61,"0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;1' Total xG: 0.00;1' Total xG: 0.00;2' Total xG: 0.00;2' Total xG: 0.00;3' Total xG: 0.00;3' Total xG: 0.00;4' Total xG: 0.00;4' Total xG: 0.00;5' Total xG: 0.00;5' Total xG: 0.03;6' Total xG: 0.02;6' Total xG: 0.03;8' Total xG: 0.02;8' Total xG: 0.13;9' Total xG: 0.02;9' Total xG: 0.13;10' Total xG: 0.02;10' Total xG: 0.13;11' Total xG: 0.02;11' Total xG: 0.13;12' Total xG: 0.02;12' Total xG: 0.13;13' Total xG: 0.02;13' Total xG: 0.23;14' Total xG: 0.02;14' Total xG: 0.23;15' Total xG: 0.02;15' Total xG: 0.23;16' Total xG: 0.02;16' Total xG: 0.23;17' Total xG: 0.02;17' Total xG: 0.23;18' Total xG: 0.02;18' Total xG: 0.23;19' Total xG: 0.02;19' Total xG: 0.23;21' Total xG: 0.02;21' Total xG: 0.23;22' Total xG: 0.02;22' Total xG: 0.23;23' Total xG: 0.02;23' Total xG: 0.23;24' Total xG: 0.02;24' Total xG: 0.23;25' Total xG: 0.02;25' Total xG: 0.58;26' Total xG: 0.02;26' Total xG: 0.58;27' Total xG: 0.02;27' Total xG: 0.58;28' Total xG: 0.02;28' Total xG: 0.58;29' Total xG: 0.02;29' Total xG: 0.58;30' Total xG: 0.02;30' Total xG: 0.58;32' Total xG: 0.02;32' Total xG: 0.71;33' Total xG: 0.02;33' Total xG: 0.71;34' Total xG: 0.02;34' Total xG: 0.71;35' Total xG: 0.02;35' Total xG: 0.71;36' Total xG: 0.02;36' Total xG: 0.71;37' Total xG: 0.02;37' Total xG: 0.71;38' Total xG: 0.02;38' Total xG: 0.71;39' Total xG: 0.02;39' Total xG: 0.71;40' Total xG: 0.06;40' Total xG: 0.71;41' Total xG: 0.06;41' Total xG: 0.71;43' Total xG: 0.06;43' Total xG: 0.71;44' Total xG: 0.06;44' Total xG: 0.71;45' Total xG: 0.06;45' Total xG: 0.71;46' Total xG: 0.06;46' Total xG: 0.71;47' Total xG: 0.06;47' Total xG: 0.71;48' Total xG: 0.06;48' Total xG: 0.71;49' Total xG: 0.06;49' Total xG: 0.71;50' Total xG: 0.06;50' Total xG: 0.83;51' Total xG: 0.06;51' Total xG: 0.83;52' Total xG: 0.06;52' Total xG: 0.83;54' Total xG: 0.06;54' Total xG: 0.83;55' Total xG: 0.06;55' Total xG: 0.83;56' Total xG: 0.06;56' Total xG: 0.83;57' Total xG: 0.06;57' Total xG: 0.90;58' Total xG: 0.06;58' Total xG: 0.90;59' Total xG: 0.06;59' Total xG: 0.90;60' Total xG: 0.06;60' Total xG: 0.92;61' Total xG: 0.06;61' Total xG: 0.92;62' Total xG: 0.06;62' Total xG: 0.92;63' Total xG: 0.06;63' Total xG: 0.92;65' Total xG: 0.06;65' Total xG: 0.93;66' Total xG: 0.06;66' Total xG: 0.93;67' Total xG: 0.06;67' Total xG: 0.93;68' Total xG: 0.12;68' Total xG: 0.93;69' Total xG: 0.12;69' Total xG: 0.93;70' Total xG: 0.12;70' Total xG: 0.93;71' Total xG: 0.12;71' Total xG: 0.93;72' Total xG: 0.12;72' Total xG: 0.93;73' Total xG: 0.12;73' Total xG: 0.93;75' Total xG: 0.12;75' Total xG: 1.00;76' Total xG: 0.12;76' Total xG: 1.00;77' Total xG: 0.12;77' Total xG: 1.00;78' Total xG: 0.12;78' Total xG: 1.00;79' Total xG: 0.12;79' Total xG: 1.00;80' Total xG: 0.16
Dany Mota - Shot xG: 0.05;80' Total xG: 1.00;81' Total xG: 0.16;81' Total xG: 1.00;82' Total xG: 0.16;82' Total xG: 1.00;83' Total xG: 0.16;83' Total xG: 1.04;84' Total xG: 0.16;84' Total xG: 1.04;86' Total xG: 0.16;86' Total xG: 1.06;87' Total xG: 0.16;87' Total xG: 1.63
Denzel Dumfries - Shot xG: 0.58;88' Total xG: 0.16;88' Total xG: 1.63;89' Total xG: 0.16;89' Total xG: 1.63;90' Total xG: 0.16;90' Total xG: 1.78;91' Total xG: 0.16;91' Total xG: 1.81;92' Total xG: 0.16;92' Total xG: 1.81;93' Total xG: 0.16;93' Total xG: 1.81;94' Total xG: 0.16;94' Total xG: 1.81;95' Total xG: 0.22;95' Total xG: 1.81;95' Total xG: 0.22;95' Total xG: 1.81",https://understat.com/match/27399,4
4,Venezia,0,0.64,13,4,10,16.06,0.51,Torino,1,1.81,12,6,5,8.35,2.29,"0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;0' Total xG: 0.00;1' Total xG: 0.00;1' Total xG: 0.00;2' Total xG: 0.00;2' Total xG: 0.12;3' Total xG: 0.00;3' Total xG: 0.12;4' Total xG: 0.00;4' Total xG: 0.12;5' Total xG: 0.00;5' Total xG: 0.12;6' Total xG: 0.00;6' Total xG: 0.12;7' Total xG: 0.00;7' Total xG: 0.12;8' Total xG: 0.00;8' Total xG: 0.12;9' Total xG: 0.00;9' Total xG: 0.12;10' Total xG: 0.00;10' Total xG: 0.24;11' Total xG: 0.00;11' Total xG: 0.24;12' Total xG: 0.03;12' Total xG: 0.24;13' Total xG: 0.07;13' Total xG: 0.24;14' Total xG: 0.11;14' Total xG: 0.24;15' Total xG: 0.11;15' Total xG: 0.24;17' Total xG: 0.11;17' Total xG: 0.78;18' Total xG: 0.11;18' Total xG: 0.78;19' Total xG: 0.11;19' Total xG: 0.78;20' Total xG: 0.11;20' Total xG: 0.78;21' Total xG: 0.11;21' Total xG: 0.78;22' Total xG: 0.11;22' Total xG: 0.78;23' Total xG: 0.11;23' Total xG: 0.78;24' Total xG: 0.11;24' Total xG: 0.78;25' Total xG: 0.11;25' Total xG: 0.78;26' Total xG: 0.11;26' Total xG: 0.78;27' Total xG: 0.11;27' Total xG: 0.78;28' Total xG: 0.11;28' Total xG: 0.78;29' Total xG: 0.11;29' Total xG: 0.78;30' Total xG: 0.11;30' Total xG: 0.90;31' Total xG: 0.11;31' Total xG: 0.90;32' Total xG: 0.11;32' Total xG: 0.90;33' Total xG: 0.11;33' Total xG: 0.90;34' Total xG: 0.11;34' Total xG: 0.90;35' Total xG: 0.11;35' Total xG: 0.90;37' Total xG: 0.11;37' Total xG: 0.90;38' Total xG: 0.11;38' Total xG: 0.90;39' Total xG: 0.16;39' Total xG: 0.90;40' Total xG: 0.16;40' Total xG: 0.90;41' Total xG: 0.16;41' Total xG: 0.90;42' Total xG: 0.16;42' Total xG: 0.90;43' Total xG: 0.16;43' Total xG: 0.90;44' Total xG: 0.16;44' Total xG: 0.90;45' Total xG: 0.16;45' Total xG: 0.90;46' Total xG: 0.16;46' Total xG: 0.95;47' Total xG: 0.18;47' Total xG: 0.95;48' Total xG: 0.23;48' Total xG: 1.00;49' Total xG: 0.23;49' Total xG: 1.00;50' Total xG: 0.23;50' Total xG: 1.00;51' Total xG: 0.23;51' Total xG: 1.00;52' Total xG: 0.23;52' Total xG: 1.00;53' Total xG: 0.23;53' Total xG: 1.35;54' Total xG: 0.23;54' Total xG: 1.35;56' Total xG: 0.29;56' Total xG: 1.36;57' Total xG: 0.29;57' Total xG: 1.36;58' Total xG: 0.29;58' Total xG: 1.36;59' Total xG: 0.29;59' Total xG: 1.36;60' Total xG: 0.29;60' Total xG: 1.36;61' Total xG: 0.29;61' Total xG: 1.36;62' Total xG: 0.29;62' Total xG: 1.36;63' Total xG: 0.29;63' Total xG: 1.36;64' Total xG: 0.37;64' Total xG: 1.36;65' Total xG: 0.37;65' Total xG: 1.36;66' Total xG: 0.37;66' Total xG: 1.36;67' Total xG: 0.37;67' Total xG: 1.36;68' Total xG: 0.37;68' Total xG: 1.36;69' Total xG: 0.39;69' Total xG: 1.36;70' Total xG: 0.49;70' Total xG: 1.36;71' Total xG: 0.49;71' Total xG: 1.36;72' Total xG: 0.49;72' Total xG: 1.36;73' Total xG: 0.49;73' Total xG: 1.36;75' Total xG: 0.51;75' Total xG: 1.36;76' Total xG: 0.51;76' Total xG: 1.36;77' Total xG: 0.51;77' Total xG: 1.36;78' Total xG: 0.51;78' Total xG: 1.36;79' Total xG: 0.53;79' Total xG: 1.36;80' Total xG: 0.53;80' Total xG: 1.38;81' Total xG: 0.53;81' Total xG: 1.42;82' Total xG: 0.53;82' Total xG: 1.42;83' Total xG: 0.53;83' Total xG: 1.42;84' Total xG: 0.53;84' Total xG: 1.42;85' Total xG: 0.53;85' Total xG: 1.81
Saúl Coco - Shot xG: 0.38;86' Total xG: 0.53;86' Total xG: 1.81;87' Total xG: 0.53;87' Total xG: 1.81;88' Total xG: 0.53;88' Total xG: 1.81;89' Total xG: 0.53;89' Total xG: 1.81;90' Total xG: 0.53;90' Total xG: 1.81;91' Total xG: 0.64;91' Total xG: 1.81;91' Total xG: 0.64;91' Total xG: 1.81",https://understat.com/match/27382,5
