,H_DATETIME,H_GAMEINFO,H_TEAMNAMES,H_GOALS,H_BALL_POSSESSION,H_GOAL_ATTEMPTS,H_SHOTS_ON_GOAL,H_SHOTS_OFF_GOAL,H_BLOCKED_SHOTS,H_FREE_KICKS,H_CORNER_KICKS,H_OFFSIDES,H_GOALKEEPER_SAVES,H_FOULS,H_YELLOW_CARDS,H_RED_CARDS,H_TOTAL_PASSES,H_COMPLETED_PASSES,H_TACKLES,H_ATTACKS,H_DANGEROUS_ATTACKS,A_DATETIME,A_GAMEINFO,A_TEAMNAMES,A_GOALS,A_BALL_POSSESSION,A_GOAL_ATTEMPTS,A_SHOTS_ON_GOAL,A_SHOTS_OFF_GOAL,A_BLOCKED_SHOTS,A_FREE_KICKS,A_CORNER_KICKS,A_OFFSIDES,A_GOALKEEPER_SAVES,A_FOULS,A_YELLOW_CARDS,A_RED_CARDS,A_TOTAL_PASSES,A_COMPLETED_PASSES,A_TACKLES,A_ATTACKS,A_DANGEROUS_ATTACKS,H_CAT,GAMEURL,H_CLEARANCES_TOTAL,A_CROSSES,H_SHOTS_OUTSIDE_THE_BOX,H_HIT_THE_WOODWORK,A_CLEARANCES_TOTAL,H_PASSES_IN_THE_FINAL_THIRD,A_HIT_THE_WOODWORK,A_TOUCHES_IN_THE_OPPOSITION_BOX,H_THROWINS,A_THROWINS,H_SHOTS_INSIDE_THE_BOX,A_SHOTS_INSIDE_THE_BOX,H_CROSSES,A_SHOTS_OUTSIDE_THE_BOX,A_INTERCEPTIONS,H_TOUCHES_IN_THE_OPPOSITION_BOX,A_BIG_CHANCES,A_PASSES_IN_THE_FINAL_THIRD,H_EXPECTED_GOALS_XG,H_INTERCEPTIONS,H_BIG_CHANCES,A_EXPECTED_GOALS_XG,H_HEADED_GOALS,A_HEADED_GOALS,HALFTIME
66,17.08.2024 18:30,"FOOTBALL
ITALY: SERIE A - ROUND 1",Genoa,1,31,8,5,3,0,11,1,0.0,1,10,1.0,,175,132,,47.0,22.0,17.08.2024 18:30,"FOOTBALL
ITALY: SERIE A - ROUND 1",Inter,1,69,6,2,2,2,7,2,4.0,4,10,1.0,,336.0,287.0,,24.0,17.0,cat2,https://www.flashscore.com/match/O2Fteteo/#/match-summary/match-statistics/2,,,,,,,,,,,,,,,,,,,,,,,,,
67,17.08.2024 18:30,"FOOTBALL
ITALY: SERIE A - ROUND 1",Genoa,1,33,2,1,1,0,11,0,0.0,6,5,0.0,,55,41,,29.0,5.0,17.08.2024 18:30,"FOOTBALL
ITALY: SERIE A - ROUND 1",Inter,1,67,8,7,1,0,10,2,2.0,0,4,1.0,,152.0,143.0,,59.0,21.0,cat3,https://www.flashscore.com/match/O2Fteteo/#/match-summary/match-statistics/1,,,,,,,,,,,,,,,,,,,,,,,,,
68,17.08.2024 20:45,"FOOTBALL
ITALY: SERIE A - ROUND 1",Empoli,0,30,5,0,3,2,13,5,1.0,1,9,0.0,,113,67,,50.0,24.0,17.08.2024 20:45,"FOOTBALL
ITALY: SERIE A - ROUND 1",Monza,0,70,3,1,0,2,11,3,0.0,0,12,2.0,,250.0,177.0,,53.0,21.0,cat4,https://www.flashscore.com/match/hKOA02XN/#/match-summary/match-statistics/2,,,,,,,,,,,,,,,,,,,,,,,,,
69,17.08.2024 20:45,"FOOTBALL
ITALY: SERIE A - ROUND 1",Empoli,0,47,4,1,1,2,10,2,3.0,0,7,,,166,115,,70.0,32.0,17.08.2024 20:45,"FOOTBALL
ITALY: SERIE A - ROUND 1",Monza,0,53,1,0,1,0,12,0,1.0,1,7,,,215.0,161.0,,35.0,9.0,cat5,https://www.flashscore.com/match/hKOA02XN/#/match-summary/match-statistics/1,,,,,,,,,,,,,,,,,,,,,,,,,
70,17.08.2024 20:45,"FOOTBALL
ITALY: SERIE A - ROUND 1",AC Milan,2,56,12,3,4,5,3,5,1.0,0,7,2.0,,246,203,,68.0,73.0,17.08.2024 20:45,"FOOTBALL
ITALY: SERIE A - ROUND 1",Torino,1,44,2,1,1,0,9,0,1.0,1,5,2.0,,173.0,106.0,,21.0,8.0,cat6,https://www.flashscore.com/match/0lGMiS5j/#/match-summary/match-statistics/2,,,,,,,,,,,,,,,,,,,,,,,,,
71,17.08.2024 20:45,"FOOTBALL
ITALY: SERIE A - ROUND 1",AC Milan,0,56,8,3,4,1,4,4,1.0,1,3,0.0,,276,248,,56.0,33.0,17.08.2024 20:45,"FOOTBALL
ITALY: SERIE A - ROUND 1",Torino,1,44,4,2,0,2,5,2,0.0,3,2,2.0,,278.0,251.0,,32.0,13.0,cat7,https://www.flashscore.com/match/0lGMiS5j/#/match-summary/match-statistics/1,,,,,,,,,,,,,,,,,,,,,,,,,
72,18.08.2024 18:30,"FOOTBALL
ITALY: SERIE A - ROUND 1",Verona,3,35,8,5,3,0,4,1,2.0,4,9,2.0,,303,109,,47.0,13.0,18.08.2024 18:30,"FOOTBALL
ITALY: SERIE A - ROUND 1",Napoli,0,65,7,4,2,1,13,3,0.0,2,4,1.0,,594.0,214.0,,67.0,29.0,cat8,https://www.flashscore.com/match/6RvR2hEi/#/match-summary/match-statistics/2,,,,,,,,,,,,,,,,,,,,,,,,,
73,18.08.2024 18:30,"FOOTBALL
ITALY: SERIE A - ROUND 1",Verona,0,29,0,0,0,0,10,0,0.0,1,6,2.0,,0,90,,44.0,10.0,18.08.2024 18:30,"FOOTBALL
ITALY: SERIE A - ROUND 1",Napoli,0,71,8,1,4,3,6,2,0.0,0,9,0.0,,0.0,280.0,,74.0,27.0,cat9,https://www.flashscore.com/match/6RvR2hEi/#/match-summary/match-statistics/1,,,,,,,,,,,,,,,,,,,,,,,,,
74,18.08.2024 18:30,"FOOTBALL
ITALY: SERIE A - ROUND 1",Bologna,1,76,16,6,4,6,8,4,0.0,1,5,0.0,,248,207,,86.0,48.0,18.08.2024 18:30,"FOOTBALL
ITALY: SERIE A - ROUND 1",Udinese,1,24,3,2,0,1,10,1,0.0,5,5,3.0,,75.0,49.0,,29.0,12.0,cat10,https://www.flashscore.com/match/4xHh663n/#/match-summary/match-statistics/2,,,,,,,,,,,,,,,,,,,,,,,,,
75,18.08.2024 18:30,"FOOTBALL
ITALY: SERIE A - ROUND 1",Bologna,0,72,6,1,3,2,10,3,0.0,0,10,0.0,,278,252,,57.0,26.0,18.08.2024 18:30,"FOOTBALL
ITALY: SERIE A - ROUND 1",Udinese,0,28,1,0,0,1,9,4,1.0,1,8,1.0,,102.0,70.0,,40.0,20.0,cat11,https://www.flashscore.com/match/4xHh663n/#/match-summary/match-statistics/1,,,,,,,,,,,,,,,,,,,,,,,,,
76,18.08.2024 20:45,"FOOTBALL
ITALY: SERIE A - ROUND 1",Lazio,1,58,6,1,4,1,4,3,0.0,2,9,1.0,,214,203,,16.0,34.0,18.08.2024 20:45,"FOOTBALL
ITALY: SERIE A - ROUND 1",Venezia,0,42,7,2,3,2,10,3,1.0,0,4,1.0,,173.0,146.0,,34.0,18.0,cat12,https://www.flashscore.com/match/8jyraADG/#/match-summary/match-statistics/2,,,,,,,,,,,,,,,,,,,,,,,,,
77,18.08.2024 20:45,"FOOTBALL
ITALY: SERIE A - ROUND 1",Lazio,2,76,7,5,2,0,7,3,0.0,0,5,0.0,,382,339,,85.0,34.0,18.08.2024 20:45,"FOOTBALL
ITALY: SERIE A - ROUND 1",Venezia,1,24,4,1,2,1,5,0,0.0,3,7,1.0,,115.0,87.0,,37.0,7.0,cat13,https://www.flashscore.com/match/8jyraADG/#/match-summary/match-statistics/1,,,,,,,,,,,,,,,,,,,,,,,,,
78,18.08.2024 20:45,"FOOTBALL
ITALY: SERIE A - ROUND 1",Cagliari,0,35,8,1,5,2,4,2,2.0,3,10,2.0,,92,67,,27.0,18.0,18.08.2024 20:45,"FOOTBALL
ITALY: SERIE A - ROUND 1",AS Roma,0,65,11,3,7,1,11,2,1.0,1,2,0.0,,219.0,183.0,,61.0,48.0,cat14,https://www.flashscore.com/match/YH892O2B/#/match-summary/match-statistics/2,,,,,,,,,,,,,,,,,,,,,,,,,
79,18.08.2024 20:45,"FOOTBALL
ITALY: SERIE A - ROUND 1",Cagliari,0,51,4,1,3,0,6,3,1.0,0,5,,,243,191,,53.0,19.0,18.08.2024 20:45,"FOOTBALL
ITALY: SERIE A - ROUND 1",AS Roma,0,49,2,0,1,1,8,1,1.0,1,5,,,224.0,180.0,,57.0,28.0,cat15,https://www.flashscore.com/match/YH892O2B/#/match-summary/match-statistics/1,,,,,,,,,,,,,,,,,,,,,,,,,
80,19.08.2024 18:30,"FOOTBALL
ITALY: SERIE A - ROUND 1",Lecce,0,58,11,5,5,1,21,2,0.0,0,3,0.0,,452,209,,71.0,18.0,19.08.2024 18:30,"FOOTBALL
ITALY: SERIE A - ROUND 1",Atalanta,2,42,3,2,0,1,2,1,1.0,5,19,2.0,,508.0,114.0,,47.0,9.0,cat16,https://www.flashscore.com/match/t4ZkclrT/#/match-summary/match-statistics/2,,,,,,,,,,,,,,,,,,,,,,,,,
81,21.12.2024 14:00,"FOOTBALL
ITALY: SERIE A - ROUND 17",Torino,0,45,2,0,0,2,9,2,0.0,0,7,0.0,,195,137,67.0,,,21.12.2024 14:00,"FOOTBALL
ITALY: SERIE A - ROUND 17",Bologna,2,55,5,2,2,1,7,0,0.0,0,9,2.0,,,,57.0,,,2,https://www.flashscore.com/match/0jNeMZmR/#/match-summary/match-statistics/2,9,57.0,1,0,16,51.0,1,10,13,10,1,3,27.0,2,3,7,1,68.0,0.19,4,0,1.01,,,2.0
82,20.12.2024 19:45,"FOOTBALL
ITALY: SERIE A - ROUND 17",Verona,0,24,4,1,3,0,4,0,0.0,3,10,1.0,,108,79,25.0,,,20.12.2024 19:45,"FOOTBALL
ITALY: SERIE A - ROUND 17",AC Milan,0,76,8,3,0,5,10,4,1.0,1,4,1.0,,,,67.0,,,1,https://www.flashscore.com/match/QX8D9d4L/#/match-summary/match-statistics/1,12,8.0,2,0,9,43.0,0,8,9,5,2,3,20.0,5,1,2,1,79.0,0.17,6,0,0.30,,,1.0
83,20.12.2024 19:45,"FOOTBALL
ITALY: SERIE A - ROUND 17",Verona,0,46,6,1,4,1,5,3,0.0,2,11,,,181,145,50.0,,,20.12.2024 19:45,"FOOTBALL
ITALY: SERIE A - ROUND 17",AC Milan,1,54,6,3,1,2,11,4,1.0,1,5,,,,,60.0,,,2,https://www.flashscore.com/match/QX8D9d4L/#/match-summary/match-statistics/2,9,0.0,2,0,13,70.0,0,4,8,7,4,2,21.0,4,5,12,1,62.0,0.63,3,1,0.54,,,2.0
84,16.12.2024 19:45,"FOOTBALL
ITALY: SERIE A - ROUND 16",Lazio,0,54,6,2,2,2,7,1,1.0,1,6,1.0,,227,198,75.0,,,16.12.2024 19:45,"FOOTBALL
ITALY: SERIE A - ROUND 16",Inter,2,46,7,3,0,4,6,2,0.0,2,7,3.0,,,,25.0,,,1,https://www.flashscore.com/match/UR0TxbTq/#/match-summary/match-statistics/1,2,63.0,3,0,5,83.0,0,7,8,6,3,4,29.0,3,5,8,2,64.0,0.30,3,1,1.13,,,1.0
85,16.12.2024 19:45,"FOOTBALL
ITALY: SERIE A - ROUND 16",Lazio,0,48,3,0,2,1,7,3,0.0,0,1,1.0,,254,222,60.0,,,16.12.2024 19:45,"FOOTBALL
ITALY: SERIE A - ROUND 16",Inter,4,52,5,4,1,0,1,0,0.0,0,7,1.0,,,,50.0,,,2,https://www.flashscore.com/match/UR0TxbTq/#/match-summary/match-statistics/2,2,0.0,1,0,15,77.0,0,8,8,8,2,4,0.0,1,4,8,3,64.0,0.11,4,0,1.00,0,1,2.0
86,15.12.2024 19:45,"FOOTBALL
ITALY: SERIE A - ROUND 16",AC Milan,0,60,12,2,4,6,9,7,0.0,0,2,0.0,,275,251,63.0,,,15.12.2024 19:45,"FOOTBALL
ITALY: SERIE A - ROUND 16",Genoa,0,40,1,0,1,0,2,0,1.0,2,9,2.0,,,,54.0,,,1,https://www.flashscore.com/match/ImsObuj3/#/match-summary/match-statistics/1,4,25.0,6,0,17,85.0,0,4,9,10,6,0,25.0,1,1,13,0,66.0,0.43,3,0,0.01,,,1.0
87,15.12.2024 19:45,"FOOTBALL
ITALY: SERIE A - ROUND 16",AC Milan,0,54,10,2,4,4,3,2,3.0,0,9,,,253,229,75.0,,,15.12.2024 19:45,"FOOTBALL
ITALY: SERIE A - ROUND 16",Genoa,0,46,4,0,2,2,9,2,1.0,2,3,,,,,60.0,,,2,https://www.flashscore.com/match/ImsObuj3/#/match-summary/match-statistics/2,15,13.0,2,1,14,86.0,0,6,4,6,8,0,21.0,4,7,19,0,63.0,0.78,2,1,0.22,,,2.0
88,15.12.2024 17:00,"FOOTBALL
ITALY: SERIE A - ROUND 16",Como,0,30,4,1,2,1,8,0,1.0,1,9,1.0,,134,105,100.0,,,15.12.2024 17:00,"FOOTBALL
ITALY: SERIE A - ROUND 16",AS Roma,0,70,5,1,3,1,9,5,2.0,1,8,0.0,,,,33.0,,,1,https://www.flashscore.com/match/6Teln26c/#/match-summary/match-statistics/1,16,21.0,3,1,5,54.0,0,7,6,15,1,3,0.0,2,2,2,0,67.0,0.18,3,0,0.23,,,1.0
89,15.12.2024 17:00,"FOOTBALL
ITALY: SERIE A - ROUND 16",Como,2,47,14,6,7,1,9,6,1.0,0,9,5.0,,196,156,83.0,,,15.12.2024 17:00,"FOOTBALL
ITALY: SERIE A - ROUND 16",AS Roma,0,53,1,0,1,0,9,0,1.0,4,9,1.0,,,,29.0,,,2,https://www.flashscore.com/match/6Teln26c/#/match-summary/match-statistics/2,10,20.0,8,0,16,69.0,0,6,5,15,6,1,20.0,0,6,18,1,49.0,0.89,5,1,0.36,,,2.0
90,15.12.2024 14:00,"FOOTBALL
ITALY: SERIE A - ROUND 16",Bologna,0,50,7,1,4,2,5,0,0.0,3,9,1.0,,188,147,50.0,,,15.12.2024 14:00,"FOOTBALL
ITALY: SERIE A - ROUND 16",Fiorentina,0,50,7,3,1,3,9,1,2.0,1,5,1.0,,,,67.0,,,1,https://www.flashscore.com/match/pMoUt7UH/#/match-summary/match-statistics/1,7,50.0,5,0,3,65.0,0,8,7,10,2,3,0.0,4,4,8,1,66.0,0.46,5,1,0.51,,,1.0
91,15.12.2024 14:00,"FOOTBALL
ITALY: SERIE A - ROUND 16",Bologna,1,52,9,5,2,2,5,1,2.0,1,7,1.0,,168,131,67.0,,,15.12.2024 14:00,"FOOTBALL
ITALY: SERIE A - ROUND 16",Fiorentina,0,48,3,1,1,1,7,2,0.0,4,5,1.0,,,,67.0,,,2,https://www.flashscore.com/match/pMoUt7UH/#/match-summary/match-statistics/2,18,10.0,5,1,6,69.0,0,16,9,18,4,3,25.0,0,2,11,1,59.0,0.50,5,4,0.19,,,2.0
92,15.12.2024 14:00,"FOOTBALL
ITALY: SERIE A - ROUND 16",Parma,1,50,6,4,1,1,8,2,1.0,0,5,1.0,,207,166,56.0,,,15.12.2024 14:00,"FOOTBALL
ITALY: SERIE A - ROUND 16",Verona,1,50,9,1,7,1,5,1,0.0,3,8,2.0,,,,50.0,,,1,https://www.flashscore.com/match/bckWdJKF/#/match-summary/match-statistics/1,5,43.0,2,0,8,58.0,0,11,12,7,4,6,0.0,3,4,10,3,67.0,1.14,3,2,0.92,0,1,1.0
93,15.12.2024 14:00,"FOOTBALL
ITALY: SERIE A - ROUND 16",Parma,1,60,13,4,5,4,8,3,0.0,3,0,0.0,,258,211,20.0,,,15.12.2024 14:00,"FOOTBALL
ITALY: SERIE A - ROUND 16",Verona,2,40,8,5,2,1,0,1,1.0,3,8,1.0,,,,64.0,,,2,https://www.flashscore.com/match/bckWdJKF/#/match-summary/match-statistics/2,6,0.0,6,0,14,73.0,0,10,17,7,7,7,23.0,1,5,15,5,60.0,0.82,3,1,1.48,,,2.0
94,15.12.2024 11:30,"FOOTBALL
ITALY: SERIE A - ROUND 16",Lecce,2,48,9,4,3,2,8,1,2.0,0,8,1.0,,161,129,100.0,,,15.12.2024 11:30,"FOOTBALL
ITALY: SERIE A - ROUND 16",Monza,1,52,4,1,3,0,8,3,0.0,2,8,3.0,,,,100.0,,,1,https://www.flashscore.com/match/jskxyxbd/#/match-summary/match-statistics/1,7,20.0,3,0,12,58.0,0,6,5,10,6,3,0.0,0,5,13,1,73.0,1.16,3,2,0.25,,,1.0
95,15.12.2024 11:30,"FOOTBALL
ITALY: SERIE A - ROUND 16",Lecce,0,40,2,0,2,0,8,1,2.0,0,7,0.0,,167,123,43.0,,,15.12.2024 11:30,"FOOTBALL
ITALY: SERIE A - ROUND 16",Monza,0,60,6,0,4,2,7,4,4.0,0,8,2.0,,,,70.0,,,2,https://www.flashscore.com/match/jskxyxbd/#/match-summary/match-statistics/2,18,17.0,1,0,4,73.0,0,15,11,11,1,2,0.0,4,4,8,0,74.0,0.24,2,0,0.34,,,2.0
96,14.12.2024 19:45,"FOOTBALL
ITALY: SERIE A - ROUND 16",Juventus,1,62,3,1,2,0,2,3,2.0,0,4,,,325,294,33.0,,,14.12.2024 19:45,"FOOTBALL
ITALY: SERIE A - ROUND 16",Venezia,0,38,4,0,1,3,4,3,0.0,0,2,,,,,83.0,,,1,https://www.flashscore.com/match/bqAcrK5M/#/match-summary/match-statistics/1,8,20.0,1,0,4,80.0,1,10,11,4,2,4,17.0,0,2,6,0,70.0,1.05,3,1,0.40,,,1.0
97,14.12.2024 19:45,"FOOTBALL
ITALY: SERIE A - ROUND 16",Juventus,1,76,9,3,4,2,6,4,0.0,0,5,1.0,,356,325,67.0,,,14.12.2024 19:45,"FOOTBALL
ITALY: SERIE A - ROUND 16",Venezia,2,24,4,2,1,1,5,1,0.0,2,6,3.0,,,,67.0,,,2,https://www.flashscore.com/match/bqAcrK5M/#/match-summary/match-statistics/2,4,40.0,2,0,16,82.0,0,3,14,4,7,2,17.0,2,5,22,1,62.0,0.35,1,1,0.19,0,2,2.0
98,14.12.2024 17:00,"FOOTBALL
ITALY: SERIE A - ROUND 16",Udinese,1,27,7,3,2,2,4,1,0.0,2,4,1.0,,119,75,71.0,,,14.12.2024 17:00,"FOOTBALL
ITALY: SERIE A - ROUND 16",Napoli,0,73,9,2,5,2,4,5,1.0,2,4,0.0,,,,83.0,,,1,https://www.flashscore.com/match/WAmveckS/#/match-summary/match-statistics/1,16,17.0,1,0,6,32.0,0,18,7,14,6,7,60.0,2,2,11,1,76.0,1.34,6,3,0.77,,,1.0
99,21.12.2024 17:00,"FOOTBALL
ITALY: SERIE A - ROUND 17",Genoa,1,47,8,3,4,1,3,5,0.0,0,6,2.0,,190,151,88.0,,,21.12.2024 17:00,"FOOTBALL
ITALY: SERIE A - ROUND 17",Napoli,0,53,6,0,4,2,6,5,1.0,2,3,0.0,,,,67.0,,,2,https://www.flashscore.com/match/vHA5BIZ8/#/match-summary/match-statistics/2,7,0.0,0,1,18,67.0,0,12,6,12,8,3,38.0,3,3,15,0,68.0,0.77,7,0,0.56,,,2.0
100,21.12.2024 14:00,"FOOTBALL
ITALY: SERIE A - ROUND 17",Torino,0,37,4,0,2,2,8,2,1.0,3,4,,,170,144,50.0,,,21.12.2024 14:00,"FOOTBALL
ITALY: SERIE A - ROUND 17",Bologna,0,63,3,3,0,0,4,0,1.0,0,8,,,,,83.0,,,1,https://www.flashscore.com/match/0jNeMZmR/#/match-summary/match-statistics/1,7,0.0,1,0,7,74.0,0,8,10,11,3,3,20.0,0,3,9,2,77.0,0.17,6,0,0.82,,,1.0
101,06.10.2024 20:45,"FOOTBALL
ITALY: SERIE A - ROUND 7",Fiorentina,1,36,5,1,4,0,12,0,2.0,3,8,1.0,0.0,148,94,,,,06.10.2024 20:45,"FOOTBALL
ITALY: SERIE A - ROUND 7",AC Milan,1,64,8,4,2,2,10,4,0.0,0,11,1.0,1.0,260.0,192.0,,,,cat14,https://www.flashscore.com/match/SIOithtm/#/match-summary/match-statistics/2,,,,,,,,,,,,,,,,,,,,,,,,,
102,06.10.2024 20:45,"FOOTBALL
ITALY: SERIE A - ROUND 7",Fiorentina,1,44,7,2,4,1,10,0,2.0,4,3,1.0,,180,142,,,,06.10.2024 20:45,"FOOTBALL
ITALY: SERIE A - ROUND 7",AC Milan,0,56,8,4,3,1,4,3,0.0,1,10,2.0,,217.0,187.0,,,,cat15,https://www.flashscore.com/match/SIOithtm/#/match-summary/match-statistics/1,,,,,,,,,,,,,,,,,,,,,,,,,
103,19.10.2024 15:00,"FOOTBALL
ITALY: SERIE A - ROUND 8",Genoa,2,41,6,3,0,3,6,1,0.0,0,11,2.0,,146,101,,,,19.10.2024 15:00,"FOOTBALL
ITALY: SERIE A - ROUND 8",Bologna,1,59,2,0,1,1,11,2,1.0,1,6,0.0,,218.0,166.0,,,,cat0,https://www.flashscore.com/match/EXLhbUee/#/match-summary/match-statistics/2,,,,,,,,,,,,,,,,,,,,,,,,,
104,19.10.2024 15:00,"FOOTBALL
ITALY: SERIE A - ROUND 8",Genoa,0,35,4,1,2,1,6,0,3.0,6,9,,,125,85,,,,19.10.2024 15:00,"FOOTBALL
ITALY: SERIE A - ROUND 8",Bologna,1,65,10,7,0,3,9,5,2.0,1,6,,,232.0,200.0,,,,cat1,https://www.flashscore.com/match/EXLhbUee/#/match-summary/match-statistics/1,,,,,,,,,,,,,,,,,,,,,,,,,
105,19.10.2024 15:00,"FOOTBALL
ITALY: SERIE A - ROUND 8",Como,0,54,5,1,2,2,4,4,4.0,1,6,1.0,,256,220,,,,19.10.2024 15:00,"FOOTBALL
ITALY: SERIE A - ROUND 8",Parma,0,46,5,1,4,0,6,3,2.0,1,4,1.0,,216.0,177.0,,,,cat2,https://www.flashscore.com/match/Cl5M5C3L/#/match-summary/match-statistics/2,,,,,,,,,,,,,,,,,,,,,,,,,
106,19.10.2024 15:00,"FOOTBALL
ITALY: SERIE A - ROUND 8",Como,1,68,6,2,2,2,6,3,3.0,1,8,0.0,,329,291,,,,19.10.2024 15:00,"FOOTBALL
ITALY: SERIE A - ROUND 8",Parma,1,32,4,2,2,0,8,1,0.0,1,6,1.0,,151.0,121.0,,,,cat3,https://www.flashscore.com/match/Cl5M5C3L/#/match-summary/match-statistics/1,,,,,,,,,,,,,,,,,,,,,,,,,
107,19.10.2024 18:00,"FOOTBALL
ITALY: SERIE A - ROUND 8",AC Milan,0,31,3,2,0,1,5,3,0.0,0,2,2.0,,123,93,,,,19.10.2024 18:00,"FOOTBALL
ITALY: SERIE A - ROUND 8",Udinese,0,69,9,0,8,1,2,2,1.0,2,5,2.0,,245.0,228.0,,,,cat4,https://www.flashscore.com/match/SznSCTAl/#/match-summary/match-statistics/2,,,,,,,,,,,,,,,,,,,,,,,,,
108,19.10.2024 18:00,"FOOTBALL
ITALY: SERIE A - ROUND 8",AC Milan,1,57,7,3,1,3,9,5,3.0,1,1,0.0,1.0,212,185,,,,19.10.2024 18:00,"FOOTBALL
ITALY: SERIE A - ROUND 8",Udinese,0,43,4,1,3,0,1,2,2.0,2,9,1.0,0.0,161.0,139.0,,,,cat5,https://www.flashscore.com/match/SznSCTAl/#/match-summary/match-statistics/1,,,,,,,,,,,,,,,,,,,,,,,,,
109,19.10.2024 20:45,"FOOTBALL
ITALY: SERIE A - ROUND 8",Juventus,1,73,10,3,4,3,7,3,2.0,0,8,3.0,,307,276,,,,19.10.2024 20:45,"FOOTBALL
ITALY: SERIE A - ROUND 8",Lazio,0,27,0,0,0,0,8,0,0.0,2,7,2.0,,113.0,82.0,,,,cat6,https://www.flashscore.com/match/2g2mKBIE/#/match-summary/match-statistics/2,,,,,,,,,,,,,,,,,,,,,,,,,
110,19.10.2024 20:45,"FOOTBALL
ITALY: SERIE A - ROUND 8",Juventus,0,66,6,0,6,0,2,4,0.0,1,8,1.0,0.0,297,269,,,,19.10.2024 20:45,"FOOTBALL
ITALY: SERIE A - ROUND 8",Lazio,0,34,2,1,0,1,8,1,0.0,0,2,0.0,1.0,155.0,127.0,,,,cat7,https://www.flashscore.com/match/2g2mKBIE/#/match-summary/match-statistics/1,,,,,,,,,,,,,,,,,,,,,,,,,
111,20.10.2024 12:30,"FOOTBALL
ITALY: SERIE A - ROUND 8",Empoli,0,45,1,0,0,1,6,2,1.0,0,7,1.0,,182,153,,,,20.10.2024 12:30,"FOOTBALL
ITALY: SERIE A - ROUND 8",Napoli,1,55,6,1,2,3,7,2,0.0,0,6,1.0,,224.0,196.0,,,,cat8,https://www.flashscore.com/match/8Kjh0jRr/#/match-summary/match-statistics/2,,,,,,,,,,,,,,,,,,,,,,,,,
112,20.10.2024 12:30,"FOOTBALL
ITALY: SERIE A - ROUND 8",Empoli,0,55,10,4,2,4,7,5,0.0,0,7,1.0,,211,176,,,,20.10.2024 12:30,"FOOTBALL
ITALY: SERIE A - ROUND 8",Napoli,0,45,3,0,2,1,7,5,0.0,4,7,1.0,,176.0,142.0,,,,cat9,https://www.flashscore.com/match/8Kjh0jRr/#/match-summary/match-statistics/1,,,,,,,,,,,,,,,,,,,,,,,,,
113,20.10.2024 15:00,"FOOTBALL
ITALY: SERIE A - ROUND 8",Venezia,0,42,7,3,3,1,3,1,1.0,3,10,1.0,,218,176,,,,20.10.2024 15:00,"FOOTBALL
ITALY: SERIE A - ROUND 8",Atalanta,1,58,6,4,2,0,10,1,2.0,3,3,0.0,,303.0,260.0,,,,cat10,https://www.flashscore.com/match/dGwq9oAD/#/match-summary/match-statistics/2,,,,,,,,,,,,,,,,,,,,,,,,,
114,20.10.2024 15:00,"FOOTBALL
ITALY: SERIE A - ROUND 8",Venezia,0,42,5,1,4,0,3,1,1.0,2,2,0.0,,152,116,,,,20.10.2024 15:00,"FOOTBALL
ITALY: SERIE A - ROUND 8",Atalanta,1,58,10,3,6,1,2,4,0.0,1,3,1.0,,200.0,153.0,,,,cat11,https://www.flashscore.com/match/dGwq9oAD/#/match-summary/match-statistics/1,,,,,,,,,,,,,,,,,,,,,,,,,
115,20.10.2024 15:00,"FOOTBALL
ITALY: SERIE A - ROUND 8",Lecce,0,32,2,1,0,1,7,1,0.0,2,2,0.0,,160,130,,,,20.10.2024 15:00,"FOOTBALL
ITALY: SERIE A - ROUND 8",Fiorentina,3,68,9,5,2,2,2,2,1.0,1,7,3.0,,331.0,307.0,,,,cat12,https://www.flashscore.com/match/AJ5eIkmR/#/match-summary/match-statistics/2,,,,,,,,,,,,,,,,,,,,,,,,,
116,20.10.2024 15:00,"FOOTBALL
ITALY: SERIE A - ROUND 8",Lecce,0,46,3,1,2,0,7,0,0.0,3,6,0.0,1.0,193,149,,,,20.10.2024 15:00,"FOOTBALL
ITALY: SERIE A - ROUND 8",Fiorentina,3,54,10,6,2,2,6,1,1.0,1,7,2.0,0.0,236.0,204.0,,,,cat13,https://www.flashscore.com/match/AJ5eIkmR/#/match-summary/match-statistics/1,,,,,,,,,,,,,,,,,,,,,,,,,
117,20.10.2024 18:00,"FOOTBALL
ITALY: SERIE A - ROUND 8",Cagliari,2,41,9,3,4,2,1,4,0.0,3,4,1.0,,162,133,,,,20.10.2024 18:00,"FOOTBALL
ITALY: SERIE A - ROUND 8",Torino,1,59,10,4,3,3,4,8,2.0,1,1,1.0,,237.0,207.0,,,,cat14,https://www.flashscore.com/match/GMBD7YY8/#/match-summary/match-statistics/2,,,,,,,,,,,,,,,,,,,,,,,,,
118,20.10.2024 18:00,"FOOTBALL
ITALY: SERIE A - ROUND 8",Cagliari,1,43,9,2,3,4,7,5,0.0,0,5,0.0,,173,153,,,,20.10.2024 18:00,"FOOTBALL
ITALY: SERIE A - ROUND 8",Torino,1,57,7,1,5,1,5,4,0.0,1,7,2.0,,234.0,208.0,,,,cat15,https://www.flashscore.com/match/GMBD7YY8/#/match-summary/match-statistics/1,,,,,,,,,,,,,,,,,,,,,,,,,
