,H_DATETIME,H_GAMEINFO,H_TEAMNAMES,H_GOALS,H_BALL_POSSESSION,H_GOAL_ATTEMPTS,H_SHOTS_ON_GOAL,H_SHOTS_OFF_GOAL,H_BLOCKED_SHOTS,H_FREE_KICKS,H_CORNER_KICKS,H_OFFSIDES,H_GOALKEEPER_SAVES,H_FOULS,H_YELLOW_CARDS,H_RED_CARDS,H_TOTAL_PASSES,H_COMPLETED_PASSES,H_TACKLES,H_ATTACKS,H_DANGEROUS_ATTACKS,A_DATETIME,A_GAMEINFO,A_TEAMNAMES,A_GOALS,A_BALL_POSSESSION,A_GOAL_ATTEMPTS,A_SHOTS_ON_GOAL,A_SHOTS_OFF_GOAL,A_BLOCKED_SHOTS,A_FREE_KICKS,A_CORNER_KICKS,A_OFFSIDES,A_GOALKEEPER_SAVES,A_FOULS,A_YELLOW_CARDS,A_RED_CARDS,A_TOTAL_PASSES,A_COMPLETED_PASSES,A_TACKLES,A_ATTACKS,A_DANGEROUS_ATTACKS,H_CAT,GAMEURL,H_CLEARANCES_TOTAL,A_CROSSES,H_SHOTS_OUTSIDE_THE_BOX,H_HIT_THE_WOODWORK,A_CLEARANCES_TOTAL,H_PASSES_IN_THE_FINAL_THIRD,A_HIT_THE_WOODWORK,A_TOUCHES_IN_THE_OPPOSITION_BOX,H_THROWINS,A_THROWINS,H_SHOTS_INSIDE_THE_BOX,A_SHOTS_INSIDE_THE_BOX,H_CROSSES,A_SHOTS_OUTSIDE_THE_BOX,A_INTERCEPTIONS,H_TOUCHES_IN_THE_OPPOSITION_BOX,A_BIG_CHANCES,A_PASSES_IN_THE_FINAL_THIRD,H_EXPECTED_GOALS_XG,H_INTERCEPTIONS,H_BIG_CHANCES,A_EXPECTED_GOALS_XG,H_HEADED_GOALS,A_HEADED_GOALS,HALFTIME
119,20.10.2024 20:45,"FOOTBALL
ITALY: SERIE A - ROUND 8",AS Roma,0,56,9,2,1,6,7,2,0.0,3,9,2.0,,238,205,,,,20.10.2024 20:45,"FOOTBALL
ITALY: SERIE A - ROUND 8",Inter,1,44,6,4,2,0,9,2,0.0,2,7,3.0,,184.0,151.0,,,,cat16,https://www.flashscore.com/match/0lpzB7u1/#/match-summary/match-statistics/2,,,,,,,,,,,,,,,,,,,,,,,,,
120,20.10.2024 20:45,"FOOTBALL
ITALY: SERIE A - ROUND 8",AS Roma,0,54,5,1,4,0,6,1,0.0,2,3,,,249,215,,,,20.10.2024 20:45,"FOOTBALL
ITALY: SERIE A - ROUND 8",Inter,0,46,5,2,2,1,3,1,1.0,1,6,,,216.0,185.0,,,,cat17,https://www.flashscore.com/match/0lpzB7u1/#/match-summary/match-statistics/1,,,,,,,,,,,,,,,,,,,,,,,,,
121,21.10.2024 20:45,"FOOTBALL
ITALY: SERIE A - ROUND 8",Verona,0,58,7,3,3,1,7,3,0.0,1,5,1.0,,249,209,,,,21.10.2024 20:45,"FOOTBALL
ITALY: SERIE A - ROUND 8",Monza,2,42,7,3,2,2,5,3,0.0,3,7,1.0,,184.0,152.0,,,,cat18,https://www.flashscore.com/match/McP0d8Q7/#/match-summary/match-statistics/2,,,,,,,,,,,,,,,,,,,,,,,,,
122,21.10.2024 20:45,"FOOTBALL
ITALY: SERIE A - ROUND 8",Verona,0,60,9,1,5,3,6,6,1.0,0,3,2.0,,231,191,,,,21.10.2024 20:45,"FOOTBALL
ITALY: SERIE A - ROUND 8",Monza,1,40,3,1,1,1,3,3,1.0,1,6,1.0,,163.0,128.0,,,,cat19,https://www.flashscore.com/match/McP0d8Q7/#/match-summary/match-statistics/1,,,,,,,,,,,,,,,,,,,,,,,,,
123,29.12.2024 17:00,"FOOTBALL
ITALY: SERIE A - ROUND 18",Juventus,1,63,6,2,4,0,3,3,0.0,0,7,,,286,248,86.0,,,29.12.2024 17:00,"FOOTBALL
ITALY: SERIE A - ROUND 18",Fiorentina,1,37,6,1,2,3,7,1,0.0,1,3,,,,,38.0,,,1,https://www.flashscore.com/match/hMu3G4H5/#/match-summary/match-statistics/1,5,25.0,2,0,17,69.0,0,4,8,6,4,1,22.0,5,7,13,1,71.0,0.64,1,1,0.66,0,1,1.0
124,29.12.2024 17:00,"FOOTBALL
ITALY: SERIE A - ROUND 18",Juventus,1,59,9,3,3,3,6,4,0.0,2,7,3.0,,221,186,56.0,,,29.12.2024 17:00,"FOOTBALL
ITALY: SERIE A - ROUND 18",Fiorentina,1,41,5,3,1,1,7,1,1.0,2,6,1.0,,,,60.0,,,2,https://www.flashscore.com/match/hMu3G4H5/#/match-summary/match-statistics/2,6,33.0,0,0,16,64.0,0,12,11,11,9,3,22.0,2,5,20,0,76.0,0.81,1,1,0.45,,,2.0
125,04.01.2025 17:00,"FOOTBALL
ITALY: SERIE A - ROUND 19",Fiorentina,0,41,6,1,3,2,8,3,1.0,1,7,0.0,,173,141,78.0,,,04.01.2025 17:00,"FOOTBALL
ITALY: SERIE A - ROUND 19",Napoli,1,59,4,2,2,0,7,2,2.0,1,8,1.0,,,,40.0,,,1,https://www.flashscore.com/match/2FD9TBCi/#/match-summary/match-statistics/1,11,10.0,3,0,10,74.0,0,5,4,15,3,3,33.0,1,1,8,0,75.0,0.18,4,0,0.16,,,1.0
126,04.01.2025 17:00,"FOOTBALL
ITALY: SERIE A - ROUND 19",Fiorentina,0,55,8,1,3,4,7,1,2.0,0,10,,,233,196,67.0,,,04.01.2025 17:00,"FOOTBALL
ITALY: SERIE A - ROUND 19",Napoli,2,45,6,2,4,0,10,0,0.0,1,7,,,,,57.0,,,2,https://www.flashscore.com/match/2FD9TBCi/#/match-summary/match-statistics/2,2,67.0,3,0,10,82.0,0,11,8,7,5,6,20.0,0,2,12,2,64.0,1.00,1,1,1.17,,,2.0
127,04.01.2025 14:00,"FOOTBALL
ITALY: SERIE A - ROUND 19",Venezia,1,39,3,2,1,0,4,1,1.0,4,7,1.0,,150,96,70.0,,,04.01.2025 14:00,"FOOTBALL
ITALY: SERIE A - ROUND 19",Empoli,1,61,11,5,3,3,7,6,1.0,1,4,0.0,,,,60.0,,,1,https://www.flashscore.com/match/4Mr7x7eM/#/match-summary/match-statistics/1,19,25.0,1,0,10,56.0,0,11,13,15,2,6,0.0,5,4,7,1,49.0,0.62,5,0,1.16,,,1.0
128,04.01.2025 14:00,"FOOTBALL
ITALY: SERIE A - ROUND 19",Venezia,0,61,5,1,1,3,10,1,1.0,1,8,0.0,,277,224,75.0,,,04.01.2025 14:00,"FOOTBALL
ITALY: SERIE A - ROUND 19",Empoli,0,39,7,1,2,4,8,2,0.0,1,10,2.0,,,,60.0,,,2,https://www.flashscore.com/match/4Mr7x7eM/#/match-summary/match-statistics/2,15,8.0,3,0,6,70.0,0,12,10,6,2,4,25.0,3,3,5,1,65.0,0.32,5,0,0.33,,,2.0
129,30.12.2024 19:45,"FOOTBALL
ITALY: SERIE A - ROUND 18",Bologna,1,66,11,3,4,4,8,1,1.0,1,5,0.0,,238,199,70.0,,,30.12.2024 19:45,"FOOTBALL
ITALY: SERIE A - ROUND 18",Verona,2,34,4,3,0,1,5,2,1.0,2,8,1.0,,,,60.0,,,1,https://www.flashscore.com/match/S07zFit1/#/match-summary/match-statistics/1,5,40.0,3,1,16,75.0,0,9,15,9,8,4,31.0,0,2,14,1,52.0,1.06,3,2,0.45,,,1.0
130,30.12.2024 19:45,"FOOTBALL
ITALY: SERIE A - ROUND 18",Bologna,1,68,12,4,2,6,16,10,0.0,0,4,2.0,1.0,210,179,71.0,,,30.12.2024 19:45,"FOOTBALL
ITALY: SERIE A - ROUND 18",Verona,1,32,4,1,2,1,4,3,0.0,3,16,4.0,0.0,,,70.0,,,2,https://www.flashscore.com/match/S07zFit1/#/match-summary/match-statistics/2,6,0.0,5,1,24,78.0,0,6,8,3,7,3,24.0,0,2,17,0,44.0,0.81,1,2,0.35,,,2.0
131,30.12.2024 17:30,"FOOTBALL
ITALY: SERIE A - ROUND 18",Como,0,62,8,4,2,2,8,2,2.0,1,7,1.0,,273,234,75.0,,,30.12.2024 17:30,"FOOTBALL
ITALY: SERIE A - ROUND 18",Lecce,0,38,6,1,3,2,7,1,0.0,4,8,0.0,,,,43.0,,,1,https://www.flashscore.com/match/OtlnKnIt/#/match-summary/match-statistics/1,11,33.0,5,1,19,70.0,0,6,10,10,3,3,29.0,3,2,12,0,65.0,1.05,4,1,0.23,,,1.0
132,30.12.2024 17:30,"FOOTBALL
ITALY: SERIE A - ROUND 18",Como,2,52,7,4,1,2,7,2,3.0,0,5,2.0,,219,189,67.0,,,30.12.2024 17:30,"FOOTBALL
ITALY: SERIE A - ROUND 18",Lecce,0,48,5,0,4,1,5,3,1.0,2,7,2.0,,,,73.0,,,2,https://www.flashscore.com/match/OtlnKnIt/#/match-summary/match-statistics/2,10,30.0,1,0,9,77.0,0,9,13,14,6,3,33.0,2,4,11,0,61.0,0.87,5,2,0.21,,,2.0
133,29.12.2024 19:45,"FOOTBALL
ITALY: SERIE A - ROUND 18",AC Milan,1,41,9,4,4,1,3,1,1.0,2,11,2.0,,155,134,80.0,,,29.12.2024 19:45,"FOOTBALL
ITALY: SERIE A - ROUND 18",AS Roma,1,59,6,3,3,0,11,2,1.0,3,3,2.0,,,,33.0,,,1,https://www.flashscore.com/match/foxKCMGU/#/match-summary/match-statistics/1,13,0.0,3,0,10,78.0,1,10,12,4,6,4,40.0,2,2,20,2,91.0,1.39,2,2,0.68,,,1.0
134,29.12.2024 19:45,"FOOTBALL
ITALY: SERIE A - ROUND 18",AC Milan,0,49,12,3,4,5,5,5,0.0,2,6,2.0,,199,174,20.0,,,29.12.2024 19:45,"FOOTBALL
ITALY: SERIE A - ROUND 18",AS Roma,0,51,6,2,3,1,6,3,5.0,3,5,2.0,,,,73.0,,,2,https://www.flashscore.com/match/foxKCMGU/#/match-summary/match-statistics/2,8,25.0,7,0,18,76.0,0,9,6,6,5,4,17.0,2,3,22,1,83.0,0.62,4,0,0.70,,,2.0
135,29.12.2024 14:00,"FOOTBALL
ITALY: SERIE A - ROUND 18",Napoli,0,75,10,3,4,3,6,9,1.0,1,3,0.0,,326,302,60.0,,,29.12.2024 14:00,"FOOTBALL
ITALY: SERIE A - ROUND 18",Venezia,0,25,2,1,1,0,3,2,1.0,3,6,1.0,,,,30.0,,,1,https://www.flashscore.com/match/AcCTWP1n/#/match-summary/match-statistics/1,13,0.0,2,0,22,85.0,0,5,9,8,8,1,5.0,1,3,19,1,58.0,1.25,5,2,0.18,,,1.0
136,29.12.2024 14:00,"FOOTBALL
ITALY: SERIE A - ROUND 18",Napoli,1,59,15,5,7,3,6,5,0.0,1,7,0.0,,236,194,86.0,,,29.12.2024 14:00,"FOOTBALL
ITALY: SERIE A - ROUND 18",Venezia,0,41,2,1,0,1,7,2,0.0,4,6,2.0,,,,62.0,,,2,https://www.flashscore.com/match/AcCTWP1n/#/match-summary/match-statistics/2,8,40.0,5,1,21,73.0,0,5,9,10,10,0,14.0,2,9,28,0,55.0,0.72,10,2,0.03,,,2.0
137,29.12.2024 11:30,"FOOTBALL
ITALY: SERIE A - ROUND 18",Udinese,1,51,5,1,3,1,7,1,1.0,3,5,,,202,164,75.0,,,29.12.2024 11:30,"FOOTBALL
ITALY: SERIE A - ROUND 18",Torino,0,49,6,3,2,1,5,2,0.0,0,7,,,,,100.0,,,1,https://www.flashscore.com/match/Ek9pTs1B/#/match-summary/match-statistics/1,8,13.0,1,0,11,55.0,0,10,9,10,4,5,20.0,1,5,6,0,70.0,0.39,3,1,0.19,,,1.0
138,29.12.2024 11:30,"FOOTBALL
ITALY: SERIE A - ROUND 18",Udinese,1,34,5,2,2,1,5,3,1.0,1,12,1.0,,146,115,100.0,,,29.12.2024 11:30,"FOOTBALL
ITALY: SERIE A - ROUND 18",Torino,2,66,6,3,3,0,12,1,0.0,1,5,0.0,,,,67.0,,,2,https://www.flashscore.com/match/Ek9pTs1B/#/match-summary/match-statistics/2,11,11.0,2,1,8,67.0,0,9,6,12,3,3,33.0,3,2,5,0,78.0,0.28,5,1,0.40,1,0,2.0
139,28.12.2024 19:45,"FOOTBALL
ITALY: SERIE A - ROUND 18",Lazio,1,46,8,4,4,0,5,2,0.0,1,1,0.0,,224,196,57.0,,,28.12.2024 19:45,"FOOTBALL
ITALY: SERIE A - ROUND 18",Atalanta,0,54,4,1,3,0,1,1,2.0,3,5,1.0,,,,67.0,,,1,https://www.flashscore.com/match/0nqBErnI/#/match-summary/match-statistics/1,6,33.0,6,1,6,72.0,0,7,11,9,2,4,14.0,0,4,6,1,77.0,0.52,5,1,0.85,,,1.0
140,28.12.2024 19:45,"FOOTBALL
ITALY: SERIE A - ROUND 18",Lazio,0,34,3,1,1,1,6,0,0.0,2,5,2.0,,144,97,22.0,,,28.12.2024 19:45,"FOOTBALL
ITALY: SERIE A - ROUND 18",Atalanta,1,66,10,3,6,1,5,6,1.0,1,6,2.0,,,,60.0,,,2,https://www.flashscore.com/match/0nqBErnI/#/match-summary/match-statistics/2,18,15.0,3,0,6,63.0,2,17,10,13,0,9,20.0,1,4,3,4,78.0,0.10,9,0,1.99,,,2.0
141,28.12.2024 17:00,"FOOTBALL
ITALY: SERIE A - ROUND 18",Cagliari,0,34,4,0,2,2,4,5,2.0,2,5,,,131,89,40.0,,,28.12.2024 17:00,"FOOTBALL
ITALY: SERIE A - ROUND 18",Inter,0,66,7,2,4,1,5,3,3.0,0,4,,,,,43.0,,,1,https://www.flashscore.com/match/0E5rDVAD/#/match-summary/match-statistics/1,10,25.0,2,0,10,66.0,0,11,7,5,2,2,20.0,5,5,6,1,67.0,0.26,4,0,1.09,,,1.0
142,03.11.2024 19:45,"FOOTBALL
ITALY: SERIE A - ROUND 11",Inter,0,63,9,3,4,2,6,4,0.0,1,9,1.0,,285,254,,,,03.11.2024 19:45,"FOOTBALL
ITALY: SERIE A - ROUND 11",Venezia,0,37,2,1,1,0,9,0,1.0,3,6,0.0,,,,,,,1,https://www.flashscore.com/match/v5hMsYdL/#/match-summary/match-statistics/1,,,,,,,,,5,5,,,,,4,,,,0.93,4,,0.43,,,1.0
143,03.11.2024 19:45,"FOOTBALL
ITALY: SERIE A - ROUND 11",Inter,1,51,11,5,2,4,9,5,2.0,1,5,1.0,,234,164,,,,03.11.2024 19:45,"FOOTBALL
ITALY: SERIE A - ROUND 11",Venezia,0,49,5,1,2,2,5,3,0.0,4,9,1.0,,,,,,,2,https://www.flashscore.com/match/v5hMsYdL/#/match-summary/match-statistics/2,,,,,,,,,4,6,,,,,4,,,,1.34,3,,0.55,,,2.0
144,08.11.2024 19:45,"FOOTBALL
ITALY: SERIE A - ROUND 12",Lecce,0,52,4,0,4,0,14,0,0.0,2,3,0.0,,210,172,,,,08.11.2024 19:45,"FOOTBALL
ITALY: SERIE A - ROUND 12",Empoli,1,48,4,3,0,1,3,1,0.0,0,14,1.0,,,,,,,1,https://www.flashscore.com/match/OYgzob9U/#/match-summary/match-statistics/1,,,,,,,,,15,13,,,,,3,,,,0.33,0,,0.17,,,1.0
145,08.11.2024 19:45,"FOOTBALL
ITALY: SERIE A - ROUND 12",Lecce,1,66,14,3,9,2,10,4,1.0,3,4,0.0,,234,193,,,,08.11.2024 19:45,"FOOTBALL
ITALY: SERIE A - ROUND 12",Empoli,0,34,7,3,2,2,4,2,1.0,2,10,2.0,,,,,,,2,https://www.flashscore.com/match/OYgzob9U/#/match-summary/match-statistics/2,,,,,,,,,11,9,,,,,5,,,,1.30,5,,0.39,,,2.0
146,07.11.2024 19:45,"FOOTBALL
ITALY: SERIE A - ROUND 12",Genoa,0,36,4,2,2,0,2,4,2.0,4,8,1.0,,143,104,,,,07.11.2024 19:45,"FOOTBALL
ITALY: SERIE A - ROUND 12",Como,1,64,10,5,3,2,8,3,1.0,2,2,0.0,,,,,,,1,https://www.flashscore.com/match/bR8Aj2ug/#/match-summary/match-statistics/1,,,,,,,,,8,3,,,,,5,,,,0.41,5,,0.53,,,1.0
147,07.11.2024 19:45,"FOOTBALL
ITALY: SERIE A - ROUND 12",Genoa,1,46,4,2,1,1,13,4,2.0,3,9,3.0,,158,114,,,,07.11.2024 19:45,"FOOTBALL
ITALY: SERIE A - ROUND 12",Como,0,54,8,3,2,3,9,2,3.0,1,13,3.0,,,,,,,2,https://www.flashscore.com/match/bR8Aj2ug/#/match-summary/match-statistics/2,,,,,,,,,5,8,,,,,6,,,,0.45,6,,1.01,,,2.0
148,04.11.2024 19:45,"FOOTBALL
ITALY: SERIE A - ROUND 11",Lazio,1,47,8,2,4,2,6,1,0.0,0,6,1.0,,216,193,,,,04.11.2024 19:45,"FOOTBALL
ITALY: SERIE A - ROUND 11",Cagliari,1,53,4,1,1,2,6,2,0.0,1,6,3.0,,,,,,,1,https://www.flashscore.com/match/rXmhxCKr/#/match-summary/match-statistics/1,,,,,,,,,5,11,,,,,0,,,,0.77,2,,0.10,,,1.0
149,04.11.2024 19:45,"FOOTBALL
ITALY: SERIE A - ROUND 11",Lazio,1,61,12,3,6,3,11,1,0.0,0,6,2.0,0.0,250,223,,,,04.11.2024 19:45,"FOOTBALL
ITALY: SERIE A - ROUND 11",Cagliari,0,39,2,0,0,2,6,1,1.0,2,11,5.0,2.0,,,,,,2,https://www.flashscore.com/match/rXmhxCKr/#/match-summary/match-statistics/2,,,,,,,,,9,8,,,,,2,,,,1.88,0,,0.14,,,2.0
150,04.11.2024 17:30,"FOOTBALL
ITALY: SERIE A - ROUND 11",Empoli,0,52,0,0,0,0,3,0,0.0,1,9,,,214,176,,,,04.11.2024 17:30,"FOOTBALL
ITALY: SERIE A - ROUND 11",Como,0,48,3,1,2,0,9,3,0.0,0,3,,,,,,,,1,https://www.flashscore.com/match/jqCRLjz2/#/match-summary/match-statistics/1,,,,,,,,,20,9,,,,,8,,,,0.00,9,,0.08,,,1.0
151,04.11.2024 17:30,"FOOTBALL
ITALY: SERIE A - ROUND 11",Empoli,1,30,9,4,4,1,6,3,1.0,1,8,1.0,,107,68,,,,04.11.2024 17:30,"FOOTBALL
ITALY: SERIE A - ROUND 11",Como,0,70,9,1,4,4,8,3,1.0,3,6,0.0,,,,,,,2,https://www.flashscore.com/match/jqCRLjz2/#/match-summary/match-statistics/2,,,,,,,,,8,11,,,,,2,,,,0.61,3,,0.29,,,2.0
152,04.11.2024 17:30,"FOOTBALL
ITALY: SERIE A - ROUND 11",Parma,0,46,5,0,4,1,6,1,0.0,3,3,2.0,,167,130,,,,04.11.2024 17:30,"FOOTBALL
ITALY: SERIE A - ROUND 11",Genoa,0,54,6,3,2,1,3,5,1.0,0,6,1.0,,,,,,,1,https://www.flashscore.com/match/vJXfdXBE/#/match-summary/match-statistics/1,,,,,,,,,10,11,,,,,4,,,,0.41,1,,0.24,,,1.0
153,04.11.2024 17:30,"FOOTBALL
ITALY: SERIE A - ROUND 11",Parma,0,63,8,0,5,3,12,2,0.0,3,2,0.0,,290,225,,,,04.11.2024 17:30,"FOOTBALL
ITALY: SERIE A - ROUND 11",Genoa,1,37,9,4,5,0,2,2,1.0,0,12,4.0,,,,,,,2,https://www.flashscore.com/match/vJXfdXBE/#/match-summary/match-statistics/2,,,,,,,,,15,5,,,,,4,,,,0.41,1,,0.92,,,2.0
154,03.11.2024 17:00,"FOOTBALL
ITALY: SERIE A - ROUND 11",Verona,2,29,3,2,0,1,5,1,1.0,0,6,0.0,,136,91,,,,03.11.2024 17:00,"FOOTBALL
ITALY: SERIE A - ROUND 11",AS Roma,1,71,8,1,5,2,6,1,2.0,0,5,1.0,,,,,,,1,https://www.flashscore.com/match/WvkEqfS8/#/match-summary/match-statistics/1,,,,,,,,,5,7,,,,,2,,,,0.80,6,,0.95,,,1.0
155,03.11.2024 17:00,"FOOTBALL
ITALY: SERIE A - ROUND 11",Verona,1,39,4,1,2,1,6,1,0.0,1,10,2.0,1.0,184,126,,,,03.11.2024 17:00,"FOOTBALL
ITALY: SERIE A - ROUND 11",AS Roma,1,61,6,2,1,3,10,1,5.0,0,6,1.0,0.0,,,,,,2,https://www.flashscore.com/match/WvkEqfS8/#/match-summary/match-statistics/2,,,,,,,,,6,14,,,,,6,,,,0.36,4,,0.90,,,2.0
156,03.11.2024 14:00,"FOOTBALL
ITALY: SERIE A - ROUND 11",Torino,0,45,4,0,3,1,8,1,2.0,1,5,,,225,200,,,,03.11.2024 14:00,"FOOTBALL
ITALY: SERIE A - ROUND 11",Fiorentina,1,55,4,2,1,1,5,0,1.0,0,8,,,,,,,,1,https://www.flashscore.com/match/b7pTwPem/#/match-summary/match-statistics/1,,,,,,,,,12,5,,,,,2,,,,0.21,2,,0.47,,,1.0
157,03.11.2024 14:00,"FOOTBALL
ITALY: SERIE A - ROUND 11",Torino,0,60,5,1,4,0,4,0,1.0,1,11,2.0,,296,232,,,,03.11.2024 14:00,"FOOTBALL
ITALY: SERIE A - ROUND 11",Fiorentina,0,40,4,1,2,1,11,3,1.0,1,4,1.0,,,,,,,2,https://www.flashscore.com/match/b7pTwPem/#/match-summary/match-statistics/2,,,,,,,,,8,3,,,,,5,,,,0.39,3,,0.16,,,2.0
158,03.11.2024 11:30,"FOOTBALL
ITALY: SERIE A - ROUND 11",Napoli,0,46,5,1,2,2,3,2,0.0,0,6,,,253,225,,,,03.11.2024 11:30,"FOOTBALL
ITALY: SERIE A - ROUND 11",Atalanta,2,54,5,2,3,0,6,0,1.0,1,3,,,,,,,,1,https://www.flashscore.com/match/CCu9YTJ7/#/match-summary/match-statistics/1,,,,,,,,,7,8,,,,,2,,,,0.38,8,,0.67,,,1.0
159,03.11.2024 11:30,"FOOTBALL
ITALY: SERIE A - ROUND 11",Napoli,0,54,8,2,3,3,5,2,1.0,0,4,2.0,,309,253,,,,03.11.2024 11:30,"FOOTBALL
ITALY: SERIE A - ROUND 11",Atalanta,1,46,7,1,4,2,4,3,2.0,2,5,2.0,,,,,,,2,https://www.flashscore.com/match/CCu9YTJ7/#/match-summary/match-statistics/2,,,,,,,,,5,6,,,,,6,,,,0.41,2,,0.63,,,2.0
160,02.11.2024 19:45,"FOOTBALL
ITALY: SERIE A - ROUND 11",Monza,0,38,6,2,3,1,8,1,1.0,2,7,,,162,143,,,,02.11.2024 19:45,"FOOTBALL
ITALY: SERIE A - ROUND 11",AC Milan,1,62,8,3,2,3,7,2,1.0,2,8,,,,,,,,1,https://www.flashscore.com/match/Gpn0zjke/#/match-summary/match-statistics/1,,,,,,,,,5,7,,,,,6,,,,0.80,2,,1.21,,,1.0
161,31.08.2024 18:30,"FOOTBALL
ITALY: SERIE A - ROUND 3",Bologna,0,70,5,1,4,0,12,3,0.0,0,11,0.0,,323,224,,58.0,47.0,31.08.2024 18:30,"FOOTBALL
ITALY: SERIE A - ROUND 3",Empoli,0,30,2,0,2,0,12,2,1.0,1,11,3.0,,159.0,98.0,,57.0,15.0,cat46,https://www.flashscore.com/match/ELeQ0zVa/#/match-summary/match-statistics/2,,,,,,,,,,,,,,,,,,,,,,,,,
162,31.08.2024 18:30,"FOOTBALL
ITALY: SERIE A - ROUND 3",Bologna,1,66,9,2,5,2,8,3,2.0,1,4,,,328,284,,69.0,22.0,31.08.2024 18:30,"FOOTBALL
ITALY: SERIE A - ROUND 3",Empoli,1,34,2,2,0,0,7,1,0.0,1,7,,,140.0,101.0,,33.0,8.0,cat47,https://www.flashscore.com/match/ELeQ0zVa/#/match-summary/match-statistics/1,,,,,,,,,,,,,,,,,,,,,,,,,
163,31.08.2024 20:45,"FOOTBALL
ITALY: SERIE A - ROUND 3",Napoli,2,62,19,4,7,8,4,3,2.0,0,7,1.0,0.0,200,172,,81.0,61.0,31.08.2024 20:45,"FOOTBALL
ITALY: SERIE A - ROUND 3",Parma,0,38,4,0,2,2,6,3,0.0,2,5,4.0,1.0,116.0,85.0,,35.0,16.0,cat48,https://www.flashscore.com/match/SjzlgqTj/#/match-summary/match-statistics/2,,,,,,,,,,,,,,,,,,,,,,,,,
164,31.08.2024 20:45,"FOOTBALL
ITALY: SERIE A - ROUND 3",Napoli,0,46,10,3,3,4,1,3,2.0,1,5,1.0,,259,223,,59.0,53.0,31.08.2024 20:45,"FOOTBALL
ITALY: SERIE A - ROUND 3",Parma,1,54,9,2,4,3,9,1,0.0,3,1,0.0,,282.0,249.0,,44.0,19.0,cat49,https://www.flashscore.com/match/SjzlgqTj/#/match-summary/match-statistics/1,,,,,,,,,,,,,,,,,,,,,,,,,
165,31.08.2024 20:45,"FOOTBALL
ITALY: SERIE A - ROUND 3",Lazio,2,40,6,4,0,2,5,2,3.0,2,8,3.0,,176,162,,51.0,25.0,31.08.2024 20:45,"FOOTBALL
ITALY: SERIE A - ROUND 3",AC Milan,1,60,5,3,1,1,10,2,0.0,2,6,1.0,,515.0,210.0,,29.0,7.0,cat50,https://www.flashscore.com/match/0xK7DDE5/#/match-summary/match-statistics/2,,,,,,,,,,,,,,,,,,,,,,,,,
166,31.08.2024 20:45,"FOOTBALL
ITALY: SERIE A - ROUND 3",Lazio,0,44,1,1,0,0,5,3,2.0,0,4,1.0,,176,148,,54.0,8.0,31.08.2024 20:45,"FOOTBALL
ITALY: SERIE A - ROUND 3",AC Milan,1,56,5,1,2,2,9,5,0.0,1,3,1.0,,0.0,248.0,,51.0,16.0,cat51,https://www.flashscore.com/match/0xK7DDE5/#/match-summary/match-statistics/1,,,,,,,,,,,,,,,,,,,,,,,,,
167,01.09.2024 18:30,"FOOTBALL
ITALY: SERIE A - ROUND 3",Genoa,0,55,7,0,5,2,8,1,1.0,0,6,1.0,,166,140,,41.0,10.0,01.09.2024 18:30,"FOOTBALL
ITALY: SERIE A - ROUND 3",Verona,2,45,5,2,3,0,7,0,0.0,0,7,3.0,,148.0,111.0,,41.0,18.0,cat52,https://www.flashscore.com/match/r1mschUO/#/match-summary/match-statistics/2,,,,,,,,,,,,,,,,,,,,,,,,,
168,01.09.2024 18:30,"FOOTBALL
ITALY: SERIE A - ROUND 3",Genoa,0,61,4,1,2,1,11,2,0.0,1,2,1.0,,288,228,,67.0,18.0,01.09.2024 18:30,"FOOTBALL
ITALY: SERIE A - ROUND 3",Verona,0,39,5,1,2,2,2,1,1.0,1,9,3.0,,179.0,131.0,,47.0,12.0,cat53,https://www.flashscore.com/match/r1mschUO/#/match-summary/match-statistics/1,,,,,,,,,,,,,,,,,,,,,,,,,
169,01.09.2024 18:30,"FOOTBALL
ITALY: SERIE A - ROUND 3",Fiorentina,1,63,10,2,2,6,13,3,0.0,0,9,1.0,,210,188,,65.0,38.0,01.09.2024 18:30,"FOOTBALL
ITALY: SERIE A - ROUND 3",Monza,0,37,0,0,0,0,7,0,0.0,1,16,3.0,,83.0,57.0,,27.0,7.0,cat54,https://www.flashscore.com/match/nZgYbEaC/#/match-summary/match-statistics/2,,,,,,,,,,,,,,,,,,,,,,,,,
170,01.09.2024 18:30,"FOOTBALL
ITALY: SERIE A - ROUND 3",Fiorentina,1,73,5,3,1,1,11,3,1.0,1,2,1.0,,360,302,,79.0,25.0,01.09.2024 18:30,"FOOTBALL
ITALY: SERIE A - ROUND 3",Monza,2,27,4,3,0,1,8,0,0.0,2,5,1.0,,192.0,152.0,,33.0,8.0,cat55,https://www.flashscore.com/match/nZgYbEaC/#/match-summary/match-statistics/1,,,,,,,,,,,,,,,,,,,,,,,,,
171,01.09.2024 20:45,"FOOTBALL
ITALY: SERIE A - ROUND 3",Udinese,0,38,7,2,3,2,5,3,0.0,4,9,3.0,,183,142,,49.0,26.0,01.09.2024 20:45,"FOOTBALL
ITALY: SERIE A - ROUND 3",Como,0,62,13,4,3,6,9,4,0.0,2,5,0.0,,289.0,237.0,,74.0,47.0,cat56,https://www.flashscore.com/match/6ZvTGnLc/#/match-summary/match-statistics/2,,,,,,,,,,,,,,,,,,,,,,,,,
