,H_DATETIME,H_GAMEINFO,H_TEAMNAMES,H_GOALS,H_BALL_POSSESSION,H_GOAL_ATTEMPTS,H_SHOTS_ON_GOAL,H_SHOTS_OFF_GOAL,H_BLOCKED_SHOTS,H_FREE_KICKS,H_CORNER_KICKS,H_OFFSIDES,H_GOALKEEPER_SAVES,H_FOULS,H_YELLOW_CARDS,H_RED_CARDS,H_TOTAL_PASSES,H_COMPLETED_PASSES,H_TACKLES,H_ATTACKS,H_DANGEROUS_ATTACKS,A_DATETIME,A_GAMEINFO,A_TEAMNAMES,A_GOALS,A_BALL_POSSESSION,A_GOAL_ATTEMPTS,A_SHOTS_ON_GOAL,A_SHOTS_OFF_GOAL,A_BLOCKED_SHOTS,A_FREE_KICKS,A_CORNER_KICKS,A_OFFSIDES,A_GOALKEEPER_SAVES,A_FOULS,A_YELLOW_CARDS,A_RED_CARDS,A_TOTAL_PASSES,A_COMPLETED_PASSES,A_TACKLES,A_ATTACKS,A_DANGEROUS_ATTACKS,H_CAT,GAMEURL,H_PASSES_IN_THE_FINAL_THIRD,H_HIT_THE_WOODWORK,A_BIG_CHANCES,H_SHOTS_INSIDE_THE_BOX,H_BIG_CHANCES,A_TOUCHES_IN_THE_OPPOSITION_BOX,H_CROSSES,A_CROSSES,A_EXPECTED_GOALS_XG,A_INTERCEPTIONS,H_SHOTS_OUTSIDE_THE_BOX,A_PASSES_IN_THE_FINAL_THIRD,H_THROWINS,H_INTERCEPTIONS,A_SHOTS_OUTSIDE_THE_BOX,H_EXPECTED_GOALS_XG,A_THROWINS,H_CLEARANCES_TOTAL,H_TOUCHES_IN_THE_OPPOSITION_BOX,A_HIT_THE_WOODWORK,A_SHOTS_INSIDE_THE_BOX,A_CLEARANCES_TOTAL,H_HEADED_GOALS,A_HEADED_GOALS,HALFTIME
335,09.02.2025 19:45,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 21",Angers,0,21,1,0,0,1,4,1,2,4,1,0.0,,118.0,84.0,73.0,,,09.02.2025 19:45,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 21",Marseille,0,79,6,4,1,1,1,4,1,0,4,1.0,,,,73.0,,,1,https://www.flashscore.com/match/be4SUYJc/#/match-summary/match-statistics/1,63.0,0,1,1,0,18,100.0,38.0,0.74,1,0,86.0,7,6,0,0.09,10,17,3,0,6,3,,,1.0
336,09.02.2025 19:45,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 21",Angers,0,21,4,0,3,1,4,0,2,4,9,1.0,,126.0,92.0,50.0,,,09.02.2025 19:45,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 21",Marseille,0,79,12,6,5,1,9,3,0,0,4,1.0,,,,60.0,,,2,https://www.flashscore.com/match/be4SUYJc/#/match-summary/match-statistics/2,70.0,0,4,2,0,26,20.0,53.0,1.71,3,2,81.0,4,5,2,0.40,6,9,5,0,10,7,0,1,2.0
337,09.02.2025 16:15,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 21",Auxerre,0,55,1,0,1,0,5,0,0,0,6,,,264.0,213.0,40.0,,,09.02.2025 16:15,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 21",Toulouse,0,45,1,0,1,0,6,0,3,0,5,,,,,60.0,,,1,https://www.flashscore.com/match/EBfZaEKN/#/match-summary/match-statistics/1,59.0,0,0,1,0,3,50.0,33.0,0.04,6,0,51.0,17,6,1,0.03,13,7,6,0,0,7,,,1.0
338,09.02.2025 16:15,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 21",Auxerre,0,51,8,3,2,3,4,3,0,1,5,1.0,,179.0,140.0,69.0,,,09.02.2025 16:15,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 21",Toulouse,0,49,6,3,1,2,5,5,0,1,4,1.0,,,,22.0,,,2,https://www.flashscore.com/match/EBfZaEKN/#/match-summary/match-statistics/2,52.0,0,3,6,1,10,23.0,25.0,0.79,5,2,70.0,11,5,2,0.66,13,14,9,0,4,13,1,1,2.0
339,09.02.2025 16:15,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 21",Strasbourg,0,61,12,2,6,4,8,2,2,2,8,0.0,,282.0,261.0,86.0,,,09.02.2025 16:15,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 21",Montpellier,0,39,8,2,5,1,8,2,2,1,8,1.0,,,,75.0,,,1,https://www.flashscore.com/match/OxjpIezh/#/match-summary/match-statistics/1,82.0,0,2,8,3,10,25.0,25.0,1.05,2,4,74.0,7,3,3,1.68,7,11,13,1,5,9,,,1.0
340,09.02.2025 16:15,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 21",Strasbourg,0,57,10,4,3,3,4,4,0,0,4,1.0,,288.0,251.0,40.0,,,09.02.2025 16:15,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 21",Montpellier,0,43,3,0,3,0,4,0,1,3,4,3.0,,,,62.0,,,2,https://www.flashscore.com/match/OxjpIezh/#/match-summary/match-statistics/2,74.0,0,1,9,2,10,36.0,22.0,0.84,2,1,84.0,5,9,1,0.93,3,7,24,0,2,12,,,2.0
341,09.02.2025 14:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 21",Lyon,0,68,6,4,1,1,6,4,0,0,4,1.0,,362.0,321.0,67.0,,,09.02.2025 14:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 21",Reims,0,32,2,0,2,0,4,1,0,3,6,1.0,,,,75.0,,,1,https://www.flashscore.com/match/rmMu7VRj/#/match-summary/match-statistics/1,83.0,0,0,3,1,6,14.0,13.0,0.03,7,3,70.0,9,6,2,1.00,8,12,18,0,0,16,,,1.0
342,09.02.2025 14:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 21",Lyon,0,68,9,5,2,2,6,2,0,2,6,1.0,0.0,290.0,257.0,69.0,,,09.02.2025 14:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 21",Reims,0,32,7,2,3,2,6,5,0,2,6,1.0,1.0,,,57.0,,,2,https://www.flashscore.com/match/rmMu7VRj/#/match-summary/match-statistics/2,83.0,0,0,9,4,15,0.0,10.0,0.32,4,0,81.0,3,1,3,2.30,7,11,13,0,4,5,1,0,2.0
343,12.01.2025 19:45,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 17",PSG,2,54,14,6,5,3,4,2,2,2,6,,,261.0,226.0,60.0,,,12.01.2025 19:45,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 17",St Etienne,0,46,5,2,0,3,6,3,0,4,4,,,,,62.0,,,1,https://www.flashscore.com/match/2DSzci3j/#/match-summary/match-statistics/1,75.0,1,0,10,6,13,50.0,100.0,0.18,7,4,79.0,9,4,2,2.54,6,9,21,0,3,6,,,1.0
344,12.01.2025 19:45,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 17",PSG,0,64,11,3,7,1,7,5,0,0,10,1.0,,344.0,310.0,57.0,,,12.01.2025 19:45,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 17",St Etienne,1,36,3,1,0,2,10,0,0,3,7,2.0,,,,60.0,,,2,https://www.flashscore.com/match/2DSzci3j/#/match-summary/match-statistics/2,82.0,0,0,8,3,6,40.0,50.0,0.00,7,3,77.0,10,6,2,1.48,10,5,25,0,1,17,,,2.0
345,12.01.2025 16:15,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 17",Montpellier,0,58,5,2,3,0,6,1,1,1,6,2.0,,259.0,215.0,78.0,,,12.01.2025 16:15,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 17",Angers,1,42,9,2,4,3,6,2,1,2,6,0.0,,,,80.0,,,1,https://www.flashscore.com/match/AFmd4ZAG/#/match-summary/match-statistics/1,68.0,0,1,3,0,14,8.0,11.0,1.24,8,2,73.0,15,2,3,0.33,8,18,11,0,6,28,,,1.0
346,12.01.2025 16:15,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 17",Montpellier,1,58,3,1,0,2,9,2,1,4,5,4.0,2.0,237.0,198.0,14.0,,,12.01.2025 16:15,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 17",Angers,2,42,12,6,4,2,5,1,0,0,9,2.0,0.0,,,33.0,,,2,https://www.flashscore.com/match/AFmd4ZAG/#/match-summary/match-statistics/2,62.0,0,5,2,2,16,10.0,50.0,1.90,6,1,82.0,11,2,5,0.97,5,5,17,1,7,26,,,2.0
347,12.01.2025 16:15,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 17",Toulouse,1,52,8,1,4,3,7,2,2,0,5,1.0,,241.0,202.0,90.0,,,12.01.2025 16:15,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 17",Strasbourg,2,48,3,2,1,0,5,1,2,0,7,1.0,,,,50.0,,,1,https://www.flashscore.com/match/KCJAS3s0/#/match-summary/match-statistics/1,71.0,0,2,5,1,9,38.0,25.0,1.95,6,2,74.0,8,4,1,0.66,9,6,12,0,2,15,,,1.0
348,12.01.2025 16:15,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 17",Toulouse,0,54,11,4,2,5,7,1,2,0,7,0.0,,220.0,170.0,58.0,,,12.01.2025 16:15,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 17",Strasbourg,0,46,5,0,4,1,7,1,0,4,7,3.0,,,,80.0,,,2,https://www.flashscore.com/match/KCJAS3s0/#/match-summary/match-statistics/2,56.0,0,1,7,0,4,25.0,40.0,0.40,5,5,58.0,14,2,2,0.58,7,4,16,0,3,25,,,2.0
349,17.01.2025 18:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 18",Montpellier,2,32,6,2,3,1,4,2,1,3,4,1.0,,139.0,80.0,33.0,,,17.01.2025 18:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 18",Monaco,0,68,9,3,2,4,4,5,1,0,4,2.0,,,,46.0,,,2,https://www.flashscore.com/match/jgXCVB9F/#/match-summary/match-statistics/2,43.0,0,0,5,3,21,22.0,24.0,0.41,5,1,70.0,11,5,1,2.14,5,20,15,1,8,15,,,2.0
350,24.01.2025 19:45,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 19",Auxerre,1,33,4,1,3,0,7,0,0,2,6,,,154.0,111.0,31.0,,,24.01.2025 19:45,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 19",St Etienne,1,67,6,3,1,2,6,2,0,0,7,,,,,100.0,,,1,https://www.flashscore.com/match/jTmMdl8E/#/match-summary/match-statistics/1,60.0,1,2,2,0,11,14.0,50.0,1.06,5,2,63.0,9,6,3,0.28,15,24,11,0,3,15,0,1,1.0
351,24.01.2025 19:45,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 19",Auxerre,0,41,7,4,2,1,6,3,0,0,9,2.0,,198.0,155.0,60.0,,,24.01.2025 19:45,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 19",St Etienne,0,59,2,0,1,1,9,2,3,4,6,0.0,,,,67.0,,,2,https://www.flashscore.com/match/jTmMdl8E/#/match-summary/match-statistics/2,72.0,0,0,5,1,9,25.0,0.0,0.12,4,2,66.0,9,8,1,0.56,10,8,18,0,1,4,,,2.0
352,25.01.2025 20:05,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 19",PSG,0,75,9,3,3,3,9,2,0,2,5,1.0,,385.0,358.0,60.0,,,25.01.2025 20:05,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 19",Reims,0,25,2,2,0,0,5,1,2,3,9,1.0,,,,44.0,,,1,https://www.flashscore.com/match/Is42xKMa/#/match-summary/match-statistics/1,85.0,1,1,4,2,6,33.0,0.0,0.46,5,5,45.0,9,0,0,0.58,6,5,19,0,2,10,,,1.0
353,25.01.2025 20:05,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 19",PSG,1,81,9,4,1,4,4,6,0,0,8,1.0,,391.0,353.0,67.0,,,25.01.2025 20:05,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 19",Reims,1,19,4,1,2,1,8,0,1,3,4,1.0,,,,50.0,,,2,https://www.flashscore.com/match/Is42xKMa/#/match-summary/match-statistics/2,84.0,0,1,7,1,6,33.0,14.0,0.51,7,2,61.0,10,0,2,0.67,4,11,29,0,2,24,,,2.0
354,25.01.2025 18:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 19",Strasbourg,0,54,3,2,1,0,3,3,1,2,7,2.0,,296.0,267.0,50.0,,,25.01.2025 18:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 19",Lille,1,46,6,3,2,1,7,2,1,2,3,1.0,,,,91.0,,,1,https://www.flashscore.com/match/WChnpBO8/#/match-summary/match-statistics/1,59.0,0,2,3,0,14,25.0,50.0,0.69,6,0,63.0,7,3,2,0.19,9,11,8,0,4,10,,,1.0
355,25.01.2025 18:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 19",Strasbourg,2,30,8,5,1,2,6,3,3,3,3,2.0,,124.0,101.0,67.0,,,25.01.2025 18:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 19",Lille,0,70,9,3,3,3,3,5,1,3,6,1.0,,,,22.0,,,2,https://www.flashscore.com/match/WChnpBO8/#/match-summary/match-statistics/2,54.0,0,1,5,1,21,30.0,20.0,0.89,4,3,74.0,4,6,1,0.87,11,24,8,0,8,6,1,0,2.0
356,25.01.2025 16:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 19",Monaco,1,61,11,4,4,3,5,1,0,2,5,,,282.0,231.0,73.0,,,25.01.2025 16:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 19",Rennes,1,39,7,3,3,1,5,2,0,3,5,,,,,63.0,,,1,https://www.flashscore.com/match/88EIxTGr/#/match-summary/match-statistics/1,70.0,1,2,9,3,13,14.0,38.0,1.12,8,2,71.0,10,3,2,1.17,6,8,30,0,5,12,,,1.0
357,25.01.2025 16:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 19",Monaco,2,44,9,6,2,1,11,3,1,1,7,,,163.0,119.0,50.0,,,25.01.2025 16:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 19",Rennes,1,56,7,2,4,1,7,0,1,4,11,,,,,71.0,,,2,https://www.flashscore.com/match/88EIxTGr/#/match-summary/match-statistics/2,67.0,0,0,7,4,9,14.0,0.0,0.89,3,2,79.0,9,11,4,2.01,18,15,15,0,3,12,,,2.0
358,26.01.2025 19:45,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 19",Nice,1,34,8,2,4,2,5,4,1,4,6,,,168.0,125.0,50.0,,,26.01.2025 19:45,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 19",Marseille,0,66,8,4,2,2,6,5,0,1,5,,,,,89.0,,,1,https://www.flashscore.com/match/Q77AzbiC/#/match-summary/match-statistics/1,53.0,0,1,8,2,12,44.0,23.0,0.29,11,0,73.0,2,11,4,0.68,10,7,13,0,4,13,,,1.0
359,26.01.2025 19:45,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 19",Nice,1,23,6,3,2,1,4,2,1,2,6,1.0,,111.0,89.0,75.0,,,26.01.2025 19:45,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 19",Marseille,0,77,10,2,2,6,6,7,0,2,4,1.0,,,,75.0,,,2,https://www.flashscore.com/match/Q77AzbiC/#/match-summary/match-statistics/2,70.0,0,0,3,2,22,0.0,32.0,0.53,3,3,85.0,5,6,4,0.45,8,24,5,0,6,4,,,2.0
360,26.01.2025 16:15,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 19",Lens,0,65,9,0,7,2,2,1,0,0,5,,,319.0,265.0,73.0,,,26.01.2025 16:15,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 19",Angers,0,35,1,0,0,1,5,3,0,0,2,,,,,69.0,,,1,https://www.flashscore.com/match/MFAgvthm/#/match-summary/match-statistics/1,78.0,0,0,5,1,5,43.0,0.0,0.11,9,4,57.0,19,7,0,0.82,10,6,13,0,1,15,,,1.0
361,26.01.2025 16:15,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 19",Lens,1,63,7,4,2,1,8,3,1,0,11,1.0,,271.0,235.0,64.0,,,26.01.2025 16:15,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 19",Angers,0,37,1,0,0,1,11,1,1,3,8,1.0,,,,67.0,,,2,https://www.flashscore.com/match/MFAgvthm/#/match-summary/match-statistics/2,71.0,0,0,7,2,6,31.0,0.0,0.04,5,0,52.0,6,8,0,1.06,13,5,18,0,1,10,,,2.0
362,23.11.2024 20:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 12",Reims,0,40,5,2,3,0,6,3,2,4,5,,,200.0,162.0,43.0,,,23.11.2024 20:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 12",Lyon,1,60,8,5,2,1,5,1,1,2,6,,,,,75.0,,,1,https://www.flashscore.com/match/0UVRP7QP/#/match-summary/match-statistics/1,66.0,0,2,3,0,21,22.0,100.0,0.91,6,2,75.0,9,1,2,0.15,5,4,8,0,6,11,0,1,1.0
363,23.11.2024 20:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 12",Reims,1,40,9,4,2,3,7,1,2,2,6,2.0,,162.0,129.0,83.0,,,23.11.2024 20:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 12",Lyon,0,60,5,2,3,0,6,1,0,3,7,0.0,,,,36.0,,,2,https://www.flashscore.com/match/0UVRP7QP/#/match-summary/match-statistics/2,77.0,0,2,6,2,15,38.0,33.0,0.79,0,3,71.0,8,10,0,1.07,9,5,15,0,5,7,,,2.0
364,23.11.2024 18:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 12",St Etienne,0,32,5,2,3,0,5,2,0,1,7,0.0,,141.0,118.0,56.0,,,23.11.2024 18:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 12",Montpellier,0,68,4,1,1,2,7,1,0,2,5,3.0,,,,78.0,,,1,https://www.flashscore.com/match/GryrQGK8/#/match-summary/match-statistics/1,72.0,0,1,4,1,6,50.0,25.0,0.47,4,1,58.0,7,5,2,0.73,12,14,11,0,2,4,,,1.0
365,23.11.2024 18:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 12",St Etienne,1,32,6,2,1,3,6,3,1,2,12,3.0,,117.0,80.0,86.0,,,23.11.2024 18:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 12",Montpellier,0,68,7,2,4,1,12,10,0,1,6,2.0,,,,56.0,,,2,https://www.flashscore.com/match/GryrQGK8/#/match-summary/match-statistics/2,44.0,0,0,3,1,14,25.0,17.0,0.49,6,3,72.0,8,5,4,0.75,7,29,6,0,3,8,,,2.0
366,23.11.2024 16:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 12",Lens,0,45,10,4,5,1,4,4,2,1,5,1.0,,213.0,169.0,44.0,,,23.11.2024 16:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 12",Marseille,0,55,3,1,2,0,5,0,1,4,4,1.0,,,,43.0,,,1,https://www.flashscore.com/match/SMfm4Zck/#/match-summary/match-statistics/1,64.0,0,0,7,5,1,27.0,0.0,0.17,7,3,70.0,9,11,2,0.96,13,5,20,0,1,15,,,1.0
367,23.11.2024 16:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 12",Lens,1,45,6,3,2,1,5,2,1,0,12,2.0,,179.0,146.0,40.0,,,23.11.2024 16:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 12",Marseille,3,55,4,3,0,1,12,0,0,2,5,2.0,,,,40.0,,,2,https://www.flashscore.com/match/SMfm4Zck/#/match-summary/match-statistics/2,66.0,0,2,4,2,18,14.0,0.0,1.02,3,2,61.0,7,10,2,0.97,8,7,6,0,5,11,,,2.0
368,22.11.2024 20:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 12",PSG,1,76,7,4,2,1,5,2,0,1,7,1.0,,415.0,372.0,89.0,,,22.11.2024 20:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 12",Toulouse,0,24,3,1,1,1,7,1,0,3,5,1.0,,,,57.0,,,1,https://www.flashscore.com/match/Im9H9ezS/#/match-summary/match-statistics/1,75.0,0,1,4,0,4,33.0,0.0,0.15,7,3,47.0,11,5,2,0.60,12,8,13,0,1,15,,,1.0
369,26.10.2024 15:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 9",Angers,2,42,4,2,2,0,7,2,0,3,4,0.0,,194.0,162.0,,,,26.10.2024 15:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 9",St Etienne,1,58,6,4,1,1,4,1,0,0,7,1.0,,,,,,,2,https://www.flashscore.com/match/p0vxl2jf/#/match-summary/match-statistics/2,,,,,,,,,0.23,5,,,5,2,,1.20,9,,,,,,,,2.0
370,25.10.2024 18:45,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 9",Rennes,0,70,12,2,4,6,3,10,0,0,6,1.0,,299.0,267.0,,,,25.10.2024 18:45,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 9",Le Havre,0,30,1,0,1,0,6,0,0,2,3,1.0,,,,,,,1,https://www.flashscore.com/match/lYpTkOLs/#/match-summary/match-statistics/1,,,,,,,,,0.09,7,,,17,7,,0.83,5,,,,,,,,1.0
371,25.10.2024 18:45,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 9",Rennes,1,52,8,2,4,2,4,4,0,1,4,1.0,0.0,239.0,198.0,,,,25.10.2024 18:45,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 9",Le Havre,0,48,4,1,1,2,4,0,2,1,4,3.0,1.0,,,,,,2,https://www.flashscore.com/match/lYpTkOLs/#/match-summary/match-statistics/2,,,,,,,,,0.34,6,,,11,5,,1.04,16,,,,,,,,2.0
372,20.10.2024 18:45,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 8",Montpellier,0,35,4,1,3,0,9,2,4,3,8,1.0,,132.0,107.0,,,,20.10.2024 18:45,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 8",Marseille,3,65,13,6,6,1,8,1,1,1,9,1.0,,,,,,,1,https://www.flashscore.com/match/nVutWTU8/#/match-summary/match-statistics/1,,,,,,,,,2.39,2,,,6,5,,0.84,11,,,,,,,,1.0
373,20.10.2024 18:45,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 8",Montpellier,0,35,9,4,0,5,8,1,2,2,3,0.0,1.0,161.0,131.0,,,,20.10.2024 18:45,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 8",Marseille,2,65,8,4,3,1,3,1,1,4,9,2.0,0.0,,,,,,2,https://www.flashscore.com/match/nVutWTU8/#/match-summary/match-statistics/2,,,,,,,,,0.97,7,,,6,2,,0.35,6,,,,,,,,2.0
374,20.10.2024 15:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 8",Auxerre,1,35,6,5,1,0,6,3,0,2,2,1.0,,129.0,99.0,,,,20.10.2024 15:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 8",Reims,0,65,6,2,2,2,2,5,1,4,6,1.0,,,,,,,1,https://www.flashscore.com/match/h8K6HUFF/#/match-summary/match-statistics/1,,,,,,,,,0.30,1,,,5,5,,1.98,13,,,,,,,,1.0
375,20.10.2024 15:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 8",Auxerre,1,37,4,3,1,0,4,2,2,0,4,1.0,,135.0,98.0,,,,20.10.2024 15:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 8",Reims,1,63,9,1,2,6,4,4,1,2,4,2.0,,,,,,,2,https://www.flashscore.com/match/h8K6HUFF/#/match-summary/match-statistics/2,,,,,,,,,0.78,5,,,6,4,,0.93,20,,,,,,,,2.0
376,20.10.2024 15:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 8",Nantes,0,38,2,1,0,1,5,2,0,4,5,2.0,,182.0,144.0,,,,20.10.2024 15:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 8",Nice,0,62,6,4,1,1,5,6,2,1,5,0.0,,,,,,,1,https://www.flashscore.com/match/WMcg8Qx2/#/match-summary/match-statistics/1,,,,,,,,,0.37,3,,,11,6,,0.08,11,,,,,,,,1.0
377,20.10.2024 15:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 8",Nantes,1,46,9,6,3,0,5,2,0,2,5,0.0,,208.0,176.0,,,,20.10.2024 15:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 8",Nice,1,54,7,3,4,0,3,2,0,5,6,1.0,,,,,,,2,https://www.flashscore.com/match/WMcg8Qx2/#/match-summary/match-statistics/2,,,,,,,,,0.48,7,,,12,7,,0.41,10,,,,,,,,2.0
378,20.10.2024 15:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 8",Toulouse,0,65,7,4,2,1,5,1,0,1,7,1.0,,288.0,254.0,,,,20.10.2024 15:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 8",Angers,1,35,5,2,1,2,7,2,1,4,5,2.0,,,,,,,1,https://www.flashscore.com/match/vPIEF8pS/#/match-summary/match-statistics/1,,,,,,,,,0.56,5,,,12,2,,0.98,8,,,,,,,,1.0
379,20.10.2024 15:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 8",Toulouse,1,67,11,2,5,4,4,7,0,2,4,1.0,,247.0,197.0,,,,20.10.2024 15:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 8",Angers,0,33,3,2,1,0,4,0,0,1,4,2.0,,,,,,,2,https://www.flashscore.com/match/vPIEF8pS/#/match-summary/match-statistics/2,,,,,,,,,0.82,6,,,11,1,,0.99,10,,,,,,,,2.0
380,20.10.2024 13:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 8",Le Havre,0,24,1,0,0,1,7,0,1,2,11,3.0,,94.0,64.0,,,,20.10.2024 13:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 8",Lyon,1,76,9,3,2,4,11,6,1,0,7,2.0,,,,,,,1,https://www.flashscore.com/match/b9aoAn8k/#/match-summary/match-statistics/1,,,,,,,,,0.52,1,,,5,3,,0.08,9,,,,,,,,1.0
381,20.10.2024 13:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 8",Le Havre,0,52,6,1,3,2,4,4,2,2,6,0.0,,209.0,177.0,,,,20.10.2024 13:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 8",Lyon,3,48,7,5,2,0,6,0,0,1,4,2.0,,,,,,,2,https://www.flashscore.com/match/b9aoAn8k/#/match-summary/match-statistics/2,,,,,,,,,2.20,7,,,10,4,,0.41,10,,,,,,,,2.0
382,19.10.2024 19:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 8",PSG,1,60,9,4,3,2,4,3,0,3,6,0.0,,331.0,306.0,,,,19.10.2024 19:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 8",Strasbourg,0,40,5,3,0,2,6,2,1,3,4,1.0,,,,,,,1,https://www.flashscore.com/match/S2WzL3M7/#/match-summary/match-statistics/1,,,,,,,,,0.24,3,,,6,5,,1.17,11,,,,,,,,1.0
383,19.10.2024 19:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 8",PSG,3,52,9,6,2,1,8,2,2,3,4,2.0,,229.0,186.0,,,,19.10.2024 19:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 8",Strasbourg,2,48,11,5,1,5,4,3,0,3,8,1.0,,,,,,,2,https://www.flashscore.com/match/S2WzL3M7/#/match-summary/match-statistics/2,,,,,,,,,1.72,4,,,4,3,,2.32,9,,,,,,,,2.0
