,H_DATETIME,H_GAMEINFO,H_TEAMNAMES,H_GOALS,H_BALL_POSSESSION,H_GOAL_ATTEMPTS,H_SHOTS_ON_GOAL,H_SHOTS_OFF_GOAL,H_BLOCKED_SHOTS,H_FREE_KICKS,H_CORNER_KICKS,H_OFFSIDES,H_GOALKEEPER_SAVES,H_FOULS,H_YELLOW_CARDS,H_RED_CARDS,H_TOTAL_PASSES,H_COMPLETED_PASSES,H_TACKLES,H_ATTACKS,H_DANGEROUS_ATTACKS,A_DATETIME,A_GAMEINFO,A_TEAMNAMES,A_GOALS,A_BALL_POSSESSION,A_GOAL_ATTEMPTS,A_SHOTS_ON_GOAL,A_SHOTS_OFF_GOAL,A_BLOCKED_SHOTS,A_FREE_KICKS,A_CORNER_KICKS,A_OFFSIDES,A_GOALKEEPER_SAVES,A_FOULS,A_YELLOW_CARDS,A_RED_CARDS,A_TOTAL_PASSES,A_COMPLETED_PASSES,A_TACKLES,A_ATTACKS,A_DANGEROUS_ATTACKS,H_CAT,GAMEURL,H_PASSES_IN_THE_FINAL_THIRD,H_HIT_THE_WOODWORK,A_BIG_CHANCES,H_SHOTS_INSIDE_THE_BOX,H_BIG_CHANCES,A_TOUCHES_IN_THE_OPPOSITION_BOX,H_CROSSES,A_CROSSES,A_EXPECTED_GOALS_XG,A_INTERCEPTIONS,H_SHOTS_OUTSIDE_THE_BOX,A_PASSES_IN_THE_FINAL_THIRD,H_THROWINS,H_INTERCEPTIONS,A_SHOTS_OUTSIDE_THE_BOX,H_EXPECTED_GOALS_XG,A_THROWINS,H_CLEARANCES_TOTAL,H_TOUCHES_IN_THE_OPPOSITION_BOX,A_HIT_THE_WOODWORK,A_SHOTS_INSIDE_THE_BOX,A_CLEARANCES_TOTAL,H_HEADED_GOALS,A_HEADED_GOALS,HALFTIME
287,15.02.2025 18:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 22",Monaco,0,68,9,4,4,1,4,2,1,1,6,,,313.0,270.0,38.0,,,15.02.2025 18:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 22",Nantes,0,32,5,2,1,2,6,1,0,2,4,,,,,67.0,,,1,https://www.flashscore.com/match/beKjRBzK/#/match-summary/match-statistics/1,83.0,0,2,8,4,9,38.0,0.0,1.12,3,1,54.0,8,1,0,1.44,8,9,35,1,5,20,,,1.0
288,15.02.2025 18:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 22",Monaco,0,62,13,7,4,2,5,7,1,0,12,,,289.0,266.0,50.0,,,15.02.2025 18:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 22",Nantes,0,38,1,0,1,0,12,0,0,2,5,,,,,0.0,,,2,https://www.flashscore.com/match/beKjRBzK/#/match-summary/match-statistics/2,86.0,0,0,9,5,2,20.0,0.0,0.06,2,4,81.0,5,7,0,2.88,3,3,18,0,1,20,1,0,2.0
289,15.02.2025 16:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 22",Marseille,0,72,7,2,2,3,4,8,0,1,7,0.0,,433.0,393.0,67.0,,,15.02.2025 16:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 22",St Etienne,0,28,3,1,1,1,7,2,1,1,4,1.0,,,,67.0,,,1,https://www.flashscore.com/match/byYF8r3e/#/match-summary/match-statistics/1,79.0,0,0,6,1,3,14.0,0.0,0.17,2,1,63.0,8,6,2,0.73,9,4,18,0,1,26,,,1.0
290,15.02.2025 16:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 22",Marseille,0,68,21,12,6,3,5,6,2,0,7,1.0,,387.0,360.0,63.0,,,15.02.2025 16:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 22",St Etienne,0,32,4,1,2,1,7,1,1,8,5,0.0,,,,67.0,,,2,https://www.flashscore.com/match/byYF8r3e/#/match-summary/match-statistics/2,82.0,2,2,18,8,9,75.0,50.0,0.79,2,3,69.0,6,3,1,4.64,3,5,33,1,3,9,,,2.0
291,16.03.2025 16:15,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 26",Montpellier,0,35,7,1,4,2,7,1,0,3,4,1.0,0.0,137.0,97.0,57.0,,,16.03.2025 16:15,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 26",St Etienne,0,65,9,4,2,3,4,5,0,1,7,3.0,1.0,,,54.0,,,1,https://www.flashscore.com/match/hEkEOCFE/#/match-summary/match-statistics/1,58.0,0,1,6,1,17,0.0,40.0,0.56,2,1,74.0,13,5,4,0.28,19,14,19,0,5,21,,,1.0
292,16.03.2025 16:15,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 26",Montpellier,0,47,6,2,3,1,0,3,0,1,0,,,69.0,55.0,100.0,,,16.03.2025 16:15,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 26",St Etienne,0,53,2,2,0,0,0,1,0,2,0,,,,,50.0,,,2,https://www.flashscore.com/match/hEkEOCFE/#/match-summary/match-statistics/2,62.0,0,1,4,1,8,50.0,0.0,0.65,2,2,60.0,4,3,0,0.84,0,3,7,0,2,4,,,2.0
293,16.03.2025 16:15,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 26",Strasbourg,0,65,4,0,2,2,7,3,0,3,7,0.0,,343.0,316.0,67.0,,,16.03.2025 16:15,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 26",Toulouse,0,35,5,4,0,1,7,2,0,0,7,2.0,,,,67.0,,,1,https://www.flashscore.com/match/bZz9Dn7D/#/match-summary/match-statistics/1,70.0,1,2,2,0,6,0.0,17.0,1.36,4,2,54.0,6,4,1,0.31,4,14,9,0,4,12,,,1.0
294,16.03.2025 16:15,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 26",Strasbourg,0,49,6,3,3,0,7,1,0,3,3,,,238.0,200.0,78.0,,,16.03.2025 16:15,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 26",Toulouse,0,51,6,3,3,0,3,1,1,1,7,,,,,100.0,,,2,https://www.flashscore.com/match/bZz9Dn7D/#/match-summary/match-statistics/2,61.0,0,0,5,3,7,20.0,0.0,0.40,7,1,59.0,6,5,4,1.37,8,15,13,0,2,6,1,0,2.0
295,16.03.2025 14:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 26",Lyon,0,70,4,2,2,0,6,1,2,2,7,1.0,,312.0,284.0,100.0,,,16.03.2025 14:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 26",Le Havre,0,30,10,4,3,3,7,1,0,1,6,0.0,,,,33.0,,,1,https://www.flashscore.com/match/pCUhHU7l/#/match-summary/match-statistics/1,85.0,0,2,2,1,14,10.0,33.0,1.55,3,2,71.0,6,3,4,0.91,2,4,6,0,6,12,,,1.0
296,16.03.2025 14:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 26",Lyon,0,64,12,5,4,3,6,3,0,1,13,1.0,,297.0,268.0,56.0,,,16.03.2025 14:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 26",Le Havre,0,36,4,1,1,2,13,0,0,2,6,3.0,,,,71.0,,,2,https://www.flashscore.com/match/pCUhHU7l/#/match-summary/match-statistics/2,85.0,1,0,10,5,5,30.0,50.0,0.17,4,2,54.0,12,2,3,2.93,9,7,26,0,1,15,,,2.0
297,15.03.2025 20:05,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 26",Lens,0,48,4,2,0,2,9,2,2,3,9,0.0,,237.0,186.0,75.0,,,15.03.2025 20:05,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 26",Rennes,0,52,6,3,2,1,9,1,0,2,9,1.0,,,,50.0,,,1,https://www.flashscore.com/match/xKn0F8x1/#/match-summary/match-statistics/1,69.0,0,0,2,0,7,33.0,40.0,0.17,5,2,64.0,5,12,2,0.10,11,9,7,0,4,6,,,1.0
298,15.03.2025 20:05,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 26",Lens,0,42,5,2,1,2,5,3,2,2,8,1.0,,195.0,150.0,70.0,,,15.03.2025 20:05,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 26",Rennes,0,58,6,2,1,3,8,3,0,1,5,0.0,,,,73.0,,,2,https://www.flashscore.com/match/xKn0F8x1/#/match-summary/match-statistics/2,76.0,0,1,4,1,17,25.0,12.0,0.42,5,1,74.0,9,8,2,0.65,5,15,10,0,4,15,1,0,2.0
299,15.03.2025 18:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 26",Angers,0,37,0,0,0,0,4,0,1,2,5,0.0,,183.0,140.0,67.0,,,15.03.2025 18:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 26",Monaco,0,63,9,2,4,3,5,7,0,0,4,1.0,,,,57.0,,,1,https://www.flashscore.com/match/KtoTIsqg/#/match-summary/match-statistics/1,62.0,0,0,0,0,19,0.0,12.0,0.66,1,0,75.0,9,6,3,0.00,5,21,7,0,6,8,,,1.0
300,15.03.2025 18:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 26",Angers,0,51,6,2,4,0,7,0,0,1,7,1.0,,242.0,197.0,75.0,,,15.03.2025 18:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 26",Monaco,0,49,7,3,2,2,7,2,0,2,7,1.0,,,,71.0,,,2,https://www.flashscore.com/match/KtoTIsqg/#/match-summary/match-statistics/2,65.0,1,2,3,1,14,33.0,13.0,1.29,9,3,74.0,4,9,2,0.49,7,15,6,0,5,9,,,2.0
301,15.03.2025 16:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 26",Nantes,0,31,2,0,2,0,4,0,0,2,6,1.0,,179.0,145.0,40.0,,,15.03.2025 16:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 26",Lille,0,69,6,2,3,1,6,1,0,0,4,0.0,,,,50.0,,,1,https://www.flashscore.com/match/OEiKK3Et/#/match-summary/match-statistics/1,41.0,1,3,2,0,20,17.0,17.0,0.53,7,0,75.0,6,5,1,0.19,11,9,5,0,5,7,,,1.0
302,09.03.2025 19:45,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 25",Nice,0,34,12,2,6,4,6,6,0,0,4,0.0,,158.0,127.0,80.0,,,09.03.2025 19:45,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 25",Lyon,0,66,1,0,0,1,4,1,0,2,6,1.0,,,,56.0,,,1,https://www.flashscore.com/match/GWfyjh9k/#/match-summary/match-statistics/1,72.0,1,0,7,0,3,36.0,0.0,0.02,2,5,54.0,8,4,1,0.96,9,6,20,0,0,14,,,1.0
303,01.12.2024 16:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 13",Lyon,3,56,10,5,3,2,6,1,1,0,5,,,281.0,236.0,92.0,,,01.12.2024 16:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 13",Nice,1,44,2,1,0,1,5,1,0,2,6,,,,,75.0,,,1,https://www.flashscore.com/match/hM7dRK1U/#/match-summary/match-statistics/1,71.0,1,1,8,2,7,33.0,0.0,0.86,9,2,80.0,11,6,0,1.31,11,3,15,0,2,15,,,1.0
304,01.12.2024 16:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 13",Lyon,1,50,6,3,1,2,5,4,2,6,6,1.0,,187.0,140.0,86.0,,,01.12.2024 16:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 13",Nice,0,50,14,6,3,5,6,3,1,2,5,2.0,,,,56.0,,,2,https://www.flashscore.com/match/hM7dRK1U/#/match-summary/match-statistics/2,72.0,0,1,4,2,19,0.0,15.0,1.43,6,2,79.0,6,3,4,1.25,5,11,13,0,10,5,,,2.0
305,01.12.2024 16:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 13",Toulouse,2,57,7,5,0,2,6,5,2,0,7,,,230.0,195.0,78.0,,,01.12.2024 16:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 13",Auxerre,0,43,0,0,0,0,7,0,2,3,6,,,,,57.0,,,1,https://www.flashscore.com/match/WhvFEsIO/#/match-summary/match-statistics/1,46.0,0,0,6,4,3,40.0,0.0,0.00,4,1,42.0,13,6,0,1.59,7,6,15,0,0,8,,,1.0
306,01.12.2024 16:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 13",Toulouse,0,45,5,2,2,1,6,1,0,0,7,,,203.0,153.0,43.0,,,01.12.2024 16:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 13",Auxerre,0,55,4,0,1,3,7,2,1,2,6,,,,,100.0,,,2,https://www.flashscore.com/match/WhvFEsIO/#/match-summary/match-statistics/2,48.0,0,0,3,2,15,13.0,40.0,0.08,6,2,57.0,12,6,2,0.58,6,13,11,0,2,9,,,2.0
307,01.12.2024 14:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 13",Montpellier,1,34,6,4,1,1,8,6,2,1,4,2.0,,131.0,97.0,56.0,,,01.12.2024 14:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 13",Lille,1,66,7,2,5,0,4,2,1,3,8,1.0,,,,67.0,,,1,https://www.flashscore.com/match/GGCXWOXh/#/match-summary/match-statistics/1,57.0,0,1,4,0,15,46.0,20.0,1.18,3,2,84.0,9,6,3,0.14,6,6,6,0,4,12,1,0,1.0
308,01.12.2024 14:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 13",Montpellier,1,48,5,1,4,0,13,1,1,1,5,2.0,1.0,187.0,140.0,57.0,,,01.12.2024 14:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 13",Lille,1,52,6,2,2,2,5,0,0,0,13,4.0,1.0,,,50.0,,,2,https://www.flashscore.com/match/GGCXWOXh/#/match-summary/match-statistics/2,45.0,1,1,4,2,12,40.0,0.0,1.18,6,1,67.0,6,5,1,1.31,12,5,8,0,5,12,,,2.0
309,30.11.2024 20:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 13",PSG,1,83,13,8,5,0,4,4,0,0,2,,,538.0,496.0,80.0,,,30.11.2024 20:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 13",Nantes,1,17,2,1,0,1,2,0,2,7,4,,,,,18.0,,,1,https://www.flashscore.com/match/lUAuV225/#/match-summary/match-statistics/1,83.0,1,1,11,4,2,25.0,0.0,0.39,5,2,29.0,13,2,0,1.84,5,3,34,0,1,21,,,1.0
310,07.12.2024 16:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 14",Monaco,0,61,12,3,7,2,9,0,2,0,5,0.0,,294.0,240.0,82.0,,,07.12.2024 16:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 14",Toulouse,0,39,1,0,1,0,5,1,0,3,9,1.0,,,,75.0,,,1,https://www.flashscore.com/match/6oLxxBFk/#/match-summary/match-statistics/1,57.0,2,0,9,2,4,50.0,0.0,0.01,7,3,52.0,5,6,0,1.65,14,8,15,0,1,6,,,1.0
311,07.12.2024 16:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 14",Monaco,2,55,7,2,4,1,7,2,2,3,10,2.0,,216.0,159.0,67.0,,,07.12.2024 16:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 14",Toulouse,0,45,5,3,1,1,10,2,1,0,7,1.0,,,,50.0,,,2,https://www.flashscore.com/match/6oLxxBFk/#/match-summary/match-statistics/2,65.0,0,0,5,2,10,20.0,40.0,0.37,4,2,63.0,7,4,2,1.27,8,12,12,0,3,12,2,0,2.0
312,06.12.2024 20:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 14",Auxerre,0,25,1,0,0,1,4,2,1,4,3,,,122.0,81.0,44.0,,,06.12.2024 20:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 14",PSG,0,75,7,4,2,1,3,3,3,0,4,,,,,50.0,,,1,https://www.flashscore.com/match/riWEq2Hb/#/match-summary/match-statistics/1,57.0,0,2,1,0,12,0.0,38.0,0.35,5,0,81.0,8,2,1,0.06,12,9,12,0,6,7,,,1.0
313,06.12.2024 20:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 14",Auxerre,0,29,5,2,1,2,3,1,2,7,5,2.0,,129.0,88.0,71.0,,,06.12.2024 20:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 14",PSG,0,71,18,7,7,4,5,12,1,2,3,1.0,,,,60.0,,,2,https://www.flashscore.com/match/riWEq2Hb/#/match-summary/match-statistics/2,53.0,0,3,3,0,29,50.0,26.0,1.54,7,2,80.0,9,7,4,0.22,12,25,8,1,14,6,,,2.0
314,06.12.2024 18:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 14",Lille,2,57,2,2,0,0,11,1,1,1,8,0.0,,268.0,235.0,29.0,,,06.12.2024 18:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 14",Brest,0,43,1,1,0,0,8,1,1,0,11,1.0,,,,89.0,,,1,https://www.flashscore.com/match/WG42zbvo/#/match-summary/match-statistics/1,67.0,0,0,2,2,2,0.0,0.0,0.03,8,0,45.0,13,2,1,1.43,8,10,7,0,0,6,,,1.0
315,06.12.2024 18:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 14",Lille,1,65,8,4,2,2,5,1,0,1,5,1.0,,357.0,313.0,80.0,,,06.12.2024 18:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 14",Brest,1,35,6,2,4,0,5,0,0,3,5,0.0,,,,80.0,,,2,https://www.flashscore.com/match/WG42zbvo/#/match-summary/match-statistics/2,75.0,0,1,5,2,7,0.0,40.0,0.60,9,3,52.0,8,7,2,1.08,13,5,10,0,4,6,,,2.0
316,01.12.2024 19:45,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 13",Marseille,0,61,6,1,2,3,4,3,0,1,7,,,328.0,289.0,67.0,,,01.12.2024 19:45,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 13",Monaco,1,39,2,2,0,0,7,1,0,1,4,,,,,71.0,,,1,https://www.flashscore.com/match/pd4lTtXH/#/match-summary/match-statistics/1,80.0,0,0,2,0,7,22.0,0.0,0.36,7,4,63.0,9,10,0,0.27,9,6,8,0,2,8,,,1.0
317,01.12.2024 19:45,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 13",Marseille,2,65,3,3,0,0,12,2,0,2,8,0.0,,327.0,275.0,78.0,,,01.12.2024 19:45,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 13",Monaco,0,35,5,2,1,2,8,2,1,1,12,1.0,,,,14.0,,,2,https://www.flashscore.com/match/pd4lTtXH/#/match-summary/match-statistics/2,80.0,0,1,3,2,9,13.0,20.0,0.66,12,0,51.0,13,5,2,1.73,8,13,10,0,3,6,1,0,2.0
318,01.12.2024 16:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 13",Le Havre,0,49,4,0,3,1,5,0,0,2,6,,,230.0,202.0,63.0,,,01.12.2024 16:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 13",Angers,0,51,9,2,3,4,6,3,0,0,5,,,,,89.0,,,1,https://www.flashscore.com/match/Awj6G3mC/#/match-summary/match-statistics/1,71.0,0,2,1,0,13,0.0,14.0,1.38,5,3,74.0,8,3,1,0.18,10,2,7,0,8,12,,,1.0
319,31.08.2024 19:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 3",Montpellier,1,62,6,3,3,0,3,5,0,2,3,,,,,,74.0,45.0,31.08.2024 19:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 3",Nantes,2,38,8,4,3,1,4,2,1,2,3,,,,,,31.0,23.0,cat41,https://www.flashscore.com/match/6FCg7VZH/#/match-summary/match-statistics/1,,,,,,,,,,,,,,,,,,,,,,,,,
320,31.08.2024 21:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 3",Toulouse,1,23,1,0,1,0,6,1,0,0,4,3.0,,,,,25.0,13.0,31.08.2024 21:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 3",Marseille,1,77,6,1,5,0,4,2,0,0,6,1.0,,,,,61.0,23.0,cat42,https://www.flashscore.com/match/tYQyK8JN/#/match-summary/match-statistics/2,,,,,,,,,,,,,,,,,,,,,,,,,
321,31.08.2024 21:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 3",Toulouse,0,25,2,1,1,0,10,1,0,1,6,1.0,1.0,,,,36.0,10.0,31.08.2024 21:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 3",Marseille,2,75,6,3,0,3,6,1,0,1,9,1.0,0.0,,,,76.0,33.0,cat43,https://www.flashscore.com/match/tYQyK8JN/#/match-summary/match-statistics/1,,,,,,,,,,,,,,,,,,,,,,,,,
322,01.09.2024 15:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 3",Monaco,1,60,6,2,1,3,10,5,0,2,7,1.0,,,,,42.0,21.0,01.09.2024 15:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 3",Lens,1,40,8,3,3,2,5,3,1,1,10,1.0,,,,,25.0,23.0,cat44,https://www.flashscore.com/match/IgtCPCkn/#/match-summary/match-statistics/2,,,,,,,,,,,,,,,,,,,,,,,,,
323,01.09.2024 15:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 3",Monaco,0,62,8,1,5,2,12,2,2,1,4,0.0,,,,,63.0,20.0,01.09.2024 15:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 3",Lens,0,38,4,1,3,0,6,4,0,1,11,3.0,,,,,40.0,18.0,cat45,https://www.flashscore.com/match/IgtCPCkn/#/match-summary/match-statistics/1,,,,,,,,,,,,,,,,,,,,,,,,,
324,02.02.2025 16:15,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 20",Reims,0,58,4,0,2,2,5,2,2,3,10,,,234.0,198.0,100.0,,,02.02.2025 16:15,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 20",Nantes,1,42,7,4,1,2,10,2,0,0,5,,,,,70.0,,,2,https://www.flashscore.com/match/tpHhmyyI/#/match-summary/match-statistics/2,75.0,0,3,4,0,9,14.0,43.0,1.26,4,1,55.0,16,1,1,0.24,7,5,16,0,6,26,,,2.0
325,02.02.2025 16:15,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 20",Rennes,0,51,6,2,4,0,6,5,1,1,5,1.0,,243.0,199.0,55.0,,,02.02.2025 16:15,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 20",Strasbourg,0,49,3,1,2,0,5,0,0,2,6,0.0,,,,75.0,,,1,https://www.flashscore.com/match/pW2I3dLb/#/match-summary/match-statistics/1,77.0,0,1,4,0,6,29.0,50.0,0.89,6,2,64.0,9,8,0,0.45,10,8,15,0,3,18,,,1.0
326,02.02.2025 16:15,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 20",Rennes,1,39,7,1,3,3,4,1,2,2,9,2.0,,178.0,135.0,100.0,,,02.02.2025 16:15,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 20",Strasbourg,0,61,4,2,1,1,9,2,0,0,4,3.0,,,,75.0,,,2,https://www.flashscore.com/match/pW2I3dLb/#/match-summary/match-statistics/2,77.0,0,1,4,0,9,17.0,22.0,0.30,3,3,65.0,15,11,1,0.48,8,9,9,0,3,10,,,2.0
327,02.02.2025 14:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 20",Toulouse,0,57,11,3,4,4,10,4,0,1,9,,,274.0,239.0,75.0,,,02.02.2025 14:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 20",Nice,1,43,4,2,1,1,9,0,0,3,10,,,,,69.0,,,1,https://www.flashscore.com/match/x6aA5Ijn/#/match-summary/match-statistics/1,70.0,0,1,10,0,7,38.0,60.0,1.10,6,1,63.0,10,3,1,0.74,7,6,17,0,3,13,,,1.0
328,02.02.2025 14:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 20",Toulouse,1,49,4,1,3,0,10,3,0,1,11,,,216.0,172.0,50.0,,,02.02.2025 14:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 20",Nice,0,51,9,1,5,3,11,2,0,0,10,,,,,42.0,,,2,https://www.flashscore.com/match/x6aA5Ijn/#/match-summary/match-statistics/2,58.0,0,0,4,0,14,9.0,17.0,0.57,3,0,60.0,11,3,3,0.65,7,13,11,0,6,23,,,2.0
329,08.02.2025 20:05,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 21",St Etienne,0,53,1,0,1,0,3,1,2,1,6,0.0,,244.0,202.0,38.0,,,08.02.2025 20:05,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 21",Rennes,0,47,9,2,6,1,6,3,1,0,3,3.0,,,,77.0,,,1,https://www.flashscore.com/match/hIs1EDZG/#/match-summary/match-statistics/1,80.0,0,1,1,0,24,25.0,18.0,2.10,8,0,74.0,10,5,0,0.12,11,20,9,0,9,13,,,1.0
330,08.02.2025 20:05,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 21",St Etienne,0,53,8,3,3,2,3,1,2,6,7,1.0,,287.0,251.0,92.0,,,08.02.2025 20:05,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 21",Rennes,0,47,12,7,2,3,7,1,0,3,3,2.0,,,,50.0,,,2,https://www.flashscore.com/match/hIs1EDZG/#/match-summary/match-statistics/2,83.0,0,4,4,0,17,29.0,20.0,1.65,11,4,81.0,6,6,5,0.36,7,18,23,0,7,12,,,2.0
331,08.02.2025 18:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 21",Lille,0,71,6,2,3,1,3,5,0,1,7,,,320.0,291.0,57.0,,,08.02.2025 18:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 21",Le Havre,0,29,4,2,2,0,7,4,0,2,3,,,,,63.0,,,1,https://www.flashscore.com/match/phvgGZ44/#/match-summary/match-statistics/1,83.0,0,1,4,1,12,17.0,33.0,0.79,7,2,52.0,14,6,0,0.37,3,5,13,0,4,29,,,1.0
332,08.02.2025 18:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 21",Lille,0,62,8,3,4,1,5,3,0,3,9,2.0,,226.0,194.0,36.0,,,08.02.2025 18:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 21",Le Havre,0,38,10,4,5,1,9,6,0,2,5,1.0,,,,0.0,,,2,https://www.flashscore.com/match/phvgGZ44/#/match-summary/match-statistics/2,76.0,0,1,6,3,11,36.0,33.0,1.25,3,2,46.0,6,7,2,1.15,15,7,21,2,8,20,,,2.0
333,08.02.2025 16:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 21",Nice,0,55,6,4,2,0,8,3,0,0,2,1.0,,276.0,230.0,56.0,,,08.02.2025 16:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 21",Lens,0,45,6,0,3,3,2,2,0,3,8,2.0,,,,100.0,,,1,https://www.flashscore.com/match/6L7zTClA/#/match-summary/match-statistics/1,64.0,0,0,5,3,10,25.0,14.0,0.26,9,1,59.0,8,13,4,1.39,13,12,16,0,2,11,,,1.0
334,08.02.2025 16:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 21",Nice,0,67,10,4,4,2,11,4,0,3,4,0.0,0.0,352.0,323.0,88.0,,,08.02.2025 16:00,"FOOTBALL
FRANCE: LIGUE 1 - ROUND 21",Lens,0,33,6,3,3,0,4,1,0,3,11,2.0,1.0,,,100.0,,,2,https://www.flashscore.com/match/6L7zTClA/#/match-summary/match-statistics/2,85.0,0,1,7,3,9,20.0,25.0,0.89,6,3,63.0,5,1,1,0.89,7,2,18,0,5,10,,,2.0
