,TEAMS,GOALS,xG,SHOTS,SHOTS ON TARGET,DEEP,PPDA,xPTS,A_TEAMS,A_GOALS,A_xG,A_SHOTS,A_SHOTS ON TARGET,A_DEEP,A_PPDA,A_xPTS
103,Cagliari,1,1.28,18,6,12,12.85,1.11,Lazio,2,1.59,11,5,12,11.00,1.62
104,Lazio,3,1.84,15,5,15,14.44,0.90,Bologna,3,2.58,20,4,6,10.31,1.89
105,Torino,3,2.40,13,7,9,11.42,2.25,Lazio,1,1.18,16,4,7,9.75,0.56
106,Napoli,3,2.04,24,8,11,10.02,2.45,AC Milan,2,0.52,8,2,7,17.94,0.38
107,Sampdoria,3,0.83,9,3,4,9.06,1.07,Napoli,0,1.12,18,4,8,9.24,1.60
108,Napoli,1,1.32,22,4,8,10.33,2.19,Fiorentina,0,0.35,9,1,1,13.71,0.54
109,Torino,1,1.09,10,2,6,14.05,0.46,Napoli,3,2.36,16,6,6,13.48,2.35
110,Napoli,3,2.86,26,7,15,9.96,2.92,Parma Calcio 1913,0,0.09,3,0,0,19.10,0.04
111,Napoli,2,1.77,15,7,6,14.50,2.00,Sassuolo,0,0.93,12,7,3,13.68,0.76
112,Udinese,0,1.72,11,5,3,21.61,1.16,Napoli,3,2.01,14,4,7,7.58,1.56
113,Napoli,1,2.04,26,5,11,7.30,2.29,Roma,1,0.78,8,4,3,32.00,0.50
114,Napoli,5,2.45,20,13,8,15.19,2.50,Empoli,1,0.77,11,4,9,12.67,0.36
115,Genoa,1,0.88,9,3,6,11.88,0.71,Napoli,2,1.79,23,4,16,6.00,2.06
116,Atalanta,1,1.16,14,2,6,11.29,0.88,Napoli,2,1.78,10,6,9,13.12,1.85
117,Napoli,4,2.44,22,8,15,10.95,2.81,Frosinone,0,0.27,8,2,0,25.75,0.11
118,Cagliari,0,0.66,10,2,2,12.13,1.05,Napoli,1,0.98,18,5,10,9.59,1.60
119,Napoli,1,2.60,24,5,10,8.33,2.71,SPAL 2013,0,0.55,11,6,3,39.80,0.19
120,Inter,1,1.07,12,5,10,18.13,1.64,Napoli,0,0.76,12,4,2,13.44,1.00
121,Napoli,3,1.87,17,7,7,6.23,2.23,Bologna,2,0.74,10,4,3,32.10,0.55
122,AC Milan,0,1.25,14,5,8,21.80,1.87,Napoli,0,0.70,15,6,13,15.60,0.84
123,Napoli,3,1.99,21,9,10,24.50,2.27,Sampdoria,0,0.83,14,2,7,16.62,0.53
124,Fiorentina,0,0.64,15,3,5,11.76,0.16,Napoli,0,3.03,13,4,13,4.67,2.77
125,Napoli,0,2.60,26,9,12,5.59,2.77,Torino,0,0.37,10,1,3,13.80,0.14
126,Parma Calcio 1913,0,0.44,12,2,4,20.05,0.59,Napoli,4,1.41,17,5,8,8.81,2.15
127,Sassuolo,1,1.03,10,1,5,18.88,1.66,Napoli,1,0.72,10,4,2,12.83,0.99
128,Napoli,4,1.52,14,5,5,10.50,2.04,Udinese,2,0.74,12,3,4,30.93,0.72
129,Roma,1,1.99,14,3,7,16.11,0.91,Napoli,4,2.64,20,10,8,10.45,1.85
130,Empoli,2,1.48,15,7,6,12.92,2.04,Napoli,1,0.64,14,5,6,8.48,0.70
131,Napoli,1,1.99,23,9,7,6.19,2.13,Genoa,1,0.92,14,5,6,27.08,0.65
132,Napoli,1,1.59,17,6,7,11.27,1.54,Atalanta,2,1.34,13,7,11,9.50,1.18
133,Frosinone,0,1.35,15,5,8,9.91,0.78,Napoli,2,2.28,20,9,10,8.10,2.01
134,Napoli,2,1.84,22,7,13,13.55,2.66,Cagliari,1,0.24,6,2,1,15.48,0.21
135,SPAL 2013,1,1.92,13,6,8,10.70,1.54,Napoli,2,1.73,25,7,14,8.58,1.21
136,Napoli,4,1.74,14,6,10,17.45,1.21,Inter,1,1.99,22,6,7,13.75,1.53
137,Bologna,3,0.94,13,4,3,28.64,0.76,Napoli,2,1.80,26,5,9,6.63,2.00
138,Torino,0,0.50,10,4,4,15.47,0.74,Roma,1,1.18,17,6,10,6.46,1.96
139,Inter,2,0.79,13,5,5,9.93,1.20,Torino,2,0.92,13,6,6,17.21,1.47
140,Torino,1,2.02,10,6,6,7.38,2.41,SPAL 2013,0,0.66,10,2,4,5.93,0.41
141,Udinese,1,0.27,6,1,4,15.67,0.85,Torino,1,0.67,14,4,4,6.12,1.68
142,Atalanta,0,0.67,13,3,4,5.79,1.74,Torino,0,0.22,7,0,1,10.52,0.79
143,Torino,3,1.92,17,9,4,4.30,1.34,Frosinone,2,1.94,12,5,3,10.93,1.37
144,Bologna,2,1.50,7,2,3,11.55,2.17,Torino,2,0.70,11,6,6,8.42,0.57
145,Torino,1,0.96,21,2,13,4.03,1.05,Fiorentina,1,1.19,9,5,4,5.00,1.63
146,Sampdoria,1,2.19,13,5,7,6.53,1.47,Torino,4,2.07,15,7,8,5.84,1.22
147,Torino,1,2.34,16,4,8,4.64,1.94,Parma Calcio 1913,2,1.60,14,5,4,13.35,0.82
148,Cagliari,0,0.16,4,0,2,11.00,0.60,Torino,0,0.86,15,5,5,8.71,2.00
149,Torino,2,2.39,22,10,9,3.57,1.92,Genoa,1,1.64,9,1,1,10.92,0.81
150,AC Milan,0,1.32,16,3,6,7.38,1.62,Torino,0,1.00,13,4,3,9.29,1.09
151,Sassuolo,1,2.51,20,5,5,6.95,2.83,Torino,1,0.26,6,2,8,7.03,0.10
152,Torino,3,1.20,16,8,5,8.35,2.19,Empoli,0,0.22,6,1,3,18.55,0.50
153,Roma,3,3.06,16,9,11,5.17,2.45,Torino,2,1.41,10,2,2,4.45,0.40
154,Torino,1,0.62,13,3,2,9.23,1.13,Inter,0,0.77,11,2,7,4.35,1.49
155,SPAL 2013,0,0.67,11,1,5,6.43,1.70,Torino,0,0.31,10,2,2,6.09,0.86
156,Torino,1,2.46,17,7,10,5.90,1.91,Udinese,0,1.73,14,4,8,7.72,0.84
157,Torino,2,1.51,17,7,2,7.67,1.65,Atalanta,0,1.13,10,3,7,5.27,1.08
158,Frosinone,1,1.11,13,4,2,8.63,1.56,Torino,2,0.88,14,7,6,5.70,1.13
159,Torino,2,1.45,20,8,9,5.07,0.92,Bologna,3,1.98,9,4,4,8.85,1.82
160,Fiorentina,1,2.46,23,8,9,7.00,2.66,Torino,1,0.45,10,3,7,8.06,0.23
161,Torino,2,0.87,18,6,5,6.41,1.98,Sampdoria,1,0.18,8,3,5,6.10,0.62
162,Parma Calcio 1913,0,0.76,6,1,2,8.03,1.27,Torino,0,0.86,16,4,6,3.93,1.36
163,Torino,1,1.18,15,7,6,9.45,1.64,Cagliari,1,0.87,12,4,5,6.04,1.04
164,Genoa,0,1.18,12,4,7,6.75,1.64,Torino,1,0.84,9,3,5,4.15,1.03
165,Torino,2,1.24,11,3,5,6.50,2.01,AC Milan,0,0.60,12,3,12,4.38,0.68
166,Torino,3,3.93,20,9,11,4.71,2.89,Sassuolo,2,0.85,8,3,2,16.13,0.07
167,Empoli,4,2.54,18,9,10,10.12,2.23,Torino,1,1.28,15,5,6,4.75,0.58
168,Roma,3,2.23,25,10,6,8.22,1.32,Atalanta,3,2.35,23,6,8,13.19,1.46
169,AC Milan,2,1.69,26,10,9,15.30,2.47,Roma,1,0.31,6,2,7,22.00,0.34
170,Bologna,2,0.89,11,2,2,36.88,0.17,Roma,0,3.20,25,8,7,6.63,2.74
171,Roma,4,2.53,18,10,17,14.24,2.78,Frosinone,0,0.49,11,1,2,34.00,0.14
172,Empoli,0,2.00,20,4,6,15.65,2.25,Roma,2,0.86,10,3,7,16.07,0.53
173,Roma,0,1.63,18,8,13,7.36,1.15,SPAL 2013,2,1.89,6,5,4,18.82,1.58
174,Fiorentina,1,1.23,14,3,3,15.81,0.81,Roma,1,1.98,19,4,8,3.78,1.94
175,Roma,4,3.04,16,5,8,10.75,2.86,Sampdoria,1,0.63,8,3,2,11.04,0.09
176,Udinese,1,1.37,9,2,1,14.55,1.48,Roma,0,1.25,26,9,6,3.70,1.24
177,Roma,2,1.72,15,5,6,17.06,1.03,Inter,2,2.21,17,7,8,10.58,1.72
178,Cagliari,2,1.49,16,5,9,6.96,1.15,Roma,2,1.78,24,6,6,10.46,1.59
179,Roma,3,1.87,16,6,9,9.25,1.15,Genoa,2,2.14,15,9,11,14.53,1.58
180,Roma,3,4.12,20,10,10,9.08,2.93,Sassuolo,1,0.59,10,3,1,9.50,0.04
181,Parma Calcio 1913,0,0.48,6,2,4,19.31,0.46,Roma,2,1.72,23,5,5,5.78,2.33
182,Atalanta,3,2.36,23,5,15,7.17,1.73,Roma,3,1.86,8,5,7,14.67,1.04
183,Roma,1,1.78,17,7,7,15.78,2.21,AC Milan,1,0.78,8,5,3,13.53,0.55
184,Roma,2,1.76,14,4,10,7.00,0.99,Bologna,1,2.36,20,7,5,6.92,1.78
185,Frosinone,2,1.66,11,5,6,7.91,0.85,Roma,3,2.30,14,5,6,7.41,1.89
186,Roma,2,1.14,10,3,4,13.37,2.30,Empoli,1,0.19,5,1,6,29.17,0.43
187,SPAL 2013,2,1.22,10,4,3,14.76,0.98,Roma,1,1.58,16,4,13,8.16,1.68
188,Roma,2,1.52,15,4,7,10.68,1.87,Fiorentina,2,0.89,12,4,2,5.14,0.85
189,Sampdoria,0,1.32,18,2,9,7.32,1.03,Roma,1,1.66,16,4,4,14.46,1.67
190,Roma,1,1.30,16,4,5,10.55,2.00,Udinese,0,0.56,11,2,3,10.72,0.72
191,Inter,1,1.60,21,5,8,8.19,2.22,Roma,1,0.53,9,5,5,44.78,0.55
192,Roma,3,2.90,21,10,15,36.60,2.79,Cagliari,0,0.50,11,2,2,16.40,0.14
193,Genoa,1,2.43,18,5,6,11.00,2.55,Roma,1,0.73,14,4,11,11.20,0.31
194,Sassuolo,0,1.12,17,2,5,11.05,0.45,Roma,0,2.77,22,4,10,14.85,2.39
195,Roma,2,1.72,29,9,10,8.85,1.84,Parma Calcio 1913,1,1.09,14,5,6,23.85,0.92
196,Parma Calcio 1913,2,1.55,9,4,7,13.50,0.99,Udinese,2,2.00,17,4,4,10.79,1.72
197,SPAL 2013,1,1.41,18,5,3,9.22,2.46,Parma Calcio 1913,0,0.15,4,0,1,16.18,0.32
198,Inter,0,1.39,28,8,11,7.94,2.24,Parma Calcio 1913,1,0.30,9,5,2,20.00,0.50
199,Parma Calcio 1913,2,2.04,18,6,12,18.40,2.33,Cagliari,0,0.72,16,2,19,7.05,0.49
200,Parma Calcio 1913,1,0.65,11,3,4,19.65,0.73,Empoli,0,1.45,18,2,14,4.97,2.00
201,Genoa,1,1.53,29,10,7,8.82,1.61,Parma Calcio 1913,3,1.16,7,5,4,34.71,1.11
202,Atalanta,3,2.98,30,12,10,5.41,2.39,Parma Calcio 1913,0,1.38,14,2,1,22.08,0.46
203,Parma Calcio 1913,0,0.58,11,1,4,11.50,1.48,Frosinone,0,0.42,13,1,4,13.07,1.07
204,Parma Calcio 1913,2,2.21,14,5,1,12.11,1.98,Sassuolo,1,1.52,14,6,2,4.63,0.74
205,AC Milan,2,1.35,18,5,4,9.33,1.44,Parma Calcio 1913,1,1.25,7,1,5,12.17,1.24
206,Sampdoria,2,1.72,13,7,12,5.43,2.18,Parma Calcio 1913,0,0.71,5,0,2,34.18,0.57
207,Parma Calcio 1913,0,0.78,13,0,4,7.12,1.86,Bologna,0,0.27,9,1,1,19.06,0.74
208,Fiorentina,0,1.49,34,8,8,4.45,2.13,Parma Calcio 1913,1,0.48,6,2,1,14.35,0.60
209,Udinese,1,1.47,27,7,12,5.26,0.64,Parma Calcio 1913,2,2.41,8,4,4,10.40,2.15
210,Parma Calcio 1913,2,2.67,10,4,4,16.06,1.87,SPAL 2013,3,1.97,24,6,3,6.24,0.91
211,Parma Calcio 1913,0,0.47,8,1,2,10.77,0.36,Inter,1,1.90,18,6,22,6.28,2.47
212,Cagliari,2,2.21,16,3,3,5.35,2.73,Parma Calcio 1913,1,0.41,9,3,0,13.10,0.17
213,Empoli,3,2.53,20,8,9,7.85,1.84,Parma Calcio 1913,3,1.88,8,7,2,15.69,0.92
214,Parma Calcio 1913,1,1.51,9,3,2,14.94,2.26,Genoa,0,0.60,13,1,7,7.19,0.50
215,Parma Calcio 1913,1,0.99,9,4,2,18.76,0.10,Atalanta,3,3.89,20,9,14,6.08,2.85
216,Frosinone,3,1.96,21,4,4,7.00,1.25,Parma Calcio 1913,2,2.02,12,4,2,20.31,1.45
217,Sassuolo,0,1.25,20,6,11,5.94,1.67,Parma Calcio 1913,0,0.83,3,1,1,20.71,0.97
218,Parma Calcio 1913,1,0.83,12,1,6,17.33,1.34,AC Milan,1,0.80,15,3,5,7.74,1.30
219,Parma Calcio 1913,3,2.48,9,6,3,13.75,1.15,Sampdoria,3,2.78,18,9,10,11.19,1.58
220,Bologna,4,1.85,18,10,16,8.94,2.32,Parma Calcio 1913,1,0.57,6,1,5,18.38,0.47
221,Udinese,1,1.80,17,6,3,14.38,2.33,Sampdoria,0,0.59,15,3,14,4.58,0.47
222,Fiorentina,1,1.10,14,3,10,4.48,2.25,Udinese,0,0.17,6,1,2,12.67,0.44
223,Bologna,2,1.36,21,6,10,11.30,1.65,Udinese,1,1.00,14,2,6,13.00,1.05
224,Genoa,2,1.77,12,5,4,9.55,2.32,Udinese,2,0.63,13,4,2,3.86,0.47
225,Udinese,0,0.44,14,3,6,7.15,0.98,AC Milan,1,0.79,15,7,7,8.18,1.62
226,Empoli,2,1.55,14,5,9,15.00,0.30,Udinese,1,3.75,31,9,11,6.89,2.59
227,Sassuolo,0,1.83,18,3,13,6.07,2.68,Udinese,0,0.14,3,1,0,15.76,0.19
228,Udinese,1,0.90,7,1,2,20.85,0.42,Atalanta,3,2.26,19,4,9,11.40,2.39
229,Inter,1,2.20,22,4,10,8.29,2.74,Udinese,0,0.32,7,1,4,36.36,0.17
230,Udinese,1,0.37,9,1,5,15.44,0.47,Frosinone,1,1.22,14,4,3,11.04,2.27
231,SPAL 2013,0,0.66,12,2,6,11.10,1.78,Udinese,0,0.20,6,1,3,10.28,0.76
232,Udinese,2,2.00,26,5,12,9.16,2.65,Cagliari,0,0.33,7,1,7,11.57,0.22
233,Sampdoria,4,3.50,22,9,9,6.54,2.95,Udinese,0,0.27,9,0,1,11.83,0.03
234,Udinese,1,1.42,9,1,3,14.90,2.18,Fiorentina,1,0.59,14,4,1,5.77,0.58
235,Udinese,2,1.75,13,5,1,6.41,1.36,Bologna,1,1.74,13,3,8,3.23,1.34
236,Udinese,2,2.46,12,5,4,11.79,1.65,Genoa,0,2.07,21,6,9,6.32,1.11
237,AC Milan,1,2.04,18,6,9,5.19,1.90,Udinese,1,1.38,7,2,3,13.38,0.83
238,Udinese,3,2.22,17,5,6,15.29,1.67,Empoli,2,1.84,15,6,13,7.57,1.08
239,Udinese,1,0.91,14,4,4,6.94,1.49,Sassuolo,1,0.75,10,2,1,7.21,1.15
240,Atalanta,2,2.01,15,8,15,11.13,2.85,Udinese,0,0.12,5,1,1,10.48,0.09
241,Udinese,0,0.36,7,3,6,17.65,0.14,Inter,0,2.28,21,4,7,5.75,2.77
242,Frosinone,1,1.65,24,5,10,6.44,0.75,Udinese,3,2.53,16,7,8,11.33,2.04
243,Udinese,3,1.39,13,4,2,9.54,1.57,SPAL 2013,2,1.17,19,3,1,6.19,1.15
244,Cagliari,1,2.45,24,7,10,7.08,2.55,Udinese,2,0.74,11,5,4,13.53,0.31
245,Sassuolo,1,1.40,11,2,5,14.21,1.52,Inter,0,1.20,15,3,7,8.08,1.17
246,Cagliari,2,1.52,15,6,4,11.17,1.15,Sassuolo,2,1.79,13,5,10,9.72,1.58
247,Sassuolo,5,2.06,10,7,3,10.50,1.51,Genoa,3,1.89,21,5,5,6.91,1.23
248,Sassuolo,3,2.10,23,7,9,8.91,2.19,Empoli,1,1.04,15,2,10,21.22,0.60
249,SPAL 2013,0,1.02,12,2,1,8.66,0.49,Sassuolo,2,2.09,12,6,5,17.94,2.29
250,Sassuolo,1,0.70,12,2,8,9.95,0.82,AC Milan,4,1.31,12,8,4,16.29,1.89
251,Sampdoria,0,1.28,9,1,8,5.93,1.93,Sassuolo,0,0.64,10,0,5,10.92,0.78
252,Sassuolo,2,1.94,15,6,9,4.04,1.73,Bologna,2,1.51,14,5,4,13.56,1.00
253,Sassuolo,3,1.10,17,7,7,9.14,0.60,Fiorentina,3,2.20,18,6,6,11.68,2.20
254,Frosinone,0,0.42,14,3,3,15.16,0.68,Sassuolo,2,1.18,21,2,6,8.84,2.01
255,Sassuolo,2,1.07,15,8,5,9.29,0.24,Atalanta,6,3.42,17,9,6,8.07,2.66
256,Inter,0,1.24,13,4,7,7.00,1.26,Sassuolo,0,1.38,16,5,4,15.50,1.45
